# Odd core environment

This is a list of the first 10000 integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of oc.
- `base3` and `base2` representations of the oc are given.
- residues of oc modulo a set of small primes then follow (`m3`, `m5`, etc)

oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29
8087,0,5,102002112,1111110010111,2,2,2,2,1,12,12,14,25
1011,3,20,1101110,1111110011,0,1,3,10,10,8,4,22,25
8089,0,5,102002121,1111110011001,1,4,4,4,3,14,14,16,27
4045,1,20,12112211,111111001101,1,0,6,8,2,16,17,20,14
8091,0,68,102002200,1111110011011,0,1,6,6,5,16,16,18,0
2023,2,56,2202221,11111100111,1,3,0,10,8,0,9,22,22
8093,0,56,102002202,1111110011101,2,3,1,8,7,1,18,20,2
4047,1,56,12112220,111111001111,0,2,1,10,4,1,0,22,16
8095,0,39,102002211,1111110011111,1,0,3,10,9,3,1,22,4
253,5,39,100101,11111101,1,3,1,0,6,15,6,0,21
8097,0,20,102002220,1111110100001,0,2,5,1,11,5,3,1,6
4049,1,20,12112222,111111010001,2,4,3,1,6,3,2,1,18
8099,0,20,102002222,1111110100011,2,4,0,3,0,7,5,3,8
2025,2,56,2210000,11111101001,0,0,2,1,10,2,11,1,24
8101,0,56,102010001,1111110100101,1,1,2,5,2,9,7,5,10
4051,1,56,12120001,111111010011,1,1,5,3,8,5,4,3,20
8103,0,68,102010010,1111110100111,0,3,4,7,4,11,9,7,12
1013,3,39,1101112,1111110101,2,3,5,1,12,10,6,1,27
8105,0,22,102010012,1111110101001,2,0,6,9,6,13,11,9,14
4053,1,39,12120010,111111010101,0,3,0,5,10,7,6,5,22
8107,0,20,102010021,1111110101011,1,2,1,0,8,15,13,11,16
2027,2,56,2210002,11111101011,2,2,4,3,12,4,13,3,26
8109,0,56,102010100,1111110101101,0,4,3,2,10,0,15,13,18
4055,1,56,12120012,111111010111,2,0,2,7,12,9,8,7,24
8111,0,20,102010102,1111110101111,2,1,5,4,12,2,17,15,20
507,4,10,200210,111111011,0,2,3,1,0,14,13,1,14
8113,0,39,102010111,1111110110001,1,3,0,6,1,4,0,17,22
4057,1,39,12120021,111111011001,1,2,4,9,1,11,10,9,26
8115,0,39,102010120,1111110110011,0,0,2,8,3,6,2,19,24
2029,2,10,2210011,11111101101,1,4,6,5,1,6,15,5,28
8117,0,10,102010122,1111110110101,2,2,4,10,5,8,4,21,26
4059,1,20,12120100,111111011011,0,4,6,0,3,13,12,11,28
8119,0,20,102010201,1111110110111,1,4,6,1,7,10,6,0,28
1015,3,10,1101121,1111110111,1,0,0,3,1,12,8,3,0
8121,0,10,102010210,1111110111001,0,1,1,3,9,12,8,2,1
4061,1,10,12120102,111111011101,2,1,1,2,5,15,14,13,1
8123,0,10,102010212,1111110111011,2,3,3,5,11,14,10,4,3
2031,2,20,2210020,11111101111,0,1,1,7,3,8,17,7,1
8125,0,20,102010221,1111110111101,1,0,5,7,0,16,12,6,5
4063,1,20,12120111,111111011111,1,3,3,4,7,0,16,15,3
8127,0,68,102011000,1111110111111,0,2,0,9,2,1,14,8,7
127,6,15,11201,1111111,1,2,1,6,10,8,13,12,11
8129,0,10,102011002,1111111000001,2,4,2,0,4,3,16,10,9
4065,1,44,12120120,111111100001,0,0,5,6,9,2,18,17,5
8131,0,44,102011011,1111111000011,1,1,4,2,6,5,18,12,11
2033,2,39,2210022,11111110001,2,3,3,9,5,10,0,9,3
8133,0,39,102011020,1111111000101,0,3,6,4,8,7,1,14,13
4067,1,39,12120122,111111100011,2,2,0,8,11,4,1,19,7
8135,0,20,102011022,1111111000111,2,0,1,6,10,9,3,16,15
1017,3,56,1101200,1111111001,0,2,2,5,3,14,10,5,2
8137,0,56,102011101,1111111001001,1,2,3,8,12,11,5,18,17
4069,1,56,12120201,111111100101,1,4,2,10,0,6,3,21,9
8139,0,39,102011110,1111111001011,0,4,5,10,1,13,7,20,19
2035,2,56,2210101,11111110011,1,0,5,0,7,12,2,11,5
8141,0,56,102011112,1111111001101,2,1,0,1,3,15,9,22,21
4071,1,56,12120210,111111100111,0,1,4,1,2,8,5,0,11
8143,0,56,102011121,1111111001111,1,3,2,3,5,0,11,1,23
509,4,15,200212,111111101,2,4,5,3,2,16,15,3,16
8145,0,56,102011200,1111111010001,0,0,4,5,7,2,13,3,25
4073,1,32,12120212,111111101001,2,3,6,3,4,10,7,2,13
8147,0,32,102011202,1111111010011,2,2,6,7,9,4,15,5,27
2037,2,15,2210110,11111110101,0,2,0,2,9,14,4,13,7
8149,0,15,102011211,1111111010101,1,4,1,9,11,6,17,7,0
4075,1,56,12120221,111111101011,1,0,1,5,6,12,9,4,15
8151,0,56,102011220,1111111010111,0,1,3,0,0,8,0,9,2
1019,3,20,1101202,1111111011,2,4,4,7,5,16,12,7,4
8153,0,39,102011222,1111111011001,2,3,5,2,2,10,2,11,4
4077,1,20,12121000,111111101101,0,2,3,7,8,14,11,6,17
8155,0,44,102012001,1111111011011,1,0,0,4,4,12,4,13,6
2039,2,20,2210112,11111110111,2,4,2,4,11,16,6,15,9
8157,0,20,102012010,1111111011101,0,2,2,6,6,14,6,15,8
4079,1,20,12121002,111111101111,2,4,5,9,10,16,13,8,19
8159,0,20,102012012,1111111011111,2,4,4,8,8,16,8,17,10
255,5,15,100110,11111111,0,0,3,2,8,0,8,2,23
8161,0,63,102012021,1111111100001,1,1,6,10,10,1,10,19,12
4081,1,15,12121011,111111110001,1,1,0,0,12,1,15,10,21
8163,0,15,102012100,1111111100011,0,3,1,1,12,3,12,21,14
2041,2,20,2210121,11111111001,1,1,4,6,0,1,8,17,11
8165,0,20,102012102,1111111100101,2,0,3,3,1,5,14,0,16
4083,1,20,12121020,111111110011,0,3,2,2,1,3,17,12,23
8167,0,56,102012111,1111111100111,1,2,5,5,3,7,16,2,18
1021,3,15,1101211,1111111101,1,1,6,9,7,1,14,9,6
8169,0,20,102012120,1111111101001,0,4,0,7,5,9,18,4,20
4085,1,15,12121022,111111110101,2,0,4,4,3,5,0,14,25
8171,0,32,102012122,1111111101011,2,1,2,9,7,11,1,6,22
2043,2,56,2210200,11111111011,0,3,6,8,2,3,10,19,13
8173,0,56,102012201,1111111101101,1,3,4,0,9,13,3,8,24
4087,1,56,12121101,111111110111,1,2,6,6,5,7,2,16,27
8175,0,51,102012210,1111111101111,0,0,6,2,11,15,5,10,26
511,4,20,200221,111111111,1,1,0,5,4,1,17,5,18
8177,0,15,102012212,1111111110001,2,2,1,4,0,0,7,12,28
4089,1,20,12121110,111111111001,0,4,1,8,7,9,4,18,0
8179,0,20,102012221,1111111110011,1,4,3,6,2,2,9,14,1
2045,2,20,2210202,11111111101,2,0,1,10,4,5,12,21,15
8181,0,20,102020000,1111111110101,0,1,5,8,4,4,11,16,3
4091,1,44,12121112,111111111011,2,1,3,10,9,11,6,20,2
8183,0,44,102020002,1111111110111,2,3,0,10,6,6,13,18,5
1023,3,20,1101220,1111111111,0,3,1,0,9,3,16,11,8
8185,0,44,102020011,1111111111001,1,0,2,1,8,8,15,20,7
4093,1,20,12121121,111111111101,1,3,5,1,11,13,8,22,4
8187,0,44,102020020,1111111111011,0,2,4,3,10,10,17,22,9
2047,2,56,2210211,11111111111,1,2,3,1,6,7,14,0,17
8189,0,56,102020022,1111111111101,2,4,6,5,12,12,0,1,11
4095,1,56,12121200,111111111111,0,0,0,3,0,15,10,1,6
8191,0,56,102020101,1111111111111,1,1,1,7,1,14,2,3,13
1,13,0,1,1,1,1,1,1,1,1,1,1,1
8193,0,15,102020110,10000000000001,0,3,3,9,3,16,4,5,15
4097,1,39,12121202,1000000000001,2,2,2,5,2,0,12,3,8
8195,0,39,102020112,10000000000011,2,0,5,0,5,1,6,7,17
2049,2,56,2210220,100000000001,0,4,5,3,8,9,16,2,19
8197,0,56,102020121,10000000000101,1,2,0,2,7,3,8,9,19
4099,1,56,12121211,1000000000011,1,4,4,7,4,2,14,5,10
8199,0,39,102020200,10000000000111,0,4,2,4,9,5,10,11,21
1025,3,10,1101222,10000000001,2,0,3,2,11,5,18,13,10
8201,0,39,102020202,10000000001001,2,1,4,6,11,7,12,13,23
4101,1,10,12121220,1000000000101,0,1,6,9,6,4,16,7,12
8203,0,56,102020211,10000000001011,1,3,6,8,0,9,14,15,25
2051,2,10,2210222,100000000011,2,1,0,5,10,11,18,4,21
8205,0,10,102020220,10000000001101,0,0,1,10,2,11,16,17,27
4103,1,56,12121222,1000000000111,2,3,1,0,8,6,18,9,14
8207,0,56,102020222,10000000001111,2,2,3,1,4,13,18,19,0
513,4,10,201000,1000000001,0,3,2,7,6,3,0,7,20
8209,0,10,102021001,10000000010001,1,4,5,3,6,15,1,21,2
4105,1,56,12122001,1000000001001,1,0,3,2,10,8,1,11,16
8211,0,56,102021010,10000000010011,0,1,0,5,8,0,3,0,4
2053,2,10,2211001,100000000101,1,3,2,7,12,13,1,6,23
8213,0,10,102021012,10000000010101,2,3,2,7,10,2,5,2,6
4107,1,10,12122010,1000000001011,0,2,5,4,12,10,3,13,18
8215,0,10,102021021,10000000010111,1,0,4,9,12,4,7,4,8
1027,3,10,1102001,10000000011,1,2,5,4,0,7,1,15,12
8217,0,56,102021100,10000000011001,0,2,6,0,1,6,9,6,10
4109,1,10,12122012,1000000001101,2,4,0,6,1,12,5,15,20
8219,0,68,102021102,10000000011011,2,4,1,2,3,8,11,8,12
2055,2,10,2211010,100000000111,0,0,4,9,1,15,3,8,25
8221,0,10,102021111,10000000011101,1,1,3,4,5,10,13,10,14
4111,1,10,12122021,1000000001111,1,1,2,8,3,14,7,17,22
8223,0,68,102021120,10000000011111,0,3,5,6,7,12,15,12,16
257,5,44,100112,100000001,2,2,5,4,10,2,10,4,25
8225,0,39,102021122,10000000100001,2,0,0,8,9,14,17,14,18
4113,1,10,12122100,1000000010001,0,3,4,10,5,16,9,19,24
8227,0,10,102021201,10000000100011,1,2,2,10,11,16,0,16,20
2057,2,39,2211012,100000001001,2,2,6,0,3,0,5,10,27
8229,0,39,102021210,10000000100101,0,4,4,1,0,1,2,18,22
4115,1,39,12122102,1000000010011,2,0,6,1,7,1,11,21,26
8231,0,15,102021212,10000000100111,2,1,6,3,2,3,4,20,24
1029,3,44,1102010,10000000101,0,4,0,6,2,9,3,17,14
8233,0,51,102021221,10000000101001,1,3,1,5,4,5,6,22,26
4117,1,44,12122111,1000000010101,1,2,1,3,9,3,13,0,28
8235,0,39,102022000,10000000101011,0,0,3,7,6,7,8,1,28
2059,2,10,2211021,100000001011,1,4,1,2,5,2,7,12,0
8237,0,10,102022002,10000000101101,2,2,5,9,8,9,10,3,1
4119,1,10,12122120,1000000010111,0,4,3,5,11,5,15,2,1
8239,0,56,102022011,10000000101111,1,4,0,0,10,11,12,5,3
515,4,44,201002,1000000011,2,0,4,9,8,5,2,9,22
8241,0,20,102022020,10000000110001,0,1,2,2,12,13,14,7,5
4121,1,20,12122122,1000000011001,2,1,5,7,0,7,17,4,3
8243,0,20,102022022,10000000110011,2,3,4,4,1,15,16,9,7
2061,2,44,2211100,100000001101,0,1,3,4,7,4,9,14,2
8245,0,44,102022101,10000000110101,1,0,6,6,3,0,18,11,9
4123,1,32,12122201,1000000011011,1,3,0,9,2,9,0,6,5
8247,0,32,102022110,10000000110111,0,2,1,8,5,2,1,13,11
1031,3,10,1102012,10000000111,2,1,2,8,4,11,5,19,16
8249,0,20,102022112,10000000111001,2,4,3,10,7,4,3,15,13
4125,1,10,12122210,1000000011101,0,0,2,0,4,11,2,8,7
8251,0,20,102022121,10000000111011,1,1,5,1,9,6,5,17,15
2063,2,10,2211102,100000001111,2,3,5,6,9,6,11,16,4
8253,0,10,102022200,10000000111101,0,3,0,3,11,8,7,19,17
4127,1,61,12122212,1000000011111,2,2,4,2,6,13,4,10,9
8255,0,61,102022202,10000000111111,2,0,2,5,0,10,9,21,19
129,6,44,11210,10000001,0,4,3,8,12,10,15,14,13
8257,0,68,102022211,10000001000001,1,2,4,7,2,12,11,0,21
4129,1,68,12122221,1000000100001,1,4,6,4,8,15,6,12,11
8259,0,68,102022220,10000001000011,0,4,6,9,4,14,13,2,23
2065,2,44,2211111,100000010001,1,0,0,8,11,8,13,18,6
8261,0,44,102022222,10000001000101,2,1,1,0,6,16,15,4,25
4131,1,44,12200000,1000000100011,0,1,1,6,10,0,8,14,13
8263,0,56,102100001,10000001000111,1,3,3,2,8,1,17,6,27
1033,3,56,1102021,10000001001,1,3,4,10,6,13,7,21,18
8265,0,49,102100010,10000001001001,0,0,5,4,10,3,0,8,0
4133,1,56,12200002,1000000100101,2,3,3,8,12,2,10,16,15
8267,0,44,102100012,10000001001011,2,2,0,6,12,5,2,10,2
2067,2,56,2211120,100000010011,0,2,2,10,0,10,15,20,8
8269,0,56,102100021,10000001001101,1,4,2,8,1,7,4,12,4
4135,1,32,12200011,1000000100111,1,0,5,10,1,4,12,18,17
8271,0,32,102100100,10000001001111,0,1,4,10,3,9,6,14,6
517,4,44,201011,1000000101,1,2,6,0,10,7,4,11,24
8273,0,56,102100102,10000001010001,2,3,6,1,5,11,8,16,8
4137,1,32,12200020,1000000101001,0,2,0,1,3,6,14,20,19
8275,0,32,102100111,10000001010011,1,0,1,3,7,13,10,18,10
2069,2,44,2211122,100000010101,2,4,4,1,2,12,17,22,10
8277,0,44,102100120,10000001010101,0,2,3,5,9,15,12,20,12
4139,1,56,12200022,1000000101011,2,4,2,3,5,8,16,22,21
8279,0,56,102100122,10000001010111,2,4,5,7,11,0,14,22,14
1035,3,44,1102100,10000001011,0,0,6,1,8,15,9,0,20
8281,0,56,102100201,10000001011001,1,1,0,9,0,2,16,1,16
4141,1,44,12200101,1000000101101,1,1,4,5,7,10,18,1,23
8283,0,32,102100210,10000001011011,0,3,2,0,2,4,18,3,18
2071,2,44,2211201,100000010111,1,1,6,3,4,14,0,1,12
8285,0,44,102100212,10000001011101,2,0,4,2,4,6,1,5,20
4143,1,20,12200110,1000000101111,0,3,6,7,9,12,1,3,25
8287,0,20,102100221,10000001011111,1,2,6,4,6,8,3,7,22
259,5,44,100121,100000011,1,4,0,6,12,4,12,6,27
8289,0,39,102101000,10000001100001,0,4,1,6,8,10,5,9,24
4145,1,10,12200112,1000000110001,2,0,1,9,11,14,3,5,27
8291,0,10,102101002,10000001100011,2,1,3,8,10,12,7,11,26
2073,2,10,2211210,100000011001,0,3,1,5,6,16,2,3,14
8293,0,10,102101011,10000001100101,1,3,5,10,12,14,9,13,28
4147,1,10,12200121,1000000110011,1,2,3,0,0,16,5,7,0
8295,0,32,102101020,10000001100111,0,0,0,1,1,16,11,15,1
1037,3,44,1102102,10000001101,2,2,1,3,10,0,11,2,22
8297,0,10,102101022,10000001101001,2,2,2,3,3,1,13,17,3
4149,1,44,12200200,1000000110101,0,4,5,2,2,1,7,9,2
8299,0,56,102101101,10000001101011,1,4,4,5,5,3,15,19,5
2075,2,32,2211212,100000011011,2,0,3,7,8,1,4,5,16
8301,0,32,102101110,10000001101101,0,1,6,7,7,5,17,21,7
4151,1,32,12200202,1000000110111,2,1,0,4,4,3,9,11,4
8303,0,44,102101112,10000001101111,2,3,1,9,9,7,0,0,9
519,4,20,201020,1000000111,0,4,1,2,12,9,6,13,26
8305,0,44,102101121,10000001110001,1,0,3,0,11,9,2,2,11
4153,1,20,12200211,1000000111001,1,3,2,6,6,5,11,13,6
8307,0,20,102101200,10000001110011,0,2,5,2,0,11,4,4,13
2077,2,20,2211221,100000011101,1,2,5,9,10,3,6,7,18
8309,0,20,102101202,10000001110101,2,4,0,4,2,13,6,6,15
4155,1,20,12200220,1000000111011,0,0,4,8,8,7,13,15,8
8311,0,20,102101211,10000001110111,1,1,2,6,4,15,8,8,17
1039,3,20,1102111,10000001111,1,4,3,5,12,2,13,4,24
8313,0,68,102101220,10000001111001,0,3,4,8,6,0,10,10,19
4157,1,20,12200222,1000000111101,2,2,6,10,10,9,15,17,10
8315,0,73,102101222,10000001111011,2,0,6,10,8,2,12,12,21
2079,2,15,2212000,100000011111,0,4,0,0,12,5,8,9,20
8317,0,15,102102001,10000001111101,1,2,1,1,10,4,14,14,23
4159,1,15,12201001,1000000111111,1,4,1,1,12,11,17,19,12
8319,0,29,102102010,10000001111111,0,4,3,3,12,6,16,16,25
65,7,8,2102,1000001,2,0,2,10,0,14,8,19,7
8321,0,15,102102012,10000010000001,2,1,5,5,1,8,18,18,27
4161,1,20,12201010,1000001000001,0,1,3,3,1,13,0,21,14
8323,0,20,102102021,10000010000011,1,3,0,7,3,10,1,20,0
2081,2,20,2212002,100000100001,2,1,2,2,1,7,10,11,22
8325,0,20,102102100,10000010000101,0,0,2,9,5,12,3,22,2
4163,1,20,12201012,1000001000011,2,3,5,5,3,15,2,0,16
8327,0,20,102102102,10000010000111,2,2,4,0,7,14,5,1,4
1041,3,44,1102120,10000010001,0,1,5,7,1,4,15,6,26
8329,0,68,102102111,10000010001001,1,4,6,2,9,16,7,3,6
4165,1,44,12201021,1000001000101,1,0,0,7,5,0,4,2,18
8331,0,56,102102120,10000010001011,0,1,1,4,11,1,9,5,8
2083,2,44,2212011,100000100011,1,3,4,4,3,9,12,13,24
8333,0,44,102102122,10000010001101,2,3,3,6,0,3,11,7,10
4167,1,39,12201100,1000001000111,0,2,2,9,7,2,6,4,20
8335,0,39,102102201,10000010001111,1,0,5,8,2,5,13,9,12
521,4,44,201022,1000001001,2,1,3,4,1,11,8,15,28
8337,0,56,102102210,10000010010001,0,2,0,10,4,7,15,11,14
4169,1,56,12201102,1000001001001,2,4,4,0,9,4,8,6,22
8339,0,56,102102212,10000010010011,2,4,2,1,6,9,17,13,16
2085,2,44,2212020,100000100101,0,0,6,6,5,11,14,15,26
8341,0,44,102102221,10000010010101,1,1,4,3,8,11,0,15,18
4171,1,44,12201111,1000001001011,1,1,6,2,11,6,10,8,24
8343,0,44,102110000,10000010010111,0,3,6,5,10,13,2,17,20
1043,3,44,1102122,10000010011,2,3,0,9,3,6,17,8,28
8345,0,39,102110002,10000010011001,2,0,1,7,12,15,4,19,22
4173,1,44,12201120,1000001001101,0,3,1,4,0,8,12,10,26
8347,0,20,102110011,10000010011011,1,2,3,9,1,0,6,21,24
2087,2,39,2212022,100000100111,2,2,1,8,7,13,16,17,28
8349,0,39,102110020,10000010011101,0,4,5,0,3,2,8,0,26
4175,1,39,12201122,1000001001111,2,0,3,6,2,10,14,12,28
8351,0,85,102110022,10000010011111,2,1,0,2,5,4,10,2,28
261,5,8,100200,100000101,0,1,2,8,1,6,14,8,0
8353,0,29,102110101,10000010100001,1,3,2,4,7,6,12,4,1
4177,1,44,12201201,1000001010001,1,2,5,8,4,12,16,14,1
8355,0,44,102110110,10000010100011,0,0,4,6,9,8,14,6,3
2089,2,20,2212101,100000101001,1,4,3,10,9,15,18,19,1
8357,0,20,102110112,10000010100101,2,2,6,8,11,10,16,8,5
4179,1,20,12201210,1000001010011,0,4,0,10,6,14,18,16,3
8359,0,49,102110121,10000010100111,1,4,1,10,0,12,18,10,7
1045,3,8,1102201,10000010101,1,0,2,0,5,8,0,10,1
8361,0,39,102110200,10000010101001,0,1,3,1,2,14,1,12,9
4181,1,8,12201212,1000001010101,2,1,2,1,8,16,1,18,5
8363,0,20,102110202,10000010101011,2,3,5,3,4,16,3,14,11
2091,2,10,2212110,100000101011,0,1,5,1,11,0,1,21,3
8365,0,10,102110211,10000010101101,1,0,0,5,6,1,5,16,13
4183,1,10,12201221,1000001010111,1,3,4,3,10,1,3,20,7
8367,0,56,102110220,10000010101111,0,2,2,7,8,3,7,18,15
523,4,44,201101,1000001011,1,3,5,6,3,13,10,17,1
8369,0,10,102110222,10000010110001,2,4,4,9,10,5,9,20,17
4185,1,10,12202000,1000001011001,0,0,6,5,12,3,5,22,9
8371,0,10,102111001,10000010110011,1,1,6,0,12,7,11,22,19
2093,2,44,2212112,100000101101,2,3,0,3,0,2,3,0,5
8373,0,44,102111010,10000010110101,0,3,1,2,1,9,13,1,21
4187,1,20,12202002,1000001011011,2,2,1,7,1,5,7,1,11
8375,0,20,102111012,10000010110111,2,0,3,4,3,11,15,3,23
1047,3,44,1102210,10000010111,0,2,4,2,7,10,2,12,3
8377,0,56,102111021,10000010111001,1,2,5,6,5,13,17,5,25
4189,1,44,12202011,1000001011101,1,4,3,9,3,7,9,3,13
8379,0,56,102111100,10000010111011,0,4,0,8,7,15,0,7,27
2095,2,37,2212121,100000101111,1,0,2,5,2,4,5,2,7
8381,0,37,102111102,10000010111101,2,1,2,10,9,0,2,9,0
4191,1,37,12202020,1000001011111,0,1,5,0,5,9,11,5,15
8383,0,56,102111111,10000010111111,1,3,4,1,11,2,4,11,2
131,6,8,11212,10000011,2,1,5,10,1,12,17,16,15
8385,0,20,102111120,10000011000001,0,0,6,3,0,4,6,13,4
4193,1,20,12202022,1000001100001,2,3,0,2,7,11,13,7,17
8387,0,20,102111122,10000011000011,2,2,1,5,2,6,8,15,6
2097,2,20,2212200,100000110001,0,2,4,7,4,6,7,4,9
8389,0,20,102111201,10000011000101,1,4,3,7,4,8,10,17,8
4195,1,20,12202101,1000001100011,1,0,2,4,9,13,15,9,19
8391,0,20,102111210,10000011000111,0,1,5,9,6,10,12,19,10
1049,3,20,1102212,10000011001,2,4,6,4,9,12,4,14,5
8393,0,44,102111212,10000011001001,2,3,0,0,8,12,14,21,12
4197,1,20,12202110,1000001100101,0,2,4,6,11,15,17,11,21
8395,0,20,102111221,10000011001011,1,0,2,2,10,14,16,0,14
2099,2,20,2212202,100000110011,2,4,6,9,6,8,9,6,11
8397,0,20,102112000,10000011001101,0,2,4,4,12,16,18,2,16
4199,1,20,12202112,1000001100111,2,4,6,8,0,0,0,13,23
8399,0,20,102112002,10000011001111,2,4,6,6,1,1,1,4,18
525,4,8,201110,1000001101,0,0,0,8,5,15,12,19,3
8401,0,20,102112011,10000011010001,1,1,1,8,3,3,3,6,20
4201,1,20,12202121,1000001101001,1,1,1,10,2,2,2,15,25
8403,0,20,102112020,10000011010011,0,3,3,10,5,5,5,8,22
2101,2,8,2212211,100000110101,1,1,1,0,8,10,11,8,13
8405,0,8,102112022,10000011010101,2,0,5,1,7,7,7,10,24
4203,1,20,12202200,1000001101011,0,3,3,1,4,4,4,17,27
8407,0,20,102112101,10000011010111,1,2,0,3,9,9,9,12,26
1051,3,32,1102221,10000011011,1,1,1,6,11,14,6,16,7
8409,0,20,102112110,10000011011001,0,4,2,5,11,11,11,14,28
4205,1,32,12202202,1000001101101,2,0,5,3,6,6,6,19,0
8411,0,20,102112112,10000011011011,2,1,4,7,0,13,13,16,1
2103,2,32,2212220,100000110111,0,3,3,2,10,12,13,10,15
8413,0,32,102112121,10000011011101,1,3,6,9,2,15,15,18,3
4207,1,37,12202211,1000001101111,1,2,0,5,8,8,8,21,2
8415,0,37,102112200,10000011011111,0,0,1,0,4,0,17,20,5
263,5,27,100202,100000111,2,3,4,10,3,8,16,10,2
8417,0,56,102112202,10000011100001,2,2,3,2,6,2,0,22,7
4209,1,8,12202220,1000001110001,0,4,2,7,10,10,10,0,4
8419,0,8,102112211,10000011100011,1,4,5,4,8,4,2,1,9
2105,2,44,2212222,100000111001,2,0,5,4,12,14,15,12,17
8421,0,44,102112220,10000011100101,0,1,0,6,10,6,4,3,11
4211,1,44,12202222,1000001110011,2,1,4,9,12,12,12,2,6
8423,0,20,102112222,10000011100111,2,3,2,8,12,8,6,5,13
1053,3,27,1110000,10000011101,0,3,3,8,0,16,8,18,9
8425,0,73,102120001,10000011101001,1,0,4,10,1,10,8,7,15
4213,1,27,12210001,1000001110101,1,3,6,0,1,14,14,4,8
8427,0,56,102120010,10000011101011,0,2,6,1,3,12,10,9,17
2107,2,56,2220001,100000111011,1,2,0,6,1,16,17,14,19
8429,0,56,102120012,10000011101101,2,4,1,3,5,14,12,11,19
4215,1,56,12210010,1000001110111,0,0,1,2,3,16,16,6,10
8431,0,32,102120021,10000011101111,1,1,3,5,7,16,14,13,21
527,4,27,201112,1000001111,2,2,2,10,7,0,14,21,5
8433,0,27,102120100,10000011110001,0,3,5,7,9,1,16,15,23
4217,1,17,12210012,1000001111001,2,2,3,4,5,1,18,8,12
8435,0,17,102120102,10000011110011,2,0,0,9,11,3,18,17,25
2109,2,27,2220010,100000111101,0,4,2,8,3,1,0,16,21
8437,0,27,102120111,10000011110101,1,2,2,0,0,5,1,19,27
4219,1,56,12210021,1000001111011,1,4,5,6,7,3,1,10,14
8439,0,56,102120120,10000011110111,0,4,4,2,2,7,3,21,0
1055,3,61,1110002,10000011111,2,0,5,10,2,1,10,20,11
8441,0,17,102120122,10000011111001,2,1,6,4,4,9,5,0,2
4221,1,61,12210100,1000001111101,0,1,0,8,9,5,3,12,16
8443,0,37,102120201,10000011111011,1,3,1,6,6,11,7,2,4
2111,2,61,2220012,100000111111,2,1,4,10,5,3,2,18,23
8445,0,61,102120210,10000011111101,0,0,3,8,8,13,9,4,6
4223,1,56,12210102,1000001111111,2,3,2,10,11,7,5,14,18
8447,0,56,102120212,10000011111111,2,2,5,10,10,15,11,6,8
33,8,8,1020,100001,0,3,5,0,7,16,14,10,4
8449,0,17,102120221,10000100000001,1,4,0,1,12,0,13,8,10
4225,1,17,12210111,1000010000001,1,0,4,1,0,9,7,16,20
8451,0,17,102121000,10000100000011,0,1,2,3,1,2,15,10,12
2113,2,27,2220021,100001000001,1,3,6,1,7,5,4,20,25
8453,0,27,102121002,10000100000101,2,3,4,5,3,4,17,12,14
4227,1,27,12210120,1000010000011,0,2,6,3,2,11,9,18,22
8455,0,73,102121011,10000100000111,1,0,6,7,5,6,0,14,16
1057,3,27,1110011,10000100001,1,2,0,1,4,3,12,22,13
8457,0,17,102121020,10000100001001,0,2,1,9,7,8,2,16,18
4229,1,27,12210122,1000010000101,2,4,1,5,4,13,11,20,24
8459,0,27,102121022,10000100001011,2,4,3,0,9,10,4,18,20
2115,2,27,2220100,100001000011,0,0,1,3,9,7,6,22,27
8461,0,27,102121101,10000100001101,1,1,5,2,11,12,6,20,22
4231,1,10,12210201,1000010000111,1,1,3,7,6,15,13,22,26
8463,0,10,102121110,10000100001111,0,3,0,4,0,14,8,22,24
529,4,8,201121,1000010001,1,4,4,1,9,2,16,0,7
8465,0,27,102121112,10000100010001,2,0,2,6,2,16,10,1,26
4233,1,73,12210210,1000010001001,0,3,5,9,8,0,15,1,28
8467,0,73,102121121,10000100010011,1,2,4,8,4,1,12,3,28
2117,2,8,2220102,100001000101,2,2,3,5,11,9,8,1,0
8469,0,8,102121200,10000100010101,0,4,6,10,6,3,14,5,1
4235,1,17,12210212,1000010001011,2,0,0,0,10,2,17,3,1
8471,0,17,102121202,10000100010111,2,1,1,1,8,5,16,7,3
1059,3,8,1110020,10000100011,0,4,2,3,6,5,14,1,15
8473,0,17,102121211,10000100011001,1,3,3,3,10,7,18,9,5
4237,1,8,12210221,1000010001101,1,2,2,2,12,4,0,5,3
8475,0,37,102121220,10000100011011,0,0,5,5,12,9,1,11,7
2119,2,27,2220111,100001000111,1,4,5,7,0,11,10,3,2
8477,0,27,102121222,10000100011101,2,2,0,7,1,11,3,13,9
4239,1,27,12211000,1000010001111,0,4,4,4,1,6,2,7,5
8479,0,27,102122001,10000100011111,1,4,2,9,3,13,5,15,11
265,5,44,100211,100001001,1,0,6,1,5,10,18,12,4
8481,0,37,102122010,10000100100001,0,1,4,0,5,15,7,17,13
4241,1,37,12211002,1000010010001,2,1,6,6,3,8,4,9,7
8483,0,37,102122012,10000100100011,2,3,6,2,7,0,9,19,15
2121,2,37,2220120,100001001001,0,1,0,9,2,13,12,5,4
