# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance, for 10000 integers

desc,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31
oc(3831+1),3,479,2,4,3,6,11,3,4,19,15,14
oc(3903-1),1,1951,1,1,5,4,1,13,13,19,8,29
oc(3903+1),6,61,1,1,5,6,9,10,4,15,3,30
oc(3923-1),1,1961,2,1,1,3,11,6,4,6,18,8
oc(3923+1),2,981,0,1,1,2,6,12,12,15,24,20
oc(3943-1),1,1971,0,1,4,2,8,16,14,16,28,18
oc(3943+1),3,493,1,3,3,9,12,0,18,10,0,28
oc(7279-1),1,3639,0,4,6,9,12,1,10,5,14,12
oc(7279+1),4,455,2,0,0,4,0,13,18,18,20,21
oc(7337-1),3,917,2,2,0,4,7,16,5,20,18,18
oc(7337+1),1,3669,0,4,1,6,3,14,2,12,15,11
oc(7501-1),2,1875,0,0,6,5,3,5,13,12,19,15
oc(7501+1),1,3751,1,1,6,0,7,11,8,2,10,0
oc(7505-1),4,469,1,4,0,7,1,10,13,9,5,4
oc(7505+1),1,3753,0,3,1,2,9,13,10,4,12,2
oc(7581-1),2,1895,2,0,5,3,10,8,14,9,10,4
oc(7581+1),1,3791,2,1,4,7,8,0,10,19,21,9
oc(7591-1),1,3795,0,0,1,0,12,4,14,0,25,13
oc(7591+1),3,949,1,4,4,3,0,14,18,6,21,19
oc(7593-1),3,949,1,4,4,3,0,14,18,6,21,19
oc(7593+1),1,3797,2,2,3,2,1,6,16,2,27,15
oc(7617-1),6,119,2,4,0,9,2,0,5,4,3,26
oc(7617+1),1,3809,2,4,1,3,0,1,9,14,10,27
oc(7619-1),1,3809,2,4,1,3,0,1,9,14,10,27
oc(7619+1),2,1905,0,0,1,2,7,1,5,19,20,14
oc(7631-1),1,3815,2,0,0,9,6,7,15,20,16,2
oc(7631+1),4,477,0,2,1,4,9,1,2,17,13,12
oc(7647-1),1,3823,1,3,1,6,1,15,4,5,24,10
oc(7647+1),5,239,2,4,1,8,5,1,11,9,7,22
oc(7659-1),1,3829,1,4,0,1,7,4,10,11,1,16
oc(7659+1),2,1915,1,0,4,1,4,11,15,6,1,24
oc(7661-1),2,1915,1,0,4,1,4,11,15,6,1,24
oc(7661+1),1,3831,0,1,2,3,9,6,12,13,3,18
oc(7675-1),1,3837,0,2,1,9,2,12,18,19,9,24
oc(7675+1),2,1919,2,4,1,5,8,15,0,10,5,28
oc(7681-1),9,15,0,0,1,4,2,15,15,15,15,15
oc(7681+1),1,3841,1,1,5,2,6,16,3,0,13,28
oc(7737-1),3,967,1,2,1,10,5,15,17,1,10,6
oc(7737+1),1,3869,2,4,5,8,8,10,12,5,12,25
oc(7751-1),1,3875,2,0,4,3,1,16,18,11,18,0
oc(7751+1),3,969,0,4,3,1,7,0,0,3,12,8
oc(7805-1),2,1951,1,1,5,4,1,13,13,19,8,29
oc(7805+1),1,3903,0,3,4,9,3,10,8,16,17,28
oc(7845-1),2,1961,2,1,1,3,11,6,4,6,18,8
oc(7845+1),1,3923,2,3,3,7,10,13,9,13,8,17
oc(7887-1),1,3943,1,3,2,5,4,16,10,10,28,6
oc(7887+1),4,493,1,3,3,9,12,0,18,10,0,28
oc(8161-1),5,255,0,0,3,2,8,0,8,2,23,7
oc(8161+1),1,4081,1,1,0,0,12,1,15,10,21,20

# dist 62:
oc(703-1),1,351,0,1,1,10,0,11,9,6,3,10
oc(703+1),6,11,2,1,4,0,11,11,11,11,11,11
oc(1407-1),1,703,1,3,3,10,1,6,0,13,7,21
oc(1407+1),7,11,2,1,4,0,11,11,11,11,11,11
oc(1471-1),1,735,0,0,0,9,7,4,13,22,10,22
oc(1471+1),6,23,2,3,2,1,10,6,4,0,23,23
oc(2751-1),1,1375,1,0,3,0,10,15,7,18,12,11
oc(2751+1),6,43,1,3,1,10,4,9,5,20,14,12
oc(2813-1),2,703,1,3,3,10,1,6,0,13,7,21
oc(2813+1),1,1407,0,2,0,10,3,13,1,4,15,12
oc(2843-1),1,1421,2,1,0,2,4,10,15,18,0,26
oc(2843+1),2,711,0,1,4,7,9,14,8,21,15,29
oc(2847-1),1,1423,1,3,2,4,6,12,17,20,2,28
oc(2847+1),5,89,2,4,5,1,11,4,13,20,2,27
oc(2857-1),3,357,0,2,0,5,6,0,15,12,9,16
oc(2857+1),1,1429,1,4,1,10,12,1,4,3,8,3
oc(2873-1),3,359,2,4,2,7,8,2,17,14,11,18
oc(2873+1),1,1437,0,2,2,7,7,9,12,11,16,11
oc(2927-1),1,1463,2,3,0,0,7,1,0,14,13,6
oc(2927+1),4,183,0,3,1,7,1,13,12,22,9,28
oc(2943-1),1,1471,1,1,1,8,2,9,8,22,21,14
oc(2943+1),7,23,2,3,2,1,10,6,4,0,23,23
oc(5503-1),1,2751,0,1,0,1,8,14,15,14,25,23
oc(5503+1),7,43,1,3,1,10,4,9,5,20,14,12
oc(5629-1),2,1407,0,2,0,10,3,13,1,4,15,12
oc(5629+1),1,2815,1,0,1,10,7,10,3,9,2,25
oc(5687-1),1,2843,2,3,1,5,9,4,12,14,1,22
oc(5687+1),3,711,0,1,4,7,9,14,8,21,15,29
oc(5691-1),1,2845,1,0,3,7,11,6,14,16,3,24
oc(5691+1),2,1423,1,3,2,4,6,12,17,20,2,28
oc(5695-1),1,2847,0,2,5,9,0,8,16,18,5,26
oc(5695+1),6,89,2,4,5,1,11,4,13,20,2,27
oc(5713-1),4,357,0,2,0,5,6,0,15,12,9,16
oc(5713+1),1,2857,1,2,1,8,10,1,7,5,15,5
oc(5715-1),1,2857,1,2,1,8,10,1,7,5,15,5
oc(5715+1),2,1429,1,4,1,10,12,1,4,3,8,3
oc(5723-1),1,2861,2,1,5,1,1,5,11,9,19,9
oc(5723+1),2,1431,0,1,3,1,1,3,6,5,10,5
oc(5735-1),1,2867,2,2,4,7,7,11,17,15,25,15
oc(5735+1),3,717,0,2,3,2,2,3,14,4,21,4
oc(5739-1),1,2869,1,4,6,9,9,13,0,17,27,17
oc(5739+1),2,1435,1,0,0,5,5,7,10,9,14,9
oc(5747-1),1,2873,2,3,3,2,0,0,4,21,2,21
oc(5747+1),2,1437,0,2,2,7,7,9,12,11,16,11
oc(5761-1),7,45,0,0,3,1,6,11,7,22,16,14
oc(5761+1),1,2881,1,1,4,10,8,8,12,6,10,29
oc(5769-1),3,721,1,1,0,6,6,7,18,8,25,8
oc(5769+1),1,2885,2,0,1,3,12,12,16,10,14,2
oc(5803-1),1,2901,0,1,3,8,2,11,13,3,1,18
oc(5803+1),2,1451,2,1,2,10,8,6,7,2,1,25
oc(5855-1),1,2927,2,2,1,1,2,3,1,6,27,13
oc(5855+1),5,183,0,3,1,7,1,13,12,22,9,28
oc(5885-1),2,1471,1,1,1,8,2,9,8,22,21,14
oc(5885+1),1,2943,0,3,3,6,5,2,17,22,14,29
oc(5915-1),1,2957,2,2,3,9,6,16,12,13,28,12
oc(5915+1),2,1479,0,4,2,5,10,0,16,7,0,22
oc(5919-1),1,2959,1,4,5,0,8,1,14,15,1,14
oc(5919+1),5,185,2,0,3,9,3,15,14,1,11,30
oc(6121-1),3,765,0,0,2,6,11,0,5,6,11,21
oc(6121+1),1,3061,1,1,2,3,6,1,2,2,16,23

# dist 61:
oc(1055-1),1,527,2,2,2,10,7,0,14,21,5,0
oc(1055+1),5,33,0,3,5,0,7,16,14,10,4,2
oc(1071-1),1,535,1,0,3,7,2,8,3,6,13,8
oc(1071+1),4,67,1,2,4,1,2,16,10,21,9,5
oc(2111-1),1,1055,2,0,5,10,2,1,10,20,11,1
oc(2111+1),6,33,0,3,5,0,7,16,14,10,4,2
oc(2143-1),1,1071,0,1,0,4,5,0,7,13,27,17
oc(2143+1),5,67,1,2,4,1,2,16,10,21,9,5
oc(2155-1),1,1077,0,2,6,10,11,6,13,19,4,23
oc(2155+1),2,539,2,4,0,0,6,12,7,10,17,12
oc(2207-1),1,1103,2,3,4,3,11,15,1,22,1,18
oc(2207+1),5,69,0,4,6,3,4,1,12,0,11,7
oc(4127-1),1,2063,2,3,5,6,9,6,11,16,4,17
oc(4127+1),5,129,0,4,3,8,12,10,15,14,13,5
oc(4221-1),2,1055,2,0,5,10,2,1,10,20,11,1
oc(4221+1),1,2111,2,1,4,10,5,3,2,18,23,3
oc(4265-1),3,533,2,3,1,5,0,6,1,4,11,6
oc(4265+1),1,2133,0,3,5,10,1,8,5,17,16,25
oc(4271-1),1,2135,2,0,0,1,3,10,7,19,18,27
oc(4271+1),4,267,0,2,1,3,7,12,1,14,6,19
oc(4285-1),2,1071,0,1,0,4,5,0,7,13,27,17
oc(4285+1),1,2143,1,3,1,9,11,1,15,4,26,4
oc(4311-1),1,2155,1,0,6,10,10,13,8,16,9,16
oc(4311+1),3,539,2,4,0,0,6,12,7,10,17,12
oc(4321-1),5,135,0,0,2,3,5,16,2,20,19,11
oc(4321+1),1,2161,1,1,5,5,3,2,14,22,15,22
oc(4327-1),1,2163,0,3,0,7,5,4,16,1,17,24
oc(4327+1),3,541,1,1,2,2,8,14,9,12,19,14
oc(4359-1),1,2179,1,4,2,1,8,3,13,17,4,9
oc(4359+1),3,545,2,0,6,6,12,1,13,16,23,18
oc(4391-1),1,2195,2,0,4,6,11,2,10,10,20,25
oc(4391+1),3,549,0,4,3,10,3,5,17,20,27,22
oc(4415-1),1,2207,2,2,2,7,10,14,3,22,3,6
oc(4415+1),6,69,0,4,6,3,4,1,12,0,11,7
oc(4591-1),1,2295,0,0,6,7,7,0,15,18,4,1
oc(4591+1),4,287,2,2,0,1,1,15,2,11,26,8
oc(8255-1),1,4127,2,2,4,2,6,13,4,10,9,4
oc(8255+1),6,129,0,4,3,8,12,10,15,14,13,5
oc(8445-1),2,2111,2,1,4,10,5,3,2,18,23,3
oc(8445+1),1,4223,2,3,2,10,11,7,5,14,18,7
oc(8531-1),1,4265,2,0,2,8,1,15,9,10,2,18
oc(8531+1),2,2133,0,3,5,10,1,8,5,17,16,25
oc(8537-1),3,1067,2,2,3,0,1,13,3,9,23,13
oc(8537+1),1,4269,0,4,6,1,5,2,13,14,6,22
oc(8543-1),1,4271,2,1,1,3,7,4,15,16,8,24
oc(8543+1),5,267,0,2,1,3,7,12,1,14,6,19
oc(8571-1),1,4285,1,0,1,6,8,1,10,7,22,7
oc(8571+1),2,2143,1,3,1,9,11,1,15,4,26,4
oc(8573-1),2,2143,1,3,1,9,11,1,15,4,26,4
oc(8573+1),1,4287,0,2,3,8,10,3,12,9,24,9
oc(8585-1),3,1073,2,3,2,6,7,2,9,15,0,19
oc(8585+1),1,4293,0,3,2,3,3,9,18,15,1,15
oc(8603-1),1,4301,2,1,3,0,11,0,7,0,9,23
oc(8603+1),2,2151,0,1,2,6,6,9,4,12,5,12
oc(8607-1),1,4303,1,3,5,2,0,2,9,2,11,25
oc(8607+1),5,269,2,4,3,5,9,14,3,16,8,21
oc(8609-1),5,269,2,4,3,5,9,14,3,16,8,21
oc(8609+1),1,4305,0,0,0,4,2,4,11,4,13,27
oc(8617-1),3,1077,0,2,6,10,11,6,13,19,4,23
oc(8617+1),1,4309,1,4,4,8,6,8,15,8,17,0
oc(8621-1),2,2155,1,0,6,10,10,13,8,16,9,16
oc(8621+1),1,4311,0,1,6,10,8,10,17,10,19,2
oc(8635-1),1,4317,0,2,5,5,1,16,4,16,25,8
oc(8635+1),2,2159,2,4,3,3,1,0,12,20,13,20
oc(8641-1),6,135,0,0,2,3,5,16,2,20,19,11
oc(8641+1),1,4321,1,1,2,9,5,3,8,20,0,12
oc(8643-1),1,4321,1,1,2,9,5,3,8,20,0,12
oc(8643+1),2,2161,1,1,5,5,3,2,14,22,15,22
oc(8655-1),1,4327,1,2,1,4,11,9,14,3,6,18
oc(8655+1),4,541,1,1,2,2,8,14,9,12,19,14
oc(8679-1),1,4339,1,4,6,5,10,4,7,15,18,30
oc(8679+1),3,1085,2,0,0,7,6,14,2,4,12,0
oc(8705-1),9,17,2,2,3,6,4,0,17,17,17,17
oc(8705+1),1,4353,0,3,6,8,11,1,2,6,3,13
oc(8719-1),1,4359,0,4,5,3,4,7,8,12,9,19
oc(8719+1),4,545,2,0,6,6,12,1,13,16,23,18
oc(8783-1),1,4391,2,1,2,2,10,5,2,21,12,20
oc(8783+1),4,549,0,4,3,10,3,5,17,20,27,22
oc(8829-1),2,2207,2,2,2,7,10,14,3,22,3,6
oc(8829+1),1,4415,2,0,5,4,8,12,7,22,7,13
oc(8865-1),5,277,1,2,4,2,4,5,11,1,16,29
oc(8865+1),1,4433,2,3,2,0,0,13,6,17,25,0
oc(8873-1),3,1109,2,4,3,9,4,4,7,5,7,24
oc(8873+1),1,4437,0,2,6,4,4,0,10,21,0,4
oc(8879-1),1,4439,2,4,1,6,6,2,12,0,2,6
oc(8879+1),4,555,0,0,2,5,9,11,4,3,4,28
oc(9183-1),1,4591,1,1,6,4,2,1,12,14,9,3
oc(9183+1),5,287,2,2,0,1,1,15,2,11,26,8

# dist 60:
oc(1583-1),1,791,2,1,0,10,11,9,12,9,8,16
oc(1583+1),4,99,0,4,1,0,8,14,4,7,12,6
oc(1607-1),1,803,2,3,5,0,10,4,5,21,20,28
oc(1607+1),3,201,0,1,5,3,6,14,11,17,27,15
oc(3167-1),1,1583,2,3,1,10,10,2,6,19,17,2
oc(3167+1),5,99,0,4,1,0,8,14,4,7,12,6
oc(3199-1),1,1599,0,4,3,4,0,1,3,12,4,18
oc(3199+1),7,25,1,0,4,3,12,8,6,2,25,25
oc(3201-1),7,25,1,0,4,3,12,8,6,2,25,25
oc(3201+1),1,1601,2,1,5,6,2,3,5,14,6,20
oc(3215-1),1,1607,2,2,4,1,8,9,11,20,12,26
oc(3215+1),4,201,0,1,5,3,6,14,11,17,27,15
oc(3231-1),1,1615,1,0,5,9,3,0,0,5,20,3
oc(3231+1),5,101,2,1,3,2,10,16,6,9,14,8
oc(3233-1),5,101,2,1,3,2,10,16,6,9,14,8
oc(3233+1),1,1617,0,2,0,0,5,2,2,7,22,5
oc(3241-1),3,405,0,0,6,9,2,14,6,14,28,2
oc(3241+1),1,1621,1,1,4,4,9,6,6,11,26,9
oc(3311-1),1,1655,2,0,3,5,4,6,2,22,2,12
oc(3311+1),4,207,0,2,4,9,12,3,17,0,4,21
oc(6191-1),1,3095,2,0,1,4,1,1,17,13,21,26
oc(6191+1),4,387,0,2,2,2,10,13,7,19,10,15
oc(6333-1),2,1583,2,3,1,10,10,2,6,19,17,2
oc(6333+1),1,3167,2,2,3,10,8,5,13,16,6,5
oc(6393-1),3,799,1,4,1,7,6,0,1,17,16,24
oc(6393+1),1,3197,2,2,5,7,12,1,5,0,7,4
oc(6399-1),1,3199,1,4,0,9,1,3,7,2,9,6
oc(6399+1),8,25,1,0,4,3,12,8,6,2,25,25
oc(6403-1),1,3201,0,1,2,0,3,5,9,4,11,8
oc(6403+1),2,1601,2,1,5,6,2,3,5,14,6,20
oc(6407-1),1,3203,2,3,4,2,5,7,11,6,13,10
oc(6407+1),3,801,0,1,3,9,8,2,3,19,18,26
oc(6429-1),2,1607,2,2,4,1,8,9,11,20,12,26
oc(6429+1),1,3215,2,0,2,3,4,2,4,18,25,22
oc(6439-1),1,3219,0,4,6,7,8,6,8,22,0,26
oc(6439+1),3,805,1,0,0,2,12,6,7,0,22,30
oc(6457-1),3,807,0,2,2,4,1,8,9,2,24,1
oc(6457+1),1,3229,1,4,2,6,5,16,18,9,10,5
oc(6463-1),1,3231,0,1,4,8,7,1,1,11,12,7
oc(6463+1),6,101,2,1,3,2,10,16,6,9,14,8
oc(6467-1),1,3233,2,3,6,10,9,3,3,13,14,9
oc(6467+1),2,1617,0,2,0,0,5,2,2,7,22,5
oc(6471-1),1,3235,1,0,1,1,11,5,5,15,16,11
oc(6471+1),3,809,2,4,4,6,3,10,11,4,26,3
oc(6481-1),4,405,0,0,6,9,2,14,6,14,28,2
oc(6481+1),1,3241,1,1,0,7,4,11,11,21,22,17
oc(6483-1),1,3241,1,1,0,7,4,11,11,21,22,17
oc(6483+1),2,1621,1,1,4,4,9,6,6,11,26,9
oc(6491-1),1,3245,2,0,4,0,8,15,15,2,26,21
oc(6491+1),2,1623,0,3,6,6,11,8,8,13,28,11
oc(6529-1),7,51,0,1,2,7,12,0,13,5,22,20
oc(6529+1),1,3265,1,0,3,9,2,1,16,22,17,10
oc(6539-1),1,3269,2,4,0,2,6,5,1,3,21,14
oc(6539+1),2,1635,0,0,4,7,10,3,1,2,11,23
oc(6587-1),1,3293,2,3,3,4,4,12,6,4,16,7
oc(6587+1),2,1647,0,2,2,8,9,15,13,14,23,4
oc(6623-1),1,3311,2,1,0,0,9,13,5,22,5,25
oc(6623+1),5,207,0,2,4,9,12,3,17,0,4,21
oc(6649-1),3,831,0,1,5,6,12,15,14,3,19,25
oc(6649+1),1,3325,1,0,0,3,10,10,0,13,19,8
oc(6655-1),1,3327,0,2,2,5,12,12,2,15,21,10
oc(6655+1),9,13,1,3,6,2,0,13,13,13,13,13
oc(6657-1),9,13,1,3,6,2,0,13,13,13,13,13
oc(6657+1),1,3329,2,4,4,7,1,14,4,17,23,12
oc(6887-1),1,3443,2,3,6,0,11,9,4,16,21,2
oc(6887+1),3,861,0,1,0,3,3,11,6,10,20,24

# dist 59:
oc(1215-1),1,607,1,2,5,2,9,12,18,9,27,18
oc(1215+1),6,19,1,4,5,8,6,2,0,19,19,19
oc(2375-1),1,1187,2,2,4,10,4,14,9,14,27,9
oc(2375+1),3,297,0,2,3,0,11,8,12,21,7,18
oc(2401-1),5,75,0,0,5,9,10,7,18,6,17,13
oc(2401+1),1,1201,1,1,4,2,5,11,4,5,12,23
oc(2411-1),1,1205,2,0,1,6,9,15,8,9,16,27
oc(2411+1),2,603,0,3,1,9,5,8,14,5,23,14
oc(2425-1),3,303,0,3,2,6,4,14,18,4,13,24
oc(2425+1),1,1213,1,3,2,3,4,6,16,17,24,4
oc(2431-1),1,1215,0,0,4,5,6,8,18,19,26,6
oc(2431+1),7,19,1,4,5,8,6,2,0,19,19,19
oc(4751-1),1,2375,2,0,2,10,9,12,0,6,26,19
oc(4751+1),4,297,0,2,3,0,11,8,12,21,7,18
oc(4795-1),1,2397,0,2,3,10,5,0,3,5,19,10
oc(4795+1),2,1199,2,4,2,0,3,9,2,3,10,21
oc(4799-1),1,2399,2,4,5,1,7,2,5,7,21,12
oc(4799+1),6,75,0,0,5,9,10,7,18,6,17,13
oc(4803-1),1,2401,1,1,0,3,9,4,7,9,23,14
oc(4803+1),2,1201,1,1,4,2,5,11,4,5,12,23
oc(4823-1),1,2411,2,1,3,2,6,14,17,19,4,24
oc(4823+1),3,603,0,3,1,9,5,8,14,5,23,14
oc(4839-1),1,2419,1,4,4,10,1,5,6,4,12,1
oc(4839+1),3,605,2,0,3,0,7,10,16,7,25,16
oc(4843-1),1,2421,0,1,6,1,3,7,8,6,14,3
oc(4843+1),2,1211,2,1,0,1,2,4,14,15,22,2
oc(4847-1),1,2423,2,3,1,3,5,9,10,8,16,5
oc(4847+1),4,303,0,3,2,6,4,14,18,4,13,24
oc(4851-1),1,2425,1,0,3,5,7,11,12,10,18,7
oc(4851+1),2,1213,1,3,2,3,4,6,16,17,24,4
oc(4857-1),3,607,1,2,5,2,9,12,18,9,27,18
oc(4857+1),1,2429,2,4,0,9,11,15,16,14,22,11
oc(4861-1),2,1215,0,0,4,5,6,8,18,19,26,6
oc(4861+1),1,2431,1,1,2,0,0,0,18,16,24,13
oc(4897-1),5,153,0,3,6,10,10,0,1,15,8,29
oc(4897+1),1,2449,1,4,6,7,5,1,17,11,13,0
oc(4905-1),3,613,1,3,4,8,2,1,5,15,4,24
oc(4905+1),1,2453,2,3,3,0,9,5,2,15,17,4
oc(4967-1),1,2483,2,3,5,8,0,1,13,22,18,3
oc(4967+1),3,621,0,1,5,5,10,9,13,0,12,1
oc(4987-1),1,2493,0,3,1,7,10,11,4,9,28,13
oc(4987+1),2,1247,2,2,1,4,12,6,12,5,0,7
oc(4993-1),7,39,0,4,4,6,0,5,1,16,10,8
oc(4993+1),1,2497,1,2,5,0,1,15,8,13,3,17
oc(9287-1),1,4643,2,3,2,1,2,2,7,20,3,24
oc(9287+1),3,1161,0,1,6,6,4,5,2,11,1,14
oc(9501-1),2,2375,2,0,2,10,9,12,0,6,26,19
oc(9501+1),1,4751,2,1,5,10,6,8,1,13,24,8
oc(9591-1),1,4795,1,0,0,10,11,1,7,11,10,21
oc(9591+1),3,1199,2,4,2,0,3,9,2,3,10,21
oc(9599-1),1,4799,2,4,4,3,2,5,11,15,14,25
oc(9599+1),7,75,0,0,5,9,10,7,18,6,17,13
oc(9601-1),7,75,0,0,5,9,10,7,18,6,17,13
oc(9601+1),1,4801,1,1,6,5,4,7,13,17,16,27
oc(9605-1),2,2401,1,1,0,3,9,4,7,9,23,14
oc(9605+1),1,4803,0,3,1,7,6,9,15,19,18,29
oc(9611-1),1,4805,2,0,3,9,8,11,17,21,20,0
oc(9611+1),2,2403,0,3,2,5,11,6,9,11,25,16
oc(9643-1),1,4821,0,1,5,3,11,10,14,14,7,16
oc(9643+1),2,2411,2,1,3,2,6,14,17,19,4,24
oc(9645-1),2,2411,2,1,3,2,6,14,17,19,4,24
oc(9645+1),1,4823,2,3,0,5,0,12,16,16,9,18
oc(9659-1),1,4829,2,4,6,0,6,1,3,22,15,24
oc(9659+1),2,2415,0,0,0,6,10,1,2,0,8,28
oc(9679-1),1,4839,0,4,2,10,3,11,13,9,25,3
oc(9679+1),4,605,2,0,3,0,7,10,16,7,25,16
oc(9687-1),1,4843,1,3,6,3,7,15,17,13,0,7
oc(9687+1),3,1211,2,1,0,1,2,4,14,15,22,2
oc(9695-1),1,4847,2,2,3,7,11,2,2,17,4,11
oc(9695+1),5,303,0,3,2,6,4,14,18,4,13,24
oc(9701-1),2,2425,1,0,3,5,7,11,12,10,18,7
oc(9701+1),1,4851,0,1,0,0,2,6,6,21,8,15
oc(9707-1),1,4853,2,3,2,2,4,8,8,0,10,17
oc(9707+1),2,2427,0,2,5,7,9,13,14,12,20,9
oc(9715-1),1,4857,0,2,6,6,8,12,12,4,14,21
oc(9715+1),2,2429,2,4,0,9,11,15,16,14,22,11
oc(9721-1),3,1215,0,0,4,5,6,8,18,19,26,6
oc(9721+1),1,4861,1,1,3,10,12,16,16,8,18,25
oc(9725-1),2,2431,1,1,2,0,0,0,18,16,24,13
oc(9725+1),1,4863,0,3,5,1,1,1,18,10,20,27
oc(9729-1),9,19,1,4,5,8,6,2,0,19,19,19
oc(9729+1),1,4865,2,0,0,3,3,3,1,12,22,29
oc(9737-1),3,1217,2,2,6,7,8,10,1,21,28,8
oc(9737+1),1,4869,0,4,4,7,7,7,5,16,26,2
oc(9793-1),6,153,0,3,6,10,10,0,1,15,8,29
oc(9793+1),1,4897,1,2,4,2,9,1,14,21,25,30
oc(9795-1),1,4897,1,2,4,2,9,1,14,21,25,30
oc(9795+1),2,2449,1,4,6,7,5,1,17,11,13,0
oc(9809-1),4,613,1,3,4,8,2,1,5,15,4,24
oc(9809+1),1,4905,0,0,5,10,4,9,3,6,4,7
oc(9811-1),1,4905,0,0,5,10,4,9,3,6,4,7
oc(9811+1),2,2453,2,3,3,0,9,5,2,15,17,4
oc(9835-1),1,4917,0,2,3,0,3,4,15,18,16,19
oc(9835+1),2,2459,2,4,2,6,2,11,8,21,23,10
oc(9881-1),3,1235,2,0,3,3,0,11,0,16,17,26
oc(9881+1),1,4941,0,1,6,2,1,11,1,19,11,12
oc(9883-1),1,4941,0,1,6,2,1,11,1,19,11,12
oc(9883+1),2,2471,2,1,0,7,1,6,1,10,6,22
oc(9935-1),1,4967,2,2,4,6,1,3,8,22,8,7
oc(9935+1),4,621,0,1,5,5,10,9,13,0,12,1
oc(9975-1),1,4987,1,2,3,4,8,6,9,19,28,27
oc(9975+1),3,1247,2,2,1,4,12,6,12,5,0,7
oc(9983-1),1,4991,2,1,0,8,12,10,13,0,3,0
oc(9983+1),8,39,0,4,4,6,0,5,1,16,10,8
oc(9987-1),1,4993,1,3,2,10,1,12,15,2,5,2
oc(9987+1),2,2497,1,2,5,0,1,15,8,13,3,17
oc(9991-1),1,4995,0,0,4,1,3,14,17,4,7,4
oc(9991+1),3,1249,1,4,3,6,1,8,14,7,2,9

# dist 58:
oc(1801-1),3,225,0,0,1,5,4,4,16,18,22,8
oc(1801+1),1,901,1,1,5,10,4,0,8,4,2,2
oc(1819-1),1,909,0,4,6,7,12,8,16,12,10,10
oc(1819+1),2,455,2,0,0,4,0,13,18,18,20,21
oc(1823-1),1,911,2,1,1,9,1,10,18,14,12,12
oc(1823+1),5,57,0,2,1,2,5,6,0,11,28,26
oc(1839-1),1,919,1,4,2,6,9,1,7,22,20,20
oc(1839+1),4,115,1,0,3,5,11,13,1,0,28,22
oc(3563-1),1,1781,2,1,3,10,0,13,14,10,12,14
oc(3563+1),2,891,0,1,2,0,7,7,17,17,21,23
oc(3603-1),1,1801,1,1,2,8,7,16,15,7,3,3
oc(3603+1),2,901,1,1,5,10,4,0,8,4,2,2
oc(3617-1),5,113,2,3,1,3,9,11,18,21,26,20
oc(3617+1),1,1809,0,4,3,5,2,7,4,15,11,11
oc(3639-1),1,1819,1,4,6,4,12,0,14,2,21,21
oc(3639+1),3,455,2,0,0,4,0,13,18,18,20,21
oc(3643-1),1,1821,0,1,1,6,1,2,16,4,23,23
oc(3643+1),2,911,2,1,1,9,1,10,18,14,12,12
oc(3647-1),1,1823,2,3,3,8,3,4,18,6,25,25
oc(3647+1),6,57,0,2,1,2,5,6,0,11,28,26
oc(3673-1),3,459,0,4,4,8,4,0,3,22,24,25
oc(3673+1),1,1837,1,2,3,0,4,1,13,20,10,8
oc(3679-1),1,1839,0,4,5,2,6,3,15,22,12,10
oc(3679+1),5,115,1,0,3,5,11,13,1,0,28,22
oc(3705-1),3,463,1,3,1,1,8,4,7,3,28,29
oc(3705+1),1,1853,2,3,5,5,7,0,10,13,26,24
oc(3745-1),5,117,0,2,5,7,0,15,3,2,1,24
oc(3745+1),1,1873,1,3,4,3,1,3,11,10,17,13
oc(3753-1),3,469,1,4,0,7,1,10,13,9,5,4
oc(3753+1),1,1877,2,2,1,7,5,7,15,14,21,17
oc(7127-1),1,3563,2,3,0,10,1,10,10,21,25,29
oc(7127+1),3,891,0,1,2,0,7,7,17,17,21,23
oc(7193-1),3,899,2,4,3,8,2,15,6,2,0,0
oc(7193+1),1,3597,0,2,6,0,9,10,6,9,1,1
oc(7199-1),1,3599,2,4,1,2,11,12,8,11,3,3
oc(7199+1),5,225,0,0,1,5,4,4,16,18,22,8
oc(7201-1),5,225,0,0,1,5,4,4,16,18,22,8
oc(7201+1),1,3601,1,1,3,4,0,14,10,13,5,5
oc(7205-1),2,1801,1,1,2,8,7,16,15,7,3,3
oc(7205+1),1,3603,0,3,5,6,2,16,12,15,7,7
oc(7233-1),6,113,2,3,1,3,9,11,18,21,26,20
oc(7233+1),1,3617,2,2,5,9,3,13,7,6,21,21
oc(7235-1),1,3617,2,2,5,9,3,13,7,6,21,21
oc(7235+1),2,1809,0,4,3,5,2,7,4,15,11,11
oc(7259-1),1,3629,2,4,3,10,2,8,0,18,4,2
oc(7259+1),2,1815,0,0,2,0,8,13,10,21,17,17
oc(7265-1),5,227,2,2,3,7,6,6,18,20,24,10
oc(7265+1),1,3633,0,3,0,3,6,12,4,22,8,6
oc(7271-1),1,3635,2,0,2,5,8,14,6,1,10,8
oc(7271+1),3,909,0,4,6,7,12,8,16,12,10,10
oc(7277-1),2,1819,1,4,6,4,12,0,14,2,21,21
oc(7277+1),1,3639,0,4,6,9,12,1,10,5,14,12
oc(7287-1),1,3643,1,3,3,2,3,5,14,9,18,16
oc(7287+1),3,911,2,1,1,9,1,10,18,14,12,12
