# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance, for 10000 integers

desc,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31
oc(9905+1),1,4953,0,3,4,3,0,6,13,8,23,24
oc(9907-1),1,4953,0,3,4,3,0,6,13,8,23,24
oc(9907+1),2,2477,2,2,6,2,7,12,7,16,12,28
oc(9925-1),2,2481,0,1,3,6,11,16,11,20,16,1
oc(9925+1),1,4963,1,3,0,2,10,16,4,18,4,3
oc(9933-1),2,2483,2,3,5,8,0,1,13,22,18,3
oc(9933+1),1,4967,2,2,4,6,1,3,8,22,8,7
oc(9957-1),2,2489,2,4,4,3,6,7,0,5,24,9
oc(9957+1),1,4979,2,4,2,7,0,15,1,11,20,19
oc(9977-1),3,1247,2,2,1,4,12,6,12,5,0,7
oc(9977+1),1,4989,0,4,5,6,10,8,11,21,1,29

# dist 10:
oc(57-1),3,7,1,2,0,7,7,7,7,7,7,7
oc(57+1),1,29,2,4,1,7,3,12,10,6,0,29
oc(59-1),1,29,2,4,1,7,3,12,10,6,0,29
oc(59+1),2,15,0,0,1,4,2,15,15,15,15,15
oc(115-1),1,57,0,2,1,2,5,6,0,11,28,26
oc(115+1),2,29,2,4,1,7,3,12,10,6,0,29
oc(119-1),1,59,2,4,3,4,7,8,2,13,1,28
oc(119+1),3,15,0,0,1,4,2,15,15,15,15,15
oc(229-1),2,57,0,2,1,2,5,6,0,11,28,26
oc(229+1),1,115,1,0,3,5,11,13,1,0,28,22
oc(237-1),2,59,2,4,3,4,7,8,2,13,1,28
oc(237+1),1,119,2,4,0,9,2,0,5,4,3,26
oc(461-1),2,115,1,0,3,5,11,13,1,0,28,22
oc(461+1),1,231,0,1,0,0,10,10,3,1,28,14
oc(465-1),4,29,2,4,1,7,3,12,10,6,0,29
oc(465+1),1,233,2,3,2,2,12,12,5,3,1,16
oc(473-1),3,59,2,4,3,4,7,8,2,13,1,28
oc(473+1),1,237,0,2,6,6,3,16,9,7,5,20
oc(477-1),2,119,2,4,0,9,2,0,5,4,3,26
oc(477+1),1,239,2,4,1,8,5,1,11,9,7,22
oc(507-1),1,253,1,3,1,0,6,15,6,0,21,5
oc(507+1),2,127,1,2,1,6,10,8,13,12,11,3
oc(513-1),9,1,1,1,1,1,1,1,1,1,1,1
oc(513+1),1,257,2,2,5,4,10,2,10,4,25,9
oc(917-1),2,229,1,4,5,9,8,8,1,22,26,12
oc(917+1),1,459,0,4,4,8,4,0,3,22,24,25
oc(931-1),1,465,0,0,3,3,10,6,9,5,1,0
oc(931+1),2,233,2,3,2,2,12,12,5,3,1,16
oc(943-1),1,471,0,1,2,9,3,12,15,11,7,6
oc(943+1),4,59,2,4,3,4,7,8,2,13,1,28
oc(945-1),4,59,2,4,3,4,7,8,2,13,1,28
oc(945+1),1,473,2,3,4,0,5,14,17,13,9,8
oc(947-1),1,473,2,3,4,0,5,14,17,13,9,8
oc(947+1),2,237,0,2,6,6,3,16,9,7,5,20
oc(949-1),2,237,0,2,6,6,3,16,9,7,5,20
oc(949+1),1,475,1,0,6,2,7,16,0,15,11,10
oc(971-1),1,485,2,0,2,1,4,9,10,2,21,20
oc(971+1),2,243,0,3,5,1,9,5,15,13,11,26
oc(987-1),1,493,1,3,3,9,12,0,18,10,0,28
oc(987+1),2,247,1,2,2,5,0,9,0,17,15,30
oc(1015-1),1,507,0,2,3,1,0,14,13,1,14,11
oc(1015+1),3,127,1,2,1,6,10,8,13,12,11,3
oc(1025-1),10,1,1,1,1,1,1,1,1,1,1,1
oc(1025+1),1,513,0,3,2,7,6,3,0,7,20,17
oc(1027-1),1,513,0,3,2,7,6,3,0,7,20,17
oc(1027+1),2,257,2,2,5,4,10,2,10,4,25,9
oc(1031-1),1,515,2,0,4,9,8,5,2,9,22,19
oc(1031+1),3,129,0,4,3,8,12,10,15,14,13,5
oc(1129-1),3,141,0,1,1,9,11,5,8,3,25,17
oc(1129+1),1,565,1,0,5,4,6,4,14,13,14,7
oc(1131-1),1,565,1,0,5,4,6,4,14,13,14,7
oc(1131+1),2,283,1,3,3,8,10,11,17,7,22,4
oc(1845-1),2,461,2,1,6,10,6,2,5,1,26,27
oc(1845+1),1,923,2,3,6,10,0,5,11,3,24,24
oc(1857-1),6,29,2,4,1,7,3,12,10,6,0,29
oc(1857+1),1,929,2,4,5,5,6,11,17,9,1,30
oc(1861-1),2,465,0,0,3,3,10,6,9,5,1,0
oc(1861+1),1,931,1,1,0,7,8,13,0,11,3,1
oc(1867-1),1,933,0,3,2,9,10,15,2,13,5,3
oc(1867+1),2,467,2,2,5,5,12,8,11,7,3,2
oc(1881-1),3,235,1,0,4,4,1,14,7,5,3,18
oc(1881+1),1,941,2,1,3,6,5,6,10,21,13,11
oc(1887-1),1,943,1,3,5,8,7,8,12,0,15,13
oc(1887+1),5,59,2,4,3,4,7,8,2,13,1,28
oc(1891-1),1,945,0,0,0,10,9,10,14,2,17,15
oc(1891+1),2,473,2,3,4,0,5,14,17,13,9,8
oc(1893-1),2,473,2,3,4,0,5,14,17,13,9,8
oc(1893+1),1,947,2,2,2,1,11,12,16,4,19,17
oc(1905-1),4,119,2,4,0,9,2,0,5,4,3,26
oc(1905+1),1,953,2,3,1,7,4,1,3,10,25,23
oc(1909-1),2,477,0,2,1,4,9,1,2,17,13,12
oc(1909+1),1,955,1,0,3,9,6,3,5,12,27,25
oc(1943-1),1,971,2,1,5,3,9,2,2,5,14,10
oc(1943+1),3,243,0,3,5,1,9,5,15,13,11,26
oc(1945-1),3,243,0,3,5,1,9,5,15,13,11,26
oc(1945+1),1,973,1,3,0,5,11,4,4,7,16,12
oc(1953-1),5,61,1,1,5,6,9,10,4,15,3,30
oc(1953+1),1,977,2,2,4,9,2,8,8,11,20,16
oc(1975-1),1,987,0,2,0,8,12,1,18,21,1,26
oc(1975+1),3,247,1,2,2,5,0,9,0,17,15,30
oc(2029-1),2,507,0,2,3,1,0,14,13,1,14,11
oc(2029+1),1,1015,1,0,0,3,1,12,8,3,0,23
oc(2051-1),1,1025,2,0,3,2,11,5,18,13,10,2
oc(2051+1),2,513,0,3,2,7,6,3,0,7,20,17
oc(2053-1),2,513,0,3,2,7,6,3,0,7,20,17
oc(2053+1),1,1027,1,2,5,4,0,7,1,15,12,4
oc(2055-1),1,1027,1,2,5,4,0,7,1,15,12,4
oc(2055+1),3,257,2,2,5,4,10,2,10,4,25,9
oc(2059-1),1,1029,0,4,0,6,2,9,3,17,14,6
oc(2059+1),2,515,2,0,4,9,8,5,2,9,22,19
oc(2063-1),1,1031,2,1,2,8,4,11,5,19,16,8
oc(2063+1),4,129,0,4,3,8,12,10,15,14,13,5
oc(2073-1),3,259,1,4,0,6,12,4,12,6,27,11
oc(2073+1),1,1037,2,2,1,3,10,0,11,2,22,14
oc(2091-1),1,1045,1,0,2,0,5,8,0,10,1,22
oc(2091+1),2,523,1,3,5,6,3,13,10,17,1,27
oc(2251-1),1,1125,0,0,5,3,7,3,4,21,23,9
oc(2251+1),2,563,2,3,3,2,4,2,12,11,12,5
oc(2257-1),4,141,0,1,1,9,11,5,8,3,25,17
oc(2257+1),1,1129,1,4,2,7,11,7,8,2,27,13
oc(2259-1),1,1129,1,4,2,7,11,7,8,2,27,13
oc(2259+1),2,565,1,0,5,4,6,4,14,13,14,7
oc(2263-1),1,1131,0,1,4,9,0,9,10,4,0,15
oc(2263+1),3,283,1,3,3,8,10,11,17,7,22,4
oc(3669-1),2,917,2,2,0,4,7,16,5,20,18,18
oc(3669+1),1,1835,2,0,1,9,2,16,11,18,8,6
oc(3697-1),4,231,0,1,0,0,10,10,3,1,28,14
oc(3697+1),1,1849,1,4,1,1,3,13,6,9,22,20
oc(3715-1),1,1857,0,2,2,9,11,4,14,17,1,28
oc(3715+1),2,929,2,4,5,5,6,11,17,9,1,30
oc(3725-1),2,931,1,1,0,7,8,13,0,11,3,1
oc(3725+1),1,1863,0,3,1,4,4,10,1,0,7,3
oc(3735-1),1,1867,1,2,5,8,8,14,5,4,11,7
oc(3735+1),3,467,2,2,5,5,12,8,11,7,3,2
oc(3761-1),4,235,1,0,4,4,1,14,7,5,3,18
oc(3761+1),1,1881,0,1,5,0,9,11,0,18,25,21
oc(3763-1),1,1881,0,1,5,0,9,11,0,18,25,21
oc(3763+1),2,941,2,1,3,6,5,6,10,21,13,11
oc(3773-1),2,943,1,3,5,8,7,8,12,0,15,13
oc(3773+1),1,1887,0,2,4,6,2,0,6,1,2,27
oc(3781-1),2,945,0,0,0,10,9,10,14,2,17,15
oc(3781+1),1,1891,1,1,1,10,6,4,10,5,6,0
oc(3789-1),2,947,2,2,2,1,11,12,16,4,19,17
oc(3789+1),1,1895,2,0,5,3,10,8,14,9,10,4
oc(3797-1),2,949,1,4,4,3,0,14,18,6,21,19
oc(3797+1),1,1899,0,4,2,7,1,12,18,13,14,8
oc(3811-1),1,1905,0,0,1,2,7,1,5,19,20,14
oc(3811+1),2,953,2,3,1,7,4,1,3,10,25,23
oc(3825-1),4,239,2,4,1,8,5,1,11,9,7,22
oc(3825+1),1,1913,2,3,2,10,2,9,13,4,28,22
oc(3841-1),8,15,0,0,1,4,2,15,15,15,15,15
oc(3841+1),1,1921,1,1,3,7,10,0,2,12,7,30
oc(3885-1),2,971,2,1,5,3,9,2,2,5,14,10
oc(3885+1),1,1943,2,3,4,7,6,5,5,11,0,21
oc(3889-1),4,243,0,3,5,1,9,5,15,13,11,26
oc(3889+1),1,1945,1,0,6,9,8,7,7,13,2,23
oc(3891-1),1,1945,1,0,6,9,8,7,7,13,2,23
oc(3891+1),2,973,1,3,0,5,11,4,4,7,16,12
oc(3907-1),1,1953,0,3,0,6,3,15,15,21,10,0
oc(3907+1),2,977,2,2,4,9,2,8,8,11,20,16
oc(3949-1),2,987,0,2,0,8,12,1,18,21,1,26
oc(3949+1),1,1975,1,0,1,6,12,3,18,20,3,22
oc(4061-1),2,1015,1,0,0,3,1,12,8,3,0,23
oc(4061+1),1,2031,0,1,1,7,3,8,17,7,1,16
oc(4101-1),2,1025,2,0,3,2,11,5,18,13,10,2
oc(4101+1),1,2051,2,1,0,5,10,11,18,4,21,5
oc(4107-1),1,2053,1,3,2,7,12,13,1,6,23,7
oc(4107+1),2,1027,1,2,5,4,0,7,1,15,12,4
oc(4109-1),2,1027,1,2,5,4,0,7,1,15,12,4
oc(4109+1),1,2055,0,0,4,9,1,15,3,8,25,9
oc(4111-1),1,2055,0,0,4,9,1,15,3,8,25,9
oc(4111+1),4,257,2,2,5,4,10,2,10,4,25,9
oc(4113-1),4,257,2,2,5,4,10,2,10,4,25,9
oc(4113+1),1,2057,2,2,6,0,3,0,5,10,27,11
oc(4119-1),1,2059,1,4,1,2,5,2,7,12,0,13
oc(4119+1),3,515,2,0,4,9,8,5,2,9,22,19
oc(4125-1),2,1031,2,1,2,8,4,11,5,19,16,8
oc(4125+1),1,2063,2,3,5,6,9,6,11,16,4,17
oc(4145-1),4,259,1,4,0,6,12,4,12,6,27,11
oc(4145+1),1,2073,0,3,1,5,6,16,2,3,14,27
oc(4147-1),1,2073,0,3,1,5,6,16,2,3,14,27
oc(4147+1),2,1037,2,2,1,3,10,0,11,2,22,14
oc(4183-1),1,2091,0,1,5,1,11,0,1,21,3,14
oc(4183+1),3,523,1,3,5,6,3,13,10,17,1,27
oc(4185-1),3,523,1,3,5,6,3,13,10,17,1,27
oc(4185+1),1,2093,2,3,0,3,0,2,3,0,5,16
oc(4231-1),1,2115,0,0,1,3,9,7,6,22,27,7
oc(4231+1),3,529,1,4,4,1,9,2,16,0,7,2
oc(4257-1),5,133,1,3,0,1,3,14,0,18,17,9
oc(4257+1),1,2129,2,4,1,6,10,4,1,13,12,21
oc(4503-1),1,2251,1,1,4,7,2,7,9,20,18,19
oc(4503+1),3,563,2,3,3,2,4,2,12,11,12,5
oc(4505-1),3,563,2,3,3,2,4,2,12,11,12,5
oc(4505+1),1,2253,0,3,6,9,4,9,11,22,20,21
oc(4515-1),1,2257,1,2,3,2,8,13,15,3,24,25
oc(4515+1),2,1129,1,4,2,7,11,7,8,2,27,13
oc(4517-1),2,1129,1,4,2,7,11,7,8,2,27,13
oc(4517+1),1,2259,0,4,5,4,10,15,17,5,26,27
oc(4525-1),2,1131,0,1,4,9,0,9,10,4,0,15
oc(4525+1),1,2263,1,3,2,8,1,2,2,9,1,0
oc(4527-1),1,2263,1,3,2,8,1,2,2,9,1,0
oc(4527+1),4,283,1,3,3,8,10,11,17,7,22,4
oc(7381-1),2,1845,0,0,4,8,12,9,2,5,18,16
oc(7381+1),1,3691,1,1,2,6,12,2,5,11,8,2
oc(7395-1),1,3697,1,2,1,1,5,8,11,17,14,8
oc(7395+1),2,1849,1,4,1,1,3,13,6,9,22,20
oc(7429-1),2,1857,0,2,2,9,11,4,14,17,1,28
oc(7429+1),1,3715,1,0,5,8,10,9,10,12,3,26
oc(7445-1),2,1861,1,1,6,2,2,8,18,21,5,1
oc(7445+1),1,3723,0,3,6,5,5,0,18,20,11,3
oc(7469-1),2,1867,1,2,5,8,8,14,5,4,11,7
oc(7469+1),1,3735,0,0,4,6,4,12,11,9,23,15
oc(7483-1),1,3741,0,1,3,1,10,1,17,15,0,21
oc(7483+1),2,1871,2,1,2,1,12,1,9,8,15,11
oc(7523-1),1,3761,2,1,2,10,4,4,18,12,20,10
oc(7523+1),2,1881,0,1,5,0,9,11,0,18,25,21
oc(7525-1),2,1881,0,1,5,0,9,11,0,18,25,21
oc(7525+1),1,3763,1,3,4,1,6,6,1,14,22,12
oc(7549-1),2,1887,0,2,4,6,2,0,6,1,2,27
oc(7549+1),1,3775,1,0,2,2,5,1,13,3,5,24
oc(7565-1),2,1891,1,1,1,10,6,4,10,5,6,0
oc(7565+1),1,3783,0,3,3,10,0,9,2,11,13,1
oc(7573-1),2,1893,0,3,3,1,8,6,12,7,8,2
oc(7573+1),1,3787,1,2,0,3,4,13,6,15,17,5
oc(7621-1),2,1905,0,0,1,2,7,1,5,19,20,14
oc(7621+1),1,3811,1,1,3,5,2,3,11,16,12,29
oc(7637-1),2,1909,1,4,5,6,11,5,9,0,24,18
oc(7637+1),1,3819,0,4,4,2,10,11,0,1,20,6
oc(7651-1),1,3825,0,0,3,8,3,0,6,7,26,12
oc(7651+1),2,1913,2,3,2,10,2,9,13,4,28,22
oc(7683-1),1,3841,1,1,5,2,6,16,3,0,13,28
oc(7683+1),2,1921,1,1,3,7,10,0,2,12,7,30
oc(7773-1),2,1943,2,3,4,7,6,5,5,11,0,21
oc(7773+1),1,3887,2,2,2,4,0,11,11,0,1,12
oc(7779-1),1,3889,1,4,4,6,2,13,13,2,3,14
oc(7779+1),2,1945,1,0,6,9,8,7,7,13,2,23
oc(7781-1),2,1945,1,0,6,9,8,7,7,13,2,23
oc(7781+1),1,3891,0,1,6,8,4,15,15,4,5,16
oc(7813-1),2,1953,0,3,0,6,3,15,15,21,10,0
oc(7813+1),1,3907,1,2,1,2,7,14,12,20,21,1
oc(7819-1),1,3909,0,4,3,4,9,16,14,22,23,3
oc(7819+1),2,1955,2,0,2,8,5,0,17,0,12,2
oc(7897-1),3,987,0,2,0,8,12,1,18,21,1,26
oc(7897+1),1,3949,1,4,1,0,10,5,16,16,5,12
oc(7901-1),2,1975,1,0,1,6,12,3,18,20,3,22
oc(7901+1),1,3951,0,1,3,2,12,7,18,18,7,14
oc(8117-1),2,2029,1,4,6,5,1,6,15,5,28,14
oc(8117+1),1,4059,0,4,6,0,3,13,12,11,28,29
oc(8121-1),3,1015,1,0,0,3,1,12,8,3,0,23
oc(8121+1),1,4061,2,1,1,2,5,15,14,13,1,0
oc(8123-1),1,4061,2,1,1,2,5,15,14,13,1,0
oc(8123+1),2,2031,0,1,1,7,3,8,17,7,1,16
oc(8129-1),6,127,1,2,1,6,10,8,13,12,11,3
oc(8129+1),1,4065,0,0,5,6,9,2,18,17,5,4
oc(8205-1),2,2051,2,1,0,5,10,11,18,4,21,5
oc(8205+1),1,4103,2,3,1,0,8,6,18,9,14,11
oc(8209-1),4,513,0,3,2,7,6,3,0,7,20,17
oc(8209+1),1,4105,1,0,3,2,10,8,1,11,16,13
oc(8213-1),2,2053,1,3,2,7,12,13,1,6,23,7
oc(8213+1),1,4107,0,2,5,4,12,10,3,13,18,15
oc(8215-1),1,4107,0,2,5,4,12,10,3,13,18,15
oc(8215+1),3,1027,1,2,5,4,0,7,1,15,12,4
oc(8221-1),2,2055,0,0,4,9,1,15,3,8,25,9
oc(8221+1),1,4111,1,1,2,8,3,14,7,17,22,19
oc(8227-1),1,4113,0,3,4,10,5,16,9,19,24,21
oc(8227+1),2,2057,2,2,6,0,3,0,5,10,27,11
oc(8237-1),2,2059,1,4,1,2,5,2,7,12,0,13
oc(8237+1),1,4119,0,4,3,5,11,5,15,2,1,27
oc(8253-1),2,2063,2,3,5,6,9,6,11,16,4,17
oc(8253+1),1,4127,2,2,4,2,6,13,4,10,9,4
oc(8291-1),1,4145,2,0,1,9,11,14,3,5,27,22
oc(8291+1),2,2073,0,3,1,5,6,16,2,3,14,27
oc(8293-1),2,2073,0,3,1,5,6,16,2,3,14,27
oc(8293+1),1,4147,1,2,3,0,0,16,5,7,0,24
oc(8297-1),3,1037,2,2,1,3,10,0,11,2,22,14
oc(8297+1),1,4149,0,4,5,2,2,1,7,9,2,26
oc(8365-1),2,2091,0,1,5,1,11,0,1,21,3,14
oc(8365+1),1,4183,1,3,4,3,10,1,3,20,7,29
oc(8369-1),4,523,1,3,5,6,3,13,10,17,1,27
oc(8369+1),1,4185,0,0,6,5,12,3,5,22,9,0
oc(8371-1),1,4185,0,0,6,5,12,3,5,22,9,0
oc(8371+1),2,2093,2,3,0,3,0,2,3,0,5,16
oc(8463-1),1,4231,1,1,3,7,6,15,13,22,26,15
oc(8463+1),4,529,1,4,4,1,9,2,16,0,7,2
oc(8515-1),1,4257,0,2,1,0,6,7,1,2,23,10
oc(8515+1),2,2129,2,4,1,6,10,4,1,13,12,21
oc(9005-1),2,2251,1,1,4,7,2,7,9,20,18,19
oc(9005+1),1,4503,0,3,2,4,5,15,0,18,8,8
oc(9009-1),4,563,2,3,3,2,4,2,12,11,12,5
oc(9009+1),1,4505,2,0,4,6,7,0,2,20,10,10
oc(9011-1),1,4505,2,0,4,6,7,0,2,20,10,10
oc(9011+1),2,2253,0,3,6,9,4,9,11,22,20,21
oc(9017-1),3,1127,2,2,0,5,9,5,6,0,25,11
oc(9017+1),1,4509,0,4,1,10,11,4,6,1,14,14
oc(9019-1),1,4509,0,4,1,10,11,4,6,1,14,14
oc(9019+1),2,2255,2,0,1,0,6,11,13,1,22,23
oc(9029-1),2,2257,1,2,3,2,8,13,15,3,24,25
oc(9029+1),1,4515,0,0,0,5,4,10,12,7,20,20
oc(9035-1),1,4517,2,2,2,7,6,12,14,9,22,22
oc(9035+1),2,2259,0,4,5,4,10,15,17,5,26,27
oc(9037-1),2,2259,0,4,5,4,10,15,17,5,26,27
oc(9037+1),1,4519,1,4,4,9,8,14,16,11,24,24
oc(9053-1),2,2263,1,3,2,8,1,2,2,9,1,0
oc(9053+1),1,4527,0,2,5,6,3,5,5,19,3,1
oc(9055-1),1,4527,0,2,5,6,3,5,5,19,3,1
oc(9055+1),5,283,1,3,3,8,10,11,17,7,22,4

# dist 9:
oc(43-1),1,21,0,1,0,10,8,4,2,21,21,21
oc(43+1),2,11,2,1,4,0,11,11,11,11,11,11
oc(87-1),1,43,1,3,1,10,4,9,5,20,14,12
oc(87+1),3,11,2,1,4,0,11,11,11,11,11,11
oc(89-1),3,11,2,1,4,0,11,11,11,11,11,11
oc(89+1),1,45,0,0,3,1,6,11,7,22,16,14
oc(173-1),2,43,1,3,1,10,4,9,5,20,14,12
oc(173+1),1,87,0,2,3,10,9,2,11,18,0,25
oc(177-1),4,11,2,1,4,0,11,11,11,11,11,11
oc(177+1),1,89,2,4,5,1,11,4,13,20,2,27
oc(179-1),1,89,2,4,5,1,11,4,13,20,2,27
oc(179+1),2,45,0,0,3,1,6,11,7,22,16,14
oc(349-1),2,87,0,2,3,10,9,2,11,18,0,25
oc(349+1),1,175,1,0,0,10,6,5,4,14,1,20
oc(355-1),1,177,0,2,2,1,8,7,6,16,3,22
oc(355+1),2,89,2,4,5,1,11,4,13,20,2,27
oc(357-1),2,89,2,4,5,1,11,4,13,20,2,27
oc(357+1),1,179,2,4,4,3,10,9,8,18,5,24
oc(385-1),7,3,0,3,3,3,3,3,3,3,3,3
oc(385+1),1,193,1,3,4,6,11,6,3,9,19,7
oc(423-1),1,211,1,1,1,2,3,7,2,4,8,25
oc(423+1),3,53,2,3,4,9,1,2,15,7,24,22
oc(693-1),2,173,2,3,5,8,4,3,2,12,28,18
oc(693+1),1,347,2,2,4,6,9,7,5,2,28,6
oc(705-1),6,11,2,1,4,0,11,11,11,11,11,11
oc(705+1),1,353,2,3,3,1,2,13,11,8,5,12
oc(709-1),2,177,0,2,2,1,8,7,6,16,3,22
oc(709+1),1,355,1,0,5,3,4,15,13,10,7,14
oc(717-1),2,179,2,4,4,3,10,9,8,18,5,24
oc(717+1),1,359,2,4,2,7,8,2,17,14,11,18
oc(729-1),3,91,1,1,0,3,0,6,15,22,4,29
oc(729+1),1,365,2,0,1,2,1,8,4,20,17,24
oc(761-1),3,95,2,0,4,7,4,10,0,3,8,2
oc(761+1),1,381,0,1,3,7,4,7,1,13,4,9
oc(769-1),8,3,0,3,3,3,3,3,3,3,3,3
oc(769+1),1,385,1,0,0,0,8,11,5,17,8,13
oc(771-1),1,385,1,0,0,0,8,11,5,17,8,13
oc(771+1),2,193,1,3,4,6,11,6,3,9,19,7
oc(777-1),3,97,1,2,6,9,6,12,2,5,10,4
oc(777+1),1,389,2,4,4,4,12,15,9,21,12,17
oc(847-1),1,423,0,3,3,5,7,15,5,9,17,20
oc(847+1),4,53,2,3,4,9,1,2,15,7,24,22
oc(1393-1),4,87,0,2,3,10,9,2,11,18,0,25
oc(1393+1),1,697,1,2,4,4,8,0,13,7,1,15
oc(1397-1),2,349,1,4,6,8,11,9,7,4,1,8
oc(1397+1),1,699,0,4,6,6,10,2,15,9,3,17
oc(1411-1),1,705,0,0,5,1,3,8,2,15,9,23
oc(1411+1),2,353,2,3,3,1,2,13,11,8,5,12
oc(1415-1),1,707,2,2,0,3,5,10,4,17,11,25
oc(1415+1),3,177,0,2,2,1,8,7,6,16,3,22
oc(1421-1),2,355,1,0,5,3,4,15,13,10,7,14
oc(1421+1),1,711,0,1,4,7,9,14,8,21,15,29
oc(1429-1),2,357,0,2,0,5,6,0,15,12,9,16
oc(1429+1),1,715,1,0,1,0,0,1,12,2,19,2
oc(1457-1),4,91,1,1,0,3,0,6,15,22,4,29
oc(1457+1),1,729,0,4,1,3,1,15,7,16,4,16
oc(1459-1),1,729,0,4,1,3,1,15,7,16,4,16
oc(1459+1),2,365,2,0,1,2,1,8,4,20,17,24
oc(1465-1),3,183,0,3,1,7,1,13,12,22,9,28
oc(1465+1),1,733,1,3,5,7,5,2,11,20,8,20
oc(1481-1),3,185,2,0,3,9,3,15,14,1,11,30
oc(1481+1),1,741,0,1,6,4,0,10,0,5,16,28
oc(1523-1),1,761,2,1,5,2,7,13,1,2,7,17
oc(1523+1),2,381,0,1,3,7,4,7,1,13,4,9
oc(1539-1),1,769,1,4,6,10,2,4,9,10,15,25
oc(1539+1),2,385,1,0,0,0,8,11,5,17,8,13
oc(1541-1),2,385,1,0,0,0,8,11,5,17,8,13
oc(1541+1),1,771,0,1,1,1,4,6,11,12,17,27
oc(1547-1),1,773,2,3,3,3,6,8,13,14,19,29
oc(1547+1),2,387,0,2,2,2,10,13,7,19,10,15
oc(1555-1),1,777,0,2,0,7,10,12,17,18,23,2
oc(1555+1),2,389,2,4,4,4,12,15,9,21,12,17
oc(1569-1),5,49,1,4,0,5,10,15,11,3,20,18
oc(1569+1),1,785,2,0,1,4,5,3,6,3,2,10
oc(1689-1),3,211,1,1,1,2,3,7,2,4,8,25
oc(1689+1),1,845,2,0,5,9,0,12,9,17,4,8
oc(1693-1),2,423,0,3,3,5,7,15,5,9,17,20
oc(1693+1),1,847,1,2,0,0,2,14,11,19,6,10
oc(1697-1),5,53,2,3,4,9,1,2,15,7,24,22
oc(1697+1),1,849,0,4,2,2,4,16,13,21,8,12
oc(2773-1),2,693,0,3,0,0,4,13,9,3,26,11
oc(2773+1),1,1387,1,2,1,1,9,10,0,7,24,23
oc(2787-1),1,1393,1,3,0,7,2,16,6,13,1,29
oc(2787+1),2,697,1,2,4,4,8,0,13,7,1,15
oc(2801-1),4,175,1,0,0,10,6,5,4,14,1,20
oc(2801+1),1,1401,0,1,1,4,10,7,14,21,9,6
oc(2821-1),2,705,0,0,5,1,3,8,2,15,9,23
oc(2821+1),1,1411,1,1,4,3,7,0,5,8,19,16
oc(2831-1),1,1415,2,0,1,7,11,4,9,12,23,20
oc(2831+1),4,177,0,2,2,1,8,7,6,16,3,22
oc(2837-1),2,709,1,4,2,5,7,12,6,19,13,27
oc(2837+1),1,1419,0,4,5,0,2,8,13,16,27,24
oc(2869-1),2,717,0,2,3,2,2,3,14,4,21,4
oc(2869+1),1,1435,1,0,0,5,5,7,10,9,14,9
oc(2881-1),6,45,0,0,3,1,6,11,7,22,16,14
oc(2881+1),1,1441,1,1,6,0,11,13,16,15,20,15
oc(2915-1),1,1457,2,2,1,5,1,12,13,8,7,0
oc(2915+1),2,729,0,4,1,3,1,15,7,16,4,16
oc(2917-1),2,729,0,4,1,3,1,15,7,16,4,16
oc(2917+1),1,1459,1,4,3,7,3,14,15,10,9,2
oc(2931-1),1,1465,1,0,2,2,9,3,2,16,15,8
oc(2931+1),2,733,1,3,5,7,5,2,11,20,8,20
oc(2961-1),4,185,2,0,3,9,3,15,14,1,11,30
oc(2961+1),1,1481,2,1,4,7,12,2,18,9,2,24
oc(2963-1),1,1481,2,1,4,7,12,2,18,9,2,24
oc(2963+1),2,741,0,1,6,4,0,10,0,5,16,28
oc(3045-1),2,761,2,1,5,2,7,13,1,2,7,17
oc(3045+1),1,1523,2,3,4,5,2,10,3,5,15,4
oc(3077-1),2,769,1,4,6,10,2,4,9,10,15,25
oc(3077+1),1,1539,0,4,6,10,5,9,0,21,2,20
oc(3083-1),1,1541,2,1,1,1,7,11,2,0,4,22
oc(3083+1),2,771,0,1,1,1,4,6,11,12,17,27
oc(3085-1),2,771,0,1,1,1,4,6,11,12,17,27
oc(3085+1),1,1543,1,3,3,3,9,13,4,2,6,24
oc(3089-1),4,193,1,3,4,6,11,6,3,9,19,7
oc(3089+1),1,1545,0,0,5,5,11,15,6,4,8,26
oc(3095-1),1,1547,2,2,0,7,0,0,8,6,10,28
oc(3095+1),3,387,0,2,2,2,10,13,7,19,10,15
oc(3109-1),2,777,0,2,0,7,10,12,17,18,23,2
oc(3109+1),1,1555,1,0,1,4,8,8,16,14,18,5
oc(3111-1),1,1555,1,0,1,4,8,8,16,14,18,5
oc(3111+1),3,389,2,4,4,4,12,15,9,21,12,17
oc(3137-1),6,49,1,4,0,5,10,15,11,3,20,18
oc(3137+1),1,1569,0,4,1,7,9,5,11,5,3,19
oc(3139-1),1,1569,0,4,1,7,9,5,11,5,3,19
oc(3139+1),2,785,2,0,1,4,5,3,6,3,2,10
oc(3193-1),3,399,0,4,0,3,9,8,0,8,22,27
oc(3193+1),1,1597,1,2,1,2,11,16,1,10,2,16
oc(3377-1),4,211,1,1,1,2,3,7,2,4,8,25
oc(3377+1),1,1689,0,4,2,6,12,6,17,10,7,15
oc(3379-1),1,1689,0,4,2,6,12,6,17,10,7,15
oc(3379+1),2,845,2,0,5,9,0,12,9,17,4,8
oc(3389-1),2,847,1,2,0,0,2,14,11,19,6,10
