# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance

desc,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29
oc(2343+1),3,293,2,3,6,7,7,4,8,17,3
oc(2345-1),3,293,2,3,6,7,7,4,8,17,3
oc(2345+1),1,1173,0,3,4,7,3,0,14,0,13
oc(2371-1),1,1185,0,0,2,8,2,12,7,12,25
oc(2371+1),2,593,2,3,5,10,8,15,4,18,13
oc(4511-1),1,2255,2,0,1,0,6,11,13,1,22
oc(4511+1),5,141,0,1,1,9,11,5,8,3,25
oc(4553-1),3,569,2,4,2,8,10,8,18,17,18
oc(4553+1),1,2277,0,2,2,0,2,16,16,0,15
oc(4559-1),1,2279,2,4,4,2,4,1,18,2,17
oc(4559+1),4,285,0,0,5,10,12,13,0,9,24
oc(4563-1),1,2281,1,1,6,4,6,3,1,4,19
oc(4563+1),2,1141,1,1,0,8,10,2,1,14,10
oc(4577-1),5,143,2,3,3,0,0,7,10,5,27
oc(4577+1),1,2289,0,4,0,1,1,11,9,12,27
oc(4581-1),2,1145,2,0,4,1,1,6,5,18,14
oc(4581+1),1,2291,2,1,2,3,3,13,11,14,0
oc(4585-1),3,573,0,3,6,1,1,12,3,21,22
oc(4585+1),1,2293,1,3,4,5,5,15,13,16,2
oc(4599-1),1,2299,1,4,3,0,11,4,0,22,8
oc(4599+1),3,575,2,0,1,3,3,14,5,0,24
oc(4607-1),1,2303,2,3,0,4,2,8,4,3,12
oc(4607+1),9,9,0,4,2,9,9,9,9,9,9
oc(4613-1),2,1153,1,3,5,9,9,14,13,3,22
oc(4613+1),1,2307,0,2,4,8,6,12,8,7,16
oc(4619-1),1,2309,2,4,6,10,8,14,10,9,18
oc(4619+1),2,1155,0,0,0,0,11,16,15,5,24
oc(4623-1),1,2311,1,1,1,1,10,16,12,11,20
oc(4623+1),4,289,1,4,2,3,3,0,4,13,28
oc(4653-1),2,1163,2,3,1,8,6,7,4,13,3
oc(4653+1),1,2327,2,2,3,6,0,15,9,4,7
oc(4657-1),4,291,0,1,4,5,5,2,6,15,1
oc(4657+1),1,2329,1,4,5,8,2,0,11,6,9
oc(4659-1),1,2329,1,4,5,8,2,0,11,6,9
oc(4659+1),2,1165,1,0,3,10,8,9,6,15,5
oc(4687-1),1,2343,0,3,5,0,3,14,6,20,23
oc(4687+1),4,293,2,3,6,7,7,4,8,17,3
oc(4689-1),4,293,2,3,6,7,7,4,8,17,3
oc(4689+1),1,2345,2,0,0,2,5,16,8,22,25
oc(4691-1),1,2345,2,0,0,2,5,16,8,22,25
oc(4691+1),2,1173,0,3,4,7,3,0,14,0,13
oc(4713-1),3,589,1,4,1,6,4,11,0,14,9
oc(4713+1),1,2357,2,2,5,3,4,11,1,11,8
oc(4735-1),1,2367,0,2,1,2,1,4,11,21,18
oc(4735+1),7,37,1,2,2,4,11,3,18,14,8
oc(4741-1),2,1185,0,0,2,8,2,12,7,12,25
oc(4741+1),1,2371,1,1,5,6,5,8,15,2,22
oc(4747-1),1,2373,0,3,0,8,7,10,17,4,24
oc(4747+1),2,1187,2,2,4,10,4,14,9,14,27

# dist 53:
oc(859-1),1,429,0,4,2,0,0,4,11,15,23
oc(859+1),2,215,2,0,5,6,7,11,6,8,12
oc(865-1),5,27,0,2,6,5,1,10,8,4,27
oc(865+1),1,433,1,3,6,4,4,8,15,19,27
oc(873-1),3,109,1,4,4,10,5,7,14,17,22
oc(873+1),1,437,2,2,3,8,8,12,0,0,2
oc(879-1),1,439,1,4,5,10,10,14,2,2,4
oc(879+1),4,55,1,0,6,0,3,4,17,9,26
oc(889-1),3,111,0,1,6,1,7,9,16,19,24
oc(889+1),1,445,1,0,4,5,3,3,8,8,10
oc(1707-1),1,853,1,3,6,6,8,3,17,2,12
oc(1707+1),2,427,1,2,0,9,11,2,9,13,21
oc(1711-1),1,855,0,0,1,8,10,5,0,4,14
oc(1711+1),4,107,2,2,2,8,3,5,12,15,20
oc(1719-1),1,859,1,4,5,1,1,9,4,8,18
oc(1719+1),3,215,2,0,5,6,7,11,6,8,12
oc(1731-1),1,865,1,0,4,7,7,15,10,14,24
oc(1731+1),2,433,1,3,6,4,4,8,15,19,27
oc(1745-1),4,109,1,4,4,10,5,7,14,17,22
oc(1745+1),1,873,0,3,5,4,2,6,18,22,3
oc(1747-1),1,873,0,3,5,4,2,6,18,22,3
oc(1747+1),2,437,2,2,3,8,8,12,0,0,2
oc(1759-1),1,879,0,4,4,10,8,12,5,5,9
oc(1759+1),5,55,1,0,6,0,3,4,17,9,26
oc(1767-1),1,883,1,3,1,3,12,16,9,9,13
oc(1767+1),3,221,2,1,4,1,0,0,12,14,18
oc(1779-1),1,889,1,4,0,9,5,5,15,15,19
oc(1779+1),2,445,1,0,4,5,3,3,8,8,10
oc(3415-1),1,1707,0,2,6,2,4,7,16,5,25
oc(3415+1),3,427,1,2,0,9,11,2,9,13,21
oc(3419-1),1,1709,2,4,1,4,6,9,18,7,27
oc(3419+1),2,855,0,0,1,8,10,5,0,4,14
oc(3423-1),1,1711,1,1,3,6,8,11,1,9,0
oc(3423+1),5,107,2,2,2,8,3,5,12,15,20
oc(3433-1),3,429,0,4,2,0,0,4,11,15,23
oc(3433+1),1,1717,1,2,2,1,1,0,7,15,6
oc(3435-1),1,1717,1,2,2,1,1,0,7,15,6
oc(3435+1),2,859,1,4,5,1,1,9,4,8,18
oc(3437-1),2,859,1,4,5,1,1,9,4,8,18
oc(3437+1),1,1719,0,4,4,3,3,2,9,17,8
oc(3439-1),1,1719,0,4,4,3,3,2,9,17,8
oc(3439+1),4,215,2,0,5,6,7,11,6,8,12
oc(3449-1),3,431,2,1,4,2,2,6,13,17,25
oc(3449+1),1,1725,0,0,3,9,9,8,15,0,14
oc(3461-1),2,865,1,0,4,7,7,15,10,14,24
oc(3461+1),1,1731,0,1,2,4,2,14,2,6,20
oc(3465-1),3,433,1,3,6,4,4,8,15,19,27
oc(3465+1),1,1733,2,3,4,6,4,16,4,8,22
oc(3467-1),1,1733,2,3,4,6,4,16,4,8,22
oc(3467+1),2,867,0,2,6,9,9,0,12,16,26
oc(3491-1),1,1745,2,0,2,7,3,11,16,20,5
oc(3491+1),2,873,0,3,5,4,2,6,18,22,3
oc(3493-1),2,873,0,3,5,4,2,6,18,22,3
oc(3493+1),1,1747,1,2,4,9,5,13,18,22,7
oc(3515-1),1,1757,2,2,0,8,2,6,9,9,17
oc(3515+1),2,879,0,4,4,10,8,12,5,5,9
oc(3517-1),2,879,0,4,4,10,8,12,5,5,9
oc(3517+1),1,1759,1,4,2,10,4,8,11,11,19
oc(3535-1),1,1767,0,2,3,7,12,16,0,19,27
oc(3535+1),4,221,2,1,4,1,0,0,12,14,18
oc(3557-1),2,889,1,4,0,9,5,5,15,15,19
oc(3557+1),1,1779,0,4,1,8,11,11,12,8,10
oc(3591-1),1,1795,1,0,3,2,1,10,9,1,26
oc(3591+1),3,449,2,4,1,9,7,7,12,12,14

# dist 52:
oc(327-1),1,163,1,3,2,9,7,10,11,2,18
oc(327+1),3,41,2,1,6,8,2,7,3,18,12
oc(649-1),3,81,0,1,4,4,3,13,5,12,23
oc(649+1),1,325,1,0,3,6,0,2,2,3,6
oc(655-1),1,327,0,2,5,8,2,4,4,5,8
oc(655+1),4,41,2,1,6,8,2,7,3,18,12
oc(667-1),1,333,0,3,4,3,8,10,10,11,14
oc(667+1),2,167,2,2,6,2,11,14,15,6,22
oc(1287-1),1,643,1,3,6,5,6,14,16,22,5
oc(1287+1),3,161,2,1,0,7,5,8,9,0,16
oc(1289-1),3,161,2,1,0,7,5,8,9,0,16
oc(1289+1),1,645,0,0,1,7,8,16,18,1,7
oc(1299-1),1,649,1,4,5,0,12,3,3,5,11
oc(1299+1),2,325,1,0,3,6,0,2,2,3,6
oc(1309-1),2,327,0,2,5,8,2,4,4,5,8
oc(1309+1),1,655,1,0,4,6,5,9,9,11,17
oc(1319-1),1,659,2,4,1,10,9,13,13,15,21
oc(1319+1),3,165,0,0,4,0,9,12,13,4,20
oc(1335-1),1,667,1,2,2,7,4,4,2,0,0
oc(1335+1),3,167,2,2,6,2,11,14,15,6,22
oc(2561-1),9,5,2,0,5,5,5,5,5,5,5
oc(2561+1),1,1281,0,1,0,5,7,6,8,16,5
oc(2567-1),1,1283,2,3,2,7,9,8,10,18,7
oc(2567+1),3,321,0,1,6,2,9,15,17,22,2
oc(2575-1),1,1287,0,2,6,0,0,12,14,22,11
oc(2575+1),4,161,2,1,0,7,5,8,9,0,16
oc(2579-1),1,1289,2,4,1,2,2,14,16,1,13
oc(2579+1),2,645,0,0,1,7,8,16,18,1,7
oc(2587-1),1,1293,0,3,5,6,6,1,1,5,17
oc(2587+1),2,647,2,2,3,9,10,1,1,3,9
oc(2597-1),2,649,1,4,5,0,12,3,3,5,11
oc(2597+1),1,1299,0,4,4,1,12,7,7,11,23
oc(2599-1),1,1299,0,4,4,1,12,7,7,11,23
oc(2599+1),3,325,1,0,3,6,0,2,2,3,6
oc(2621-1),2,655,1,0,4,6,5,9,9,11,17
oc(2621+1),1,1311,0,1,2,2,11,2,0,0,6
oc(2639-1),1,1319,2,4,3,10,6,10,8,8,14
oc(2639+1),4,165,0,0,4,0,9,12,13,4,20
oc(2651-1),1,1325,2,0,2,5,12,16,14,14,20
oc(2651+1),2,663,0,3,5,3,0,0,17,19,25
oc(2669-1),2,667,1,2,2,7,4,4,2,0,0
oc(2669+1),1,1335,0,0,5,4,9,9,5,1,1

# dist 51:
oc(487-1),1,243,0,3,5,1,9,5,15,13,11
oc(487+1),3,61,1,1,5,6,9,10,4,15,3
oc(491-1),1,245,2,0,0,3,11,7,17,15,13
oc(491+1),2,123,0,3,4,2,6,4,9,8,7
oc(967-1),1,483,0,3,0,10,2,7,8,0,19
oc(967+1),3,121,1,1,2,0,4,2,7,6,5
oc(975-1),1,487,1,2,4,3,6,11,12,4,23
oc(975+1),4,61,1,1,5,6,9,10,4,15,3
oc(983-1),1,491,2,1,1,7,10,15,16,8,27
oc(983+1),3,123,0,3,4,2,6,4,9,8,7
oc(1001-1),3,125,2,0,6,4,8,6,11,10,9
oc(1001+1),1,501,0,1,4,6,7,8,7,18,8
oc(1921-1),7,15,0,0,1,4,2,15,15,15,15
oc(1921+1),1,961,1,1,2,4,12,9,11,18,4
oc(1931-1),1,965,2,0,6,8,3,13,15,22,8
oc(1931+1),2,483,0,3,0,10,2,7,8,0,19
oc(1935-1),1,967,1,2,1,10,5,15,17,1,10
oc(1935+1),4,121,1,1,2,0,4,2,7,6,5
oc(1949-1),2,487,1,2,4,3,6,11,12,4,23
oc(1949+1),1,975,0,0,2,7,0,6,6,9,18
oc(1965-1),2,491,2,1,1,7,10,15,16,8,27
oc(1965+1),1,983,2,3,3,4,8,14,14,17,26
oc(1977-1),3,247,1,2,2,5,0,9,0,17,15
oc(1977+1),1,989,2,4,2,10,1,3,1,0,3
oc(1979-1),1,989,2,4,2,10,1,3,1,0,3
oc(1979+1),2,495,0,0,5,0,1,2,1,12,2
oc(2003-1),1,1001,2,1,0,0,0,15,13,12,15
oc(2003+1),2,501,0,1,4,6,7,8,7,18,8
oc(3843-1),1,1921,1,1,3,7,10,0,2,12,7
oc(3843+1),2,961,1,1,2,4,12,9,11,18,4
oc(3847-1),1,1923,0,3,5,9,12,2,4,14,9
oc(3847+1),3,481,1,1,5,8,0,5,6,21,17
oc(3851-1),1,1925,2,0,0,0,1,4,6,16,11
oc(3851+1),2,963,0,3,4,6,1,11,13,20,6
oc(3863-1),1,1931,2,1,6,6,7,10,12,22,17
oc(3863+1),3,483,0,3,0,10,2,7,8,0,19
oc(3865-1),3,483,0,3,0,10,2,7,8,0,19
oc(3865+1),1,1933,1,3,1,8,9,12,14,1,19
oc(3869-1),2,967,1,2,1,10,5,15,17,1,10
oc(3869+1),1,1935,0,0,3,10,11,14,16,3,21
oc(3879-1),1,1939,1,4,0,3,2,1,1,7,25
oc(3879+1),3,485,2,0,2,1,4,9,10,2,21
oc(3881-1),3,485,2,0,2,1,4,9,10,2,21
oc(3881+1),1,1941,0,1,2,5,4,3,3,9,27
oc(3897-1),3,487,1,2,4,3,6,11,12,4,23
oc(3897+1),1,1949,2,4,3,2,12,11,11,17,6
oc(3899-1),1,1949,2,4,3,2,12,11,11,17,6
oc(3899+1),2,975,0,0,2,7,0,6,6,9,18
oc(3901-1),2,975,0,0,2,7,0,6,6,9,18
oc(3901+1),1,1951,1,1,5,4,1,13,13,19,8
oc(3913-1),3,489,0,4,6,5,8,13,14,6,25
oc(3913+1),1,1957,1,2,4,10,7,2,0,2,14
oc(3933-1),2,983,2,3,3,4,8,14,14,17,26
oc(3933+1),1,1967,2,2,0,9,4,12,10,12,24
oc(3955-1),1,1977,0,2,3,8,1,5,1,22,5
oc(3955+1),2,989,2,4,2,10,1,3,1,0,3
oc(3959-1),1,1979,2,4,5,10,3,7,3,1,7
oc(3959+1),3,495,0,0,5,0,1,2,1,12,2
oc(3969-1),7,31,1,1,3,9,5,14,12,8,2
oc(3969+1),1,1985,2,0,4,5,9,13,9,7,13
oc(3977-1),3,497,2,2,0,2,3,4,3,14,4
oc(3977+1),1,1989,0,4,1,9,0,0,13,11,17
oc(4005-1),2,1001,2,1,0,0,0,15,13,12,15
oc(4005+1),1,2003,2,3,1,1,1,14,8,2,2
oc(4039-1),1,2019,0,4,3,6,4,13,5,18,18
oc(4039+1),3,505,1,0,1,10,11,12,11,22,12
oc(4041-1),3,505,1,0,1,10,11,12,11,22,12
oc(4041+1),1,2021,2,1,5,8,6,15,7,20,20

# dist 50:
oc(731-1),1,365,2,0,1,2,1,8,4,20,17
oc(731+1),2,183,0,3,1,7,1,13,12,22,9
oc(737-1),5,23,2,3,2,1,10,6,4,0,23
oc(737+1),1,369,0,4,5,6,5,12,8,1,21
oc(751-1),1,375,0,0,4,1,11,1,14,7,27
oc(751+1),4,47,2,2,5,3,8,13,9,1,18
oc(1441-1),5,45,0,0,3,1,6,11,7,22,16
oc(1441+1),1,721,1,1,0,6,6,7,18,8,25
oc(1449-1),3,181,1,1,6,5,12,11,10,20,7
oc(1449+1),1,725,2,0,4,10,10,11,3,12,0
oc(1451-1),1,725,2,0,4,10,10,11,3,12,0
oc(1451+1),2,363,0,3,6,0,12,6,2,18,15
oc(1455-1),1,727,1,2,6,1,12,13,5,14,2
oc(1455+1),4,91,1,1,0,3,0,6,15,22,4
oc(1463-1),1,731,2,1,3,5,3,0,9,18,6
oc(1463+1),3,183,0,3,1,7,1,13,12,22,9
oc(1467-1),1,733,1,3,5,7,5,2,11,20,8
oc(1467+1),2,367,1,2,3,4,3,10,6,22,19
oc(1475-1),1,737,2,2,2,0,9,6,15,1,12
oc(1475+1),2,369,0,4,5,6,5,12,8,1,21
oc(1483-1),1,741,0,1,6,4,0,10,0,5,16
oc(1483+1),2,371,2,1,0,8,7,14,10,3,23
oc(1503-1),1,751,1,1,2,3,10,3,10,15,26
oc(1503+1),5,47,2,2,5,3,8,13,9,1,18
oc(1515-1),1,757,1,2,1,9,3,9,16,21,3
oc(1515+1),2,379,1,4,1,5,2,5,18,11,2
oc(2883-1),1,1441,1,1,6,0,11,13,16,15,20
oc(2883+1),2,721,1,1,0,6,6,7,18,8,25
oc(2889-1),3,361,1,1,4,9,10,4,0,16,13
oc(2889+1),1,1445,2,0,3,4,2,0,1,19,24
oc(2897-1),4,181,1,1,6,5,12,11,10,20,7
oc(2897+1),1,1449,0,4,0,8,6,4,5,0,28
oc(2899-1),1,1449,0,4,0,8,6,4,5,0,28
oc(2899+1),2,725,2,0,4,10,10,11,3,12,0
oc(2903-1),1,1451,2,1,2,10,8,6,7,2,1
oc(2903+1),3,363,0,3,6,0,12,6,2,18,15
oc(2907-1),1,1453,1,3,4,1,10,8,9,4,3
oc(2907+1),2,727,1,2,6,1,12,13,5,14,2
oc(2911-1),1,1455,0,0,6,3,12,10,11,6,5
oc(2911+1),5,91,1,1,0,3,0,6,15,22,4
oc(2923-1),1,1461,0,1,5,9,5,16,17,12,11
oc(2923+1),2,731,2,1,3,5,3,0,9,18,6
oc(2925-1),2,731,2,1,3,5,3,0,9,18,6
oc(2925+1),1,1463,2,3,0,0,7,1,0,14,13
oc(2935-1),1,1467,0,2,4,4,11,5,4,18,17
oc(2935+1),3,367,1,2,3,4,3,10,6,22,19
oc(2949-1),2,737,2,2,2,0,9,6,15,1,12
oc(2949+1),1,1475,2,0,5,1,6,13,12,3,25
oc(2955-1),1,1477,1,2,0,3,8,15,14,5,27
oc(2955+1),2,739,1,4,4,2,11,8,17,3,14
oc(2967-1),1,1483,1,3,6,9,1,4,1,11,4
oc(2967+1),3,371,2,1,0,8,7,14,10,3,23
oc(2969-1),3,371,2,1,0,8,7,14,10,3,23
oc(2969+1),1,1485,0,0,1,0,3,6,3,13,6
oc(2977-1),5,93,0,3,2,5,2,8,17,1,6
oc(2977+1),1,1489,1,4,5,4,7,10,7,17,10
oc(2983-1),1,1491,0,1,0,6,9,12,9,19,12
oc(2983+1),3,373,1,3,2,10,9,16,12,5,25
oc(2985-1),3,373,1,3,2,10,9,16,12,5,25
oc(2985+1),1,1493,2,3,2,8,11,14,11,21,14
oc(3005-1),2,751,1,1,2,3,10,3,10,15,26
oc(3005+1),1,1503,0,3,5,7,8,7,2,8,24
oc(3031-1),1,1515,0,0,3,8,7,2,14,20,7
oc(3031+1),3,379,1,4,1,5,2,5,18,11,2

# dist 49:
oc(543-1),1,271,1,1,5,7,11,16,5,18,10
oc(543+1),5,17,2,2,3,6,4,0,17,17,17
oc(553-1),3,69,0,4,6,3,4,1,12,0,11
oc(553+1),1,277,1,2,4,2,4,5,11,1,16
oc(1081-1),3,135,0,0,2,3,5,16,2,20,19
oc(1081+1),1,541,1,1,2,2,8,14,9,12,19
oc(1083-1),1,541,1,1,2,2,8,14,9,12,19
oc(1083+1),2,271,1,1,5,7,11,16,5,18,10
oc(1087-1),1,543,0,3,4,4,10,16,11,14,21
oc(1087+1),6,17,2,2,3,6,4,0,17,17,17
oc(1097-1),3,137,2,2,4,5,7,1,4,22,21
oc(1097+1),1,549,0,4,3,10,3,5,17,20,27
oc(1107-1),1,553,1,3,0,3,7,9,2,1,2
oc(1107+1),2,277,1,2,4,2,4,5,11,1,16
oc(1113-1),3,139,1,4,6,7,9,3,6,1,23
oc(1113+1),1,557,2,2,4,7,11,13,6,5,6
oc(1127-1),1,563,2,3,3,2,4,2,12,11,12
oc(1127+1),3,141,0,1,1,9,11,5,8,3,25
oc(2163-1),1,1081,1,1,3,3,2,10,17,0,8
oc(2163+1),2,541,1,1,2,2,8,14,9,12,19
oc(2167-1),1,1083,0,3,5,5,4,12,0,2,10
oc(2167+1),3,271,1,1,5,7,11,16,5,18,10
oc(2173-1),2,543,0,3,4,4,10,16,11,14,21
oc(2173+1),1,1087,1,2,2,9,8,16,4,6,14
oc(2177-1),7,17,2,2,3,6,4,0,17,17,17
oc(2177+1),1,1089,0,4,4,0,10,1,6,8,16
oc(2183-1),1,1091,2,1,6,2,12,3,8,10,18
oc(2183+1),3,273,0,3,0,9,0,1,7,20,12
oc(2193-1),4,137,2,2,4,5,7,1,4,22,21
oc(2193+1),1,1097,2,2,5,8,5,9,14,16,24
oc(2195-1),1,1097,2,2,5,8,5,9,14,16,24
oc(2195+1),2,549,0,4,3,10,3,5,17,20,27
oc(2201-1),3,275,2,0,2,0,2,3,9,22,14
oc(2201+1),1,1101,0,1,2,1,9,13,18,20,28
oc(2213-1),2,553,1,3,0,3,7,9,2,1,2
oc(2213+1),1,1107,0,2,1,7,2,2,5,3,5
oc(2225-1),4,139,1,4,6,7,9,3,6,1,23
oc(2225+1),1,1113,0,3,0,2,8,8,11,9,11
oc(2227-1),1,1113,0,3,0,2,8,8,11,9,11
oc(2227+1),2,557,2,2,4,7,11,13,6,5,6
oc(2233-1),3,279,0,4,6,4,6,7,13,3,18
oc(2233+1),1,1117,1,2,4,6,12,12,15,13,15
oc(2239-1),1,1119,0,4,6,8,1,14,17,15,17
oc(2239+1),6,35,2,0,0,2,9,1,16,12,6
oc(2255-1),1,1127,2,2,0,5,9,5,6,0,25
oc(2255+1),4,141,0,1,1,9,11,5,8,3,25
oc(2273-1),5,71,2,1,1,5,6,3,14,2,13
oc(2273+1),1,1137,0,2,3,4,6,15,16,10,6
oc(4325-1),2,1081,1,1,3,3,2,10,17,0,8
oc(4325+1),1,2163,0,3,0,7,5,4,16,1,17
oc(4333-1),2,1083,0,3,5,5,4,12,0,2,10
oc(4333+1),1,2167,1,2,4,0,9,8,1,5,21
oc(4349-1),2,1087,1,2,2,9,8,16,4,6,14
oc(4349+1),1,2175,0,0,5,8,4,16,9,13,0
oc(4353-1),8,17,2,2,3,6,4,0,17,17,17
oc(4353+1),1,2177,2,2,0,10,6,1,11,15,2
oc(4355-1),1,2177,2,2,0,10,6,1,11,15,2
oc(4355+1),2,1089,0,4,4,0,10,1,6,8,16
oc(4361-1),3,545,2,0,6,6,12,1,13,16,23
oc(4361+1),1,2181,0,1,4,3,10,5,15,19,6
oc(4363-1),1,2181,0,1,4,3,10,5,15,19,6
oc(4363+1),2,1091,2,1,6,2,12,3,8,10,18
oc(4367-1),1,2183,2,3,6,5,12,7,17,21,8
oc(4367+1),4,273,0,3,0,9,0,1,7,20,12
oc(4385-1),5,137,2,2,4,5,7,1,4,22,21
oc(4385+1),1,2193,0,3,2,4,9,0,8,8,18
oc(4387-1),1,2193,0,3,2,4,9,0,8,8,18
oc(4387+1),2,1097,2,2,5,8,5,9,14,16,24
oc(4389-1),2,1097,2,2,5,8,5,9,14,16,24
oc(4389+1),1,2195,2,0,4,6,11,2,10,10,20
oc(4393-1),3,549,0,4,3,10,3,5,17,20,27
oc(4393+1),1,2197,1,2,6,8,0,4,12,12,22
oc(4401-1),4,275,2,0,2,0,2,3,9,22,14
oc(4401+1),1,2201,2,1,3,1,4,8,16,16,26
oc(4403-1),1,2201,2,1,3,1,4,8,16,16,26
oc(4403+1),2,1101,0,1,2,1,9,13,18,20,28
oc(4429-1),2,1107,0,2,1,7,2,2,5,3,5
oc(4429+1),1,2215,1,0,3,4,5,5,11,7,11
oc(4433-1),4,277,1,2,4,2,4,5,11,1,16
oc(4433+1),1,2217,0,2,5,6,7,7,13,9,13
oc(4451-1),1,2225,2,0,6,3,2,15,2,17,21
oc(4451+1),2,1113,0,3,0,2,8,8,11,9,11
oc(4453-1),2,1113,0,3,0,2,8,8,11,9,11
oc(4453+1),1,2227,1,2,1,5,4,0,4,19,23
oc(4467-1),1,2233,1,3,0,0,10,6,10,2,0
oc(4467+1),2,1117,1,2,4,6,12,12,15,13,15
oc(4475-1),1,2237,2,2,4,4,1,10,14,6,4
oc(4475+1),2,1119,0,4,6,8,1,14,17,15,17
oc(4479-1),1,2239,1,4,6,6,3,12,16,8,6
oc(4479+1),7,35,2,0,0,2,9,1,16,12,6
oc(4509-1),2,1127,2,2,0,5,9,5,6,0,25
oc(4509+1),1,2255,2,0,1,0,6,11,13,1,22
oc(4545-1),6,71,2,1,1,5,6,3,14,2,13
oc(4545+1),1,2273,2,3,5,7,11,12,12,19,11
oc(4547-1),1,2273,2,3,5,7,11,12,12,19,11
oc(4547+1),2,1137,0,2,3,4,6,15,16,10,6

# dist 48:
oc(411-1),1,205,1,0,2,7,10,1,15,21,2
oc(411+1),2,103,1,3,5,4,12,1,8,11,16
oc(415-1),1,207,0,2,4,9,12,3,17,0,4
oc(415+1),5,13,1,3,6,2,0,13,13,13,13
oc(417-1),5,13,1,3,6,2,0,13,13,13,13
oc(417+1),1,209,2,4,6,0,1,5,0,2,6
oc(811-1),1,405,0,0,6,9,2,14,6,14,28
oc(811+1),2,203,2,3,0,5,8,16,13,19,0
oc(815-1),1,407,2,2,1,0,4,16,8,16,1
oc(815+1),4,51,0,1,2,7,12,0,13,5,22
oc(823-1),1,411,0,1,5,4,8,3,12,20,5
oc(823+1),3,103,1,3,5,4,12,1,8,11,16
oc(825-1),3,103,1,3,5,4,12,1,8,11,16
oc(825+1),1,413,2,3,0,6,10,5,14,22,7
oc(831-1),1,415,1,0,2,8,12,7,16,1,9
oc(831+1),6,13,1,3,6,2,0,13,13,13,13
oc(835-1),1,417,0,2,4,10,1,9,18,3,11
oc(835+1),2,209,2,4,6,0,1,5,0,2,6
oc(1623-1),1,811,1,1,6,8,5,12,13,6,28
oc(1623+1),3,203,2,3,0,5,8,16,13,19,0
oc(1625-1),3,203,2,3,0,5,8,16,13,19,0
oc(1625+1),1,813,0,3,1,10,7,14,15,8,1
oc(1631-1),1,815,2,0,3,1,9,16,17,10,3
oc(1631+1),5,51,0,1,2,7,12,0,13,5,22
oc(1633-1),5,51,0,1,2,7,12,0,13,5,22
oc(1633+1),1,817,1,2,5,3,11,1,0,12,5
oc(1645-1),2,411,0,1,5,4,8,3,12,20,5
oc(1645+1),1,823,1,3,4,9,4,7,6,18,11
oc(1647-1),1,823,1,3,4,9,4,7,6,18,11
oc(1647+1),4,103,1,3,5,4,12,1,8,11,16
oc(1651-1),1,825,0,0,6,0,6,9,8,20,13
oc(1651+1),2,413,2,3,0,6,10,5,14,22,7
oc(1661-1),2,415,1,0,2,8,12,7,16,1,9
oc(1661+1),1,831,0,1,5,6,12,15,14,3,19
oc(1669-1),2,417,0,2,4,10,1,9,18,3,11
oc(1669+1),1,835,1,0,2,10,3,2,18,7,23
oc(1675-1),1,837,0,2,4,1,5,4,1,9,25
oc(1675+1),2,419,2,4,6,1,3,11,1,5,13
oc(1691-1),1,845,2,0,5,9,0,12,9,17,4
oc(1691+1),2,423,0,3,3,5,7,15,5,9,17
oc(1705-1),3,213,0,3,3,4,5,9,4,6,10
oc(1705+1),1,853,1,3,6,6,8,3,17,2,12
oc(3099-1),1,1549,1,4,2,9,2,2,10,8,12
oc(3099+1),2,775,1,0,5,5,8,10,15,16,21
oc(3245-1),2,811,1,1,6,8,5,12,13,6,28
oc(3245+1),1,1623,0,3,6,6,11,8,8,13,28
oc(3249-1),4,203,2,3,0,5,8,16,13,19,0
oc(3249+1),1,1625,2,0,1,8,0,10,10,15,1
oc(3251-1),1,1625,2,0,1,8,0,10,10,15,1
oc(3251+1),2,813,0,3,1,10,7,14,15,8,1
oc(3261-1),2,815,2,0,3,1,9,16,17,10,3
oc(3261+1),1,1631,2,1,0,3,6,16,16,21,7
oc(3265-1),6,51,0,1,2,7,12,0,13,5,22
oc(3265+1),1,1633,1,3,2,5,8,1,18,0,9
oc(3267-1),1,1633,1,3,2,5,8,1,18,0,9
oc(3267+1),2,817,1,2,5,3,11,1,0,12,5
oc(3271-1),1,1635,0,0,4,7,10,3,1,2,11
oc(3271+1),3,409,1,4,3,2,6,1,10,18,3
oc(3273-1),3,409,1,4,3,2,6,1,10,18,3
oc(3273+1),1,1637,2,2,6,9,12,5,3,4,13
oc(3275-1),1,1637,2,2,6,9,12,5,3,4,13
oc(3275+1),2,819,0,4,0,5,0,3,2,14,7
oc(3289-1),3,411,0,1,5,4,8,3,12,20,5
oc(3289+1),1,1645,1,0,0,6,7,13,11,12,21
oc(3291-1),1,1645,1,0,0,6,7,13,11,12,21
oc(3291+1),2,823,1,3,4,9,4,7,6,18,11
oc(3293-1),2,823,1,3,4,9,4,7,6,18,11
oc(3293+1),1,1647,0,2,2,8,9,15,13,14,23
oc(3295-1),1,1647,0,2,2,8,9,15,13,14,23
oc(3295+1),5,103,1,3,5,4,12,1,8,11,16
oc(3301-1),2,825,0,0,6,0,6,9,8,20,13
oc(3301+1),1,1651,1,1,6,1,0,2,17,18,27
oc(3325-1),2,831,0,1,5,6,12,15,14,3,19
oc(3325+1),1,1663,1,3,4,2,12,14,10,7,10
oc(3341-1),2,835,1,0,2,10,3,2,18,7,23
