# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance

desc,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29
oc(4457-1),3,557,2,2,4,7,11,13,6,5,6
oc(4457+1),1,2229,0,4,3,7,6,2,6,21,25
oc(4459-1),1,2229,0,4,3,7,6,2,6,21,25
oc(4459+1),2,1115,2,0,2,4,10,10,13,11,13
oc(4463-1),1,2231,2,1,5,9,8,4,8,0,27
oc(4463+1),4,279,0,4,6,4,6,7,13,3,18
oc(4465-1),4,279,0,4,6,4,6,7,13,3,18
oc(4465+1),1,2233,1,3,0,0,10,6,10,2,0
oc(4469-1),2,1117,1,2,4,6,12,12,15,13,15
oc(4469+1),1,2235,0,0,2,2,12,8,12,4,2
oc(4471-1),1,2235,0,0,2,2,12,8,12,4,2
oc(4471+1),3,559,1,4,6,9,0,15,8,7,8
oc(4481-1),7,35,2,0,0,2,9,1,16,12,6
oc(4481+1),1,2241,0,1,1,8,5,14,18,10,8
oc(4483-1),1,2241,0,1,1,8,5,14,18,10,8
oc(4483+1),2,1121,2,1,1,10,3,16,0,17,19
oc(4485-1),2,1121,2,1,1,10,3,16,0,17,19
oc(4485+1),1,2243,2,3,3,10,7,16,1,12,10
oc(4487-1),1,2243,2,3,3,10,7,16,1,12,10
oc(4487+1),3,561,0,1,1,0,2,0,10,9,10
oc(4493-1),2,1123,1,3,3,1,5,1,2,19,21
oc(4493+1),1,2247,0,2,0,3,11,3,5,16,14
oc(4497-1),4,281,2,1,1,6,8,9,15,5,20
oc(4497+1),1,2249,2,4,2,5,0,5,7,18,16
oc(4499-1),1,2249,2,4,2,5,0,5,7,18,16
oc(4499+1),2,1125,0,0,5,3,7,3,4,21,23
oc(4501-1),2,1125,0,0,5,3,7,3,4,21,23
oc(4501+1),1,2251,1,1,4,7,2,7,9,20,18
oc(4597-1),2,1149,0,4,1,5,5,10,9,22,18
oc(4597+1),1,2299,1,4,3,0,11,4,0,22,8
oc(4609-1),9,9,0,4,2,9,9,9,9,9,9
oc(4609+1),1,2305,1,0,2,6,4,10,6,5,14
oc(4679-1),1,2339,2,4,1,7,12,10,2,16,19
oc(4679+1),3,585,0,0,4,2,0,7,15,10,5
oc(4681-1),3,585,0,0,4,2,0,7,15,10,5
oc(4681+1),1,2341,1,1,3,9,1,12,4,18,21
oc(4809-1),3,601,1,1,6,7,3,6,12,3,21
oc(4809+1),1,2405,2,0,4,7,0,8,11,13,27
oc(4811-1),1,2405,2,0,4,7,0,8,11,13,27
oc(4811+1),2,1203,0,3,6,4,7,13,6,7,14
oc(4853-1),2,1213,1,3,2,3,4,6,16,17,24
oc(4853+1),1,2427,0,2,5,7,9,13,14,12,20
oc(4865-1),8,19,1,4,5,8,6,2,0,19,19
oc(4865+1),1,2433,0,3,4,2,2,2,1,18,26
oc(4867-1),1,2433,0,3,4,2,2,2,1,18,26
oc(4867+1),2,1217,2,2,6,7,8,10,1,21,28
oc(4871-1),1,2435,2,0,6,4,4,4,3,20,28
oc(4871+1),3,609,0,4,0,4,11,14,1,11,0
oc(4887-1),1,2443,1,3,0,1,12,12,11,5,7
oc(4887+1),3,611,2,1,2,6,0,16,3,13,2
oc(4889-1),3,611,2,1,2,6,0,16,3,13,2
oc(4889+1),1,2445,0,0,2,3,1,14,13,7,9
oc(4959-1),1,2479,1,4,1,4,9,14,9,18,14
oc(4959+1),5,155,2,0,1,1,12,2,3,17,10

# dist 12:
oc(105-1),3,13,1,3,6,2,0,13,13,13,13
oc(105+1),1,53,2,3,4,9,1,2,15,7,24
oc(203-1),1,101,2,1,3,2,10,16,6,9,14
oc(203+1),2,51,0,1,2,7,12,0,13,5,22
oc(209-1),4,13,1,3,6,2,0,13,13,13,13
oc(209+1),1,105,0,0,0,6,1,3,10,13,18
oc(211-1),1,105,0,0,0,6,1,3,10,13,18
oc(211+1),2,53,2,3,4,9,1,2,15,7,24
oc(407-1),1,203,2,3,0,5,8,16,13,19,0
oc(407+1),3,51,0,1,2,7,12,0,13,5,22
oc(409-1),3,51,0,1,2,7,12,0,13,5,22
oc(409+1),1,205,1,0,2,7,10,1,15,21,2
oc(419-1),1,209,2,4,6,0,1,5,0,2,6
oc(419+1),2,105,0,0,0,6,1,3,10,13,18
oc(421-1),2,105,0,0,0,6,1,3,10,13,18
oc(421+1),1,211,1,1,1,2,3,7,2,4,8
oc(431-1),1,215,2,0,5,6,7,11,6,8,12
oc(431+1),4,27,0,2,6,5,1,10,8,4,27
oc(455-1),1,227,2,2,3,7,6,6,18,20,24
oc(455+1),3,57,0,2,1,2,5,6,0,11,28
oc(813-1),2,203,2,3,0,5,8,16,13,19,0
oc(813+1),1,407,2,2,1,0,4,16,8,16,1
oc(817-1),4,51,0,1,2,7,12,0,13,5,22
oc(817+1),1,409,1,4,3,2,6,1,10,18,3
oc(819-1),1,409,1,4,3,2,6,1,10,18,3
oc(819+1),2,205,1,0,2,7,10,1,15,21,2
oc(827-1),1,413,2,3,0,6,10,5,14,22,7
oc(827+1),2,207,0,2,4,9,12,3,17,0,4
oc(837-1),2,209,2,4,6,0,1,5,0,2,6
oc(837+1),1,419,2,4,6,1,3,11,1,5,13
oc(841-1),3,105,0,0,0,6,1,3,10,13,18
oc(841+1),1,421,1,1,1,3,5,13,3,7,15
oc(843-1),1,421,1,1,1,3,5,13,3,7,15
oc(843+1),2,211,1,1,1,2,3,7,2,4,8
oc(845-1),2,211,1,1,1,2,3,7,2,4,8
oc(845+1),1,423,0,3,3,5,7,15,5,9,17
oc(863-1),1,431,2,1,4,2,2,6,13,17,25
oc(863+1),5,27,0,2,6,5,1,10,8,4,27
oc(911-1),1,455,2,0,0,4,0,13,18,18,20
oc(911+1),4,57,0,2,1,2,5,6,0,11,28
oc(1003-1),1,501,0,1,4,6,7,8,7,18,8
oc(1003+1),2,251,2,1,6,9,4,13,4,21,19
oc(1629-1),2,407,2,2,1,0,4,16,8,16,1
oc(1629+1),1,815,2,0,3,1,9,16,17,10,3
oc(1635-1),1,817,1,2,5,3,11,1,0,12,5
oc(1635+1),2,409,1,4,3,2,6,1,10,18,3
oc(1637-1),2,409,1,4,3,2,6,1,10,18,3
oc(1637+1),1,819,0,4,0,5,0,3,2,14,7
oc(1655-1),1,827,2,2,1,2,8,11,10,22,15
oc(1655+1),3,207,0,2,4,9,12,3,17,0,4
oc(1659-1),1,829,1,4,3,4,10,13,12,1,17
oc(1659+1),2,415,1,0,2,8,12,7,16,1,9
oc(1671-1),1,835,1,0,2,10,3,2,18,7,23
oc(1671+1),3,209,2,4,6,0,1,5,0,2,6
oc(1677-1),2,419,2,4,6,1,3,11,1,5,13
oc(1677+1),1,839,2,4,6,3,7,6,3,11,27
oc(1681-1),4,105,0,0,0,6,1,3,10,13,18
oc(1681+1),1,841,1,1,1,5,9,8,5,13,0
oc(1683-1),1,841,1,1,1,5,9,8,5,13,0
oc(1683+1),2,421,1,1,1,3,5,13,3,7,15
oc(1685-1),2,421,1,1,1,3,5,13,3,7,15
oc(1685+1),1,843,0,3,3,7,11,10,7,15,2
oc(1687-1),1,843,0,3,3,7,11,10,7,15,2
oc(1687+1),3,211,1,1,1,2,3,7,2,4,8
oc(1725-1),2,431,2,1,4,2,2,6,13,17,25
oc(1725+1),1,863,2,3,2,5,5,13,8,12,22
oc(1755-1),1,877,1,2,2,8,6,10,3,3,7
oc(1755+1),2,439,1,4,5,10,10,14,2,2,4
oc(1803-1),1,901,1,1,5,10,4,0,8,4,2
oc(1803+1),2,451,1,1,3,0,9,9,14,14,16
oc(1821-1),2,455,2,0,0,4,0,13,18,18,20
oc(1821+1),1,911,2,1,1,9,1,10,18,14,12
oc(1825-1),5,57,0,2,1,2,5,6,0,11,28
oc(1825+1),1,913,1,3,3,0,3,12,1,16,14
oc(1833-1),3,229,1,4,5,9,8,8,1,22,26
oc(1833+1),1,917,2,2,0,4,7,16,5,20,18
oc(2007-1),1,1003,1,3,2,2,2,0,15,14,17
oc(2007+1),3,251,2,1,6,9,4,13,4,21,19
oc(2011-1),1,1005,0,0,4,4,4,2,17,16,19
oc(2011+1),2,503,2,3,6,8,9,10,9,20,10
oc(3253-1),2,813,0,3,1,10,7,14,15,8,1
oc(3253+1),1,1627,1,2,3,10,2,12,12,17,3
oc(3269-1),2,817,1,2,5,3,11,1,0,12,5
oc(3269+1),1,1635,0,0,4,7,10,3,1,2,11
oc(3277-1),2,819,0,4,0,5,0,3,2,14,7
oc(3277+1),1,1639,1,4,1,0,1,7,5,6,15
oc(3309-1),2,827,2,2,1,2,8,11,10,22,15
oc(3309+1),1,1655,2,0,3,5,4,6,2,22,2
oc(3319-1),1,1659,0,4,0,9,8,10,6,3,6
oc(3319+1),3,415,1,0,2,8,12,7,16,1,9
oc(3343-1),1,1671,0,1,5,10,7,5,18,15,18
oc(3343+1),4,209,2,4,6,0,1,5,0,2,6
oc(3349-1),2,837,0,2,4,1,5,4,1,9,25
oc(3349+1),1,1675,1,0,2,3,11,9,3,19,22
oc(3353-1),3,419,2,4,6,1,3,11,1,5,13
oc(3353+1),1,1677,0,2,4,5,0,11,5,21,24
oc(3361-1),5,105,0,0,0,6,1,3,10,13,18
oc(3361+1),1,1681,1,1,1,9,4,15,9,2,28
oc(3363-1),1,1681,1,1,1,9,4,15,9,2,28
oc(3363+1),2,841,1,1,1,5,9,8,5,13,0
oc(3365-1),2,841,1,1,1,5,9,8,5,13,0
oc(3365+1),1,1683,0,3,3,0,6,0,11,4,1
oc(3373-1),2,843,0,3,3,7,11,10,7,15,2
oc(3373+1),1,1687,1,2,0,4,10,4,15,8,5
oc(3381-1),2,845,2,0,5,9,0,12,9,17,4
oc(3381+1),1,1691,2,1,4,8,1,8,0,12,9
oc(3387-1),1,1693,1,3,6,10,3,10,2,14,11
oc(3387+1),2,847,1,2,0,0,2,14,11,19,6
oc(3393-1),6,53,2,3,4,9,1,2,15,7,24
oc(3393+1),1,1697,2,2,3,3,7,14,6,18,15
oc(3453-1),2,863,2,3,2,5,5,13,8,12,22
oc(3453+1),1,1727,2,2,5,0,11,10,17,2,16
oc(3457-1),7,27,0,2,6,5,1,10,8,4,27
oc(3457+1),1,1729,1,4,0,2,0,12,0,4,18
oc(3511-1),1,1755,0,0,5,6,0,4,7,7,15
oc(3511+1),3,439,1,4,5,10,10,14,2,2,4
oc(3607-1),1,1803,0,3,4,10,9,1,17,9,5
oc(3607+1),3,451,1,1,3,0,9,9,14,14,16
oc(3609-1),3,451,1,1,3,0,9,9,14,14,16
oc(3609+1),1,1805,2,0,6,1,11,3,0,11,7
oc(3645-1),2,911,2,1,1,9,1,10,18,14,12
oc(3645+1),1,1823,2,3,3,8,3,4,18,6,25
oc(3649-1),6,57,0,2,1,2,5,6,0,11,28
oc(3649+1),1,1825,1,0,5,10,5,6,1,8,27
oc(3651-1),1,1825,1,0,5,10,5,6,1,8,27
oc(3651+1),2,913,1,3,3,0,3,12,1,16,14
oc(3665-1),4,229,1,4,5,9,8,8,1,22,26
oc(3665+1),1,1833,0,3,6,7,0,14,9,16,6
oc(3667-1),1,1833,0,3,6,7,0,14,9,16,6
oc(3667+1),2,917,2,2,0,4,7,16,5,20,18
oc(3687-1),1,1843,1,3,2,6,10,7,0,3,16
oc(3687+1),3,461,2,1,6,10,6,2,5,1,26
oc(3719-1),1,1859,2,4,4,0,0,6,16,19,3
oc(3719+1),3,465,0,0,3,3,10,6,9,5,1
oc(4001-1),5,125,2,0,6,4,8,6,11,10,9
oc(4001+1),1,2001,0,1,6,10,12,12,6,0,0
oc(4007-1),1,2003,2,3,1,1,1,14,8,2,2
oc(4007+1),3,501,0,1,4,6,7,8,7,18,8
oc(4013-1),2,1003,1,3,2,2,2,0,15,14,17
oc(4013+1),1,2007,0,2,5,5,5,1,12,6,6
oc(4015-1),1,2007,0,2,5,5,5,1,12,6,6
oc(4015+1),4,251,2,1,6,9,4,13,4,21,19
oc(4023-1),1,2011,1,1,2,9,9,5,16,10,10
oc(4023+1),3,503,2,3,6,8,9,10,9,20,10

# dist 11:
oc(39-1),1,19,1,4,5,8,6,2,0,19,19
oc(39+1),3,5,2,0,5,5,5,5,5,5,5
oc(79-1),1,39,0,4,4,6,0,5,1,16,10
oc(79+1),4,5,2,0,5,5,5,5,5,5,5
oc(153-1),3,19,1,4,5,8,6,2,0,19,19
oc(153+1),1,77,2,2,0,0,12,9,1,8,19
oc(157-1),2,39,0,4,4,6,0,5,1,16,10
oc(157+1),1,79,1,4,2,2,1,11,3,10,21
oc(305-1),4,19,1,4,5,8,6,2,0,19,19
oc(305+1),1,153,0,3,6,10,10,0,1,15,8
oc(307-1),1,153,0,3,6,10,10,0,1,15,8
oc(307+1),2,77,2,2,0,0,12,9,1,8,19
oc(315-1),1,157,1,2,3,3,1,4,5,19,12
oc(315+1),2,79,1,4,2,2,1,11,3,10,21
oc(317-1),2,79,1,4,2,2,1,11,3,10,21
oc(317+1),1,159,0,4,5,5,3,6,7,21,14
oc(611-1),1,305,2,0,4,8,6,16,1,6,15
oc(611+1),2,153,0,3,6,10,10,0,1,15,8
oc(613-1),2,153,0,3,6,10,10,0,1,15,8
oc(613+1),1,307,1,2,6,10,8,1,3,8,17
oc(629-1),2,157,1,2,3,3,1,4,5,19,12
oc(629+1),1,315,0,0,0,7,3,9,11,16,25
oc(631-1),1,315,0,0,0,7,3,9,11,16,25
oc(631+1),3,79,1,4,2,2,1,11,3,10,21
oc(647-1),1,323,2,3,1,4,11,0,0,1,4
oc(647+1),3,81,0,1,4,4,3,13,5,12,23
oc(683-1),1,341,2,1,5,0,3,1,18,19,22
oc(683+1),2,171,0,1,3,6,2,1,0,10,26
oc(687-1),1,343,1,3,0,2,5,3,1,21,24
oc(687+1),4,43,1,3,1,10,4,9,5,20,14
oc(1221-1),2,305,2,0,4,8,6,16,1,6,15
oc(1221+1),1,611,2,1,2,6,0,16,3,13,2
oc(1229-1),2,307,1,2,6,10,8,1,3,8,17
oc(1229+1),1,615,0,0,6,10,4,3,7,17,6
oc(1241-1),3,155,2,0,1,1,12,2,3,17,10
oc(1241+1),1,621,0,1,5,5,10,9,13,0,12
oc(1257-1),3,157,1,2,3,3,1,4,5,19,12
oc(1257+1),1,629,2,4,6,2,5,0,2,8,20
oc(1261-1),2,315,0,0,0,7,3,9,11,16,25
oc(1261+1),1,631,1,1,1,4,7,2,4,10,22
oc(1265-1),4,79,1,4,2,2,1,11,3,10,21
oc(1265+1),1,633,0,3,3,6,9,4,6,12,24
oc(1269-1),2,317,2,2,2,9,5,11,13,18,27
oc(1269+1),1,635,2,0,5,8,11,6,8,14,26
oc(1295-1),1,647,2,2,3,9,10,1,1,3,9
oc(1295+1),4,81,0,1,4,4,3,13,5,12,23
oc(1353-1),3,169,1,4,1,4,0,16,17,8,24
oc(1353+1),1,677,2,2,5,6,1,14,12,10,10
oc(1367-1),1,683,2,3,4,1,7,3,18,16,16
oc(1367+1),3,171,0,1,3,6,2,1,0,10,26
oc(1369-1),3,171,0,1,3,6,2,1,0,10,26
oc(1369+1),1,685,1,0,6,3,9,5,1,18,18
oc(1375-1),1,687,0,2,1,5,11,7,3,20,20
oc(1375+1),5,43,1,3,1,10,4,9,5,20,14
oc(1505-1),5,47,2,2,5,3,8,13,9,1,18
oc(1505+1),1,753,0,3,4,5,12,5,12,17,28
oc(2445-1),2,611,2,1,2,6,0,16,3,13,2
oc(2445+1),1,1223,2,3,5,2,1,16,7,4,5
oc(2453-1),2,613,1,3,4,8,2,1,5,15,4
oc(2453+1),1,1227,0,2,2,6,5,3,11,8,9
oc(2481-1),4,155,2,0,1,1,12,2,3,17,10
oc(2481+1),1,1241,2,1,2,9,6,0,6,22,23
oc(2483-1),1,1241,2,1,2,9,6,0,6,22,23
oc(2483+1),2,621,0,1,5,5,10,9,13,0,12
oc(2489-1),3,311,2,1,3,3,12,5,7,12,21
oc(2489+1),1,1245,0,0,6,2,10,4,10,3,27
oc(2507-1),1,1253,2,3,0,10,5,12,18,11,6
oc(2507+1),2,627,0,2,4,0,3,15,0,6,18
oc(2515-1),1,1257,0,2,4,3,9,16,3,15,10
oc(2515+1),2,629,2,4,6,2,5,0,2,8,20
oc(2517-1),2,629,2,4,6,2,5,0,2,8,20
oc(2517+1),1,1259,2,4,6,5,11,1,5,17,12
oc(2521-1),3,315,0,0,0,7,3,9,11,16,25
oc(2521+1),1,1261,1,1,1,7,0,3,7,19,14
oc(2525-1),2,631,1,1,1,4,7,2,4,10,22
oc(2525+1),1,1263,0,3,3,9,2,5,9,21,16
oc(2531-1),1,1265,2,0,5,0,4,7,11,0,18
oc(2531+1),2,633,0,3,3,6,9,4,6,12,24
oc(2545-1),4,159,0,4,5,5,3,6,7,21,14
oc(2545+1),1,1273,1,3,6,8,12,15,0,8,26
oc(2589-1),2,647,2,2,3,9,10,1,1,3,9
oc(2589+1),1,1295,2,0,0,8,8,3,3,7,19
oc(2593-1),5,81,0,1,4,4,3,13,5,12,23
oc(2593+1),1,1297,1,2,2,10,10,5,5,9,21
oc(2633-1),3,329,2,4,0,10,4,6,6,7,10
oc(2633+1),1,1317,0,2,1,8,4,8,6,6,12
oc(2705-1),4,169,1,4,1,4,0,16,17,8,24
oc(2705+1),1,1353,0,3,2,0,1,10,4,19,19
oc(2707-1),1,1353,0,3,2,0,1,10,4,19,19
oc(2707+1),2,677,2,2,5,6,1,14,12,10,10
oc(2733-1),2,683,2,3,4,1,7,3,18,16,16
oc(2733+1),1,1367,2,2,2,3,2,7,18,10,4
oc(2737-1),4,171,0,1,3,6,2,1,0,10,26
oc(2737+1),1,1369,1,4,4,5,4,9,1,12,6
oc(2739-1),1,1369,1,4,4,5,4,9,1,12,6
oc(2739+1),2,685,1,0,6,3,9,5,1,18,18
oc(2745-1),3,343,1,3,0,2,5,3,1,21,24
oc(2745+1),1,1373,2,3,1,9,8,13,5,16,10
oc(2749-1),2,687,0,2,1,5,11,7,3,20,20
oc(2749+1),1,1375,1,0,3,0,10,15,7,18,12
oc(2763-1),1,1381,1,1,2,6,3,4,13,1,18
oc(2763+1),2,691,1,1,5,9,2,11,7,1,24
oc(3001-1),3,375,0,0,4,1,11,1,14,7,27
oc(3001+1),1,1501,1,1,3,5,6,5,0,6,22
oc(3003-1),1,1501,1,1,3,5,6,5,0,6,22
oc(3003+1),2,751,1,1,2,3,10,3,10,15,26
oc(3009-1),6,47,2,2,5,3,8,13,9,1,18
oc(3009+1),1,1505,2,0,0,9,10,9,4,10,26
oc(3011-1),1,1505,2,0,0,9,10,9,4,10,26
oc(3011+1),2,753,0,3,4,5,12,5,12,17,28
oc(3017-1),3,377,2,2,6,3,0,3,16,9,0
oc(3017+1),1,1509,0,4,4,2,1,13,8,14,1
oc(4885-1),2,1221,0,1,3,0,12,14,5,2,3
oc(4885+1),1,2443,1,3,0,1,12,12,11,5,7
oc(4917-1),2,1229,2,4,4,8,7,5,13,10,11
oc(4917+1),1,2459,2,4,2,6,2,11,8,21,23
oc(4929-1),6,77,2,2,0,0,12,9,1,8,19
oc(4929+1),1,2465,2,0,1,1,8,0,14,4,0
oc(4953-1),3,619,1,4,3,3,8,7,11,21,10
oc(4953+1),1,2477,2,2,6,2,7,12,7,16,12
oc(4963-1),1,2481,0,1,3,6,11,16,11,20,16
oc(4963+1),2,1241,2,1,2,9,6,0,6,22,23
oc(4965-1),2,1241,2,1,2,9,6,0,6,22,23
oc(4965+1),1,2483,2,3,5,8,0,1,13,22,18
oc(4979-1),1,2489,2,4,4,3,6,7,0,5,24
oc(4979+1),2,1245,0,0,6,2,10,4,10,3,27

# dist 10:
oc(57-1),3,7,1,2,0,7,7,7,7,7,7
oc(57+1),1,29,2,4,1,7,3,12,10,6,0
oc(59-1),1,29,2,4,1,7,3,12,10,6,0
oc(59+1),2,15,0,0,1,4,2,15,15,15,15
oc(115-1),1,57,0,2,1,2,5,6,0,11,28
oc(115+1),2,29,2,4,1,7,3,12,10,6,0
oc(119-1),1,59,2,4,3,4,7,8,2,13,1
oc(119+1),3,15,0,0,1,4,2,15,15,15,15
oc(229-1),2,57,0,2,1,2,5,6,0,11,28
oc(229+1),1,115,1,0,3,5,11,13,1,0,28
oc(237-1),2,59,2,4,3,4,7,8,2,13,1
oc(237+1),1,119,2,4,0,9,2,0,5,4,3
oc(461-1),2,115,1,0,3,5,11,13,1,0,28
oc(461+1),1,231,0,1,0,0,10,10,3,1,28
oc(465-1),4,29,2,4,1,7,3,12,10,6,0
oc(465+1),1,233,2,3,2,2,12,12,5,3,1
oc(473-1),3,59,2,4,3,4,7,8,2,13,1
oc(473+1),1,237,0,2,6,6,3,16,9,7,5
oc(477-1),2,119,2,4,0,9,2,0,5,4,3
oc(477+1),1,239,2,4,1,8,5,1,11,9,7
oc(507-1),1,253,1,3,1,0,6,15,6,0,21
oc(507+1),2,127,1,2,1,6,10,8,13,12,11
oc(513-1),9,1,1,1,1,1,1,1,1,1,1
oc(513+1),1,257,2,2,5,4,10,2,10,4,25
oc(917-1),2,229,1,4,5,9,8,8,1,22,26
oc(917+1),1,459,0,4,4,8,4,0,3,22,24
oc(931-1),1,465,0,0,3,3,10,6,9,5,1
oc(931+1),2,233,2,3,2,2,12,12,5,3,1
oc(943-1),1,471,0,1,2,9,3,12,15,11,7
oc(943+1),4,59,2,4,3,4,7,8,2,13,1
oc(945-1),4,59,2,4,3,4,7,8,2,13,1
oc(945+1),1,473,2,3,4,0,5,14,17,13,9
oc(947-1),1,473,2,3,4,0,5,14,17,13,9
oc(947+1),2,237,0,2,6,6,3,16,9,7,5
oc(949-1),2,237,0,2,6,6,3,16,9,7,5
oc(949+1),1,475,1,0,6,2,7,16,0,15,11
oc(971-1),1,485,2,0,2,1,4,9,10,2,21
oc(971+1),2,243,0,3,5,1,9,5,15,13,11
oc(987-1),1,493,1,3,3,9,12,0,18,10,0
oc(987+1),2,247,1,2,2,5,0,9,0,17,15
oc(1015-1),1,507,0,2,3,1,0,14,13,1,14
oc(1015+1),3,127,1,2,1,6,10,8,13,12,11
oc(1025-1),10,1,1,1,1,1,1,1,1,1,1
oc(1025+1),1,513,0,3,2,7,6,3,0,7,20
oc(1027-1),1,513,0,3,2,7,6,3,0,7,20
oc(1027+1),2,257,2,2,5,4,10,2,10,4,25
oc(1031-1),1,515,2,0,4,9,8,5,2,9,22
oc(1031+1),3,129,0,4,3,8,12,10,15,14,13
oc(1129-1),3,141,0,1,1,9,11,5,8,3,25
oc(1129+1),1,565,1,0,5,4,6,4,14,13,14
oc(1131-1),1,565,1,0,5,4,6,4,14,13,14
oc(1131+1),2,283,1,3,3,8,10,11,17,7,22
oc(1845-1),2,461,2,1,6,10,6,2,5,1,26
oc(1845+1),1,923,2,3,6,10,0,5,11,3,24
oc(1857-1),6,29,2,4,1,7,3,12,10,6,0
oc(1857+1),1,929,2,4,5,5,6,11,17,9,1
oc(1861-1),2,465,0,0,3,3,10,6,9,5,1
oc(1861+1),1,931,1,1,0,7,8,13,0,11,3
oc(1867-1),1,933,0,3,2,9,10,15,2,13,5
oc(1867+1),2,467,2,2,5,5,12,8,11,7,3
oc(1881-1),3,235,1,0,4,4,1,14,7,5,3
oc(1881+1),1,941,2,1,3,6,5,6,10,21,13
oc(1887-1),1,943,1,3,5,8,7,8,12,0,15
oc(1887+1),5,59,2,4,3,4,7,8,2,13,1
oc(1891-1),1,945,0,0,0,10,9,10,14,2,17
oc(1891+1),2,473,2,3,4,0,5,14,17,13,9
oc(1893-1),2,473,2,3,4,0,5,14,17,13,9
oc(1893+1),1,947,2,2,2,1,11,12,16,4,19
oc(1905-1),4,119,2,4,0,9,2,0,5,4,3
oc(1905+1),1,953,2,3,1,7,4,1,3,10,25
oc(1909-1),2,477,0,2,1,4,9,1,2,17,13
oc(1909+1),1,955,1,0,3,9,6,3,5,12,27
oc(1943-1),1,971,2,1,5,3,9,2,2,5,14
oc(1943+1),3,243,0,3,5,1,9,5,15,13,11
oc(1945-1),3,243,0,3,5,1,9,5,15,13,11
oc(1945+1),1,973,1,3,0,5,11,4,4,7,16
oc(1953-1),5,61,1,1,5,6,9,10,4,15,3
oc(1953+1),1,977,2,2,4,9,2,8,8,11,20
oc(1975-1),1,987,0,2,0,8,12,1,18,21,1
oc(1975+1),3,247,1,2,2,5,0,9,0,17,15
oc(2029-1),2,507,0,2,3,1,0,14,13,1,14
oc(2029+1),1,1015,1,0,0,3,1,12,8,3,0
oc(2051-1),1,1025,2,0,3,2,11,5,18,13,10
oc(2051+1),2,513,0,3,2,7,6,3,0,7,20
oc(2053-1),2,513,0,3,2,7,6,3,0,7,20
oc(2053+1),1,1027,1,2,5,4,0,7,1,15,12
oc(2055-1),1,1027,1,2,5,4,0,7,1,15,12
oc(2055+1),3,257,2,2,5,4,10,2,10,4,25
oc(2059-1),1,1029,0,4,0,6,2,9,3,17,14
oc(2059+1),2,515,2,0,4,9,8,5,2,9,22
oc(2063-1),1,1031,2,1,2,8,4,11,5,19,16
oc(2063+1),4,129,0,4,3,8,12,10,15,14,13
oc(2073-1),3,259,1,4,0,6,12,4,12,6,27
oc(2073+1),1,1037,2,2,1,3,10,0,11,2,22
oc(2091-1),1,1045,1,0,2,0,5,8,0,10,1
oc(2091+1),2,523,1,3,5,6,3,13,10,17,1
oc(2251-1),1,1125,0,0,5,3,7,3,4,21,23
oc(2251+1),2,563,2,3,3,2,4,2,12,11,12
oc(2257-1),4,141,0,1,1,9,11,5,8,3,25
oc(2257+1),1,1129,1,4,2,7,11,7,8,2,27
oc(2259-1),1,1129,1,4,2,7,11,7,8,2,27
oc(2259+1),2,565,1,0,5,4,6,4,14,13,14
oc(2263-1),1,1131,0,1,4,9,0,9,10,4,0
oc(2263+1),3,283,1,3,3,8,10,11,17,7,22
oc(3669-1),2,917,2,2,0,4,7,16,5,20,18
oc(3669+1),1,1835,2,0,1,9,2,16,11,18,8
oc(3697-1),4,231,0,1,0,0,10,10,3,1,28
oc(3697+1),1,1849,1,4,1,1,3,13,6,9,22
oc(3715-1),1,1857,0,2,2,9,11,4,14,17,1
oc(3715+1),2,929,2,4,5,5,6,11,17,9,1
oc(3725-1),2,931,1,1,0,7,8,13,0,11,3
oc(3725+1),1,1863,0,3,1,4,4,10,1,0,7
oc(3735-1),1,1867,1,2,5,8,8,14,5,4,11
oc(3735+1),3,467,2,2,5,5,12,8,11,7,3
oc(3761-1),4,235,1,0,4,4,1,14,7,5,3
oc(3761+1),1,1881,0,1,5,0,9,11,0,18,25
oc(3763-1),1,1881,0,1,5,0,9,11,0,18,25
oc(3763+1),2,941,2,1,3,6,5,6,10,21,13
oc(3773-1),2,943,1,3,5,8,7,8,12,0,15
oc(3773+1),1,1887,0,2,4,6,2,0,6,1,2
oc(3781-1),2,945,0,0,0,10,9,10,14,2,17
oc(3781+1),1,1891,1,1,1,10,6,4,10,5,6
oc(3789-1),2,947,2,2,2,1,11,12,16,4,19
oc(3789+1),1,1895,2,0,5,3,10,8,14,9,10
oc(3797-1),2,949,1,4,4,3,0,14,18,6,21
oc(3797+1),1,1899,0,4,2,7,1,12,18,13,14
oc(3811-1),1,1905,0,0,1,2,7,1,5,19,20
oc(3811+1),2,953,2,3,1,7,4,1,3,10,25
oc(3825-1),4,239,2,4,1,8,5,1,11,9,7
oc(3825+1),1,1913,2,3,2,10,2,9,13,4,28
oc(3841-1),8,15,0,0,1,4,2,15,15,15,15
oc(3841+1),1,1921,1,1,3,7,10,0,2,12,7
oc(3885-1),2,971,2,1,5,3,9,2,2,5,14
oc(3885+1),1,1943,2,3,4,7,6,5,5,11,0
oc(3889-1),4,243,0,3,5,1,9,5,15,13,11
oc(3889+1),1,1945,1,0,6,9,8,7,7,13,2
oc(3891-1),1,1945,1,0,6,9,8,7,7,13,2
oc(3891+1),2,973,1,3,0,5,11,4,4,7,16
