n,k,oc,m3,m5,m7,m11,m13,m17
4341,0,4341,0,1,1,7,12,6
4342,1,2171,2,1,1,4,0,12
4343,0,4343,2,3,3,9,1,8
4344,3,543,0,3,4,4,10,16
4345,0,4345,1,0,5,0,3,10
4346,1,2173,1,3,3,6,2,14
4347,0,4347,0,2,0,2,5,12
4348,2,1087,1,2,2,9,8,16
4349,0,4349,2,4,2,4,7,14
4350,1,2175,0,0,5,8,4,16
4351,0,4351,1,1,4,6,9,16
4352,8,17,2,2,3,6,4,0
4353,0,4353,0,3,6,8,11,1
4354,1,2177,2,2,0,10,6,1
4355,0,4355,2,0,1,10,0,3
4356,2,1089,0,4,4,0,10,1
4357,0,4357,1,2,3,1,2,5
4358,1,2179,1,4,2,1,8,3
4359,0,4359,0,4,5,3,4,7
4360,3,545,2,0,6,6,12,1
4361,0,4361,2,1,0,5,6,9
4362,1,2181,0,1,4,3,10,5
4363,0,4363,1,3,2,7,8,11
4364,2,1091,2,1,6,2,12,3
4365,0,4365,0,0,4,9,10,13
4366,1,2183,2,3,6,5,12,7
4367,0,4367,2,2,6,0,12,15
4368,4,273,0,3,0,9,0,1
4369,0,4369,1,4,1,2,1,0
4370,1,2185,1,0,1,7,1,9
4371,0,4371,0,1,3,4,3,2
4372,2,1093,1,3,1,4,1,5
4373,0,4373,2,3,5,6,5,4
4374,1,2187,0,2,3,9,3,11
4375,0,4375,1,0,0,8,7,6
4376,3,547,1,2,1,8,1,3
4377,0,4377,0,2,2,10,9,8
4378,1,2189,2,4,5,0,5,13
4379,0,4379,2,4,4,1,11,10
4380,2,1095,0,0,3,6,3,7
4381,0,4381,1,1,6,3,0,12
4382,1,2191,1,1,0,2,7,15
4383,0,4383,0,3,1,5,2,14
4384,5,137,2,2,4,5,7,1
4385,0,4385,2,0,3,7,4,16
4386,1,2193,0,3,2,4,9,0
4387,0,4387,1,2,5,9,6,1
4388,2,1097,2,2,5,8,5,9
4389,0,4389,0,4,0,0,8,3
4390,1,2195,2,0,4,6,11,2
4391,0,4391,2,1,2,2,10,5
4392,3,549,0,4,3,10,3,5
4393,0,4393,1,3,4,4,12,7
4394,1,2197,1,2,6,8,0,4
4395,0,4395,0,0,6,6,1,9
4396,2,1099,1,4,0,10,7,11
4397,0,4397,2,2,1,8,3,11
4398,1,2199,0,4,1,10,2,6
4399,0,4399,1,4,3,10,5,13
4400,4,275,2,0,2,0,2,3
4401,0,4401,0,1,5,1,7,15
4402,1,2201,2,1,3,1,4,8
4403,0,4403,2,3,0,3,9,0
4404,2,1101,0,1,2,1,9,13
4405,0,4405,1,0,2,5,11,2
4406,1,2203,1,3,5,3,6,10
4407,0,4407,0,2,4,7,0,4
4408,3,551,2,1,5,1,5,7
4409,0,4409,2,4,6,9,2,6
4410,1,2205,0,0,0,5,8,12
4411,0,4411,1,1,1,0,4,8
4412,2,1103,2,3,4,3,11,15
4413,0,4413,0,3,3,2,6,10
4414,1,2207,2,2,2,7,10,14
4415,0,4415,2,0,5,4,8,12
4416,6,69,0,4,6,3,4,1
4417,0,4417,1,2,0,6,10,14
4418,1,2209,1,4,4,9,12,16
4419,0,4419,0,4,2,8,12,16
4420,2,1105,1,0,6,5,0,0
4421,0,4421,2,1,4,10,1,1
4422,1,2211,0,1,6,0,1,1
4423,0,4423,1,3,6,1,3,3
4424,3,553,1,3,0,3,7,9
4425,0,4425,0,0,1,3,5,5
4426,1,2213,2,3,1,2,3,3
4427,0,4427,2,2,3,5,7,7
4428,2,1107,0,2,1,7,2,2
4429,0,4429,1,4,5,7,9,9
4430,1,2215,1,0,3,4,5,5
4431,0,4431,0,1,0,9,11,11
4432,4,277,1,2,4,2,4,5
4433,0,4433,2,3,2,0,0,13
4434,1,2217,0,2,5,6,7,7
4435,0,4435,1,0,4,2,2,15
4436,2,1109,2,4,3,9,4,4
4437,0,4437,0,2,6,4,4,0
4438,1,2219,2,4,0,8,9,9
4439,0,4439,2,4,1,6,6,2
4440,3,555,0,0,2,5,9,11
4441,0,4441,1,1,3,8,8,4
4442,1,2221,1,1,2,10,11,11
4443,0,4443,0,3,5,10,10,6
4444,2,1111,1,1,5,0,6,6
4445,0,4445,2,0,0,1,12,8
4446,1,2223,0,3,4,1,0,13
4447,0,4447,1,2,2,3,1,10
4448,5,139,1,4,6,7,9,3
4449,0,4449,0,4,4,5,3,12
4450,1,2225,2,0,6,3,2,15
4451,0,4451,2,1,6,7,5,14
4452,2,1113,0,3,0,2,8,8
4453,0,4453,1,3,1,9,7,16
4454,1,2227,1,2,1,5,4,0
4455,0,4455,0,0,3,0,9,1
4456,3,557,2,2,4,7,11,13
4457,0,4457,2,2,5,2,11,3
4458,1,2229,0,4,3,7,6,2
4459,0,4459,1,4,0,4,0,5
4460,2,1115,2,0,2,4,10,10
4461,0,4461,0,1,2,6,2,7
4462,1,2231,2,1,5,9,8,4
4463,0,4463,2,3,4,8,4,9
4464,4,279,0,4,6,4,6,7
4465,0,4465,1,0,6,10,6,11
4466,1,2233,1,3,0,0,10,6
4467,0,4467,0,2,1,1,8,13
4468,2,1117,1,2,4,6,12,12
4469,0,4469,2,4,3,3,10,15
4470,1,2235,0,0,2,2,12,8
4471,0,4471,1,1,5,5,12,0
4472,3,559,1,4,6,9,0,15
4473,0,4473,0,3,0,7,1,2
4474,1,2237,2,2,4,4,1,10
4475,0,4475,2,0,2,9,3,4
4476,2,1119,0,4,6,8,1,14
4477,0,4477,1,2,4,0,5,6
4478,1,2239,1,4,6,6,3,12
4479,0,4479,0,4,6,2,7,8
4480,7,35,2,0,0,2,9,1
4481,0,4481,2,1,1,4,9,10
4482,1,2241,0,1,1,8,5,14
4483,0,4483,1,3,3,6,11,12
4484,2,1121,2,1,1,10,3,16
4485,0,4485,0,0,5,8,0,14
4486,1,2243,2,3,3,10,7,16
4487,0,4487,2,2,0,10,2,16
4488,3,561,0,1,1,0,2,0
4489,0,4489,1,4,2,1,4,1
4490,1,2245,1,0,5,1,9,1
4491,0,4491,0,1,4,3,6,3
4492,2,1123,1,3,3,1,5,1
4493,0,4493,2,3,6,5,8,5
4494,1,2247,0,2,0,3,11,3
4495,0,4495,1,0,1,7,10,7
4496,4,281,2,1,1,6,8,9
4497,0,4497,0,2,3,9,12,9
4498,1,2249,2,4,2,5,0,5
4499,0,4499,2,4,5,0,1,11
4500,2,1125,0,0,5,3,7,3
4501,0,4501,1,1,0,2,3,13
4502,1,2251,1,1,4,7,2,7
4503,0,4503,0,3,2,4,5,15
4504,3,563,2,3,3,2,4,2
4505,0,4505,2,0,4,6,7,0
4506,1,2253,0,3,6,9,4,9
4507,0,4507,1,2,6,8,9,2
4508,2,1127,2,2,0,5,9,5
4509,0,4509,0,4,1,10,11,4
4510,1,2255,2,0,1,0,6,11
4511,0,4511,2,1,3,1,0,6
4512,5,141,0,1,1,9,11,5
4513,0,4513,1,3,5,3,2,8
4514,1,2257,1,2,3,2,8,13
4515,0,4515,0,0,0,5,4,10
4516,2,1129,1,4,2,7,11,7
4517,0,4517,2,2,2,7,6,12
4518,1,2259,0,4,5,4,10,15
4519,0,4519,1,4,4,9,8,14
4520,3,565,1,0,5,4,6,4
4521,0,4521,0,1,6,0,10,16
4522,1,2261,2,1,0,6,12,0
4523,0,4523,2,3,1,2,12,1
4524,2,1131,0,1,4,9,0,9
4525,0,4525,1,0,3,4,1,3
4526,1,2263,1,3,2,8,1,2
4527,0,4527,0,2,5,6,3,5
4528,4,283,1,3,3,8,10,11
4529,0,4529,2,4,0,8,5,7
4530,1,2265,0,0,4,10,3,4
4531,0,4531,1,1,2,10,7,9
4532,2,1133,2,3,6,0,2,11
4533,0,4533,0,3,4,1,9,11
4534,1,2267,2,2,6,1,5,6
4535,0,4535,2,0,6,3,11,13
4536,3,567,0,2,0,6,8,6
4537,0,4537,1,2,1,5,0,15
4538,1,2269,1,4,1,3,7,8
4539,0,4539,0,4,3,7,2,0
4540,2,1135,1,0,1,2,4,13
4541,0,4541,2,1,5,9,4,2
4542,1,2271,0,1,3,5,9,10
4543,0,4543,1,3,0,0,6,4
4544,6,71,2,1,1,5,6,3
4545,0,4545,0,0,2,2,8,6
4546,1,2273,2,3,5,7,11,12
4547,0,4547,2,2,4,4,10,8
4548,2,1137,0,2,3,4,6,15
4549,0,4549,1,4,6,6,12,10
4550,1,2275,1,0,0,9,0,14
4551,0,4551,0,1,1,8,1,12
4552,3,569,2,4,2,8,10,8
4553,0,4553,2,3,3,10,3,14
4554,1,2277,0,2,2,0,2,16
4555,0,4555,1,0,5,1,5,16
4556,2,1139,2,4,5,6,8,0
4557,0,4557,0,2,0,3,7,1
4558,1,2279,2,4,4,2,4,1
4559,0,4559,2,4,2,5,9,3
4560,4,285,0,0,5,10,12,13
4561,0,4561,1,1,4,7,11,5
4562,1,2281,1,1,6,4,6,3
4563,0,4563,0,3,6,9,0,7
4564,2,1141,1,1,0,8,10,2
4565,0,4565,2,0,1,0,2,9
4566,1,2283,0,3,1,6,8,5
4567,0,4567,1,2,3,2,4,11
4568,3,571,1,1,4,10,12,10
4569,0,4569,0,4,5,4,6,13
4570,1,2285,2,0,3,8,10,7
4571,0,4571,2,1,0,6,8,15
4572,2,1143,0,3,2,10,12,4
4573,0,4573,1,3,2,8,10,0
4574,1,2287,1,2,5,10,12,9
4575,0,4575,0,0,4,10,12,2
4576,5,143,2,3,3,0,0,7
4577,0,4577,2,2,6,1,1,4
4578,1,2289,0,4,0,1,1,11
4579,0,4579,1,4,1,3,3,6
4580,2,1145,2,0,4,1,1,6
4581,0,4581,0,1,3,5,5,8
4582,1,2291,2,1,2,3,3,13
4583,0,4583,2,3,5,7,7,10
4584,3,573,0,3,6,1,1,12
4585,0,4585,1,0,0,9,9,12
4586,1,2293,1,3,4,5,5,15
4587,0,4587,0,2,2,0,11,14
4588,2,1147,1,2,6,3,3,8
4589,0,4589,2,4,4,2,0,16
4590,1,2295,0,0,6,7,7,0
4591,0,4591,1,1,6,4,2,1
4592,4,287,2,2,0,1,1,15
4593,0,4593,0,3,1,6,4,3
4594,1,2297,2,2,1,9,9,2
4595,0,4595,2,0,3,8,6,5
4596,2,1149,0,4,1,5,5,10
4597,0,4597,1,2,5,10,8,7
4598,1,2299,1,4,3,0,11,4
4599,0,4599,0,4,0,1,10,9
4600,3,575,2,0,1,3,3,14
4601,0,4601,2,1,2,3,12,11
4602,1,2301,0,1,5,2,0,6
4603,0,4603,1,3,4,5,1,13
4604,2,1151,2,1,3,7,7,12
4605,0,4605,0,0,6,7,3,15
4606,1,2303,2,3,0,4,2,8
4607,0,4607,2,2,1,9,5,0
4608,9,9,0,4,2,9,9,9
4609,0,4609,1,4,3,0,7,2
4610,1,2305,1,0,2,6,4,10
4611,0,4611,0,1,5,2,9,4
4612,2,1153,1,3,5,9,9,14
4613,0,4613,2,3,0,4,11,6
4614,1,2307,0,2,4,8,6,12
4615,0,4615,1,0,2,6,0,8
4616,3,577,1,2,3,5,5,16
4617,0,4617,0,2,4,8,2,10
4618,1,2309,2,4,6,10,8,14
4619,0,4619,2,4,6,10,4,12
4620,2,1155,0,0,0,0,11,16
4621,0,4621,1,1,1,1,6,14
4622,1,2311,1,1,1,1,10,16
4623,0,4623,0,3,3,3,8,16
4624,4,289,1,4,2,3,3,0
4625,0,4625,2,0,5,5,10,1
4626,1,2313,0,3,3,3,12,1
4627,0,4627,1,2,0,7,12,3
4628,2,1157,2,2,2,2,0,1
4629,0,4629,0,4,2,9,1,5
4630,1,2315,2,0,5,5,1,3
4631,0,4631,2,1,4,0,3,7
4632,3,579,0,4,5,7,7,1
4633,0,4633,1,3,6,2,5,9
4634,1,2317,1,2,0,7,3,5
4635,0,4635,0,0,1,4,7,11
4636,2,1159,1,4,4,4,2,3
4637,0,4637,2,2,3,6,9,13
4638,1,2319,0,4,2,9,5,7
4639,0,4639,1,4,5,8,11,15
4640,5,145,1,0,5,2,2,9
4641,0,4641,0,1,0,10,0,0
4642,1,2321,2,1,4,0,7,9
4643,0,4643,2,3,2,1,2,2
4644,2,1161,0,1,6,6,4,5
4645,0,4645,1,0,4,3,4,4
4646,1,2323,1,3,6,2,9,11
4647,0,4647,0,2,6,5,6,6
4648,3,581,2,1,0,9,9,3
4649,0,4649,2,4,1,7,8,8
4650,1,2325,0,0,1,4,11,13
4651,0,4651,1,1,3,9,10,10
4652,2,1163,2,3,1,8,6,7
4653,0,4653,0,3,5,0,12,12
4654,1,2327,2,2,3,6,0,15
4655,0,4655,2,0,0,2,1,14
4656,4,291,0,1,4,5,5,2
4657,0,4657,1,2,2,4,3,16
4658,1,2329,1,4,5,8,2,0
4659,0,4659,0,4,4,6,5,1
4660,2,1165,1,0,3,10,8,9
4661,0,4661,2,1,6,8,7,3
4662,1,2331,0,1,0,10,4,2
4663,0,4663,1,3,1,10,9,5
4664,3,583,1,3,2,0,11,5
4665,0,4665,0,0,3,1,11,7
4666,1,2333,2,3,2,1,6,4
4667,0,4667,2,2,5,3,0,9
4668,2,1167,0,2,5,1,10,11
4669,0,4669,1,4,0,5,2,11
4670,1,2335,1,0,4,3,8,6
4671,0,4671,0,1,2,7,4,13
4672,6,73,1,3,3,7,8,5
4673,0,4673,2,3,4,9,6,15
4674,1,2337,0,2,6,5,10,8
4675,0,4675,1,0,6,0,8,0
4676,2,1169,2,4,0,3,12,13
4677,0,4677,0,2,1,2,10,2
4678,1,2339,2,4,1,7,12,10
4679,0,4679,2,4,3,4,12,4
4680,3,585,0,0,4,2,0,7
4681,0,4681,1,1,5,6,1,6
4682,1,2341,1,1,3,9,1,12
4683,0,4683,0,3,0,8,3,8
4684,2,1171,1,1,2,5,1,15
4685,0,4685,2,0,2,10,5,10
4686,1,2343,0,3,5,0,3,14
4687,0,4687,1,2,4,1,7,12
4688,4,293,2,3,6,7,7,4
4689,0,4689,0,4,6,3,9,14
4690,1,2345,2,0,0,2,5,16
4691,0,4691,2,1,1,5,11,16
4692,2,1173,0,3,4,7,3,0
4693,0,4693,1,3,3,7,0,1
4694,1,2347,1,2,2,4,7,1
4695,0,4695,0,0,5,9,2,3
4696,3,587,2,2,6,4,2,9
4697,0,4697,2,2,0,0,4,5
4698,1,2349,0,4,4,6,9,3
4699,0,4699,1,4,2,2,6,7
4700,2,1175,2,0,6,9,5,2
4701,0,4701,0,1,4,4,8,9
4702,1,2351,2,1,6,8,11,5
4703,0,4703,2,3,6,6,10,11
4704,5,147,0,2,0,4,4,11
4705,0,4705,1,0,1,8,12,13
4706,1,2353,1,3,1,10,0,7
4707,0,4707,0,2,3,10,1,15
4708,2,1177,1,2,1,0,7,4
4709,0,4709,2,4,5,1,3,0
4710,1,2355,0,0,3,1,2,9
4711,0,4711,1,1,0,3,5,2
4712,3,589,1,4,1,6,4,11
4713,0,4713,0,3,2,5,7,4
4714,1,2357,2,2,5,3,4,11
4715,0,4715,2,0,4,7,9,6
4716,2,1179,0,4,3,2,9,6
4717,0,4717,1,2,6,9,11,8
4718,1,2359,1,4,0,5,6,13
4719,0,4719,0,4,1,0,0,10
4720,4,295,1,0,1,9,9,6
4721,0,4721,2,1,3,2,2,12
4722,1,2361,0,1,2,7,8,15
4723,0,4723,1,3,5,4,4,14
4724,2,1181,2,1,5,4,11,8
4725,0,4725,0,0,0,6,6,16
4726,1,2363,2,3,4,9,10,0
4727,0,4727,2,2,2,8,8,1
4728,3,591,0,1,3,8,6,13
4729,0,4729,1,4,4,10,10,3
4730,1,2365,1,0,6,0,12,2
4731,0,4731,0,1,6,1,12,5
4732,2,1183,1,3,0,6,0,10
4733,0,4733,2,3,1,3,1,7
4734,1,2367,0,2,1,2,1,4
4735,0,4735,1,0,3,5,3,9
4736,7,37,1,2,2,4,11,3
4737,0,4737,0,2,5,7,5,11
4738,1,2369,2,4,3,4,3,6
4739,0,4739,2,4,0,9,7,13
4740,2,1185,0,0,2,8,2,12
4741,0,4741,1,1,2,0,9,15
4742,1,2371,1,1,5,6,5,8
4743,0,4743,0,3,4,2,11,0
4744,3,593,2,3,5,10,8,15
4745,0,4745,2,0,6,4,0,2
4746,1,2373,0,3,0,8,7,10
4747,0,4747,1,2,1,6,2,4
4748,2,1187,2,2,4,10,4,14
4749,0,4749,0,4,3,8,4,6
4750,1,2375,2,0,2,10,9,12
4751,0,4751,2,1,5,10,6,8
4752,4,297,0,2,3,0,11,8
4753,0,4753,1,3,0,1,8,10
4754,1,2377,1,2,4,1,11,14
4755,0,4755,0,0,2,3,10,12
4756,2,1189,1,4,6,1,6,16
4757,0,4757,2,2,4,5,12,14
4758,1,2379,0,4,6,3,0,16
4759,0,4759,1,4,6,7,1,16
4760,3,595,1,0,0,1,10,0
4761,0,4761,0,1,1,9,3,1
4762,1,2381,2,1,1,5,2,1
4763,0,4763,2,3,3,0,5,3
4764,2,1191,0,1,1,3,8,1
4765,0,4765,1,0,5,2,7,5
4766,1,2383,1,3,3,7,4,3
4767,0,4767,0,2,0,4,9,7
4768,5,149,2,4,2,6,6,13
4769,0,4769,2,4,2,6,11,9
4770,1,2385,0,0,5,9,6,5
4771,0,4771,1,1,4,8,0,11
4772,2,1193,2,3,3,5,10,3
4773,0,4773,0,3,6,10,2,13
4774,1,2387,2,2,0,0,8,7
4775,0,4775,2,0,1,1,4,15
4776,3,597,0,2,2,3,12,2
4777,0,4777,1,2,3,3,6,0
4778,1,2389,1,4,2,2,10,9
4779,0,4779,0,4,5,5,8,2
4780,2,1195,1,0,5,7,12,5
4781,0,4781,2,1,0,7,10,4
4782,1,2391,0,1,4,4,12,11
4783,0,4783,1,3,2,9,12,6
4784,4,299,2,4,5,2,0,10
4785,0,4785,0,0,4,0,1,8
4786,1,2393,2,3,6,6,1,13
4787,0,4787,2,2,6,2,3,10
4788,2,1197,0,2,0,9,1,7
4789,0,4789,1,4,1,4,5,12
4790,1,2395,1,0,1,8,3,15
4791,0,4791,0,1,3,6,7,14
4792,3,599,2,4,4,5,1,4
4793,0,4793,2,3,5,8,9,16
4794,1,2397,0,2,3,10,5,0
4795,0,4795,1,0,0,10,11,1
4796,2,1199,2,4,2,0,3,9
4797,0,4797,0,2,2,1,0,3
4798,1,2399,2,4,5,1,7,2
4799,0,4799,2,4,4,3,2,5
4800,6,75,0,0,5,9,10,7
4801,0,4801,1,1,6,5,4,7
4802,1,2401,1,1,0,3,9,4
4803,0,4803,0,3,1,7,6,9
4804,2,1201,1,1,4,2,5,11
4805,0,4805,2,0,3,9,8,11
4806,1,2403,0,3,2,5,11,6
4807,0,4807,1,2,5,0,10,13
4808,3,601,1,1,6,7,3,6
4809,0,4809,0,4,0,2,12,15
4810,1,2405,2,0,4,7,0,8
4811,0,4811,2,1,2,4,1,0
4812,2,1203,0,3,6,4,7,13
4813,0,4813,1,3,4,6,3,2
4814,1,2407,1,2,6,9,2,10
4815,0,4815,0,0,6,8,5,4
4816,4,301,1,1,0,4,2,12
4817,0,4817,2,2,1,10,7,6
4818,1,2409,0,4,1,0,4,12
4819,0,4819,1,4,3,1,9,8
4820,2,1205,2,0,1,6,9,15
4821,0,4821,0,1,5,3,11,10
4822,1,2411,2,1,3,2,6,14
4823,0,4823,2,3,0,5,0,12
4824,3,603,0,3,1,9,5,8
4825,0,4825,1,0,2,7,2,14
4826,1,2413,1,3,5,4,8,16
4827,0,4827,0,2,4,9,4,16
4828,2,1207,1,2,3,8,11,0
4829,0,4829,2,4,6,0,6,1
4830,1,2415,0,0,0,6,10,1
4831,0,4831,1,1,1,2,8,3
4832,5,151,1,1,4,8,8,15
4833,0,4833,0,3,3,4,10,5
4834,1,2417,2,2,2,8,12,3
4835,0,4835,2,0,5,6,12,7
4836,2,1209,0,4,5,10,0,2
4837,0,4837,1,2,0,8,1,9
4838,1,2419,1,4,4,10,1,5
4839,0,4839,0,4,2,10,3,11
4840,3,605,2,0,3,0,7,10
4841,0,4841,2,1,4,1,5,13
4842,1,2421,0,1,6,1,3,7
4843,0,4843,1,3,6,3,7,15
4844,2,1211,2,1,0,1,2,4
4845,0,4845,0,0,1,5,9,0
4846,1,2423,2,3,1,3,5,9
4847,0,4847,2,2,3,7,11,2
4848,4,303,0,3,2,6,4,14
4849,0,4849,1,4,5,9,0,4
4850,1,2425,1,0,3,5,7,11
4851,0,4851,0,1,0,0,2,6
4852,2,1213,1,3,2,3,4,6
4853,0,4853,2,3,2,2,4,8
4854,1,2427,0,2,5,7,9,13
4855,0,4855,1,0,4,4,6,10
4856,3,607,1,2,5,2,9,12
4857,0,4857,0,2,6,6,8,12
4858,1,2429,2,4,0,9,11,15
4859,0,4859,2,4,1,8,10,14
4860,2,1215,0,0,4,5,6,8
4861,0,4861,1,1,3,10,12,16
4862,1,2431,1,1,2,0,0,0
4863,0,4863,0,3,5,1,1,1
4864,8,19,1,4,5,8,6,2
4865,0,4865,2,0,0,3,3,3
4866,1,2433,0,3,4,2,2,2
4867,0,4867,1,2,2,5,5,5
4868,2,1217,2,2,6,7,8,10
4869,0,4869,0,4,4,7,7,7
4870,1,2435,2,0,6,4,4,4
4871,0,4871,2,1,6,9,9,9
4872,3,609,0,4,0,4,11,14
4873,0,4873,1,3,1,0,11,11
4874,1,2437,1,2,1,6,6,6
4875,0,4875,0,0,3,2,0,13
4876,2,1219,1,4,1,9,10,12
4877,0,4877,2,2,5,4,2,15
4878,1,2439,0,4,3,8,8,8
4879,0,4879,1,4,0,6,4,0
4880,4,305,2,0,4,8,6,16
4881,0,4881,0,1,2,8,6,2
4882,1,2441,2,1,5,10,10,10
4883,0,4883,2,3,4,10,8,4
4884,2,1221,0,1,3,0,12,14
4885,0,4885,1,0,6,1,10,6
4886,1,2443,1,3,0,1,12,12
4887,0,4887,0,2,1,3,12,8
4888,3,611,2,1,2,6,0,16
4889,0,4889,2,4,3,5,1,10
4890,1,2445,0,0,2,3,1,14
4891,0,4891,1,1,5,7,3,12
4892,2,1223,2,3,5,2,1,16
4893,0,4893,0,3,0,9,5,14
4894,1,2447,2,2,4,5,3,16
4895,0,4895,2,0,2,0,7,16
4896,5,153,0,3,6,10,10,0
4897,0,4897,1,2,4,2,9,1
4898,1,2449,1,4,6,7,5,1
4899,0,4899,0,4,6,4,11,3
4900,2,1225,1,0,0,4,3,1
4901,0,4901,2,1,1,6,0,5
4902,1,2451,0,1,1,9,7,3
4903,0,4903,1,3,3,8,2,7
4904,3,613,1,3,4,8,2,1
4905,0,4905,0,0,5,10,4,9
4906,1,2453,2,3,3,0,9,5
4907,0,4907,2,2,0,1,6,11
4908,2,1227,0,2,2,6,5,3
4909,0,4909,1,4,2,3,8,13
4910,1,2455,1,0,5,2,11,7
4911,0,4911,0,1,4,5,10,15
4912,4,307,1,2,6,10,8,1
4913,0,4913,2,3,6,7,12,0
4914,1,2457,0,2,0,4,0,9
4915,0,4915,1,0,1,9,1,2
4916,2,1229,2,4,4,8,7,5
4917,0,4917,0,2,3,0,3,4
4918,1,2459,2,4,2,6,2,11
4919,0,4919,2,4,5,2,5,6
4920,3,615,0,0,6,10,4,3
4921,0,4921,1,1,0,4,7,8
4922,1,2461,1,1,4,8,4,13
4923,0,4923,0,3,2,6,9,10
4924,2,1231,1,1,6,10,9,7
4925,0,4925,2,0,4,8,11,12
4926,1,2463,0,3,6,10,6,15
4927,0,4927,1,2,6,10,0,14
4928,6,77,2,2,0,0,12,9
4929,0,4929,0,4,1,1,2,16
4930,1,2465,2,0,1,1,8,0
4931,0,4931,2,1,3,3,4,1
4932,2,1233,0,3,1,1,11,9
4933,0,4933,1,3,5,5,6,3
4934,1,2467,1,2,3,3,10,2
4935,0,4935,0,0,0,7,8,5
4936,3,617,2,2,1,1,6,5
4937,0,4937,2,2,2,9,10,7
4938,1,2469,0,4,5,5,12,4
4939,0,4939,1,4,4,0,12,9
4940,2,1235,2,0,3,3,0,11
4941,0,4941,0,1,6,2,1,11
4942,1,2471,2,1,0,7,1,6
4943,0,4943,2,3,1,4,3,13
4944,4,309,0,4,1,1,10,3
4945,0,4945,1,0,3,6,5,15
4946,1,2473,1,3,2,9,3,8
4947,0,4947,0,2,5,8,7,0
4948,2,1237,1,2,5,5,2,13
4949,0,4949,2,4,0,10,9,2
4950,1,2475,0,0,4,0,5,10
4951,0,4951,1,1,2,1,11,4
4952,3,619,1,4,3,3,8,7
4953,0,4953,0,3,4,3,0,6
4954,1,2477,2,2,6,2,7,12
4955,0,4955,2,0,6,5,2,8
4956,2,1239,0,4,0,7,4,15
4957,0,4957,1,2,1,7,4,10
4958,1,2479,1,4,1,4,9,14
4959,0,4959,0,4,3,9,6,12
4960,5,155,2,0,1,1,12,2
4961,0,4961,2,1,5,0,8,14
4962,1,2481,0,1,3,6,11,16
4963,0,4963,1,3,0,2,10,16
4964,2,1241,2,1,2,9,6,0
4965,0,4965,0,0,2,4,12,1
4966,1,2483,2,3,5,8,0,1
4967,0,4967,2,2,4,6,1,3
4968,3,621,0,1,5,5,10,9
4969,0,4969,1,4,6,8,3,5
4970,1,2485,1,0,0,10,2,3
4971,0,4971,0,1,1,10,5,7
4972,2,1243,1,3,4,0,8,2
4973,0,4973,2,3,3,1,7,9
4974,1,2487,0,2,2,1,4,5
4975,0,4975,1,0,5,3,9,11
4976,4,311,2,1,3,3,12,5
4977,0,4977,0,2,0,5,11,13
4978,1,2489,2,4,4,3,6,7
4979,0,4979,2,4,2,7,0,15
4980,2,1245,0,0,6,2,10,4
4981,0,4981,1,1,4,9,2,0
4982,1,2491,1,1,6,5,8,9
4983,0,4983,0,3,6,0,4,2
4984,3,623,2,3,0,7,12,11
4985,0,4985,2,0,1,2,6,4
4986,1,2493,0,3,1,7,10,11
4987,0,4987,1,2,3,4,8,6
4988,2,1247,2,2,1,4,12,6
4989,0,4989,0,4,5,6,10,8
4990,1,2495,2,0,3,9,12,13
4991,0,4991,2,1,0,8,12,10
4992,7,39,0,4,4,6,0,5
4993,0,4993,1,3,2,10,1,12
4994,1,2497,1,2,5,0,1,15
4995,0,4995,0,0,4,1,3,14
4996,2,1249,1,4,3,6,1,8
4997,0,4997,2,2,6,3,5,16
4998,1,2499,0,4,0,2,3,0
4999,0,4999,1,4,1,5,7,1
5000,3,625,1,0,2,9,1,13
