# `dist`      the number of odd-to-odd Collatz for n steps to reach 1
# `n`         a positive odd integer
# `factors`   the prime factors of n
# `ocldist`   the Collatz odd-to-odd distance of the odd core of n-1
# `nl`        the odd core valuation of the even number n-1 to the left of odd n
# `ofactorsl` the odd prime factors of n-1
# `ocrdist`   the Collatz odd-to-odd distance of the odd core of n+1
# `nr`        the odd core valuation of the even number n+1 to the right of odd n
# `ofactorsr` the odd prime factors of n+1
# `tcn`       the nearest "ternary core", among (0, 1, 2), after dividing out powers of three
# `base2`     the binary representation of n
# `base3`     the ternary representation of n
# `base5`     the base-5 representation of n
# `base7`     the base-7 representation of n
# `m*`        the prime residues of n modulo a set of primes
# `pre_total` the total number of preimages of n under the odd-to-odd Collatz map

dist,     n, factors,       ocldist,        nl, ofactorsl,    ocrdist,        nr, ofactorsr,      tcn,           base2,      base3,   base5,  base7, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, m37, m41, pre_total
   5,  8087, {8087},              5,  (4043 1), {13 311},          20,  (1011 3), {3 337},       2696,   1111110010111,  102002112,  224322,  32402, 2,  2,  2,  2,   1,   12,  12,  14,  25,  27,  21,  10,          1
  22,  8105, {5 1621},           39,  (1013 3), {1013},            39,  (4053 1), {3 7 193},     2702,   1111110101001,  102010012,  224410,  32426, 2,  0,  6,  9,   6,   13,  11,  9,   14,  14,  2,   28,          1
  10,  8123, {8123},             10,  (4061 1), {31 131},          20,  (2031 2), {3 677},       2708,   1111110111011,  102010212,  224443,  32453, 2,  3,  3,  5,   11,  14,  10,  4,   3,   1,   20,  5,           1
  44,  8131, {47 173},           44,  (4065 1), {3 5 271},         39,  (2033 2), {19 107},      2710,   1111111000011,  102011011,  230011,  32464, 1,  1,  4,  2,   6,   5,   18,  12,  11,  9,   28,  13,          1
  56,  8141, {7 1163},           56,  (2035 2), {5 11 37},         56,  (4071 1), {3 23 59},     2714,   1111111001101,  102011112,  230031,  32510, 2,  1,  0,  1,   3,   15,  9,   22,  21,  19,  1,   23,          1
  20,  8159, {41 199},           20,  (4079 1), {4079},            15,   (255 5), {3 5 17},      2720,   1111111011111,  102012012,  230114,  32534, 2,  4,  4,  8,   8,   16,  8,   17,  10,  6,   19,  0,           1
  15,  8177, {13 17 37},         20,   (511 4), {7 73},            20,  (4089 1), {3 29 47},     2726,   1111111110001,  102012212,  230202,  32561, 2,  2,  1,  4,   0,   0,   7,   12,  28,  24,  0,   18,          1
  44,  8185, {5 1637},           20,  (1023 3), {3 11 31},         20,  (4093 1), {4093},        2728,   1111111111001,  102020011,  230220,  32602, 1,  0,  2,  1,   8,   8,   15,  20,  7,   1,   8,   26,          1
  39,  8195, {5 11 149},         39,  (4097 1), {17 241},          56,  (2049 2), {3 683},       2732,  10000000000011,  102020112,  230240,  32615, 2,  0,  5,  0,   5,   1,   6,   7,   17,  11,  18,  36,          1
  10,  8209, {8209},             10,   (513 4), {3 19},            56,  (4105 1), {5 821},        304,  10000000010001,  102021001,  230314,  32635, 1,  4,  5,  3,   6,   15,  1,   21,  2,   25,  32,  9,           1
  10,  8213, {43 191},           10,  (2053 2), {2053},            10,  (4107 1), {3 37},        2738,  10000000010101,  102021012,  230323,  32642, 2,  3,  2,  7,   10,  2,   5,   2,   6,   29,  36,  13,          1
  15,  8231, {8231},             39,  (4115 1), {5 823},           44,  (1029 3), {3 7},         2744,  10000000100111,  102021212,  230411,  32666, 2,  1,  6,  3,   2,   3,   4,   20,  24,  16,  17,  31,          1
  56,  8239, {7 11 107},         10,  (4119 1), {3 1373},          44,   (515 4), {5 103},       2746,  10000000101111,  102022011,  230424,  33010, 1,  4,  0,  0,   10,  11,  12,  5,   3,   24,  25,  39,          1
  44,  8245, {5 17 97},          44,  (2061 2), {3 229},           32,  (4123 1), {7 19 31},      916,  10000000110101,  102022101,  230440,  33016, 1,  0,  6,  6,   3,   0,   18,  11,  9,   30,  31,  4,           1
  20,  8249, {73 113},           10,  (1031 3), {1031},            10,  (4125 1), {3 5 11},      2750,  10000000111001,  102022112,  230444,  33023, 2,  4,  3,  10,  7,   4,   3,   15,  13,  3,   35,  8,           1
  44,  8267, {7 1181},           56,  (4133 1), {4133},            56,  (2067 2), {3 13 53},     2756,  10000001001011,  102100012,  231032,  33050, 2,  2,  0,  6,   12,  5,   2,   10,  2,   21,  16,  26,          1
  44,  8285, {5 1657},           44,  (2071 2), {19 109},          20,  (4143 1), {3 1381},      2762,  10000001011101,  102100212,  231120,  33104, 2,  0,  4,  2,   4,   6,   1,   5,   20,  8,   34,  3,           1
  10,  8293, {8293},             10,  (2073 2), {3 691},           10,  (4147 1), {11 13 29},    2764,  10000001100101,  102101011,  231133,  33115, 1,  3,  5,  10,  12,  14,  9,   13,  28,  16,  5,   11,          1
  56,  8299, {43 193},           44,  (4149 1), {3 461},           32,  (2075 2), {5 83},         922,  10000001101011,  102101101,  231144,  33124, 1,  4,  4,  5,   5,   3,   15,  19,  5,   22,  11,  17,          1
  44,  8303, {19 23},            32,  (4151 1), {7 593},           20,   (519 4), {3 173},       2768,  10000001101111,  102101112,  231203,  33131, 2,  3,  1,  9,   9,   7,   0,   0,   9,   26,  15,  21,          1
  56,  8339, {31 269},           56,  (4169 1), {11 379},          44,  (2085 2), {3 5 139},     2780,  10000010010011,  102102212,  231324,  33212, 2,  4,  2,  1,   6,   9,   17,  13,  16,  0,   14,  16,          1
  20,  8347, {17 491},           44,  (4173 1), {3 13 107},        39,  (2087 2), {2087},        2782,  10000010011011,  102110011,  231342,  33223, 1,  2,  3,  9,   1,   0,   6,   21,  24,  8,   22,  24,          1
  44,  8393, {7 11 109},         20,  (1049 3), {1049},            20,  (4197 1), {3 1399},      2798,  10000011001001,  102111212,  232033,  33320, 2,  3,  0,  0,   8,   12,  14,  21,  12,  23,  31,  29,          1
  20,  8401, {31 271},            8,   (525 4), {3 5 7},           20,  (4201 1), {4201},        2800,  10000011010001,  102112011,  232101,  33331, 1,  1,  1,  8,   3,   3,   3,   6,   20,  0,   2,   37,          1
  20,  8407, {7 1201},           20,  (4203 1), {3 467},           32,  (1051 3), {1051},         934,  10000011010111,  102112101,  232112,  33340, 1,  2,  0,  3,   9,   9,   9,   12,  26,  6,   8,   2,           1
  20,  8411, {13 647},           32,  (4205 1), {5 29},            32,  (2103 2), {3 701},       2804,  10000011011011,  102112112,  232121,  33344, 2,  1,  4,  7,   0,   13,  13,  16,  1,   10,  12,  6,           1
  56,  8447, {8447},             56,  (4223 1), {41 103},           8,    (33 8), {3 11},        2816,  10000011111111,  102120212,  232242,  33425, 2,  2,  5,  10,  10,  15,  11,  6,   8,   15,  11,  1,           1
  73,  8455, {5 19 89},          27,  (4227 1), {3 1409},          27,  (1057 3), {7 151},       2818,  10000100000111,  102121011,  232310,  33436, 1,  0,  6,  7,   5,   6,   0,   14,  16,  23,  19,  9,           1
  27,  8465, {5 1693},            8,   (529 4), {23},              73,  (4233 1), {3 17 83},     2822,  10000100010001,  102121112,  232330,  33452, 2,  0,  2,  6,   2,   16,  10,  1,   26,  2,   29,  19,          1
  17,  8473, {37 229},            8,  (1059 3), {3 353},            8,  (4237 1), {19 223},      2824,  10000100011001,  102121211,  232343,  33463, 1,  3,  3,  3,   10,  7,   18,  9,   5,   10,  0,   27,          1
  37,  8483, {17 499},           37,  (4241 1), {4241},            37,  (2121 2), {3 7 101},     2828,  10000100100011,  102122012,  232413,  33506, 2,  3,  6,  2,   7,   0,   9,   19,  15,  20,  10,  37,          1
  44,  8501, {8501},             44,  (2125 2), {5 17},            27,  (4251 1), {3 13 109},    2834,  10000100110101,  102122212,  233001,  33533, 2,  1,  3,  9,   12,  1,   8,   14,  4,   7,   28,  14,          1
  56,  8519, {7 1217},           44,  (4259 1), {4259},            25,  (1065 3), {3 5 71},      2840,  10000101000111,  102200112,  233034,  33560, 2,  4,  0,  5,   4,   2,   7,   9,   22,  25,  9,   32,          1
  44,  8527, {8527},             44,  (4263 1), {3 7 29},           8,   (533 4), {13 41},       2842,  10000101001111,  102200211,  233102,  33601, 1,  2,  1,  2,   12,  10,  15,  17,  1,   2,   17,  40,          1
  61,  8537, {8537},             20,  (1067 3), {11 97},           20,  (4269 1), {3 1423},      2846,  10000101011001,  102201012,  233122,  33614, 2,  2,  4,  1,   9,   3,   6,   4,   11,  12,  27,  9,           1
  15,  8555, {5 29 59},           5,  (4277 1), {7 13 47},         25,  (2139 2), {3 23 31},     2852,  10000101101011,  102201212,  233210,  33641, 2,  0,  1,  8,   1,   4,   5,   22,  0,   30,  8,   27,          1
  44,  8563, {8563},             44,  (4281 1), {3 1427},           5,  (2141 2), {2141},        2854,  10000101110011,  102202011,  233223,  33652, 1,  3,  2,  5,   9,   12,  13,  7,   8,   7,   16,  35,          1
  25,  8591, {11 71},            25,  (4295 1), {5 859},            5,   (537 4), {3 179},       2864,  10000110001111,  102210012,  233331,  34022, 2,  1,  2,  0,   11,  6,   3,   12,  7,   4,   7,   22,          1
  61,  8609, {8609},              8,   (269 5), {269},             25,  (4305 1), {3 5 7 41},    2870,  10000110100001,  102210212,  233414,  34046, 2,  4,  6,  7,   3,   7,   2,   7,   25,  22,  25,  40,          1
  61,  8617, {7 1231},            8,  (1077 3), {3 359},            8,  (4309 1), {31 139},      2872,  10000110101001,  102211011,  233432,  34060, 1,  2,  0,  4,   11,  15,  10,  15,  4,   30,  33,  7,           1
  15,  8627, {8627},             15,  (4313 1), {19 227},          15,  (2157 2), {3 719},       2876,  10000110110011,  102211112,  234002,  34103, 2,  2,  3,  3,   8,   8,   1,   2,   14,  9,   6,   17,          1
  61,  8635, {5 11 157},         15,  (4317 1), {3 1439},          44,  (2159 2), {17 127},      2878,  10000110111011,  102211211,  234020,  34114, 1,  0,  4,  0,   3,   16,  9,   10,  22,  17,  14,  25,          1
   8,  8645, {5 7 13 19},         8,  (2161 2), {2161},             8,  (4323 1), {3 11 131},    2882,  10000111000101,  102212012,  234040,  34130, 2,  0,  0,  10,  0,   9,   0,   20,  3,   27,  24,  35,          1
  44,  8663, {8663},             44,  (4331 1), {61 71},           49,  (1083 3), {3 19},        2888,  10000111010111,  102212212,  234123,  34154, 2,  3,  4,  6,   5,   10,  18,  15,  21,  14,  5,   12,          1
  20,  8671, {13 23 29},         20,  (4335 1), {3 5 17},          13,   (271 5), {271},         2890,  10000111011111,  102220011,  234141,  34165, 1,  1,  5,  3,   0,   1,   7,   0,   0,   22,  13,  20,          1
  25,  8677, {8677},             25,  (2169 2), {3 241},           25,  (4339 1), {4339},         964,  10000111100101,  102220101,  234202,  34204, 1,  2,  4,  9,   6,   7,   13,  6,   6,   28,  19,  26,          1
  25,  8681, {8681},             13,  (1085 3), {5 7 31},          13,  (4341 1), {3 1447},      2894,  10000111101001,  102220112,  234211,  34211, 2,  1,  1,  2,   10,  11,  17,  10,  10,  1,   23,  30,          1
  66,  8695, {5 37 47},          66,  (4347 1), {3 7 23},          49,  (1087 3), {1087},         322,  10000111110111,  102221001,  234240,  34231, 1,  0,  1,  5,   11,  8,   12,  1,   24,  15,  0,   3,           1
  73,  8699, {8699},             49,  (4349 1), {4349},            25,  (2175 2), {3 5 29},      2900,  10000111111011,  102221012,  234244,  34235, 2,  4,  5,  9,   2,   12,  16,  5,   28,  19,  4,   7,           1
  13,  8717, {23 379},           13,  (2179 2), {2179},            61,  (4359 1), {3 1453},      2906,  10001000001101,  102221212,  234332,  34262, 2,  2,  2,  5,   7,   13,  15,  0,   17,  6,   22,  25,          1
  13,  8725, {5 349},            13,  (2181 2), {3 727},           49,  (4363 1), {4363},        2908,  10001000010101,  102222011,  234400,  34303, 1,  0,  3,  2,   2,   4,   4,   8,   25,  14,  30,  33,          1
  44,  8731, {8731},             13,  (4365 1), {3 5 97},          49,  (2183 2), {37 59},        970,  10001000011011,  102222101,  234411,  34312, 1,  1,  2,  8,   8,   10,  10,  14,  2,   20,  36,  39,          1
  49,  8735, {5 1747},           49,  (4367 1), {11 397},           8,   (273 5), {3 7 13},      2912,  10001000011111,  102222112,  234420,  34316, 2,  0,  6,  1,   12,  14,  14,  18,  6,   24,  3,   2,           1
  25,  8753, {8753},              8,   (547 4), {547},             25,  (4377 1), {3 1459},      2918,  10001000110001,  110000012,  240003,  34343, 2,  3,  3,  8,   4,   15,  13,  13,  24,  11,  21,  20,          1
  49,  8771, {7 179},            49,  (4385 1), {5 877},           49,  (2193 2), {3 17 43},     2924,  10001001000011,  110000212,  240041,  34400, 2,  1,  0,  4,   9,   16,  12,  8,   13,  29,  2,   38,          1
  49,  8779, {8779},             49,  (4389 1), {3 7 11 19},       49,  (2195 2), {5 439},       2926,  10001001001011,  110001011,  240104,  34411, 1,  4,  1,  1,   4,   7,   1,   16,  21,  6,   10,  5,           1
  32,  8789, {11 17 47},         32,  (2197 2), {13},              44,  (4395 1), {3 5 293},     2930,  10001001010101,  110001112,  240124,  34424, 2,  4,  4,  0,   1,   0,   11,  3,   2,   16,  20,  15,          1
   8,  8797, {19 463},            8,  (2199 2), {3 733},           34,  (4399 1), {53 83},       2932,  10001001011101,  110001211,  240142,  34435, 1,  2,  5,  8,   9,   8,   0,   11,  10,  24,  28,  23,          1
  49,  8825, {5 353},            13,  (1103 3), {1103},            13,  (4413 1), {3 1471},      2942,  10001001111001,  110002212,  240300,  34505, 2,  0,  5,  3,   11,  2,   9,   16,  9,   21,  19,  10,          1
  25,  8833, {11 73},             3,    (69 7), {3 23},            32,  (4417 1), {7 631},       2944,  10001010000001,  110010011,  240313,  34516, 1,  3,  6,  0,   6,   10,  17,  1,   17,  29,  27,  18,          1
  25,  8843, {37 239},           32,  (4421 1), {4421},            32,  (2211 2), {3 11 67},     2948,  10001010001011,  110010112,  240333,  34532, 2,  3,  2,  10,  3,   3,   8,   11,  27,  8,   0,   28,          1
  42,  8861, {8861},             42,  (2215 2), {5 443},           42,  (4431 1), {3 7 211},     2954,  10001010011101,  110011012,  240421,  34556, 2,  1,  6,  6,   8,   4,   7,   6,   16,  26,  18,  5,           1
  61,  8879, {13 683},           32,  (4439 1), {23 193},           8,   (555 4), {3 5 37},      2960,  10001010101111,  110011212,  241004,  34613, 2,  4,  3,  2,   0,   5,   6,   1,   5,   13,  36,  23,          1
  32,  8887, {8887},             32,  (4443 1), {3 1481},           8,  (1111 3), {11 101},      2962,  10001010110111,  110012011,  241022,  34624, 1,  2,  4,  10,  8,   13,  14,  9,   13,  21,  7,   31,          1
   8,  8897, {7 31 41},          13,   (139 6), {139},             22,  (4449 1), {3 1483},      2966,  10001011000001,  110012112,  241042,  34640, 2,  2,  0,  9,   5,   6,   5,   19,  23,  0,   17,  0,           1
  49,  8933, {8933},             49,  (2233 2), {7 11 29},         49,  (4467 1), {3 1489},      2978,  10001011100101,  110020212,  241213,  35021, 2,  3,  1,  1,   2,   8,   3,   9,   1,   5,   16,  36,          1
  32,  8947, {23 389},           32,  (4473 1), {3 7 71},          30,  (2237 2), {2237},         994,  10001011110011,  110021101,  241242,  35041, 1,  2,  1,  4,   3,   5,   17,  0,   15,  19,  30,  9,           1
  49,  8951, {8951},             49,  (4475 1), {5 179},           30,  (1119 3), {3 373},       2984,  10001011110111,  110021112,  241301,  35045, 2,  1,  5,  8,   7,   9,   2,   4,   19,  23,  34,  13,          1
  90,  8959, {17 31},            49,  (4479 1), {3 1493},           3,    (35 8), {5 7},         2986,  10001011111111,  110021211,  241314,  35056, 1,  4,  6,  5,   2,   0,   10,  12,  27,  0,   5,   21,          1
  15,  8969, {8969},             13,  (1121 3), {19 59},           13,  (4485 1), {3 5 13 23},   2990,  10001100001001,  110022012,  241334,  35102, 2,  4,  2,  4,   12,  10,  1,   22,  8,   10,  15,  31,          1
  30,  8987, {11 19 43},         13,  (4493 1), {4493},            25,  (2247 2), {3 7 107},     2996,  10001100011011,  110022212,  241422,  35126, 2,  2,  6,  0,   4,   11,  0,   17,  26,  28,  33,  8,           1
  13,  8995, {5 7 257},          13,  (4497 1), {3 1499},          13,  (2249 2), {13 173},      2998,  10001100100011,  110100011,  241440,  35140, 1,  0,  0,  8,   12,  2,   8,   2,   5,   5,   4,   16,          1
  10,  9005, {5 1801},           10,  (2251 2), {2251},            10,  (4503 1), {3 19 79},     3002,  10001100101101,  110100112,  242010,  35153, 2,  0,  3,  7,   9,   12,  18,  12,  15,  15,  14,  26,          1
  13,  9013, {9013},             13,  (2253 2), {3 751},           30,  (4507 1), {4507},        3004,  10001100110101,  110100211,  242023,  35164, 1,  3,  4,  4,   4,   3,   7,   20,  23,  23,  22,  34,          1
  54,  9023, {7 1289},           54,  (4511 1), {13 347},           3,   (141 6), {3 47},        3008,  10001100111111,  110101012,  242043,  35210, 2,  3,  0,  3,   1,   13,  17,  7,   4,   2,   32,  3,           1
  66,  9041, {9041},              3,   (565 4), {5 113},           66,  (4521 1), {3 11 137},    3014,  10001101010001,  110101212,  242131,  35234, 2,  1,  4,  10,  6,   14,  16,  2,   22,  20,  13,  21,          1
  13,  9049, {9049},             10,  (1131 3), {3 13 29},         10,  (4525 1), {5 181},       3016,  10001101011001,  110102011,  242144,  35245, 1,  4,  5,  7,   1,   5,   5,   10,  1,   28,  21,  29,          1
  20,  9059, {9059},             20,  (4529 1), {7 647},           20,  (2265 2), {3 5 151},     3020,  10001101100011,  110102112,  242214,  35261, 2,  4,  1,  6,   11,  15,  15,  20,  11,  7,   31,  39,          1
  20,  9077, {29 313},           20,  (2269 2), {2269},            66,  (4539 1), {3 17 89},     3026,  10001101110101,  110110012,  242302,  35315, 2,  2,  5,  2,   3,   16,  14,  15,  0,   25,  12,  16,          1
  49,  9095, {5 17 107},         49,  (4547 1), {4547},             3,  (1137 3), {3 379},       3032,  10001110000111,  110110212,  242340,  35342, 2,  0,  2,  9,   8,   0,   13,  10,  18,  12,  30,  34,          1
  66,  9103, {9103},             66,  (4551 1), {3 37 41},         18,   (569 4), {569},         3034,  10001110001111,  110111011,  242403,  35353, 1,  3,  3,  6,   3,   8,   2,   18,  26,  20,  1,   1,           1
  18,  9109, {9109},             18,  (2277 2), {3 11 23},         18,  (4555 1), {5 911},       1012,  10001110010101,  110111101,  242414,  35362, 1,  4,  2,  1,   9,   14,  8,   1,   3,   26,  7,   7,           1
  18,  9113, {13 701},           18,  (1139 3), {17 67},           18,  (4557 1), {3 7 31},      3038,  10001110011001,  110111112,  242423,  35366, 2,  3,  6,  5,   0,   1,   12,  5,   7,   30,  11,  11,          1
  18,  9121, {7 1303},           37,   (285 5), {3 5 19},          18,  (4561 1), {4561},        3040,  10001110100001,  110111211,  242441,  35410, 1,  1,  0,  2,   8,   9,   1,   13,  15,  7,   19,  19,          1
  54,  9131, {23 397},           37,  (4565 1), {5 11 83},         18,  (2283 2), {3 761},       3044,  10001110101011,  110112012,  243011,  35423, 2,  1,  3,  1,   5,   2,   11,  0,   25,  17,  29,  29,          1
  42,  9149, {7 1307},           42,  (2287 2), {2287},            42,  (4575 1), {3 5 61},      3050,  10001110111101,  110112212,  243044,  35450, 2,  4,  0,  8,   10,  3,   10,  18,  14,  4,   10,  6,           1
  37,  9157, {9157},             37,  (2289 2), {3 7 109},         37,  (4579 1), {19 241},      3052,  10001111000101,  110120011,  243112,  35461, 1,  2,  1,  5,   5,   11,  18,  3,   22,  12,  18,  14,          1
   8,  9163, {7 11 17},          54,  (4581 1), {3 509},           54,  (2291 2), {29 79},       1018,  10001111001011,  110120101,  243123,  35500, 1,  3,  0,  0,   11,  0,   5,   9,   28,  18,  24,  20,          1
  30,  9167, {89 103},           30,  (4583 1), {4583},            37,   (573 4), {3 191},       3056,  10001111001111,  110120112,  243132,  35504, 2,  2,  4,  4,   2,   4,   9,   13,  3,   22,  28,  24,          1
  42,  9175, {5 367},            42,  (4587 1), {3 11 139},        18,  (1147 3), {31 37},       3058,  10001111010111,  110120211,  243200,  35515, 1,  0,  5,  1,   10,  12,  17,  21,  11,  30,  36,  32,          1
  66,  9185, {5 11 167},         13,   (287 5), {7 41},            37,  (4593 1), {3 1531},      3062,  10001111100001,  110121012,  243220,  35531, 2,  0,  1,  0,   7,   5,   8,   8,   21,  9,   9,   1,           1
  18,  9203, {9203},             18,  (4601 1), {43 107},          13,  (2301 2), {3 13 59},     3068,  10001111110011,  110121212,  243303,  35555, 2,  3,  5,  7,   12,  6,   7,   3,   10,  27,  27,  19,          1
  42,  9211, {61 151},           18,  (4605 1), {3 5 307},         18,  (2303 2), {7 47},        3070,  10001111111011,  110122011,  243321,  35566, 1,  1,  6,  4,   7,   14,  15,  11,  18,  4,   35,  27,          1
  37,  9221, {9221},             37,  (2305 2), {5 461},           37,  (4611 1), {3 29 53},     3074,  10010000000101,  110122112,  243341,  35612, 2,  1,  2,  3,   4,   7,   6,   21,  28,  14,  8,   37,          1
  54,  9239, {9239},             54,  (4619 1), {31 149},           8,  (1155 3), {3 5 7 11},    3080,  10010000010111,  110200012,  243424,  35636, 2,  4,  6,  10,  9,   8,   5,   16,  17,  1,   26,  14,          1
  95,  9257, {9257},              8,  (1157 3), {13 89},            8,  (4629 1), {3 1543},      3086,  10010000101001,  110200212,  244012,  35663, 2,  2,  3,  6,   1,   9,   4,   11,  6,   19,  7,   32,          1
  37,  9265, {5 17 109},          8,   (579 4), {3 193},           37,  (4633 1), {41 113},      3088,  10010000110001,  110201011,  244030,  36004, 1,  0,  4,  3,   9,   0,   12,  19,  14,  27,  15,  40,          1
  54,  9275, {5 7 53},           18,  (4637 1), {4637},            18,  (2319 2), {3 773},       3092,  10010000111011,  110201112,  244100,  36020, 2,  0,  0,  2,   6,   10,  3,   6,   24,  6,   25,  9,           1
  18,  9277, {9277},             18,  (2319 2), {3 773},           30,  (4639 1), {4639},        3092,  10010000111101,  110201121,  244102,  36022, 1,  2,  2,  4,   8,   12,  5,   8,   26,  8,   27,  11,          1
  18,  9283, {9283},             18,  (4641 1), {3 7 13 17},        8,  (2321 2), {11 211},      3094,  10010001000011,  110201211,  244113,  36031, 1,  3,  1,  10,  1,   1,   11,  14,  3,   14,  33,  17,          1
  66,  9293, {9293},             66,  (2323 2), {23 101},          18,  (4647 1), {3 1549},      3098,  10010001001101,  110202012,  244133,  36044, 2,  3,  4,  9,   11,  11,  2,   1,   13,  24,  6,   27,          1
  30,  9311, {9311},             30,  (4655 1), {5 7 19},          42,   (291 5), {3 97},        3104,  10010001011111,  110202212,  244221,  36101, 2,  1,  1,  5,   3,   12,  1,   19,  2,   11,  24,  4,           1
  30,  9319, {9319},             54,  (4659 1), {3 1553},          42,  (1165 3), {5 233},       3106,  10010001100111,  110210011,  244234,  36112, 1,  4,  2,  2,   11,  3,   9,   4,   10,  19,  32,  12,          1
  18,  9347, {13 719},           18,  (4673 1), {4673},            18,  (2337 2), {3 19 41},     3116,  10010010000011,  110211012,  244342,  36152, 2,  2,  2,  8,   0,   14,  18,  9,   9,   16,  23,  40,          1
  18,  9365, {5 1873},           18,  (2341 2), {2341},            18,  (4683 1), {3 7 223},     3122,  10010010010101,  110211212,  244430,  36206, 2,  0,  6,  4,   5,   15,  17,  4,   27,  3,   4,   17,          1
  54,  9373, {7 13 103},         54,  (2343 2), {3 11 71},         54,  (4687 1), {43 109},      3124,  10010010011101,  110212011,  244443,  36220, 1,  3,  0,  1,   0,   6,   6,   12,  6,   11,  12,  25,          1
  54,  9379, {83 113},           54,  (4689 1), {3 521},           54,  (2345 2), {5 7 67},      1042,  10010010100011,  110212101,  300004,  36226, 1,  4,  6,  7,   6,   12,  12,  18,  12,  17,  18,  31,          1
  37,  9383, {11 853},           54,  (4691 1), {4691},            42,  (1173 3), {3 17 23},     3128,  10010010100111,  110212112,  300013,  36233, 2,  3,  3,  0,   10,  16,  16,  22,  16,  21,  22,  35,          1
  35,  9419, {9419},              8,  (4709 1), {17 277},           8,  (2355 2), {3 5 157},     3140,  10010011001011,  110220212,  300134,  36314, 2,  4,  4,  3,   7,   1,   14,  12,  23,  26,  21,  30,          1
  54,  9427, {11 857},           54,  (4713 1), {3 1571},          42,  (2357 2), {2357},        3142,  10010011010011,  110221011,  300202,  36325, 1,  2,  5,  0,   2,   9,   3,   20,  2,   3,   29,  38,          1
  18,  9437, {9437},             18,  (2359 2), {7 337},           35,  (4719 1), {3 11 13},     3146,  10010011011101,  110221112,  300222,  36341, 2,  2,  1,  10,  12,  2,   13,  7,   12,  13,  2,   7,           1
  18,  9445, {5 1889},           18,  (2361 2), {3 787},           18,  (4723 1), {4723},        3148,  10010011100101,  110221211,  300240,  36352, 1,  0,  2,  7,   7,   10,  2,   15,  20,  21,  10,  15,          1
  54,  9455, {5 31 61},          18,  (4727 1), {29 163},          18,   (591 4), {3 197},       3152,  10010011101111,  110222012,  300310,  36365, 2,  0,  5,  6,   4,   3,   12,  2,   1,   0,   20,  25,          1
  18,  9473, {9473},              6,    (37 8), {37},              18,  (4737 1), {3 1579},      3158,  10010100000001,  110222212,  300343,  36422, 2,  3,  2,  2,   9,   4,   11,  20,  19,  18,  1,   2,           1
  54,  9481, {19 499},           54,  (1185 3), {3 5 79},          54,  (4741 1), {11 431},      3160,  10010100001001,  111000011,  300411,  36433, 1,  1,  3,  10,  4,   12,  0,   5,   27,  26,  9,   10,          1
  15,  9491, {9491},             15,  (4745 1), {5 13 73},         25,  (2373 2), {3 7 113},     3164,  10010100010011,  111000112,  300431,  36446, 2,  1,  6,  9,   1,   5,   10,  15,  8,   5,   19,  20,          1
  35,  9499, {7 23 59},          25,  (4749 1), {3 1583},          59,  (2375 2), {5 19},        3166,  10010100011011,  111000211,  300444,  36460, 1,  4,  0,  6,   9,   13,  18,  0,   16,  13,  27,  28,          1
  15,  9509, {37 257},           15,  (2377 2), {2377},            15,  (4755 1), {3 5 317},     3170,  10010100100101,  111001012,  301014,  36503, 2,  4,  3,  5,   6,   6,   9,   10,  26,  23,  0,   38,          1
  71,  9527, {7 1361},           71,  (4763 1), {11 433},          15,  (1191 3), {3 397},       3176,  10010100110111,  111001212,  301102,  36530, 2,  2,  0,  1,   11,  7,   8,   5,   15,  10,  18,  15,          1
  35,  9535, {5 1907},           35,  (4767 1), {3 7 227},          6,   (149 6), {149},         3178,  10010100111111,  111002011,  301120,  36541, 1,  0,  1,  9,   6,   15,  16,  13,  23,  18,  26,  23,          1
  25,  9545, {5 23 83},          35,  (1193 3), {1193},            35,  (4773 1), {3 37 43},     3182,  10010101001001,  111002112,  301140,  36554, 2,  0,  4,  8,   3,   8,   7,   0,   4,   28,  36,  33,          1
  71,  9563, {73 131},           42,  (4781 1), {7 683},           42,  (2391 2), {3 797},       3188,  10010101011011,  111010012,  301223,  36611, 2,  3,  1,  4,   8,   9,   6,   18,  22,  15,  17,  10,          1
   8,  9581, {11 13 67},          8,  (2395 2), {5 479},            8,  (4791 1), {3 1597},      3194,  10010101101101,  111010212,  301311,  36635, 2,  1,  5,  0,   0,   10,  5,   13,  11,  2,   35,  28,          1
  42,  9589, {43 223},           42,  (2397 2), {3 17 47},         59,  (4795 1), {5 7 137},     3196,  10010101110101,  111011011,  301324,  36646, 1,  4,  6,  8,   8,   1,   13,  21,  19,  10,  6,   36,          1
  59,  9599, {29 331},           59,  (4799 1), {4799},             3,    (75 7), {3 5},         3200,  10010101111111,  111011112,  301344,  36662, 2,  4,  2,  7,   5,   11,  4,   8,   0,   20,  16,  5,           1
  13,  9617, {59 163},           18,   (601 4), {601},             13,  (4809 1), {3 7 229},     3206,  10010110010001,  111012012,  301432,  40016, 2,  2,  6,  3,   10,  12,  3,   3,   18,  7,   34,  23,          1
  42,  9635, {5 41 47},          42,  (4817 1), {4817},            42,  (2409 2), {3 11 73},     3212,  10010110100011,  111012212,  302020,  40043, 2,  0,  3,  10,  2,   13,  2,   21,  7,   25,  15,  0,           1
