# Odd core environment

This is a list of integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of the odd core.
- 'base3' and 'base2' representations of the odd core are given.
- residues of the odd core modulo a set of small primes follows (`m3`, `m5`, etc)

n,oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71,m73
991,991,0,34,1100201,1111011111,1,1,4,1,3,5,3,2,5,30,29,7,2,4,37,47,15,53,68,42
992,31,5,39,1011,11111,1,1,3,9,5,14,12,8,2,0,31,31,31,31,31,31,31,31,31,31
993,993,0,32,1100210,1111100001,0,3,6,3,5,7,5,4,7,1,31,9,4,6,39,49,17,55,70,44
994,497,1,5,200102,111110001,2,2,0,2,3,4,3,14,4,1,16,5,24,27,20,25,9,28,0,59
995,995,0,5,1100212,1111100011,2,0,1,5,7,9,7,6,9,3,33,11,6,8,41,51,19,57,1,46
996,249,2,15,100020,11111001,0,4,4,7,2,11,2,19,17,1,27,3,34,14,37,13,5,48,36,30
997,997,0,15,1100221,1111100101,1,2,3,7,9,11,9,8,11,5,35,13,8,10,43,53,21,59,3,48
998,499,1,15,200111,111110011,1,4,2,4,5,6,5,16,6,3,18,7,26,29,22,27,11,30,2,61
999,999,0,15,1101000,1111100111,0,4,5,9,11,13,11,10,13,7,0,15,10,12,45,55,23,61,5,50
1000,125,3,39,11122,1111101,2,0,6,4,8,6,11,10,9,1,14,2,39,31,19,7,3,58,54,52
1001,1001,0,51,1101002,1111101001,2,1,0,0,0,15,13,12,15,9,2,17,12,14,47,57,25,63,7,52
1002,501,1,39,200120,111110101,0,1,4,6,7,8,7,18,8,5,20,9,28,31,24,29,13,32,4,63
1003,1003,0,12,1101011,1111101011,1,3,2,2,2,0,15,14,17,11,4,19,14,16,49,0,27,65,9,54
1004,251,2,22,100022,11111011,2,1,6,9,4,13,4,21,19,3,29,5,36,16,39,15,7,50,38,32
1005,1005,0,22,1101020,1111101101,0,0,4,4,4,2,17,16,19,13,6,21,16,18,51,2,29,0,11,56
1006,503,1,22,200122,111110111,2,3,6,8,9,10,9,20,10,7,22,11,30,33,26,31,15,34,6,65
1007,1007,0,32,1101022,1111101111,2,2,6,6,6,4,0,18,21,15,8,23,18,20,0,4,31,2,13,58
1008,63,4,39,2100,111111,0,3,0,8,11,12,6,17,5,1,26,22,20,16,10,4,2,63,63,63
1009,1009,0,39,1101101,1111110001,1,4,1,8,8,6,2,20,23,17,10,25,20,22,2,6,33,4,15,60
1010,505,1,20,200201,111111001,1,0,1,10,11,12,11,22,12,9,24,13,32,35,28,33,17,36,8,67
1011,1011,0,20,1101110,1111110011,0,1,3,10,10,8,4,22,25,19,12,27,22,24,4,8,35,6,17,62
1012,253,2,39,100101,11111101,1,3,1,0,6,15,6,0,21,5,31,7,38,18,41,17,9,52,40,34
1013,1013,0,39,1101112,1111110101,2,3,5,1,12,10,6,1,27,21,14,29,24,26,6,10,37,8,19,64
1014,507,1,10,200210,111111011,0,2,3,1,0,14,13,1,14,11,26,15,34,37,30,35,19,38,10,69
1015,1015,0,10,1101121,1111110111,1,0,0,3,1,12,8,3,0,23,16,31,26,28,8,12,39,10,21,66
1016,127,3,15,11201,1111111,1,2,1,6,10,8,13,12,11,3,16,4,41,33,21,9,5,60,56,54
1017,1017,0,56,1101200,1111111001,0,2,2,5,3,14,10,5,2,25,18,33,28,30,10,14,41,12,23,68
1018,509,1,15,200212,111111101,2,4,5,3,2,16,15,3,16,13,28,17,36,39,32,37,21,40,12,71
1019,1019,0,20,1101202,1111111011,2,4,4,7,5,16,12,7,4,27,20,35,30,32,12,16,43,14,25,70
1020,255,2,15,100110,11111111,0,0,3,2,8,0,8,2,23,7,33,9,40,20,43,19,11,54,42,36
1021,1021,0,15,1101211,1111111101,1,1,6,9,7,1,14,9,6,29,22,37,32,34,14,18,45,16,27,72
1022,511,1,20,200221,111111111,1,1,0,5,4,1,17,5,18,15,30,19,38,41,34,39,23,42,14,0
1023,1023,0,20,1101220,1111111111,0,3,1,0,9,3,16,11,8,0,24,39,34,36,16,20,47,18,29,1
1024,1,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1025,1025,0,10,1101222,10000000001,2,0,3,2,11,5,18,13,10,2,26,0,36,38,18,22,49,20,31,3
1026,513,1,10,201000,1000000001,0,3,2,7,6,3,0,7,20,17,32,21,40,43,36,41,25,44,16,2
1027,1027,0,10,1102001,10000000011,1,2,5,4,0,7,1,15,12,4,28,2,38,40,20,24,51,22,33,5
1028,257,2,44,100112,100000001,2,2,5,4,10,2,10,4,25,9,35,11,42,22,45,21,13,56,44,38
1029,1029,0,44,1102010,10000000101,0,4,0,6,2,9,3,17,14,6,30,4,40,42,22,26,53,24,35,7
1030,515,1,44,201002,1000000011,2,0,4,9,8,5,2,9,22,19,34,23,42,45,38,43,27,46,18,4
1031,1031,0,10,1102012,10000000111,2,1,2,8,4,11,5,19,16,8,32,6,42,44,24,28,55,26,37,9
1032,129,3,44,11210,10000001,0,4,3,8,12,10,15,14,13,5,18,6,0,35,23,11,7,62,58,56
1033,1033,0,56,1102021,10000001001,1,3,4,10,6,13,7,21,18,10,34,8,1,46,26,30,57,28,39,11
1034,517,1,44,201011,1000000101,1,2,6,0,10,7,4,11,24,21,36,25,1,0,40,45,29,48,20,6
1035,1035,0,44,1102100,10000001011,0,0,6,1,8,15,9,0,20,12,36,10,3,1,28,32,59,30,41,13
1036,259,2,44,100121,100000011,1,4,0,6,12,4,12,6,27,11,0,13,1,24,47,23,15,58,46,40
1037,1037,0,44,1102102,10000001101,2,2,1,3,10,0,11,2,22,14,1,12,5,3,30,34,0,32,43,15
1038,519,1,20,201020,1000000111,0,4,1,2,12,9,6,13,26,23,1,27,3,2,42,47,31,50,22,8
1039,1039,0,20,1102111,10000001111,1,4,3,5,12,2,13,4,24,16,3,14,7,5,32,36,2,34,45,17
1040,65,4,8,2102,1000001,2,0,2,10,0,14,8,19,7,3,28,24,22,18,12,6,4,65,65,65
1041,1041,0,44,1102120,10000010001,0,1,5,7,1,4,15,6,26,18,5,16,9,7,34,38,4,36,47,19
1042,521,1,44,201022,1000001001,2,1,3,4,1,11,8,15,28,25,3,29,5,4,44,49,33,52,24,10
1043,1043,0,44,1102122,10000010011,2,3,0,9,3,6,17,8,28,20,7,18,11,9,36,40,6,38,49,21
1044,261,2,8,100200,100000101,0,1,2,8,1,6,14,8,0,13,2,15,3,26,49,25,17,60,48,42
1045,1045,0,8,1102201,10000010101,1,0,2,0,5,8,0,10,1,22,9,20,13,11,38,42,8,40,51,23
1046,523,1,44,201101,1000001011,1,3,5,6,3,13,10,17,1,27,5,31,7,6,46,51,35,54,26,12
1047,1047,0,44,1102210,10000010111,0,2,4,2,7,10,2,12,3,24,11,22,15,13,40,44,10,42,53,25
1048,131,3,8,11212,10000011,2,1,5,10,1,12,17,16,15,7,20,8,2,37,25,13,9,64,60,58
1049,1049,0,20,1102212,10000011001,2,4,6,4,9,12,4,14,5,26,13,24,17,15,42,46,12,44,55,27
1050,525,1,8,201110,1000001101,0,0,0,8,5,15,12,19,3,29,7,33,9,8,48,53,37,56,28,14
1051,1051,0,32,1102221,10000011011,1,1,1,6,11,14,6,16,7,28,15,26,19,17,44,48,14,46,57,29
1052,263,2,27,100202,100000111,2,3,4,10,3,8,16,10,2,15,4,17,5,28,51,27,19,62,50,44
1053,1053,0,27,1110000,10000011101,0,3,3,8,0,16,8,18,9,30,17,28,21,19,46,50,16,48,59,31
1054,527,1,27,201112,1000001111,2,2,2,10,7,0,14,21,5,0,9,35,11,10,50,55,39,58,30,16
1055,1055,0,61,1110002,10000011111,2,0,5,10,2,1,10,20,11,1,19,30,23,21,48,52,18,50,61,33
1056,33,5,8,1020,100001,0,3,5,0,7,16,14,10,4,2,33,33,33,33,33,33,33,33,33,33
1057,1057,0,27,1110011,10000100001,1,2,0,1,4,3,12,22,13,3,21,32,25,23,50,54,20,52,63,35
1058,529,1,8,201121,1000010001,1,4,4,1,9,2,16,0,7,2,11,37,13,12,52,57,41,60,32,18
1059,1059,0,8,1110020,10000100011,0,4,2,3,6,5,14,1,15,5,23,34,27,25,52,56,22,54,65,37
1060,265,2,44,100211,100001001,1,0,6,1,5,10,18,12,4,17,6,19,7,30,0,29,21,64,52,46
1061,1061,0,44,1110022,10000100101,2,1,4,5,8,7,16,3,17,7,25,36,29,27,1,58,24,56,67,39
1062,531,1,44,201200,1000010011,0,1,6,3,11,4,18,2,9,4,13,39,15,14,1,0,43,62,34,20
1063,1063,0,25,1110101,10000100111,1,3,6,7,10,9,18,5,19,9,27,38,31,29,3,1,26,58,69,41
1064,133,3,8,11221,10000101,1,3,0,1,3,14,0,18,17,9,22,10,4,39,27,15,11,66,62,60
1065,1065,0,25,1110110,10000101001,0,0,1,9,12,11,1,7,21,11,29,40,33,31,5,3,28,60,0,43
1066,533,1,8,201202,1000010101,2,3,1,5,0,6,1,4,11,6,15,0,17,16,3,2,45,64,36,22
1067,1067,0,20,1110112,10000101011,2,2,3,0,1,13,3,9,23,13,31,1,35,33,7,5,30,62,2,45
1068,267,2,5,100220,100001011,0,2,1,3,7,12,1,14,6,19,8,21,9,32,2,31,23,66,54,48
1069,1069,0,5,1110121,10000101101,1,4,5,2,3,15,5,11,25,15,33,3,37,35,9,7,32,64,4,47
1070,535,1,5,201211,1000010111,1,0,3,7,2,8,3,6,13,8,17,2,19,18,5,4,47,66,38,24
1071,1071,0,61,1110200,10000101111,0,1,0,4,5,0,7,13,27,17,35,5,39,37,11,9,34,66,6,49
1072,67,4,8,2111,1000011,1,2,4,1,2,16,10,21,9,5,30,26,24,20,14,8,6,0,67,67
1073,1073,0,5,1110202,10000110001,2,3,2,6,7,2,9,15,0,19,0,7,41,39,13,11,36,1,8,51
1074,537,1,5,201220,1000011001,0,2,5,9,4,10,5,8,15,10,19,4,21,20,7,6,49,1,40,26
1075,1075,0,5,1110211,10000110011,1,0,4,8,9,4,11,17,2,21,2,9,0,41,15,13,38,3,10,53
1076,269,2,8,100222,100001101,2,4,3,5,9,14,3,16,8,21,10,23,11,34,4,33,25,1,56,50
1077,1077,0,8,1110220,10000110101,0,2,6,10,11,6,13,19,4,23,4,11,2,43,17,15,40,5,12,55
1078,539,1,15,201222,1000011011,2,4,0,0,6,12,7,10,17,12,21,6,23,22,9,8,51,3,42,28
1079,1079,0,15,1110222,10000110111,2,4,1,1,0,8,15,21,6,25,6,13,4,45,19,17,42,7,14,57
1080,135,3,13,12000,10000111,0,0,2,3,5,16,2,20,19,11,24,12,6,41,29,17,13,1,64,62
1081,1081,0,49,1111001,10000111001,1,1,3,3,2,10,17,0,8,27,8,15,6,0,21,19,44,9,16,59
1082,541,1,13,202001,1000011101,1,1,2,2,8,14,9,12,19,14,23,8,25,24,11,10,53,5,44,30
1083,1083,0,49,1111010,10000111011,0,3,5,5,4,12,0,2,10,29,10,17,8,2,23,21,46,11,18,61
1084,271,2,13,101001,100001111,1,1,5,7,11,16,5,18,10,23,12,25,13,36,6,35,27,3,58,52
1085,1085,0,13,1111012,10000111101,2,0,0,7,6,14,2,4,12,0,12,19,10,4,25,23,48,13,20,63
1086,543,1,49,202010,1000011111,0,3,4,4,10,16,11,14,21,16,25,10,27,26,13,12,55,7,46,32
1087,1087,0,49,1111021,10000111111,1,2,2,9,8,16,4,6,14,2,14,21,12,6,27,25,50,15,22,65
1088,17,6,3,122,10001,2,2,3,6,4,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1089,1089,0,13,1111100,10001000001,0,4,4,0,10,1,6,8,16,4,16,23,14,8,29,27,52,17,24,67
1090,545,1,13,202012,1000100001,2,0,6,6,12,1,13,16,23,18,27,12,29,28,15,14,57,9,48,34
1091,1091,0,13,1111102,10001000011,2,1,6,2,12,3,8,10,18,6,18,25,16,10,31,29,54,19,26,69
1092,273,2,8,101010,100010001,0,3,0,9,0,1,7,20,12,25,14,27,15,38,8,37,29,5,60,54
1093,1093,0,8,1111111,10001000101,1,3,1,4,1,5,10,12,20,8,20,27,18,12,33,31,56,21,28,71
1094,547,1,8,202021,1000100011,1,2,1,8,1,3,15,18,25,20,29,14,31,30,17,16,59,11,50,36
1095,1095,0,25,1111120,10001000111,0,0,3,6,3,7,12,14,22,10,22,29,20,14,35,33,58,23,30,0
1096,137,3,32,12002,10001001,2,2,4,5,7,1,4,22,21,13,26,14,8,43,31,19,15,3,66,64
1097,1097,0,49,1111122,10001001001,2,2,5,8,5,9,14,16,24,12,24,31,22,16,37,35,60,25,32,2
1098,549,1,32,202100,1000100101,0,4,3,10,3,5,17,20,27,22,31,16,33,32,19,18,0,13,52,38
1099,1099,0,8,1111201,10001001011,1,4,0,10,7,11,16,18,26,14,26,33,24,18,39,37,1,27,34,4
1100,275,2,32,101012,100010011,2,0,2,0,2,3,9,22,14,27,16,29,17,40,10,39,31,7,62,56
1101,1101,0,32,1111210,10001001101,0,1,2,1,9,13,18,20,28,16,28,35,26,20,41,39,3,29,36,6
1102,551,1,13,202102,1000100111,2,1,5,1,5,7,0,22,0,24,33,18,35,34,21,20,2,15,54,40
1103,1103,0,13,1111212,10001001111,2,3,4,3,11,15,1,22,1,18,30,37,28,22,43,41,5,31,38,8
1104,69,4,3,2120,1000101,0,4,6,3,4,1,12,0,11,7,32,28,26,22,16,10,8,2,69,69
1105,1105,0,32,1111221,10001010001,1,0,6,5,0,0,3,1,3,20,32,39,30,24,45,43,7,33,40,10
1106,553,1,49,202111,1000101001,1,3,0,3,7,9,2,1,2,26,35,20,37,36,23,22,4,17,56,42
1107,1107,0,49,1112000,10001010011,0,2,1,7,2,2,5,3,5,22,34,0,32,26,47,45,9,35,42,12
1108,277,2,3,101021,100010101,1,2,4,2,4,5,11,1,16,29,18,31,19,42,12,41,33,9,64,58
1109,1109,0,3,1112002,10001010101,2,4,3,9,4,4,7,5,7,24,36,2,34,28,49,47,11,37,44,14
1110,555,1,8,202120,1000101011,0,0,2,5,9,11,4,3,4,28,0,22,39,38,25,24,6,19,58,44
1111,1111,0,8,1112011,10001010111,1,1,5,0,6,6,9,7,9,26,1,4,36,30,51,49,13,39,46,16
1112,139,3,13,12011,10001011,1,4,6,7,9,3,6,1,23,15,28,16,10,45,33,21,17,5,68,66
1113,1113,0,49,1112020,10001011001,0,3,0,2,8,8,11,9,11,28,3,6,38,32,0,51,15,41,48,18
1114,557,1,13,202122,1000101101,2,2,4,7,11,13,6,5,6,30,2,24,41,40,27,26,8,21,60,46
1115,1115,0,32,1112022,10001011011,2,0,2,4,10,10,13,11,13,30,5,8,40,34,2,53,17,43,50,20
1116,279,2,13,101100,100010111,0,4,6,4,6,7,13,3,18,0,20,33,21,44,14,43,35,11,66,60
1117,1117,0,13,1112101,10001011101,1,2,4,6,12,12,15,13,15,1,7,10,42,36,4,55,19,45,52,22
1118,559,1,30,202201,1000101111,1,4,6,9,0,15,8,7,8,1,4,26,0,42,29,28,10,23,62,48
1119,1119,0,30,1112110,10001011111,0,4,6,8,1,14,17,15,17,3,9,12,1,38,6,57,21,47,54,24
1120,35,5,3,1022,100011,2,0,0,2,9,1,16,12,6,4,35,35,35,35,35,35,35,35,35,35
1121,1121,0,13,1112112,10001100001,2,1,1,10,3,16,0,17,19,5,11,14,3,40,8,0,23,49,56,26
1122,561,1,13,202210,1000110001,0,1,1,0,2,0,10,9,10,3,6,28,2,44,31,30,12,25,64,50
1123,1123,0,13,1112121,10001100011,1,3,3,1,5,1,2,19,21,7,13,16,5,42,10,2,25,51,58,28
1124,281,2,13,101102,100011001,2,1,1,6,8,9,15,5,20,2,22,35,23,46,16,45,37,13,68,62
1125,1125,0,13,1112200,10001100101,0,0,5,3,7,3,4,21,23,9,15,18,7,44,12,4,27,53,60,30
1126,563,1,13,202212,1000110011,2,3,3,2,4,2,12,11,12,5,8,30,4,46,33,32,14,27,66,52
1127,1127,0,49,1112202,10001100111,2,2,0,5,9,5,6,0,25,11,17,20,9,46,14,6,29,55,62,32
1128,141,3,3,12020,10001101,0,1,1,9,11,5,8,3,25,17,30,18,12,0,35,23,19,7,70,68
1129,1129,0,10,1112211,10001101001,1,4,2,7,11,7,8,2,27,13,19,22,11,1,16,8,31,57,64,34
1130,565,1,3,202221,1000110101,1,0,5,4,6,4,14,13,14,7,10,32,6,1,35,34,16,29,68,54
1131,1131,0,10,1112220,10001101011,0,1,4,9,0,9,10,4,0,15,21,24,13,3,18,10,33,59,66,36
1132,283,2,20,101111,100011011,1,3,3,8,10,11,17,7,22,4,24,37,25,1,18,47,39,15,70,64
1133,1133,0,20,1112222,10001101101,2,3,6,0,2,11,12,6,2,17,23,26,15,5,20,12,35,61,68,38
1134,567,1,20,210000,1000110111,0,2,0,6,8,6,16,15,16,9,12,34,8,3,37,36,18,31,70,56
1135,1135,0,20,1120001,10001101111,1,0,1,2,4,13,14,8,4,19,25,28,17,7,22,14,37,63,70,40
1136,71,4,37,2122,1000111,2,1,1,5,6,3,14,2,13,9,34,30,28,24,18,12,10,4,0,71
1137,1137,0,3,1120010,10001110001,0,2,3,4,6,15,16,10,6,21,27,30,19,9,24,16,39,65,1,42
1138,569,1,18,210002,1000111001,2,4,2,8,10,8,18,17,18,11,14,36,10,5,39,38,20,33,1,58
1139,1139,0,18,1120012,10001110011,2,4,5,6,8,0,18,12,8,23,29,32,21,11,26,18,41,0,3,44
1140,285,2,37,101120,100011101,0,0,5,10,12,13,0,9,24,6,26,39,27,3,20,49,41,17,1,66
1141,1141,0,37,1120021,10001110101,1,1,0,8,10,2,1,14,10,25,31,34,23,13,28,20,43,2,5,46
1142,571,1,8,210011,1000111011,1,1,4,10,12,10,1,19,20,13,16,38,12,7,41,40,22,35,3,60
1143,1143,0,8,1120100,10001110111,0,3,2,10,12,4,3,16,12,27,33,36,25,15,30,22,45,4,7,48
1144,143,3,37,12022,10001111,2,3,3,0,0,7,10,5,27,19,32,20,14,2,37,25,21,9,1,70
1145,1145,0,54,1120102,10001111001,2,0,4,1,1,6,5,18,14,29,35,38,27,17,32,24,47,6,9,50
1146,573,1,37,210020,1000111101,0,3,6,1,1,12,3,21,22,15,18,40,14,9,43,42,24,37,5,62
1147,1147,0,18,1120111,10001111011,1,2,6,3,3,8,7,20,16,0,0,40,29,19,34,26,49,8,11,52
1148,287,2,13,101122,100011111,2,2,0,1,1,15,2,11,26,8,28,0,29,5,22,51,43,19,3,68
1149,1149,0,13,1120120,10001111101,0,4,1,5,5,10,9,22,18,2,2,1,31,21,36,28,51,10,13,54
1150,575,1,13,210022,1000111111,2,0,1,3,3,14,5,0,24,17,20,1,16,11,45,44,26,39,7,64
1151,1151,0,18,1120122,10001111111,2,1,3,7,7,12,11,1,20,4,4,3,33,23,38,30,53,12,15,56
1152,9,7,6,100,1001,0,4,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1153,1153,0,54,1120201,10010000001,1,3,5,9,9,14,13,3,22,6,6,5,35,25,40,32,55,14,17,58
1154,577,1,8,210101,1001000001,1,2,3,5,5,16,7,2,26,19,22,3,18,13,47,46,28,41,9,66
1155,1155,0,8,1120210,10010000011,0,0,0,0,11,16,15,5,24,8,8,7,37,27,42,34,57,16,19,60
1156,289,2,8,101201,100100001,1,4,2,3,3,0,4,13,28,10,30,2,31,7,24,53,45,21,5,70
1157,1157,0,8,1120212,10010000101,2,2,2,2,0,1,17,7,26,10,10,9,39,29,44,36,59,18,21,62
1158,579,1,8,210110,1001000011,0,4,5,7,7,1,9,4,28,21,24,5,20,15,49,48,30,43,11,68
1159,1159,0,18,1120221,10010000111,1,4,4,4,2,3,0,9,28,12,12,11,41,31,46,38,0,20,23,64
1160,145,3,42,12101,10010001,1,0,5,2,2,9,12,7,0,21,34,22,16,4,39,27,23,11,3,72
1161,1161,0,66,1121000,10010001001,0,1,6,6,4,5,2,11,1,14,14,13,0,33,48,40,2,22,25,66
1162,581,1,42,210112,1001000101,2,1,0,9,9,3,11,6,1,23,26,7,22,17,51,50,32,45,13,70
1163,1163,0,54,1121002,10010001011,2,3,1,8,6,7,4,13,3,16,16,15,2,35,50,42,4,24,27,68
1164,291,2,42,101210,100100011,0,1,4,5,5,2,6,15,1,12,32,4,33,9,26,55,47,23,7,72
1165,1165,0,42,1121011,10010001101,1,0,3,10,8,9,6,15,5,18,18,17,4,37,52,44,6,26,29,70
1166,583,1,8,210121,1001000111,1,3,2,0,11,5,13,8,3,25,28,9,24,19,0,52,34,47,15,72
1167,1167,0,8,1121020,10010001111,0,2,5,1,10,11,8,17,7,20,20,19,6,39,1,46,8,28,31,72
1168,73,4,42,2201,1001001,1,3,3,7,8,5,16,4,15,11,36,32,30,26,20,14,12,6,2,0
1169,1169,0,18,1121022,10010010001,2,4,0,3,12,13,10,19,9,22,22,21,8,41,3,48,10,30,33,1
1170,585,1,18,210200,1001001001,0,0,4,2,0,7,15,10,5,27,30,11,26,21,2,54,36,49,17,1
1171,1171,0,18,1121101,10010010011,1,1,2,5,1,15,12,21,11,24,24,23,10,43,5,50,12,32,35,3
1172,293,2,42,101212,100100101,2,3,6,7,7,4,8,17,3,14,34,6,35,11,28,57,49,25,9,1
1173,1173,0,42,1121110,10010010101,0,3,4,7,3,0,14,0,13,26,26,25,12,45,7,52,14,34,37,5
1174,587,1,42,210202,1001001011,2,2,6,4,2,9,17,12,7,29,32,13,28,23,4,56,38,51,19,3
1175,1175,0,42,1121112,10010010111,2,0,6,9,5,2,16,2,15,28,28,27,14,0,9,54,16,36,39,7
1176,147,3,42,12110,10010011,0,2,0,4,4,11,14,9,2,23,36,24,18,6,41,29,25,13,5,1
1177,1177,0,8,1121121,10010011001,1,2,1,0,7,4,18,4,17,30,30,29,16,2,11,56,18,38,41,9
1178,589,1,42,210211,1001001101,1,4,1,6,4,11,0,14,9,0,34,15,30,25,6,58,40,53,21,5
1179,1179,0,18,1121200,10010011011,0,4,3,2,9,6,1,6,19,1,32,31,18,4,13,58,20,40,43,11
1180,295,2,18,101221,100100111,1,0,1,9,9,6,10,19,5,16,36,8,37,13,30,0,51,27,11,3
1181,1181,0,18,1121202,10010011101,2,1,5,4,11,8,3,8,21,3,34,33,20,6,15,1,22,42,45,13
1182,591,1,18,210220,1001001111,0,1,3,8,6,13,2,16,11,2,36,17,32,27,8,1,42,55,23,7
1183,1183,0,30,1121211,10010011111,1,3,0,6,0,10,5,10,23,5,36,35,22,8,17,3,24,44,47,15
1184,37,5,6,1101,100101,1,2,2,4,11,3,18,14,8,6,0,37,37,37,37,37,37,37,37,37
1185,1185,0,54,1121220,10010100001,0,0,2,8,2,12,7,12,25,7,1,37,24,10,19,5,26,46,49,17
1186,593,1,25,210222,1001010001,2,3,5,10,8,15,4,18,13,4,1,19,34,29,10,3,44,57,25,9
1187,1187,0,25,1121222,10010100011,2,2,4,10,4,14,9,14,27,9,3,39,26,12,21,7,28,48,51,19
1188,297,2,25,102000,100101001,0,2,3,0,11,8,12,21,7,18,1,10,39,15,32,2,53,29,13,5
1189,1189,0,25,1122001,10010100101,1,4,6,1,6,16,11,16,0,11,5,0,28,14,23,9,30,50,53,21
1190,595,1,25,211001,1001010011,1,0,0,1,10,0,6,20,15,6,3,21,36,31,12,5,46,59,27,11
1191,1191,0,15,1122010,10010100111,0,1,1,3,8,1,13,18,2,13,7,2,30,16,25,11,32,52,55,23
1192,149,3,6,12112,10010101,2,4,2,6,6,13,16,11,4,25,1,26,20,8,43,31,27,15,7,3
1193,1193,0,35,1122012,10010101001,2,3,3,5,10,3,15,20,4,15,9,4,32,18,27,13,34,54,57,25
1194,597,1,6,211010,1001010101,0,2,2,3,12,2,8,22,17,8,5,23,38,33,14,7,48,61,29,13
1195,1195,0,42,1122021,10010101011,1,0,5,7,12,5,17,22,6,17,11,6,34,20,29,15,36,56,59,27
1196,299,2,42,102002,100101011,2,4,5,2,0,10,14,0,9,20,3,12,41,17,34,4,55,31,15,7
1197,1197,0,42,1122100,10010101101,0,2,0,9,1,7,0,1,8,19,13,8,36,22,31,17,38,58,61,29
1198,599,1,42,211012,1001010111,2,4,4,5,1,4,10,1,19,10,7,25,40,35,16,9,50,63,31,15
1199,1199,0,23,1122102,10010101111,2,4,2,0,3,9,2,3,10,21,15,10,38,24,33,19,40,60,63,31
1200,75,4,3,2210,1001011,0,0,5,9,10,7,18,6,17,13,1,34,32,28,22,16,14,8,4,2
1201,1201,0,18,1122111,10010110001,1,1,4,2,5,11,4,5,12,23,17,12,40,26,35,21,42,62,65,33
1202,601,1,18,211021,1001011001,1,1,6,7,3,6,12,3,21,12,9,27,42,37,18,11,52,65,33,17
1203,1203,0,18,1122120,10010110011,0,3,6,4,7,13,6,7,14,25,19,14,42,28,37,23,44,64,67,35
1204,301,2,3,102011,100101101,1,1,0,4,2,12,16,2,11,22,5,14,0,19,36,6,57,33,17,9
1205,1205,0,3,1122122,10010110101,2,0,1,6,9,15,8,9,16,27,21,16,1,30,39,25,46,66,69,37
1206,603,1,23,211100,1001011011,0,3,1,9,5,8,14,5,23,14,11,29,1,39,20,13,54,0,35,19
1207,1207,0,23,1122201,10010110111,1,2,3,8,11,0,10,11,18,29,23,18,3,32,41,27,48,1,0,39
1208,151,3,3,12121,10010111,1,1,4,8,8,15,18,13,6,27,3,28,22,10,45,33,29,17,9,5
1209,1209,0,18,1122210,10010111001,0,4,5,10,0,2,12,13,20,0,25,20,5,34,43,29,50,3,2,41
1210,605,1,3,211102,1001011101,2,0,3,0,7,10,16,7,25,16,13,31,3,41,22,15,56,2,37,21
1211,1211,0,23,1122212,10010111011,2,1,0,1,2,4,14,15,22,2,27,22,7,36,45,31,52,5,4,43
1212,303,2,13,102020,100101111,0,3,2,6,4,14,18,4,13,24,7,16,2,21,38,8,59,35,19,11
1213,1213,0,13,1122221,10010111101,1,3,2,3,4,6,16,17,24,4,29,24,9,38,47,33,54,7,6,45
1214,607,1,13,211111,1001011111,1,2,5,2,9,12,18,9,27,18,15,33,5,43,24,17,58,4,39,23
1215,1215,0,59,1200000,10010111111,0,0,4,5,6,8,18,19,26,6,31,26,11,40,49,35,56,9,8,47
1216,19,6,6,201,10011,1,4,5,8,6,2,0,19,19,19,19,19,19,19,19,19,19,19,19,19
1217,1217,0,47,1200002,10011000001,2,2,6,7,8,10,1,21,28,8,33,28,13,42,51,37,58,11,10,49
1218,609,1,47,211120,1001100001,0,4,0,4,11,14,1,11,0,20,17,35,7,45,26,19,60,6,41,25
1219,1219,0,47,1200011,10011000011,1,4,1,9,10,12,3,0,1,10,35,30,15,44,0,39,60,13,12,51
1220,305,2,11,102022,100110001,2,0,4,8,6,16,1,6,15,26,9,18,4,23,40,10,0,37,21,13
1221,1221,0,11,1200020,10011000101,0,1,3,0,12,14,5,2,3,12,0,32,17,46,2,41,1,15,14,53
1222,611,1,11,211122,1001100011,2,1,2,6,0,16,3,13,2,22,19,37,9,0,28,21,1,8,43,27
1223,1223,0,47,1200022,10011000111,2,3,5,2,1,16,7,4,5,14,2,34,19,1,4,43,3,17,16,55
1224,153,3,11,12200,10011001,0,3,6,10,10,0,1,15,8,29,5,30,24,12,47,35,31,19,11,7
1225,1225,0,47,1200101,10011001001,1,0,0,4,3,1,9,6,7,16,4,36,21,3,6,45,5,19,18,57
1226,613,1,11,211201,1001100101,1,3,4,8,2,1,5,15,4,24,21,39,11,2,30,23,3,10,45,29
1227,1227,0,47,1200110,10011001011,0,2,2,6,5,3,11,8,9,18,6,38,23,5,8,47,7,21,20,59
1228,307,2,11,102101,100110011,1,2,6,10,8,1,3,8,17,28,11,20,6,25,42,12,2,39,23,15
