n,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71,m73
3219,0,3219,0,4,6,7,8,6,8,22,0,26,0,21,37,23,39,33,47,3,24,7
3220,2,805,1,0,0,2,12,6,7,0,22,30,28,26,31,6,10,38,12,1,24,2
3221,0,3221,2,1,1,9,10,8,10,1,2,28,2,23,39,25,41,35,49,5,26,9
3222,1,1611,0,1,1,5,12,13,15,1,16,30,20,12,20,13,21,18,25,3,49,5
3223,0,3223,1,3,3,0,12,10,12,3,4,30,4,25,41,27,43,37,51,7,28,11
3224,3,403,1,3,4,7,0,12,4,12,26,0,33,34,16,27,32,49,37,1,48,38
3225,0,3225,0,0,5,2,1,12,14,5,6,1,6,27,0,29,45,39,53,9,30,13
3226,1,1613,2,3,3,7,1,15,17,3,18,1,22,14,22,15,23,20,27,5,51,7
3227,0,3227,2,2,0,4,3,14,16,7,8,3,8,29,2,31,47,41,55,11,32,15
3228,2,807,0,2,2,4,1,8,9,2,24,1,30,28,33,8,12,40,14,3,26,4
3229,0,3229,1,4,2,6,5,16,18,9,10,5,10,31,4,33,49,43,57,13,34,17
3230,1,1615,1,0,5,9,3,0,0,5,20,3,24,16,24,17,25,22,29,7,53,9
3231,0,3231,0,1,4,8,7,1,1,11,12,7,12,33,6,35,51,45,59,15,36,19
3232,5,101,2,1,3,2,10,16,6,9,14,8,27,19,15,7,48,42,40,34,30,28
3233,0,3233,2,3,6,10,9,3,3,13,14,9,14,35,8,37,0,47,0,17,38,21
3234,1,1617,0,2,0,0,5,2,2,7,22,5,26,18,26,19,27,24,31,9,55,11
3235,0,3235,1,0,1,1,11,5,5,15,16,11,16,37,10,39,2,49,2,19,40,23
3236,2,809,2,4,4,6,3,10,11,4,26,3,32,30,35,10,14,42,16,5,28,6
3237,0,3237,0,2,3,3,0,7,7,17,18,13,18,39,12,41,4,51,4,21,42,25
3238,1,1619,2,4,2,2,7,4,4,9,24,7,28,20,28,21,29,26,33,11,57,13
3239,0,3239,2,4,5,5,2,9,9,19,20,15,20,0,14,43,6,53,6,23,44,27
3240,3,405,0,0,6,9,2,14,6,14,28,2,35,36,18,29,34,51,39,3,50,40
3241,0,3241,1,1,0,7,4,11,11,21,22,17,22,2,16,45,8,55,8,25,46,29
3242,1,1621,1,1,4,4,9,6,6,11,26,9,30,22,30,23,31,28,35,13,59,15
3243,0,3243,0,3,2,9,6,13,13,0,24,19,24,4,18,0,10,57,10,27,48,31
3244,2,811,1,1,6,8,5,12,13,6,28,5,34,32,37,12,16,44,18,7,30,8
3245,0,3245,2,0,4,0,8,15,15,2,26,21,26,6,20,2,12,0,12,29,50,33
3246,1,1623,0,3,6,6,11,8,8,13,28,11,32,24,32,25,33,30,37,15,61,17
3247,0,3247,1,2,6,2,10,0,17,4,28,23,28,8,22,4,14,2,14,31,52,35
3248,4,203,2,3,0,5,8,16,13,19,0,17,18,39,31,15,44,26,20,2,61,57
3249,0,3249,0,4,1,4,12,2,0,6,1,25,30,10,24,6,16,4,16,33,54,37
3250,1,1625,2,0,1,8,0,10,10,15,1,13,34,26,34,27,35,32,39,17,63,19
3251,0,3251,2,1,3,6,1,4,2,8,3,27,32,12,26,8,18,6,18,35,56,39
3252,2,813,0,3,1,10,7,14,15,8,1,7,36,34,39,14,18,46,20,9,32,10
3253,0,3253,1,3,5,8,3,6,4,10,5,29,34,14,28,10,20,8,20,37,58,41
3254,1,1627,1,2,3,10,2,12,12,17,3,15,36,28,36,29,37,34,41,19,65,21
3255,0,3255,0,0,0,10,5,8,6,12,7,0,36,16,30,12,22,10,22,39,60,43
3256,3,407,2,2,1,0,4,16,8,16,1,4,0,38,20,31,36,53,41,5,52,42
3257,0,3257,2,2,2,1,7,10,8,14,9,2,1,18,32,14,24,12,24,41,62,45
3258,1,1629,0,4,5,1,4,14,14,19,5,17,1,30,38,31,39,36,43,21,67,23
3259,0,3259,1,4,4,3,9,12,10,16,11,4,3,20,34,16,26,14,26,43,64,47
3260,2,815,2,0,3,1,9,16,17,10,3,9,1,36,41,16,20,48,22,11,34,12
3261,0,3261,0,1,6,5,11,14,12,18,13,6,5,22,36,18,28,16,28,45,66,49
3262,1,1631,2,1,0,3,6,16,16,21,7,19,3,32,40,33,41,38,45,23,69,25
3263,0,3263,2,3,1,7,0,16,14,20,15,8,7,24,38,20,30,18,30,47,68,51
3264,6,51,0,1,2,7,12,0,13,5,22,20,14,10,8,4,51,51,51,51,51,51
3265,0,3265,1,0,3,9,2,1,16,22,17,10,9,26,40,22,32,20,32,49,70,53
3266,1,1633,1,3,2,5,8,1,18,0,9,21,5,34,42,35,43,40,47,25,0,27
3267,0,3267,0,2,5,0,4,3,18,1,19,12,11,28,42,24,34,22,34,51,1,55
3268,2,817,1,2,5,3,11,1,0,12,5,11,3,38,0,18,22,50,24,13,36,14
3269,0,3269,2,4,0,2,6,5,1,3,21,14,13,30,1,26,36,24,36,53,3,57
3270,1,1635,0,0,4,7,10,3,1,2,11,23,7,36,1,37,45,42,49,27,2,29
3271,0,3271,1,1,2,4,8,7,3,5,23,16,15,32,3,28,38,26,38,55,5,59
3272,3,409,1,4,3,2,6,1,10,18,3,6,2,40,22,33,38,55,43,7,54,44
3273,0,3273,0,3,4,6,10,9,5,7,25,18,17,34,5,30,40,28,40,57,7,61
3274,1,1637,2,2,6,9,12,5,3,4,13,25,9,38,3,39,47,44,51,29,4,31
3275,0,3275,2,0,6,8,12,11,7,9,27,20,19,36,7,32,42,30,42,59,9,63
3276,2,819,0,4,0,5,0,3,2,14,7,13,5,40,2,20,24,52,26,15,38,16
3277,0,3277,1,2,1,10,1,13,9,11,0,22,21,38,9,34,44,32,44,61,11,65
3278,1,1639,1,4,1,0,1,7,5,6,15,27,11,40,5,41,49,46,53,31,6,33
3279,0,3279,0,4,3,1,3,15,11,13,2,24,23,40,11,36,46,34,46,63,13,67
3280,4,205,1,0,2,7,10,1,15,21,2,19,20,0,33,17,46,28,22,4,63,59
3281,0,3281,2,1,5,3,5,0,13,15,4,26,25,1,13,38,48,36,48,65,15,69
3282,1,1641,0,1,3,2,3,9,7,8,17,29,13,1,7,43,51,48,55,33,8,35
3283,0,3283,1,3,0,5,7,2,15,17,6,28,27,3,15,40,50,38,50,0,17,71
3284,2,821,2,1,2,7,2,5,4,16,9,15,7,1,4,22,26,54,28,17,40,18
3285,0,3285,0,0,2,7,9,4,17,19,8,30,29,5,17,42,52,40,52,2,19,0
3286,1,1643,2,3,5,4,5,11,9,10,19,0,15,3,9,45,0,50,57,35,10,37
3287,0,3287,2,2,4,9,11,6,0,21,10,1,31,7,19,44,1,42,54,4,21,2
3288,3,411,0,1,5,4,8,3,12,20,5,8,4,1,24,35,40,57,45,9,56,46
3289,0,3289,1,4,6,0,0,8,2,0,12,3,33,9,21,46,3,44,56,6,23,4
3290,1,1645,1,0,0,6,7,13,11,12,21,2,17,5,11,0,2,52,59,37,12,39
3291,0,3291,0,1,1,2,2,10,4,2,14,5,35,11,23,1,5,46,58,8,25,6
3292,2,823,1,3,4,9,4,7,6,18,11,17,9,3,6,24,28,56,30,19,42,20
3293,0,3293,2,3,3,4,4,12,6,4,16,7,0,13,25,3,7,48,60,10,27,8
3294,1,1647,0,2,2,8,9,15,13,14,23,4,19,7,13,2,4,54,0,39,14,41
3295,0,3295,1,0,5,6,6,14,8,6,18,9,2,15,27,5,9,50,1,12,29,10
3296,5,103,1,3,5,4,12,1,8,11,16,10,29,21,17,9,50,44,42,36,32,30
3297,0,3297,0,2,0,8,8,16,10,8,20,11,4,17,29,7,11,52,3,14,31,12
3298,1,1649,2,4,4,10,11,0,15,16,25,6,21,9,15,4,6,56,2,41,16,43
3299,0,3299,2,4,2,10,10,1,12,10,22,13,6,19,31,9,13,54,5,16,33,14
3300,2,825,0,0,6,0,6,9,8,20,13,19,11,5,8,26,30,58,32,21,44,22
3301,0,3301,1,1,4,1,12,3,14,12,24,15,8,21,33,11,15,56,7,18,35,16
3302,1,1651,1,1,6,1,0,2,17,18,27,8,23,11,17,6,8,58,4,43,18,45
3303,0,3303,0,3,6,3,1,5,16,14,26,17,10,23,35,13,17,58,9,20,37,18
3304,3,413,2,3,0,6,10,5,14,22,7,10,6,3,26,37,42,0,47,11,58,48
3305,0,3305,2,0,1,5,3,7,18,16,28,19,12,25,37,15,19,1,11,22,39,20
3306,1,1653,0,3,1,3,2,4,0,20,0,10,25,13,19,8,10,1,6,45,20,47
3307,0,3307,1,2,3,7,5,9,1,18,1,21,14,27,39,17,21,3,13,24,41,22
3308,2,827,2,2,1,2,8,11,10,22,15,21,13,7,10,28,32,1,34,23,46,24
3309,0,3309,0,4,5,9,7,11,3,20,3,23,16,29,41,19,23,5,15,26,43,24
3310,1,1655,2,0,3,5,4,6,2,22,2,12,27,15,21,10,12,3,8,47,22,49
3311,0,3311,2,1,0,0,9,13,5,22,5,25,18,31,0,21,25,7,17,28,45,26
3312,4,207,0,2,4,9,12,3,17,0,4,21,22,2,35,19,48,30,24,6,65,61
3313,0,3313,1,3,2,2,11,15,7,1,7,27,20,33,2,23,27,9,19,30,47,28
3314,1,1657,1,2,5,7,6,8,4,1,4,14,29,17,23,12,14,5,10,49,24,51
3315,0,3315,0,0,4,4,0,0,9,3,9,29,22,35,4,25,29,11,21,32,49,30
3316,2,829,1,4,3,4,10,13,12,1,17,23,15,9,12,30,34,3,36,25,48,26
3317,0,3317,2,2,6,6,2,2,11,5,11,0,24,37,6,27,31,13,23,34,51,32
3318,1,1659,0,4,0,9,8,10,6,3,6,16,31,19,25,14,16,7,12,51,26,53
3319,0,3319,1,4,1,8,4,4,13,7,13,2,26,39,8,29,33,15,25,36,53,34
3320,3,415,1,0,2,8,12,7,16,1,9,12,8,5,28,39,44,2,49,13,60,50
3321,0,3321,0,1,3,10,6,6,15,9,15,4,28,0,10,31,35,17,27,38,55,36
3322,1,1661,2,1,2,0,10,12,8,5,8,18,33,21,27,16,18,9,14,53,28,55
3323,0,3323,2,3,5,1,8,8,17,11,17,6,30,2,12,33,37,19,29,40,57,38
3324,2,831,0,1,5,6,12,15,14,3,19,25,17,11,14,32,36,5,38,27,50,28
3325,0,3325,1,0,0,3,10,10,0,13,19,8,32,4,14,35,39,21,31,42,59,40
3326,1,1663,1,3,4,2,12,14,10,7,10,20,35,23,29,18,20,11,16,55,30,57
3327,0,3327,0,2,2,5,12,12,2,15,21,10,34,6,16,37,41,23,33,44,61,42
3328,8,13,1,3,6,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
3329,0,3329,2,4,4,7,1,14,4,17,23,12,36,8,18,39,43,25,35,46,63,44
3330,1,1665,0,0,6,4,1,16,12,9,12,22,0,25,31,20,22,13,18,57,32,59
3331,0,3331,1,1,6,9,3,16,6,19,25,14,1,10,20,41,45,27,37,48,65,46
3332,2,833,2,3,0,8,1,0,16,5,21,27,19,13,16,34,38,7,40,29,52,30
3333,0,3333,0,3,1,0,5,1,8,21,27,16,3,12,22,43,47,29,39,50,67,48
3334,1,1667,2,2,1,6,3,1,14,11,14,24,2,27,33,22,24,15,20,59,34,61
3335,0,3335,2,0,3,2,7,3,10,0,0,18,5,14,24,45,49,31,41,52,69,50
3336,3,417,0,2,4,10,1,9,18,3,11,14,10,7,30,41,46,4,51,15,62,52
3337,0,3337,1,2,5,4,9,5,12,2,2,20,7,16,26,0,51,33,43,54,0,52
3338,1,1669,1,4,3,8,5,3,16,13,16,26,4,29,35,24,26,17,22,61,36,63
3339,0,3339,0,4,0,6,11,7,14,4,4,22,9,18,28,2,0,35,45,56,2,54
3340,2,835,1,0,2,10,3,2,18,7,23,29,21,15,18,36,40,9,42,31,54,32
3341,0,3341,2,1,2,8,0,9,16,6,6,24,11,20,30,4,2,37,47,58,4,56
3342,1,1671,0,1,5,10,7,5,18,15,18,28,6,31,37,26,28,19,24,63,38,65
3343,0,3343,1,3,4,10,2,11,18,8,8,26,13,22,32,6,4,39,49,60,6,58
3344,4,209,2,4,6,0,1,5,0,2,6,23,24,4,37,21,50,32,26,8,67,63
3345,0,3345,0,0,6,1,4,13,1,10,10,28,15,24,34,8,6,41,51,62,8,60
3346,1,1673,2,3,0,1,9,7,1,17,20,30,8,33,39,28,30,21,26,65,40,67
3347,0,3347,2,2,1,3,6,15,3,12,12,30,17,26,36,10,8,43,53,64,10,62
3348,2,837,0,2,4,1,5,4,1,9,25,0,23,17,20,38,42,11,44,33,56,34
3349,0,3349,1,4,3,5,8,0,5,14,14,1,19,28,38,12,10,45,55,66,12,64
3350,1,1675,1,0,2,3,11,9,3,19,22,1,10,35,41,30,32,23,28,0,42,69
3351,0,3351,0,1,5,7,10,2,7,16,16,3,21,30,40,14,12,47,57,1,14,66
3352,3,419,2,4,6,1,3,11,1,5,13,16,12,9,32,43,48,6,53,17,64,54
3353,0,3353,2,3,0,9,12,4,9,18,18,5,23,32,42,16,14,49,59,3,16,68
3354,1,1677,0,2,4,5,0,11,5,21,24,3,12,37,0,32,34,25,30,2,44,71
3355,0,3355,1,0,2,0,1,6,11,20,20,7,25,34,1,18,16,51,0,5,18,70
3356,2,839,2,4,6,3,7,6,3,11,27,2,25,19,22,40,44,13,46,35,58,36
3357,0,3357,0,2,4,2,3,8,13,22,22,9,27,36,3,20,18,53,2,7,20,72
3358,1,1679,2,4,6,7,2,13,7,0,26,5,14,39,2,34,36,27,32,4,46,0
3359,0,3359,2,4,6,4,5,10,15,1,24,11,29,38,5,22,20,55,4,9,22,1
3360,5,105,0,0,0,6,1,3,10,13,18,12,31,23,19,11,52,46,44,38,34,32
3361,0,3361,1,1,1,6,7,12,17,3,26,13,31,40,7,24,22,57,6,11,24,3
3362,1,1681,1,1,1,9,4,15,9,2,28,7,16,0,4,36,38,29,34,6,48,2
3363,0,3363,0,3,3,8,9,14,0,5,28,15,33,1,9,26,24,0,8,13,26,5
3364,2,841,1,1,1,5,9,8,5,13,0,4,27,21,24,42,46,15,48,37,60,38
3365,0,3365,2,0,5,10,11,16,2,7,1,17,35,3,11,28,26,2,10,15,28,7
3366,1,1683,0,3,3,0,6,0,11,4,1,9,18,2,6,38,40,31,36,8,50,4
3367,0,3367,1,2,0,1,0,1,4,9,3,19,0,5,13,30,28,4,12,17,30,9
3368,3,421,1,1,1,3,5,13,3,7,15,18,14,11,34,45,50,8,55,19,66,56
3369,0,3369,0,4,2,3,2,3,6,11,5,21,2,7,15,32,30,6,14,19,32,11
3370,1,1685,2,0,5,2,8,2,13,6,3,11,20,4,8,40,42,33,38,10,52,6
3371,0,3371,2,1,4,5,4,5,8,13,7,23,4,9,17,34,32,8,16,21,34,13
3372,2,843,0,3,3,7,11,10,7,15,2,6,29,23,26,44,48,17,50,39,62,40
3373,0,3373,1,3,6,7,6,7,10,15,9,25,6,11,19,36,34,10,18,23,36,15
3374,1,1687,1,2,0,4,10,4,15,8,5,13,22,6,10,42,44,35,40,12,54,8
3375,0,3375,0,0,1,9,8,9,12,17,11,27,8,13,21,38,36,12,20,25,38,17
3376,4,211,1,1,1,2,3,7,2,4,8,25,26,6,39,23,52,34,28,10,69,65
3377,0,3377,2,2,3,0,10,11,14,19,13,29,10,15,23,40,38,14,22,27,40,19
3378,1,1689,0,4,2,6,12,6,17,10,7,15,24,8,12,44,46,37,42,14,56,10
3379,0,3379,1,4,5,2,12,13,16,21,15,0,12,17,25,42,40,16,24,29,42,21
3380,2,845,2,0,5,9,0,12,9,17,4,8,31,25,28,46,50,19,52,41,64,42
3381,0,3381,0,1,0,4,1,15,18,0,17,2,14,19,27,44,42,18,26,31,44,23
3382,1,1691,2,1,4,8,1,8,0,12,9,17,26,10,14,46,48,39,44,16,58,12
3383,0,3383,2,3,2,6,3,0,1,2,19,4,16,21,29,46,44,20,28,33,46,25
3384,3,423,0,3,3,5,7,15,5,9,17,20,16,13,36,0,52,10,57,21,68,58
3385,0,3385,1,0,4,8,5,2,3,4,21,6,18,23,31,1,46,22,30,35,48,27
3386,1,1693,1,3,6,10,3,10,2,14,11,19,28,12,16,1,50,41,46,18,60,14
3387,0,3387,0,2,6,10,7,4,5,6,23,8,20,25,33,3,48,24,32,37,50,29
3388,2,847,1,2,0,0,2,14,11,19,6,10,33,27,30,1,52,21,54,43,66,44
3389,0,3389,2,4,1,1,9,6,7,8,25,10,22,27,35,5,50,26,34,39,52,31
3390,1,1695,0,0,1,1,5,12,4,16,13,21,30,14,18,3,52,43,48,20,62,16
3391,0,3391,1,1,3,3,11,8,9,10,27,12,24,29,37,7,52,28,36,41,54,33
3392,6,53,2,3,4,9,1,2,15,7,24,22,16,12,10,6,0,53,53,53,53,53
3393,0,3393,0,3,5,5,0,10,11,12,0,14,26,31,39,9,1,30,38,43,56,35
3394,1,1697,2,2,3,3,7,14,6,18,15,23,32,16,20,5,1,45,50,22,64,18
3395,0,3395,2,0,0,7,2,12,13,14,2,16,28,33,41,11,3,32,40,45,58,37
3396,2,849,0,4,2,2,4,16,13,21,8,12,35,29,32,3,1,23,56,45,68,46
3397,0,3397,1,2,2,9,4,14,15,16,4,18,30,35,0,13,5,34,42,47,60,39
3398,1,1699,1,4,5,5,9,16,8,20,17,25,34,18,22,7,3,47,52,24,66,20
3399,0,3399,0,4,4,0,6,16,17,18,6,20,32,37,2,15,7,36,44,49,62,41
3400,3,425,2,0,5,7,9,0,7,11,19,22,18,15,38,2,1,12,59,23,70,60
3401,0,3401,2,1,6,2,8,1,0,20,8,22,34,39,4,17,9,38,46,51,64,43
3402,1,1701,0,1,0,7,11,1,10,22,19,27,36,20,24,9,5,49,54,26,68,22
3403,0,3403,1,3,1,4,10,3,2,22,10,24,36,0,6,19,11,40,48,53,66,45
3404,2,851,2,1,4,4,6,1,15,0,10,14,0,31,34,5,3,25,58,47,70,48
3405,0,3405,0,0,3,6,12,5,4,1,12,26,1,2,8,21,13,42,50,55,68,47
3406,1,1703,2,3,2,9,0,3,12,1,21,29,1,22,26,11,7,51,56,28,70,24
3407,0,3407,2,2,5,8,1,7,6,3,14,28,3,4,10,23,15,44,52,57,70,49
3408,4,213,0,3,3,4,5,9,4,6,10,27,28,8,41,25,1,36,30,12,0,67
3409,0,3409,1,4,0,10,3,9,8,5,16,30,5,6,12,25,17,46,54,59,1,51
3410,1,1705,1,0,4,0,2,5,14,3,23,0,3,24,28,13,9,53,58,30,1,26
3411,0,3411,0,1,2,1,5,11,10,7,18,1,7,8,14,27,19,48,56,61,3,53
3412,2,853,1,3,6,6,8,3,17,2,12,16,2,33,36,7,5,27,60,49,1,50
3413,0,3413,2,3,4,3,7,13,12,9,20,3,9,10,16,29,21,50,58,63,5,55
3414,1,1707,0,2,6,2,4,7,16,5,25,2,5,26,30,15,11,55,60,32,3,28
3415,0,3415,1,0,6,5,9,15,14,11,22,5,11,12,18,31,23,52,60,65,7,57
3416,3,427,1,2,0,9,11,2,9,13,21,24,20,17,40,4,3,14,0,25,1,62
3417,0,3417,0,2,1,7,11,0,16,13,24,7,13,14,20,33,25,54,1,0,9,59
3418,1,1709,2,4,1,4,6,9,18,7,27,4,7,28,32,17,13,57,1,34,5,30
3419,0,3419,2,4,3,9,0,2,18,15,26,9,15,16,22,35,27,56,3,2,11,61
3420,2,855,0,0,1,8,10,5,0,4,14,18,4,35,38,9,7,29,1,51,3,52
3421,0,3421,1,1,5,0,2,4,1,17,28,11,17,18,24,37,29,58,5,4,13,63
3422,1,1711,1,1,3,6,8,11,1,9,0,6,9,30,34,19,15,0,3,36,7,32
3423,0,3423,0,3,0,2,4,6,3,19,1,13,19,20,26,39,31,1,7,6,15,65
3424,5,107,2,2,2,8,3,5,12,15,20,14,33,25,21,13,1,48,46,40,36,34
3425,0,3425,2,0,2,4,6,8,5,21,3,15,21,22,28,41,33,3,9,8,17,67
3426,1,1713,0,3,5,8,10,13,3,11,2,8,11,32,36,21,17,2,5,38,9,34
3427,0,3427,1,2,4,6,8,10,7,0,5,17,23,24,30,43,35,5,11,10,19,69
3428,2,857,2,2,3,10,12,7,2,6,16,20,6,37,40,11,9,31,3,53,5,54
3429,0,3429,0,4,6,8,10,12,9,2,7,19,25,26,32,45,37,7,13,12,21,71
3430,1,1715,2,0,0,10,12,15,5,13,4,10,13,34,38,23,19,4,7,40,11,36
3431,0,3431,2,1,1,10,12,14,11,4,9,21,27,28,34,0,39,9,15,14,23,0
3432,3,429,0,4,2,0,0,4,11,15,23,26,22,19,42,6,5,16,2,27,3,64
3433,0,3433,1,3,3,1,1,16,13,6,11,23,29,30,36,2,41,11,17,16,25,2
3434,1,1717,1,2,2,1,1,0,7,15,6,12,15,36,40,25,21,6,9,42,13,38
3435,0,3435,0,0,5,3,3,1,15,8,13,25,31,32,38,4,43,13,19,18,27,4
3436,2,859,1,4,5,1,1,9,4,8,18,22,8,39,42,13,11,33,5,55,7,56
3437,0,3437,2,2,0,5,5,3,17,10,15,27,33,34,40,6,45,15,21,20,29,6
3438,1,1719,0,4,4,3,3,2,9,17,8,14,17,38,42,27,23,8,11,44,15,40
3439,0,3439,1,4,2,7,7,5,0,12,17,29,35,36,42,8,47,17,23,22,31,8
3440,4,215,2,0,5,6,7,11,6,8,12,29,30,10,0,27,3,38,32,14,2,69
3441,0,3441,0,1,4,9,9,7,2,14,19,0,0,38,1,10,49,19,25,24,33,10
3442,1,1721,2,1,6,5,5,4,11,19,10,16,19,40,1,29,25,10,13,46,17,42
3443,0,3443,2,3,6,0,11,9,4,16,21,2,2,40,3,12,51,21,27,26,35,12
3444,2,861,0,1,0,3,3,11,6,10,20,24,10,0,1,15,13,35,7,57,9,58
3445,0,3445,1,0,1,2,0,11,6,18,23,4,4,1,5,14,0,23,29,28,37,14
3446,1,1723,1,3,1,7,7,6,13,21,12,18,21,1,3,31,27,12,15,48,19,44
3447,0,3447,0,2,3,4,2,13,8,20,25,6,6,3,7,16,2,25,31,30,39,16
3448,3,431,2,1,4,2,2,6,13,17,25,28,24,21,1,8,7,18,4,29,5,66
3449,0,3449,2,4,5,6,4,15,10,22,27,8,8,5,9,18,4,27,33,32,41,18
3450,1,1725,0,0,3,9,9,8,15,0,14,20,23,3,5,33,29,14,17,50,21,46
3451,0,3451,1,1,0,8,6,0,12,1,0,10,10,7,11,20,6,29,35,34,43,20
3452,2,863,2,3,2,5,5,13,8,12,22,26,12,2,3,17,15,37,9,59,11,60
3453,0,3453,0,3,2,10,8,2,14,3,2,12,12,9,13,22,8,31,37,36,45,22
3454,1,1727,2,2,5,0,11,10,17,2,16,22,25,5,7,35,31,16,19,52,23,48
3455,0,3455,2,0,4,1,10,4,16,5,4,14,14,11,15,24,10,33,39,38,47,24
3456,7,27,0,2,6,5,1,10,8,4,27,27,27,27,27,27,27,27,27,27,27,27
3457,0,3457,1,2,6,3,12,6,18,7,6,16,16,13,17,26,12,35,41,40,49,26
3458,1,1729,1,4,0,2,0,12,0,4,18,24,27,7,9,37,33,18,21,54,25,50
3459,0,3459,0,4,1,5,1,8,1,9,8,18,18,15,19,28,14,37,43,42,51,28
3460,2,865,1,0,4,7,7,15,10,14,24,28,14,4,5,19,17,39,11,61,13,62
3461,0,3461,2,1,3,7,3,10,3,11,10,20,20,17,21,30,16,39,45,44,53,30
3462,1,1731,0,1,2,4,2,14,2,6,20,26,29,9,11,39,35,20,23,56,27,52
3463,0,3463,1,3,5,9,5,12,5,13,12,22,22,19,23,32,18,41,47,46,55,32
3464,3,433,1,3,6,4,4,8,15,19,27,30,26,23,3,10,9,20,6,31,7,68
3465,0,3465,0,0,0,0,7,14,7,15,14,24,24,21,25,34,20,43,49,48,57,34
3466,1,1733,2,3,4,6,4,16,4,8,22,28,31,11,13,41,37,22,25,58,29,54
3467,0,3467,2,2,2,2,9,16,9,17,16,26,26,23,27,36,22,45,51,50,59,36
3468,2,867,0,2,6,9,9,0,12,16,26,30,16,6,7,21,19,41,13,63,15,64
3469,0,3469,1,4,4,4,11,1,11,19,18,28,28,25,29,38,24,47,53,52,61,38
3470,1,1735,1,0,6,8,6,1,6,10,24,30,33,13,15,43,39,24,27,60,31,56
3471,0,3471,0,1,6,6,0,3,13,21,20,30,30,27,31,40,26,49,55,54,63,40
3472,4,217,1,2,0,8,9,13,8,10,14,0,32,12,2,29,5,40,34,16,4,71
3473,0,3473,2,3,1,8,2,5,15,0,22,1,32,29,33,42,28,51,57,56,65,42
3474,1,1737,0,2,1,10,8,3,8,12,26,1,35,15,17,45,41,26,29,62,33,58
3475,0,3475,1,0,3,10,4,7,17,2,24,3,34,31,35,44,30,53,59,58,67,44
3476,2,869,2,4,1,0,11,2,14,18,28,1,18,8,9,23,21,43,15,65,17,66
3477,0,3477,0,2,5,1,6,9,0,4,26,5,36,33,37,46,32,55,0,60,69,46
3478,1,1739,2,4,3,1,10,5,10,14,28,3,0,17,19,0,43,28,31,64,35,60
3479,0,3479,2,4,0,3,8,11,2,6,28,7,1,35,39,1,34,57,2,62,0,48
3480,3,435,0,0,1,6,6,10,17,21,0,1,28,25,5,12,11,22,8,33,9,70
3481,0,3481,1,1,2,5,10,13,4,8,1,9,3,37,41,3,36,0,4,64,2,50
3482,1,1741,1,1,5,3,12,7,12,16,1,5,2,19,21,2,45,30,33,66,37,62
3483,0,3483,0,3,4,7,12,15,6,10,3,11,5,39,0,5,38,2,6,66,4,52
3484,2,871,1,1,3,2,0,4,16,20,1,3,20,10,11,25,23,45,17,0,19,68
3485,0,3485,2,0,6,9,1,0,8,12,5,13,7,0,2,7,40,4,8,1,6,54
3486,1,1743,0,3,0,5,1,9,14,18,3,7,4,21,23,4,47,32,35,1,39,64
3487,0,3487,1,2,1,0,3,2,10,14,7,15,9,2,4,9,42,6,10,3,8,56
3488,5,109,1,4,4,10,5,7,14,17,22,16,35,27,23,15,3,50,48,42,38,36
3489,0,3489,0,4,3,2,5,4,12,16,9,17,11,4,6,11,44,8,12,5,10,58
3490,1,1745,2,0,2,7,3,11,16,20,5,9,6,23,25,6,49,34,37,3,41,66
3491,0,3491,2,1,5,4,7,6,14,18,11,19,13,6,8,13,46,10,14,7,12,60
3492,2,873,0,3,5,4,2,6,18,22,3,5,22,12,13,27,25,47,19,2,21,70
3493,0,3493,1,3,0,6,9,8,16,20,13,21,15,8,10,15,48,12,16,9,14,62
3494,1,1747,1,2,4,9,5,13,18,22,7,11,8,25,27,8,51,36,39,5,43,68
3495,0,3495,0,0,2,8,11,10,18,22,15,23,17,10,12,17,50,14,18,11,16,64
3496,3,437,2,2,3,8,8,12,0,0,2,3,30,27,7,14,13,24,10,35,11,72
3497,0,3497,2,2,4,10,0,12,1,1,17,25,19,12,14,19,52,16,20,13,18,66
3498,1,1749,0,4,6,0,7,15,1,1,9,13,10,27,29,10,0,38,41,7,45,70
3499,0,3499,1,4,6,1,2,14,3,3,19,27,21,14,16,21,1,18,22,15,20,68
3500,2,875,2,0,0,6,4,8,1,1,5,7,24,14,15,29,27,49,21,4,23,72
3501,0,3501,0,1,1,3,4,16,5,5,21,29,23,16,18,23,3,20,24,17,22,70
3502,1,1751,2,1,1,2,9,0,3,3,11,15,12,29,31,12,2,40,43,9,47,72
3503,0,3503,2,3,3,5,6,1,7,7,23,0,25,18,20,25,5,22,26,19,24,72
3504,4,219,0,4,2,10,11,15,10,12,16,2,34,14,4,31,7,42,36,18,6,0
3505,0,3505,1,0,5,7,8,3,9,9,25,2,27,20,22,27,7,24,28,21,26,1
3506,1,1753,1,3,3,4,11,2,5,5,13,17,14,31,33,14,4,42,45,11,49,1
3507,0,3507,0,2,0,9,10,5,11,11,27,4,29,22,24,29,9,26,30,23,28,3
3508,2,877,1,2,2,8,6,10,3,3,7,9,26,16,17,31,29,51,23,6,25,1
3509,0,3509,2,4,2,0,12,7,13,13,0,6,31,24,26,31,11,28,32,25,30,5
