n,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71,m73
900,2,225,0,0,1,5,4,4,16,18,22,8,3,20,10,37,13,48,42,24,12,6
901,0,901,1,1,5,10,4,0,8,4,2,2,13,40,41,8,0,16,47,30,49,25
902,1,451,1,1,3,0,9,9,14,14,16,17,7,0,21,28,27,38,24,49,25,13
903,0,903,0,3,0,1,6,2,10,6,4,4,15,1,0,10,2,18,49,32,51,27
904,3,113,2,3,1,3,9,11,18,21,26,20,2,31,27,19,7,54,52,46,42,40
905,0,905,2,0,2,3,8,4,12,8,6,6,17,3,2,12,4,20,51,34,53,29
906,1,453,0,3,5,2,11,11,16,16,18,19,9,2,23,30,29,40,26,51,27,15
907,0,907,1,2,4,5,10,6,14,10,8,8,19,5,4,14,6,22,53,36,55,31
908,2,227,2,2,3,7,6,6,18,20,24,10,5,22,12,39,15,50,44,26,14,8
909,0,909,0,4,6,7,12,8,16,12,10,10,21,7,6,16,8,24,55,38,57,33
910,1,455,2,0,0,4,0,13,18,18,20,21,11,4,25,32,31,42,28,53,29,17
911,0,911,2,1,1,9,1,10,18,14,12,12,23,9,8,18,10,26,57,40,59,35
912,4,57,0,2,1,2,5,6,0,11,28,26,20,16,14,10,4,57,57,57,57,57
913,0,913,1,3,3,0,3,12,1,16,14,14,25,11,10,20,12,28,59,42,61,37
914,1,457,1,2,2,6,2,15,1,20,22,23,13,6,27,34,33,44,30,55,31,19
915,0,915,0,0,5,2,5,14,3,18,16,16,27,13,12,22,14,30,0,44,63,39
916,2,229,1,4,5,9,8,8,1,22,26,12,7,24,14,41,17,52,46,28,16,10
917,0,917,2,2,0,4,7,16,5,20,18,18,29,15,14,24,16,32,2,46,65,41
918,1,459,0,4,4,8,4,0,3,22,24,25,15,8,29,36,35,46,32,57,33,21
919,0,919,1,4,2,6,9,1,7,22,20,20,31,17,16,26,18,34,4,48,67,43
920,3,115,1,0,3,5,11,13,1,0,28,22,4,33,29,21,9,56,54,48,44,42
921,0,921,0,1,4,8,11,3,9,1,22,22,33,19,18,28,20,36,6,50,69,45
922,1,461,2,1,6,10,6,2,5,1,26,27,17,10,31,38,37,48,34,59,35,23
923,0,923,2,3,6,10,0,5,11,3,24,24,35,21,20,30,22,38,8,52,0,47
924,2,231,0,1,0,0,10,10,3,1,28,14,9,26,16,43,19,54,48,30,18,12
925,0,925,1,0,1,1,2,7,13,5,26,26,0,23,22,32,24,40,10,54,2,49
926,1,463,1,3,1,1,8,4,7,3,28,29,19,12,33,40,39,50,36,61,37,25
927,0,927,0,2,3,3,4,9,15,7,28,28,2,25,24,34,26,42,12,56,4,51
928,5,29,2,4,1,7,3,12,10,6,0,29,29,29,29,29,29,29,29,29,29,29
929,0,929,2,4,5,5,6,11,17,9,1,30,4,27,26,36,28,44,14,58,6,53
930,1,465,0,0,3,3,10,6,9,5,1,0,21,14,35,42,41,52,38,63,39,27
931,0,931,1,1,0,7,8,13,0,11,3,1,6,29,28,38,30,46,16,60,8,55
932,2,233,2,3,2,2,12,12,5,3,1,16,11,28,18,45,21,56,50,32,20,14
933,0,933,0,3,2,9,10,15,2,13,5,3,8,31,30,40,32,48,18,62,10,57
934,1,467,2,2,5,5,12,8,11,7,3,2,23,16,37,44,43,54,40,65,41,29
935,0,935,2,0,4,0,12,0,4,15,7,5,10,33,32,42,34,50,20,64,12,59
936,3,117,0,2,5,7,0,15,3,2,1,24,6,35,31,23,11,58,56,50,46,44
937,0,937,1,2,6,2,1,2,6,17,9,7,12,35,34,44,36,52,22,66,14,61
938,1,469,1,4,0,7,1,10,13,9,5,4,25,18,39,46,45,56,42,0,43,31
939,0,939,0,4,1,4,3,4,8,19,11,9,14,37,36,46,38,54,24,1,16,63
940,2,235,1,0,4,4,1,14,7,5,3,18,13,30,20,0,23,58,52,34,22,16
941,0,941,2,1,3,6,5,6,10,21,13,11,16,39,38,1,40,56,26,3,18,65
942,1,471,0,1,2,9,3,12,15,11,7,6,27,20,41,1,47,58,44,2,45,33
943,0,943,1,3,5,8,7,8,12,0,15,13,18,0,40,3,42,58,28,5,20,67
944,4,59,2,4,3,4,7,8,2,13,1,28,22,18,16,12,6,0,59,59,59,59
945,0,945,0,0,0,10,9,10,14,2,17,15,20,2,42,5,44,1,30,7,22,69
946,1,473,2,3,4,0,5,14,17,13,9,8,29,22,0,3,49,1,46,4,47,35
947,0,947,2,2,2,1,11,12,16,4,19,17,22,4,1,7,46,3,32,9,24,71
948,2,237,0,2,6,6,3,16,9,7,5,20,15,32,22,2,25,1,54,36,24,18
949,0,949,1,4,4,3,0,14,18,6,21,19,24,6,3,9,48,5,34,11,26,0
950,1,475,1,0,6,2,7,16,0,15,11,10,31,24,2,5,51,3,48,6,49,37
951,0,951,0,1,6,5,2,16,1,8,23,21,26,8,5,11,50,7,36,13,28,2
952,3,119,2,4,0,9,2,0,5,4,3,26,8,37,33,25,13,1,58,52,48,46
953,0,953,2,3,1,7,4,1,3,10,25,23,28,10,7,13,52,9,38,15,30,4
954,1,477,0,2,1,4,9,1,2,17,13,12,33,26,4,7,0,5,50,8,51,39
955,0,955,1,0,3,9,6,3,5,12,27,25,30,12,9,15,1,11,40,17,32,6
956,2,239,2,4,1,8,5,1,11,9,7,22,17,34,24,4,27,3,56,38,26,20
957,0,957,0,2,5,0,8,5,7,14,0,27,32,14,11,17,3,13,42,19,34,8
958,1,479,2,4,3,6,11,3,4,19,15,14,35,28,6,9,2,7,52,10,53,41
959,0,959,2,4,0,2,10,7,9,16,2,29,34,16,13,19,5,15,44,21,36,10
960,6,15,0,0,1,4,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
961,0,961,1,1,2,4,12,9,11,18,4,0,36,18,15,21,7,17,46,23,38,12
962,1,481,1,1,5,8,0,5,6,21,17,16,0,30,8,11,4,9,54,12,55,43
963,0,963,0,3,4,6,1,11,13,20,6,2,1,20,17,23,9,19,48,25,40,14
964,2,241,1,1,3,10,7,3,13,11,9,24,19,36,26,6,29,5,58,40,28,22
965,0,965,2,0,6,8,3,13,15,22,8,4,3,22,19,25,11,21,50,27,42,16
966,1,483,0,3,0,10,2,7,8,0,19,18,2,32,10,13,6,11,56,14,57,45
967,0,967,1,2,1,10,5,15,17,1,10,6,5,24,21,27,13,23,52,29,44,18
968,3,121,1,1,2,0,4,2,7,6,5,28,10,39,35,27,15,3,60,54,50,48
969,0,969,0,4,3,1,7,0,0,3,12,8,7,26,23,29,15,25,54,31,46,20
970,1,485,2,0,2,1,4,9,10,2,21,20,4,34,12,15,8,13,58,16,59,47
971,0,971,2,1,5,3,9,2,2,5,14,10,9,28,25,31,17,27,56,33,48,22
972,2,243,0,3,5,1,9,5,15,13,11,26,21,38,28,8,31,7,60,42,30,24
973,0,973,1,3,0,5,11,4,4,7,16,12,11,30,27,33,19,29,58,35,50,24
974,1,487,1,2,4,3,6,11,12,4,23,22,6,36,14,17,10,15,60,18,61,49
975,0,975,0,0,2,7,0,6,6,9,18,14,13,32,29,35,21,31,60,37,52,26
976,4,61,1,1,5,6,9,10,4,15,3,30,24,20,18,14,8,2,0,61,61,61
977,0,977,2,2,4,9,2,8,8,11,20,16,15,34,31,37,23,33,1,39,54,28
978,1,489,0,4,6,5,8,13,14,6,25,24,8,38,16,19,12,17,1,20,63,51
979,0,979,1,4,6,0,4,10,10,13,22,18,17,36,33,39,25,35,3,41,56,30
980,2,245,2,0,0,3,11,7,17,15,13,28,23,40,30,10,33,9,1,44,32,26
981,0,981,0,1,1,2,6,12,12,15,24,20,19,38,35,41,27,37,5,43,58,32
982,1,491,2,1,1,7,10,15,16,8,27,26,10,40,18,21,14,19,3,22,65,53
983,0,983,2,3,3,4,8,14,14,17,26,22,21,40,37,43,29,39,7,45,60,34
984,3,123,0,3,4,2,6,4,9,8,7,30,12,0,37,29,17,5,1,56,52,50
985,0,985,1,0,5,6,10,16,16,19,28,24,23,1,39,45,31,41,9,47,62,36
986,1,493,1,3,3,9,12,0,18,10,0,28,12,1,20,23,16,21,5,24,67,55
987,0,987,0,2,0,8,12,1,18,21,1,26,25,3,41,0,33,43,11,49,64,38
988,2,247,1,2,2,5,0,9,0,17,15,30,25,1,32,12,35,11,3,46,34,28
989,0,989,2,4,2,10,1,3,1,0,3,28,27,5,0,2,35,45,13,51,66,40
990,1,495,0,0,5,0,1,2,1,12,2,30,14,3,22,25,18,23,7,26,69,57
991,0,991,1,1,4,1,3,5,3,2,5,30,29,7,2,4,37,47,15,53,68,42
992,5,31,1,1,3,9,5,14,12,8,2,0,31,31,31,31,31,31,31,31,31,31
993,0,993,0,3,6,3,5,7,5,4,7,1,31,9,4,6,39,49,17,55,70,44
994,1,497,2,2,0,2,3,4,3,14,4,1,16,5,24,27,20,25,9,28,0,59
995,0,995,2,0,1,5,7,9,7,6,9,3,33,11,6,8,41,51,19,57,1,46
996,2,249,0,4,4,7,2,11,2,19,17,1,27,3,34,14,37,13,5,48,36,30
997,0,997,1,2,3,7,9,11,9,8,11,5,35,13,8,10,43,53,21,59,3,48
998,1,499,1,4,2,4,5,6,5,16,6,3,18,7,26,29,22,27,11,30,2,61
999,0,999,0,4,5,9,11,13,11,10,13,7,0,15,10,12,45,55,23,61,5,50
1000,3,125,2,0,6,4,8,6,11,10,9,1,14,2,39,31,19,7,3,58,54,52
