# Twin prime centers up to 100000

# `n`       a positive even integer sitting between two prime numbers
# `base3`   the ternary representation of n
# `symbol3` symbolic representation of the ternary encoding of n (1 = "░", 2 = "▒", 3 = "█")
# `base2`   the binary representation of n
# `symbol2` symbolic representation of the binary encoding of n (1 = "░", 2 = "█")
# `factors` the prime factors of n

     n,        base3,      symbol3,              base2,            symbol2, factors
 55440,   2211001100,   ██▒▒░░▒▒░░,   1101100010010000,   ██░██░░░█░░█░░░░, {2 3 5 7 11}
 55620,   2211022000,   ██▒▒░██░░░,   1101100101000100,   ██░██░░█░█░░░█░░, {2 3 5 103}
 55632,   2211022110,   ██▒▒░██▒▒░,   1101100101010000,   ██░██░░█░█░█░░░░, {2 3 19 61}
 55662,   2211100120,   ██▒▒▒░░▒█░,   1101100101101110,   ██░██░░█░██░███░, {2 3 9277}
 55818,   2211120100,   ██▒▒▒█░▒░░,   1101101000001010,   ██░██░█░░░░░█░█░, {2 3 7 443}
 55902,   2211200110,   ██▒▒█░░▒▒░,   1101101001011110,   ██░██░█░░█░████░, {2 3 7 11}
 55932,   2211201120,   ██▒▒█░▒▒█░,   1101101001111100,   ██░██░█░░█████░░, {2 3 59 79}
 56040,   2211212120,   ██▒▒█▒█▒█░,   1101101011101000,   ██░██░█░███░█░░░, {2 3 5 467}
 56100,   2211221210,   ██▒▒██▒█▒░,   1101101100100100,   ██░██░██░░█░░█░░, {2 3 5 11 17}
 56208,   2212002210,   ██▒█░░██▒░,   1101101110010000,   ██░██░███░░█░░░░, {2 3 1171}
 56238,   2212010220,   ██▒█░▒░██░,   1101101110101110,   ██░██░███░█░███░, {2 3 7 13 103}
 56268,   2212012000,   ██▒█░▒█░░░,   1101101111001100,   ██░██░████░░██░░, {2 3 521}
 56478,   2212110210,   ██▒█▒▒░█▒░,   1101110010011110,   ██░███░░█░░████░, {2 3 9413}
 56502,   2212111200,   ██▒█▒▒▒█░░,   1101110010110110,   ██░███░░█░██░██░, {2 3 43 73}
 56532,   2212112210,   ██▒█▒▒██▒░,   1101110011010100,   ██░███░░██░█░█░░, {2 3 7 673}
 56598,   2212122020,   ██▒█▒██░█░,   1101110100010110,   ██░███░█░░░█░██░, {2 3 9433}
 56712,   2212210110,   ██▒██▒░▒▒░,   1101110110001000,   ██░███░██░░░█░░░, {2 3 17 139}
 56808,   2212221000,   ██▒███▒░░░,   1101110111101000,   ██░███░████░█░░░, {2 3 263}
 56892,   2220001010,   ███░░░▒░▒░,   1101111000111100,   ██░████░░░████░░, {2 3 11 431}
 56910,   2220001210,   ███░░░▒█▒░,   1101111001001110,   ██░████░░█░░███░, {2 3 5 7 271}
 56922,   2220002020,   ███░░░█░█░,   1101111001011010,   ██░████░░█░██░█░, {2 3 53 179}
 57192,   2220110020,   ███░▒▒░░█░,   1101111101101000,   ██░█████░██░█░░░, {2 3 2383}
 57222,   2220111100,   ███░▒▒▒▒░░,   1101111110000110,   ██░██████░░░░██░, {2 3 11 17}
 57270,   2220120010,   ███░▒█░░▒░,   1101111110110110,   ██░██████░██░██░, {2 3 5 23 83}
 57330,   2220122100,   ███░▒██▒░░,   1101111111110010,   ██░█████████░░█░, {2 3 5 7 13}
 57348,   2220200000,   ███░█░░░░░,   1110000000000100,   ███░░░░░░░░░░█░░, {2 3 59}
 57528,   2220220200,   ███░██░█░░,   1110000010111000,   ███░░░░░█░███░░░, {2 3 17 47}
 57558,   2220221210,   ███░██▒█▒░,   1110000011010110,   ███░░░░░██░█░██░, {2 3 53 181}
 57792,   2221021110,   ███▒░█▒▒▒░,   1110000111000000,   ███░░░░███░░░░░░, {2 3 7 43}
 57900,   2221102110,   ███▒▒░█▒▒░,   1110001000101100,   ███░░░█░░░█░██░░, {2 3 5 193}
 58110,   2221201020,   ███▒█░▒░█░,   1110001011111110,   ███░░░█░███████░, {2 3 5 13 149}
 58152,   2221202210,   ███▒█░██▒░,   1110001100101000,   ███░░░██░░█░█░░░, {2 3 2423}
 58170,   2221210110,   ███▒█▒░▒▒░,   1110001100111010,   ███░░░██░░███░█░, {2 3 5 7 277}
 58230,   2221212200,   ███▒█▒██░░,   1110001101110110,   ███░░░██░███░██░, {2 3 5 647}
 58368,   2222001210,   ████░░▒█▒░,   1110010000000000,   ███░░█░░░░░░░░░░, {2 3 19}
 58392,   2222002200,   ████░░██░░,   1110010000011000,   ███░░█░░░░░██░░░, {2 3 811}
 58440,   2222011110,   ████░▒▒▒▒░,   1110010001001000,   ███░░█░░░█░░█░░░, {2 3 5 487}
 58452,   2222011220,   ████░▒▒██░,   1110010001010100,   ███░░█░░░█░█░█░░, {2 3 4871}
 58602,   2222101110,   ████▒░▒▒▒░,   1110010011101010,   ███░░█░░███░█░█░, {2 3 9767}
 58788,   2222122100,   ████▒██▒░░,   1110010110100100,   ███░░█░██░█░░█░░, {2 3 23 71}
 58908,   2222210210,   █████▒░█▒░,   1110011000011100,   ███░░██░░░░███░░, {2 3 4909}
 59010,   2222221120,   ██████▒▒█░,   1110011010000010,   ███░░██░█░░░░░█░, {2 3 5 7 281}
 59022,   2222222000,   ███████░░░,   1110011010001110,   ███░░██░█░░░███░, {2 3 1093}
 59052,  10000000010,  ▒░░░░░░░░▒░,   1110011010101100,   ███░░██░█░█░██░░, {2 3 7 19 37}
 59208,  10000012220,  ▒░░░░░▒███░,   1110011101001000,   ███░░███░█░░█░░░, {2 3 2467}
 59220,  10000020100,  ▒░░░░░█░▒░░,   1110011101010100,   ███░░███░█░█░█░░, {2 3 5 7 47}
 59358,  10000102110,  ▒░░░░▒░█▒▒░,   1110011111011110,   ███░░█████░████░, {2 3 13 761}
 59418,  10000111200,  ▒░░░░▒▒▒█░░,   1110100000011010,   ███░█░░░░░░██░█░, {2 3 3301}
 59442,  10000112120,  ▒░░░░▒▒█▒█░,   1110100000110010,   ███░█░░░░░██░░█░, {2 3 9907}
 59472,  10000120200,  ▒░░░░▒█░█░░,   1110100001010000,   ███░█░░░░█░█░░░░, {2 3 7 59}
 59628,  10000210110,  ▒░░░░█▒░▒▒░,   1110100011101100,   ███░█░░░███░██░░, {2 3 4969}
 59670,  10000212000,  ▒░░░░█▒█░░░,   1110100100010110,   ███░█░░█░░░█░██░, {2 3 5 13 17}
 60090,  10001102120,  ▒░░░▒▒░█▒█░,   1110101010111010,   ███░█░█░█░███░█░, {2 3 5 2003}
 60102,  10001110000,  ▒░░░▒▒▒░░░░,   1110101011000110,   ███░█░█░██░░░██░, {2 3 7 53}
 60168,  10001112110,  ▒░░░▒▒▒█▒▒░,   1110101100001000,   ███░█░██░░░░█░░░, {2 3 23 109}
 60258,  10001122210,  ▒░░░▒▒███▒░,   1110101101100010,   ███░█░██░██░░░█░, {2 3 11 83}
 60648,  10002012020,  ▒░░░█░▒█░█░,   1110110011101000,   ███░██░░███░█░░░, {2 3 7 19}
 60660,  10002012200,  ▒░░░█░▒██░░,   1110110011110100,   ███░██░░████░█░░, {2 3 5 337}
 60762,  10002100110,  ▒░░░█▒░░▒▒░,   1110110101011010,   ███░██░█░█░██░█░, {2 3 13 19 41}
 60888,  10002112010,  ▒░░░█▒▒█░▒░,   1110110111011000,   ███░██░███░██░░░, {2 3 43 59}
 60900,  10002112120,  ▒░░░█▒▒█▒█░,   1110110111100100,   ███░██░████░░█░░, {2 3 5 7 29}
 60918,  10002120020,  ▒░░░█▒█░░█░,   1110110111110110,   ███░██░█████░██░, {2 3 11 13 71}
 61152,  10002212220,  ▒░░░██▒███░,   1110111011100000,   ███░███░███░░░░░, {2 3 7 13}
 61332,  10010010120,  ▒░░▒░░▒░▒█░,   1110111110010100,   ███░█████░░█░█░░, {2 3 19 269}
 61380,  10010012100,  ▒░░▒░░▒█▒░░,   1110111111000100,   ███░██████░░░█░░, {2 3 5 11 31}
 61470,  10010022200,  ▒░░▒░░███░░,   1111000000011110,   ████░░░░░░░████░, {2 3 5 683}
 61560,  10010110000,  ▒░░▒░▒▒░░░░,   1111000001111000,   ████░░░░░████░░░, {2 3 5 19}
 61980,  10011000120,  ▒░░▒▒░░░▒█░,   1111001000011100,   ████░░█░░░░███░░, {2 3 5 1033}
 62130,  10011020010,  ▒░░▒▒░█░░▒░,   1111001010110010,   ████░░█░█░██░░█░, {2 3 5 19 109}
 62142,  10011020120,  ▒░░▒▒░█░▒█░,   1111001010111110,   ████░░█░█░█████░, {2 3 10357}
 62190,  10011022100,  ▒░░▒▒░██▒░░,   1111001011101110,   ████░░█░███░███░, {2 3 5 691}
 62298,  10011110100,  ▒░░▒▒▒▒░▒░░,   1111001101011010,   ████░░██░█░██░█░, {2 3 3461}
 62928,  10012022200,  ▒░░▒█░███░░,   1111010111010000,   ████░█░███░█░░░░, {2 3 19 23}
 62970,  10012101020,  ▒░░▒█▒░▒░█░,   1111010111111010,   ████░█░██████░█░, {2 3 5 2099}
 62982,  10012101200,  ▒░░▒█▒░▒█░░,   1111011000000110,   ████░██░░░░░░██░, {2 3 3499}
 62988,  10012101220,  ▒░░▒█▒░▒██░,   1111011000001100,   ████░██░░░░░██░░, {2 3 29 181}
 63030,  10012110110,  ▒░░▒█▒▒░▒▒░,   1111011000110110,   ████░██░░░██░██░, {2 3 5 11 191}
 63198,  10012200200,  ▒░░▒██░░█░░,   1111011011011110,   ████░██░██░████░, {2 3 3511}
 63312,  10012211220,  ▒░░▒██▒▒██░,   1111011101010000,   ████░███░█░█░░░░, {2 3 1319}
 63390,  10012221210,  ▒░░▒███▒█▒░,   1111011110011110,   ████░████░░████░, {2 3 5 2113}
 63420,  10012222220,  ▒░░▒██████░,   1111011110111100,   ████░████░████░░, {2 3 5 7 151}
 63588,  10020020010,  ▒░░█░░█░░▒░,   1111100001100100,   █████░░░░██░░█░░, {2 3 7 757}
 63600,  10020020120,  ▒░░█░░█░▒█░,   1111100001110000,   █████░░░░███░░░░, {2 3 5 53}
 63648,  10020022100,  ▒░░█░░██▒░░,   1111100010100000,   █████░░░█░█░░░░░, {2 3 13 17}
 63690,  10020100220,  ▒░░█░▒░░██░,   1111100011001010,   █████░░░██░░█░█░, {2 3 5 11 193}
 63840,  10020120110,  ▒░░█░▒█░▒▒░,   1111100101100000,   █████░░█░██░░░░░, {2 3 5 7 19}
 64152,  10021000000,  ▒░░█▒░░░░░░,   1111101010011000,   █████░█░█░░██░░░, {2 3 11}
 64188,  10021001100,  ▒░░█▒░░▒▒░░,   1111101010111100,   █████░█░█░████░░, {2 3 1783}
 64302,  10021012120,  ▒░░█▒░▒█▒█░,   1111101100101110,   █████░██░░█░███░, {2 3 7 1531}
 64452,  10021102010,  ▒░░█▒▒░█░▒░,   1111101111000100,   █████░████░░░█░░, {2 3 41 131}
 64578,  10021120210,  ▒░░█▒▒█░█▒░,   1111110001000010,   ██████░░░█░░░░█░, {2 3 47 229}
 64662,  10021200220,  ▒░░█▒█░░██░,   1111110010010110,   ██████░░█░░█░██░, {2 3 13 829}
 64782,  10021212100,  ▒░░█▒█▒█▒░░,   1111110100001110,   ██████░█░░░░███░, {2 3 59 61}
 64878,  10021222220,  ▒░░█▒█████░,   1111110101101110,   ██████░█░██░███░, {2 3 11 983}
 64920,  10022001110,  ▒░░██░░▒▒▒░,   1111110110011000,   ██████░██░░██░░░, {2 3 5 541}
 65028,  10022012110,  ▒░░██░▒█▒▒░,   1111111000000100,   ███████░░░░░░█░░, {2 3 5419}
 65100,  10022022010,  ▒░░██░██░▒░,   1111111001001100,   ███████░░█░░██░░, {2 3 5 7 31}
 65172,  10022101210,  ▒░░██▒░▒█▒░,   1111111010010100,   ███████░█░░█░█░░, {2 3 5431}
 65268,  10022112100,  ▒░░██▒▒█▒░░,   1111111011110100,   ███████░████░█░░, {2 3 7 37}
 65448,  10022210000,  ▒░░███▒░░░░,   1111111110101000,   █████████░█░█░░░, {2 3 101}
 65520,  10022212200,  ▒░░███▒██░░,   1111111111110000,   ████████████░░░░, {2 3 5 7 13}
 65538,  10022220100,  ▒░░████░▒░░,  10000000000000010,  █░░░░░░░░░░░░░░█░, {2 3 11 331}
 65580,  10022221220,  ▒░░████▒██░,  10000000000101100,  █░░░░░░░░░░█░██░░, {2 3 5 1093}
 65700,  10100010100,  ▒░▒░░░▒░▒░░,  10000000010100100,  █░░░░░░░░█░█░░█░░, {2 3 5 73}
 65718,  10100011000,  ▒░▒░░░▒▒░░░,  10000000010110110,  █░░░░░░░░█░██░██░, {2 3 1217}
 65730,  10100011110,  ▒░▒░░░▒▒▒▒░,  10000000011000010,  █░░░░░░░░██░░░░█░, {2 3 5 7 313}
 65838,  10100022110,  ▒░▒░░░██▒▒░,  10000000100101110,  █░░░░░░░█░░█░███░, {2 3 10973}
 65928,  10100102210,  ▒░▒░░▒░██▒░,  10000000110001000,  █░░░░░░░██░░░█░░░, {2 3 41 67}
 65982,  10100111210,  ▒░▒░░▒▒▒█▒░,  10000000110111110,  █░░░░░░░██░█████░, {2 3 7 1571}
 66108,  10100200110,  ▒░▒░░█░░▒▒░,  10000001000111100,  █░░░░░░█░░░████░░, {2 3 7 787}
 66360,  10101000210,  ▒░▒░▒░░░█▒░,  10000001100111000,  █░░░░░░██░░███░░░, {2 3 5 7 79}
 66570,  10101022120,  ▒░▒░▒░██▒█░,  10000010000001010,  █░░░░░█░░░░░░█░█░, {2 3 5 7 317}
 66750,  10101120020,  ▒░▒░▒▒█░░█░,  10000010010111110,  █░░░░░█░░█░█████░, {2 3 5 89}
 66852,  10101201000,  ▒░▒░▒█░▒░░░,  10000010100100100,  █░░░░░█░█░░█░░█░░, {2 3 619}
 66948,  10101211120,  ▒░▒░▒█▒▒▒█░,  10000010110000100,  █░░░░░█░██░░░░█░░, {2 3 7 797}
 67140,  10102002200,  ▒░▒░█░░██░░,  10000011001000100,  █░░░░░██░░█░░░█░░, {2 3 5 373}
 67188,  10102011110,  ▒░▒░█░▒▒▒▒░,  10000011001110100,  █░░░░░██░░███░█░░, {2 3 11 509}
 67212,  10102012100,  ▒░▒░█░▒█▒░░,  10000011010001100,  █░░░░░██░█░░░██░░, {2 3 1867}
 67218,  10102012120,  ▒░▒░█░▒█▒█░,  10000011010010010,  █░░░░░██░█░░█░░█░, {2 3 17 659}
 67272,  10102021120,  ▒░▒░█░█▒▒█░,  10000011011001000,  █░░░░░██░██░░█░░░, {2 3 2803}
 67410,  10102110200,  ▒░▒░█▒▒░█░░,  10000011101010010,  █░░░░░███░█░█░░█░, {2 3 5 7 107}
 67428,  10102111100,  ▒░▒░█▒▒▒▒░░,  10000011101100100,  █░░░░░███░██░░█░░, {2 3 1873}
 67578,  10102200220,  ▒░▒░██░░██░,  10000011111111010,  █░░░░░████████░█░, {2 3 7 1609}
 67758,  10102221120,  ▒░▒░███▒▒█░,  10000100010101110,  █░░░░█░░░█░█░███░, {2 3 23 491}
 67932,  10110012000,  ▒░▒▒░░▒█░░░,  10000100101011100,  █░░░░█░░█░█░███░░, {2 3 17 37}
 68112,  10110102200,  ▒░▒▒░▒░██░░,  10000101000010000,  █░░░░█░█░░░░█░░░░, {2 3 11 43}
 68208,  10110120020,  ▒░▒▒░▒█░░█░,  10000101001110000,  █░░░░█░█░░███░░░░, {2 3 7 29}
 68280,  10110122220,  ▒░▒▒░▒████░,  10000101010111000,  █░░░░█░█░█░███░░░, {2 3 5 569}
 68448,  10110220010,  ▒░▒▒░██░░▒░,  10000101101100000,  █░░░░█░██░██░░░░░, {2 3 23 31}
 68490,  10110221200,  ▒░▒▒░██▒█░░,  10000101110001010,  █░░░░█░███░░░█░█░, {2 3 5 761}
 68712,  10111020220,  ▒░▒▒▒░█░██░,  10000110001101000,  █░░░░██░░░██░█░░░, {2 3 7 409}
 68820,  10111101220,  ▒░▒▒▒▒░▒██░,  10000110011010100,  █░░░░██░░██░█░█░░, {2 3 5 31 37}
 68880,  10111111010,  ▒░▒▒▒▒▒▒░▒░,  10000110100010000,  █░░░░██░█░░░█░░░░, {2 3 5 7 41}
 68898,  10111111210,  ▒░▒▒▒▒▒▒█▒░,  10000110100100010,  █░░░░██░█░░█░░░█░, {2 3 11483}
 69030,  10111200200,  ▒░▒▒▒█░░█░░,  10000110110100110,  █░░░░██░██░█░░██░, {2 3 5 13 59}
 69150,  10111212010,  ▒░▒▒▒█▒█░▒░,  10000111000011110,  █░░░░███░░░░████░, {2 3 5 461}
 69192,  10111220200,  ▒░▒▒▒██░█░░,  10000111001001000,  █░░░░███░░█░░█░░░, {2 3 31}
 69258,  10112000010,  ▒░▒▒█░░░░▒░,  10000111010001010,  █░░░░███░█░░░█░█░, {2 3 7 17 97}
 69402,  10112012110,  ▒░▒▒█░▒█▒▒░,  10000111100011010,  █░░░░████░░░██░█░, {2 3 43 269}
 69492,  10112022210,  ▒░▒▒█░███▒░,  10000111101110100,  █░░░░████░███░█░░, {2 3 5791}
 69498,  10112100000,  ▒░▒▒█▒░░░░░,  10000111101111010,  █░░░░████░████░█░, {2 3 11 13}
 69738,  10112122220,  ▒░▒▒█▒████░,  10001000001101010,  █░░░█░░░░░██░█░█░, {2 3 59 197}
 69762,  10112200210,  ▒░▒▒██░░█▒░,  10001000010000010,  █░░░█░░░░█░░░░░█░, {2 3 7 11 151}
 69828,  10112210020,  ▒░▒▒██▒░░█░,  10001000011000100,  █░░░█░░░░██░░░█░░, {2 3 11 23}
 69858,  10112211100,  ▒░▒▒██▒▒▒░░,  10001000011100010,  █░░░█░░░░███░░░█░, {2 3 3881}
 69930,  10112221000,  ▒░▒▒███▒░░░,  10001000100101010,  █░░░█░░░█░░█░█░█░, {2 3 5 7 37}
 70002,  10120000200,  ▒░▒█░░░░█░░,  10001000101110010,  █░░░█░░░█░███░░█░, {2 3 3889}
 70122,  10120012010,  ▒░▒█░░▒█░▒░,  10001000111101010,  █░░░█░░░████░█░█░, {2 3 13 29 31}
 70140,  10120012210,  ▒░▒█░░▒██▒░,  10001000111111100,  █░░░█░░░███████░░, {2 3 5 7 167}
 70182,  10120021100,  ▒░▒█░░█▒▒░░,  10001001000100110,  █░░░█░░█░░░█░░██░, {2 3 7 557}
 70200,  10120022000,  ▒░▒█░░██░░░,  10001001000111000,  █░░░█░░█░░░███░░░, {2 3 5 13}
 70380,  10120112200,  ▒░▒█░▒▒██░░,  10001001011101100,  █░░░█░░█░███░██░░, {2 3 5 17 23}
 70458,  10120122120,  ▒░▒█░▒██▒█░,  10001001100111010,  █░░░█░░██░░███░█░, {2 3 11743}
 70488,  10120200200,  ▒░▒█░█░░█░░,  10001001101011000,  █░░░█░░██░█░██░░░, {2 3 11 89}
 70572,  10120210210,  ▒░▒█░█▒░█▒░,  10001001110101100,  █░░░█░░███░█░██░░, {2 3 5881}
 70620,  10120212120,  ▒░▒█░█▒█▒█░,  10001001111011100,  █░░░█░░████░███░░, {2 3 5 11 107}
 70842,  10121011210,  ▒░▒█▒░▒▒█▒░,  10001010010111010,  █░░░█░█░░█░███░█░, {2 3 11807}
 70878,  10121020010,  ▒░▒█▒░█░░▒░,  10001010011011110,  █░░░█░█░░██░████░, {2 3 11813}
 70920,  10121021200,  ▒░▒█▒░█▒█░░,  10001010100001000,  █░░░█░█░█░░░░█░░░, {2 3 5 197}
 70950,  10121022210,  ▒░▒█▒░███▒░,  10001010100100110,  █░░░█░█░█░░█░░██░, {2 3 5 11 43}
 70980,  10121100220,  ▒░▒█▒▒░░██░,  10001010101000100,  █░░░█░█░█░█░░░█░░, {2 3 5 7 13}
 70998,  10121101120,  ▒░▒█▒▒░▒▒█░,  10001010101010110,  █░░░█░█░█░█░█░██░, {2 3 11833}
 71262,  10121202100,  ▒░▒█▒█░█▒░░,  10001011001011110,  █░░░█░██░░█░████░, {2 3 37 107}
 71328,  10121211210,  ▒░▒█▒█▒▒█▒░,  10001011010100000,  █░░░█░██░█░█░░░░░, {2 3 743}
 71340,  10121212020,  ▒░▒█▒█▒█░█░,  10001011010101100,  █░░░█░██░█░█░██░░, {2 3 5 29 41}
 71388,  10121221000,  ▒░▒█▒██▒░░░,  10001011011011100,  █░░░█░██░██░███░░, {2 3 661}
 71412,  10121221220,  ▒░▒█▒██▒██░,  10001011011110100,  █░░░█░██░████░█░░, {2 3 11 541}
 71472,  10122001010,  ▒░▒██░░▒░▒░,  10001011100110000,  █░░░█░███░░██░░░░, {2 3 1489}
 71550,  10122011000,  ▒░▒██░▒▒░░░,  10001011101111110,  █░░░█░███░██████░, {2 3 5 53}
 71712,  10122101000,  ▒░▒██▒░▒░░░,  10001100000100000,  █░░░██░░░░░█░░░░░, {2 3 83}
 71808,  10122111120,  ▒░▒██▒▒▒▒█░,  10001100010000000,  █░░░██░░░█░░░░░░░, {2 3 11 17}
 71880,  10122121020,  ▒░▒██▒█▒░█░,  10001100011001000,  █░░░██░░░██░░█░░░, {2 3 5 599}
 72090,  10122220000,  ▒░▒████░░░░,  10001100110011010,  █░░░██░░██░░██░█░, {2 3 5 89}
 72102,  10122220110,  ▒░▒████░▒▒░,  10001100110100110,  █░░░██░░██░█░░██░, {2 3 61 197}
 72168,  10122222220,  ▒░▒███████░,  10001100111101000,  █░░░██░░████░█░░░, {2 3 31 97}
 72222,  10200001220,  ▒░█░░░░▒██░,  10001101000011110,  █░░░██░█░░░░████░, {2 3 12037}
 72228,  10200002010,  ▒░█░░░░█░▒░,  10001101000100100,  █░░░██░█░░░█░░█░░, {2 3 13 463}
 72252,  10200010000,  ▒░█░░░▒░░░░,  10001101000111100,  █░░░██░█░░░████░░, {2 3 223}
 72270,  10200010200,  ▒░█░░░▒░█░░,  10001101001001110,  █░░░██░█░░█░░███░, {2 3 5 11 73}
 72468,  10200102000,  ▒░█░░▒░█░░░,  10001101100010100,  █░░░██░██░░░█░█░░, {2 3 11 61}
 72648,  10200122200,  ▒░█░░▒███░░,  10001101111001000,  █░░░██░████░░█░░░, {2 3 1009}
 72672,  10200200120,  ▒░█░░█░░▒█░,  10001101111100000,  █░░░██░█████░░░░░, {2 3 757}
 72870,  10200221220,  ▒░█░░██▒██░,  10001110010100110,  █░░░███░░█░█░░██░, {2 3 5 7 347}
 73038,  10201012010,  ▒░█░▒░▒█░▒░,  10001110101001110,  █░░░███░█░█░░███░, {2 3 7 37 47}
 73062,  10201020000,  ▒░█░▒░█░░░░,  10001110101100110,  █░░░███░█░██░░██░, {2 3 11 41}
 73362,  10201122010,  ▒░█░▒▒██░▒░,  10001111010010010,  █░░░████░█░░█░░█░, {2 3 12227}
 73608,  10201222020,  ▒░█░▒███░█░,  10001111110001000,  █░░░██████░░░█░░░, {2 3 3067}
 73680,  10202001220,  ▒░█░█░░▒██░,  10001111111010000,  █░░░███████░█░░░░, {2 3 5 307}
 73848,  10202022010,  ▒░█░█░██░▒░,  10010000001111000,  █░░█░░░░░░████░░░, {2 3 17 181}
 74100,  10202122110,  ▒░█░█▒██▒▒░,  10010000101110100,  █░░█░░░░█░███░█░░, {2 3 5 13 19}
 74160,  10202201200,  ▒░█░██░▒█░░,  10010000110110000,  █░░█░░░░██░██░░░░, {2 3 5 103}
 74202,  10202210020,  ▒░█░██▒░░█░,  10010000111011010,  █░░█░░░░███░██░█░, {2 3 83 149}
 74382,  10210000220,  ▒░█▒░░░░██░,  10010001010001110,  █░░█░░░█░█░░░███░, {2 3 7 11 23}
 74412,  10210002000,  ▒░█▒░░░█░░░,  10010001010101100,  █░░█░░░█░█░█░██░░, {2 3 13 53}
 74508,  10210012120,  ▒░█▒░░▒█▒█░,  10010001100001100,  █░░█░░░██░░░░██░░, {2 3 7 887}
 74610,  10210100100,  ▒░█▒░▒░░▒░░,  10010001101110010,  █░░█░░░██░███░░█░, {2 3 5 829}
 74718,  10210111100,  ▒░█▒░▒▒▒▒░░,  10010001111011110,  █░░█░░░████░████░, {2 3 7 593}
 74730,  10210111210,  ▒░█▒░▒▒▒█▒░,  10010001111101010,  █░░█░░░█████░█░█░, {2 3 5 47 53}
 74760,  10210112220,  ▒░█▒░▒▒███░,  10010010000001000,  █░░█░░█░░░░░░█░░░, {2 3 5 7 89}
 75012,  10210220020,  ▒░█▒░██░░█░,  10010010100000100,  █░░█░░█░█░░░░░█░░, {2 3 7 19 47}
 75168,  10211010000,  ▒░█▒▒░▒░░░░,  10010010110100000,  █░░█░░█░██░█░░░░░, {2 3 29}
 75210,  10211011120,  ▒░█▒▒░▒▒▒█░,  10010010111001010,  █░░█░░█░███░░█░█░, {2 3 5 23 109}
 75390,  10211102020,  ▒░█▒▒▒░█░█░,  10010011001111110,  █░░█░░██░░██████░, {2 3 5 7 359}
 75402,  10211102200,  ▒░█▒▒▒░██░░,  10010011010001010,  █░░█░░██░█░░░█░█░, {2 3 59 71}
 75540,  10211121210,  ▒░█▒▒▒█▒█▒░,  10010011100010100,  █░░█░░███░░░█░█░░, {2 3 5 1259}
 75618,  10211201200,  ▒░█▒▒█░▒█░░,  10010011101100010,  █░░█░░███░██░░░█░, {2 3 4201}
 75708,  10211212000,  ▒░█▒▒█▒█░░░,  10010011110111100,  █░░█░░████░████░░, {2 3 701}
 75990,  10212020110,  ▒░█▒█░█░▒▒░,  10010100011010110,  █░░█░█░░░██░█░██░, {2 3 5 17 149}
 76002,  10212020220,  ▒░█▒█░█░██░,  10010100011100010,  █░░█░█░░░███░░░█░, {2 3 53 239}
 76080,  10212100210,  ▒░█▒█▒░░█▒░,  10010100100110000,  █░░█░█░░█░░██░░░░, {2 3 5 317}
 76158,  10212110200,  ▒░█▒█▒▒░█░░,  10010100101111110,  █░░█░█░░█░██████░, {2 3 4231}
 76260,  10212121110,  ▒░█▒█▒█▒▒▒░,  10010100111100100,  █░░█░█░░████░░█░░, {2 3 5 31 41}
 76368,  10212202110,  ▒░█▒██░█▒▒░,  10010101001010000,  █░░█░█░█░░█░█░░░░, {2 3 37 43}
 76422,  10212211110,  ▒░█▒██▒▒▒▒░,  10010101010000110,  █░░█░█░█░█░░░░██░, {2 3 47 271}
 76542,  10212222220,  ▒░█▒██████░,  10010101011111110,  █░░█░█░█░███████░, {2 3 12757}
 76650,  10220010220,  ▒░██░░▒░██░,  10010101101101010,  █░░█░█░██░██░█░█░, {2 3 5 7 73}
 76830,  10220101120,  ▒░██░▒░▒▒█░,  10010110000011110,  █░░█░██░░░░░████░, {2 3 5 13 197}
 76872,  10220110010,  ▒░██░▒▒░░▒░,  10010110001001000,  █░░█░██░░░█░░█░░░, {2 3 3203}
 76962,  10220120110,  ▒░██░▒█░▒▒░,  10010110010100010,  █░░█░██░░█░█░░░█░, {2 3 101 127}
 77238,  10220221200,  ▒░██░██▒█░░,  10010110110110110,  █░░█░██░██░██░██░, {2 3 7 613}
 77262,  10220222120,  ▒░██░███▒█░,  10010110111001110,  █░░█░██░███░░███░, {2 3 79 163}
 77268,  10220222210,  ▒░██░████▒░,  10010110111010100,  █░░█░██░███░█░█░░, {2 3 47 137}
 77418,  10221012100,  ▒░██▒░▒█▒░░,  10010111001101010,  █░░█░███░░██░█░█░, {2 3 11 17 23}
 77478,  10221021120,  ▒░██▒░█▒▒█░,  10010111010100110,  █░░█░███░█░█░░██░, {2 3 37 349}
 77490,  10221022000,  ▒░██▒░██░░░,  10010111010110010,  █░░█░███░█░██░░█░, {2 3 5 7 41}
 77550,  10221101020,  ▒░██▒▒░▒░█░,  10010111011101110,  █░░█░███░███░███░, {2 3 5 11 47}
 77688,  10221120100,  ▒░██▒▒█░▒░░,  10010111101111000,  █░░█░████░████░░░, {2 3 13 83}
 77712,  10221121020,  ▒░██▒▒█▒░█░,  10010111110010000,  █░░█░█████░░█░░░░, {2 3 1619}
 78138,  10222012000,  ▒░███░▒█░░░,  10011000100111010,  █░░██░░░█░░███░█░, {2 3 1447}
 78192,  10222021000,  ▒░███░█▒░░░,  10011000101110000,  █░░██░░░█░███░░░░, {2 3 181}
 78438,  10222121010,  ▒░███▒█▒░▒░,  10011001001100110,  █░░██░░█░░██░░██░, {2 3 17 769}
