# `n`             a positive integer
# `factorization` the prime factorization of n, including exponents
# `primeness`     notes if n is a prime, prime power, radical, radical power, or primorial

     n, factorization, primeness
  7924, 2² 7 283,      
  7925, 5² 317,        
  7926, 2 3 1321,      radical
  7927, 7927,          prime
  7928, 2³ 991,        
  7929, 3² 881,        
  7930, 2 5 13 61,     radical
  7931, 7 11 103,      radical
  7932, 2² 3 661,      
  7933, 7933,          prime
  7934, 2 3967,        radical
  7935, 3 5 23²,       
  7936, 2⁸ 31,         
  7937, 7937,          prime
  7938, 2 3⁴ 7²,       
  7939, 17 467,        radical
  7940, 2² 5 397,      
  7941, 3 2647,        radical
  7942, 2 11 19²,      
  7943, 13² 47,        
  7944, 2³ 3 331,      
  7945, 5 7 227,       radical
  7946, 2 29 137,      radical
  7947, 3² 883,        
  7948, 2² 1987,       
  7949, 7949,          prime
  7950, 2 3 5² 53,     
  7951, 7951,          prime
  7952, 2⁴ 7 71,       
  7953, 3 11 241,      radical
  7954, 2 41 97,       radical
  7955, 5 37 43,       radical
  7956, 2² 3² 13 17,   
  7957, 73 109,        radical
  7958, 2 23 173,      radical
  7959, 3 7 379,       radical
  7960, 2³ 5 199,      
  7961, 19 419,        radical
  7962, 2 3 1327,      radical
  7963, 7963,          prime
  7964, 2² 11 181,     
  7965, 3³ 5 59,       
  7966, 2 7 569,       radical
  7967, 31 257,        radical
  7968, 2⁵ 3 83,       
  7969, 13 613,        radical
  7970, 2 5 797,       radical
  7971, 3 2657,        radical
  7972, 2² 1993,       
  7973, 7 17 67,       radical
  7974, 2 3² 443,      
  7975, 5² 11 29,      
  7976, 2³ 997,        
  7977, 3 2659,        radical
  7978, 2 3989,        radical
  7979, 79 101,        radical
  7980, 2² 3 5 7 19,   
  7981, 23 347,        radical
  7982, 2 13 307,      radical
  7983, 3² 887,        
  7984, 2⁴ 499,        
  7985, 5 1597,        radical
  7986, 2 3 11³,       
  7987, 7² 163,        
  7988, 2² 1997,       
  7989, 3 2663,        radical
  7990, 2 5 17 47,     radical
  7991, 61 131,        radical
  7992, 2³ 3³ 37,      
  7993, 7993,          prime
  7994, 2 7 571,       radical
  7995, 3 5 13 41,     radical
  7996, 2² 1999,       
  7997, 11 727,        radical
  7998, 2 3 31 43,     radical
  7999, 19 421,        radical
  8000, 2⁶ 5³,         
  8001, 3² 7 127,      
  8002, 2 4001,        radical
  8003, 53 151,        radical
  8004, 2² 3 23 29,    
  8005, 5 1601,        radical
  8006, 2 4003,        radical
  8007, 3 17 157,      radical
  8008, 2³ 7 11 13,    
  8009, 8009,          prime
  8010, 2 3² 5 89,     
  8011, 8011,          prime
  8012, 2² 2003,       
  8013, 3 2671,        radical
  8014, 2 4007,        radical
  8015, 5 7 229,       radical
  8016, 2⁴ 3 167,      
  8017, 8017,          prime
  8018, 2 19 211,      radical
  8019, 3⁶ 11,         
  8020, 2² 5 401,      
  8021, 13 617,        radical
  8022, 2 3 7 191,     radical
  8023, 71 113,        radical
  8024, 2³ 17 59,      
  8025, 3 5² 107,      
  8026, 2 4013,        radical
  8027, 23 349,        radical
  8028, 2² 3² 223,     
  8029, 7 31 37,       radical
  8030, 2 5 11 73,     radical
  8031, 3 2677,        radical
  8032, 2⁵ 251,        
  8033, 29 277,        radical
  8034, 2 3 13 103,    radical
  8035, 5 1607,        radical
  8036, 2² 7² 41,      
  8037, 3² 19 47,      
  8038, 2 4019,        radical
  8039, 8039,          prime
  8040, 2³ 3 5 67,     
  8041, 11 17 43,      radical
  8042, 2 4021,        radical
  8043, 3 7 383,       radical
  8044, 2² 2011,       
  8045, 5 1609,        radical
  8046, 2 3³ 149,      
  8047, 13 619,        radical
  8048, 2⁴ 503,        
  8049, 3 2683,        radical
  8050, 2 5² 7 23,     
  8051, 83 97,         radical
  8052, 2² 3 11 61,    
  8053, 8053,          prime
  8054, 2 4027,        radical
  8055, 3² 5 179,      
  8056, 2³ 19 53,      
  8057, 7 1151,        radical
  8058, 2 3 17 79,     radical
  8059, 8059,          prime
  8060, 2² 5 13 31,    
  8061, 3 2687,        radical
  8062, 2 29 139,      radical
  8063, 11 733,        radical
  8064, 2⁷ 3² 7,       
  8065, 5 1613,        radical
  8066, 2 37 109,      radical
  8067, 3 2689,        radical
  8068, 2² 2017,       
  8069, 8069,          prime
  8070, 2 3 5 269,     radical
  8071, 7 1153,        radical
  8072, 2³ 1009,       
  8073, 3³ 13 23,      
  8074, 2 11 367,      radical
  8075, 5² 17 19,      
  8076, 2² 3 673,      
  8077, 41 197,        radical
  8078, 2 7 577,       radical
  8079, 3 2693,        radical
  8080, 2⁴ 5 101,      
  8081, 8081,          prime
  8082, 2 3² 449,      
  8083, 59 137,        radical
  8084, 2² 43 47,      
  8085, 3 5 7² 11,     
  8086, 2 13 311,      radical
  8087, 8087,          prime
  8088, 2³ 3 337,      
  8089, 8089,          prime
  8090, 2 5 809,       radical
  8091, 3² 29 31,      
  8092, 2² 7 17²,      
  8093, 8093,          prime
  8094, 2 3 19 71,     radical
  8095, 5 1619,        radical
  8096, 2⁵ 11 23,      
  8097, 3 2699,        radical
  8098, 2 4049,        radical
  8099, 7 13 89,       radical
  8100, 2² 3⁴ 5²,      
  8101, 8101,          prime
  8102, 2 4051,        radical
  8103, 3 37 73,       radical
  8104, 2³ 1013,       
  8105, 5 1621,        radical
  8106, 2 3 7 193,     radical
  8107, 11² 67,        
  8108, 2² 2027,       
  8109, 3² 17 53,      
  8110, 2 5 811,       radical
  8111, 8111,          prime
  8112, 2⁴ 3 13²,      
  8113, 7 19 61,       radical
  8114, 2 4057,        radical
  8115, 3 5 541,       radical
  8116, 2² 2029,       
  8117, 8117,          prime
  8118, 2 3² 11 41,    
  8119, 23 353,        radical
  8120, 2³ 5 7 29,     
  8121, 3 2707,        radical
  8122, 2 31 131,      radical
  8123, 8123,          prime
  8124, 2² 3 677,      
  8125, 5⁴ 13,         
  8126, 2 17 239,      radical
  8127, 3³ 7 43,       
  8128, 2⁶ 127,        
  8129, 11 739,        radical
  8130, 2 3 5 271,     radical
  8131, 47 173,        radical
  8132, 2² 19 107,     
  8133, 3 2711,        radical
  8134, 2 7² 83,       
  8135, 5 1627,        radical
  8136, 2³ 3² 113,     
  8137, 79 103,        radical
  8138, 2 13 313,      radical
  8139, 3 2713,        radical
  8140, 2² 5 11 37,    
  8141, 7 1163,        radical
  8142, 2 3 23 59,     radical
  8143, 17 479,        radical
  8144, 2⁴ 509,        
  8145, 3² 5 181,      
  8146, 2 4073,        radical
  8147, 8147,          prime
  8148, 2² 3 7 97,     
  8149, 29 281,        radical
  8150, 2 5² 163,      
  8151, 3 11 13 19,    radical
  8152, 2³ 1019,       
  8153, 31 263,        radical
  8154, 2 3³ 151,      
  8155, 5 7 233,       radical
  8156, 2² 2039,       
  8157, 3 2719,        radical
  8158, 2 4079,        radical
  8159, 41 199,        radical
  8160, 2⁵ 3 5 17,     
  8161, 8161,          prime
  8162, 2 7 11 53,     radical
  8163, 3² 907,        
  8164, 2² 13 157,     
  8165, 5 23 71,       radical
  8166, 2 3 1361,      radical
  8167, 8167,          prime
  8168, 2³ 1021,       
  8169, 3 7 389,       radical
  8170, 2 5 19 43,     radical
  8171, 8171,          prime
  8172, 2² 3² 227,     
  8173, 11 743,        radical
  8174, 2 61 67,       radical
  8175, 3 5² 109,      
  8176, 2⁴ 7 73,       
  8177, 13 17 37,      radical
  8178, 2 3 29 47,     radical
  8179, 8179,          prime
  8180, 2² 5 409,      
  8181, 3⁴ 101,        
  8182, 2 4091,        radical
  8183, 7² 167,        
  8184, 2³ 3 11 31,    
  8185, 5 1637,        radical
  8186, 2 4093,        radical
  8187, 3 2729,        radical
  8188, 2² 23 89,      
  8189, 19 431,        radical
  8190, 2 3² 5 7 13,   
  8191, 8191,          prime
  8192, 2¹³,           prime power
  8193, 3 2731,        radical
  8194, 2 17 241,      radical
  8195, 5 11 149,      radical
  8196, 2² 3 683,      
  8197, 7 1171,        radical
  8198, 2 4099,        radical
  8199, 3² 911,        
  8200, 2³ 5² 41,      
  8201, 59 139,        radical
  8202, 2 3 1367,      radical
  8203, 13 631,        radical
  8204, 2² 7 293,      
  8205, 3 5 547,       radical
  8206, 2 11 373,      radical
  8207, 29 283,        radical
  8208, 2⁴ 3³ 19,      
  8209, 8209,          prime
  8210, 2 5 821,       radical
  8211, 3 7 17 23,     radical
  8212, 2² 2053,       
  8213, 43 191,        radical
  8214, 2 3 37²,       
  8215, 5 31 53,       radical
  8216, 2³ 13 79,      
  8217, 3² 11 83,      
  8218, 2 7 587,       radical
  8219, 8219,          prime
  8220, 2² 3 5 137,    
  8221, 8221,          prime
  8222, 2 4111,        radical
  8223, 3 2741,        radical
  8224, 2⁵ 257,        
  8225, 5² 7 47,       
  8226, 2 3² 457,      
  8227, 19 433,        radical
  8228, 2² 11² 17,     
  8229, 3 13 211,      radical
  8230, 2 5 823,       radical
  8231, 8231,          prime
  8232, 2³ 3 7³,       
  8233, 8233,          prime
  8234, 2 23 179,      radical
  8235, 3³ 5 61,       
  8236, 2² 29 71,      
  8237, 8237,          prime
  8238, 2 3 1373,      radical
  8239, 7 11 107,      radical
  8240, 2⁴ 5 103,      
  8241, 3 41 67,       radical
  8242, 2 13 317,      radical
  8243, 8243,          prime
  8244, 2² 3² 229,     
  8245, 5 17 97,       radical
  8246, 2 7 19 31,     radical
  8247, 3 2749,        radical
  8248, 2³ 1031,       
  8249, 73 113,        radical
  8250, 2 3 5³ 11,     
  8251, 37 223,        radical
  8252, 2² 2063,       
  8253, 3² 7 131,      
  8254, 2 4127,        radical
  8255, 5 13 127,      radical
  8256, 2⁶ 3 43,       
  8257, 23 359,        radical
  8258, 2 4129,        radical
  8259, 3 2753,        radical
  8260, 2² 5 7 59,     
  8261, 11 751,        radical
  8262, 2 3⁵ 17,       
  8263, 8263,          prime
  8264, 2³ 1033,       
  8265, 3 5 19 29,     radical
  8266, 2 4133,        radical
  8267, 7 1181,        radical
  8268, 2² 3 13 53,    
  8269, 8269,          prime
  8270, 2 5 827,       radical
  8271, 3² 919,        
  8272, 2⁴ 11 47,      
  8273, 8273,          prime
  8274, 2 3 7 197,     radical
  8275, 5² 331,        
  8276, 2² 2069,       
  8277, 3 31 89,       radical
  8278, 2 4139,        radical
  8279, 17 487,        radical
  8280, 2³ 3² 5 23,    
  8281, 7² 13²,        radical power
  8282, 2 41 101,      radical
  8283, 3 11 251,      radical
  8284, 2² 19 109,     
  8285, 5 1657,        radical
  8286, 2 3 1381,      radical
  8287, 8287,          prime
  8288, 2⁵ 7 37,       
  8289, 3³ 307,        
  8290, 2 5 829,       radical
  8291, 8291,          prime
  8292, 2² 3 691,      
  8293, 8293,          prime
  8294, 2 11 13 29,    radical
  8295, 3 5 7 79,      radical
  8296, 2³ 17 61,      
  8297, 8297,          prime
  8298, 2 3² 461,      
  8299, 43 193,        radical
  8300, 2² 5² 83,      
  8301, 3 2767,        radical
  8302, 2 7 593,       radical
  8303, 19² 23,        
  8304, 2⁴ 3 173,      
  8305, 5 11 151,      radical
  8306, 2 4153,        radical
  8307, 3² 13 71,      
  8308, 2² 31 67,      
  8309, 7 1187,        radical
  8310, 2 3 5 277,     radical
  8311, 8311,          prime
  8312, 2³ 1039,       
  8313, 3 17 163,      radical
  8314, 2 4157,        radical
  8315, 5 1663,        radical
  8316, 2² 3³ 7 11,    
  8317, 8317,          prime
  8318, 2 4159,        radical
  8319, 3 47 59,       radical
  8320, 2⁷ 5 13,       
  8321, 53 157,        radical
  8322, 2 3 19 73,     radical
  8323, 7 29 41,       radical
  8324, 2² 2081,       
  8325, 3² 5² 37,      
  8326, 2 23 181,      radical
  8327, 11 757,        radical
  8328, 2³ 3 347,      
  8329, 8329,          prime
  8330, 2 5 7² 17,     
  8331, 3 2777,        radical
  8332, 2² 2083,       
  8333, 13 641,        radical
  8334, 2 3² 463,      
  8335, 5 1667,        radical
  8336, 2⁴ 521,        
  8337, 3 7 397,       radical
  8338, 2 11 379,      radical
  8339, 31 269,        radical
  8340, 2² 3 5 139,    
  8341, 19 439,        radical
  8342, 2 43 97,       radical
  8343, 3⁴ 103,        
  8344, 2³ 7 149,      
  8345, 5 1669,        radical
  8346, 2 3 13 107,    radical
  8347, 17 491,        radical
  8348, 2² 2087,       
  8349, 3 11² 23,      
  8350, 2 5² 167,      
  8351, 7 1193,        radical
  8352, 2⁵ 3² 29,      
  8353, 8353,          prime
  8354, 2 4177,        radical
  8355, 3 5 557,       radical
  8356, 2² 2089,       
  8357, 61 137,        radical
  8358, 2 3 7 199,     radical
  8359, 13 643,        radical
  8360, 2³ 5 11 19,    
  8361, 3² 929,        
  8362, 2 37 113,      radical
  8363, 8363,          prime
  8364, 2² 3 17 41,    
  8365, 5 7 239,       radical
  8366, 2 47 89,       radical
  8367, 3 2789,        radical
  8368, 2⁴ 523,        
  8369, 8369,          prime
  8370, 2 3³ 5 31,     
  8371, 11 761,        radical
  8372, 2² 7 13 23,    
  8373, 3 2791,        radical
  8374, 2 53 79,       radical
  8375, 5³ 67,         
  8376, 2³ 3 349,      
  8377, 8377,          prime
  8378, 2 59 71,       radical
  8379, 3² 7² 19,      
  8380, 2² 5 419,      
  8381, 17² 29,        
  8382, 2 3 11 127,    radical
  8383, 83 101,        radical
  8384, 2⁶ 131,        
  8385, 3 5 13 43,     radical
  8386, 2 7 599,       radical
  8387, 8387,          prime
  8388, 2² 3² 233,     
  8389, 8389,          prime
  8390, 2 5 839,       radical
  8391, 3 2797,        radical
  8392, 2³ 1049,       
  8393, 7 11 109,      radical
  8394, 2 3 1399,      radical
  8395, 5 23 73,       radical
  8396, 2² 2099,       
  8397, 3³ 311,        
  8398, 2 13 17 19,    radical
  8399, 37 227,        radical
  8400, 2⁴ 3 5² 7,     
  8401, 31 271,        radical
  8402, 2 4201,        radical
  8403, 3 2801,        radical
  8404, 2² 11 191,     
  8405, 5 41²,         
  8406, 2 3² 467,      
  8407, 7 1201,        radical
  8408, 2³ 1051,       
  8409, 3 2803,        radical
  8410, 2 5 29²,       
  8411, 13 647,        radical
  8412, 2² 3 701,      
  8413, 47 179,        radical
  8414, 2 7 601,       radical
  8415, 3² 5 11 17,    
  8416, 2⁵ 263,        
  8417, 19 443,        radical
  8418, 2 3 23 61,     radical
  8419, 8419,          prime
  8420, 2² 5 421,      
  8421, 3 7 401,       radical
  8422, 2 4211,        radical
  8423, 8423,          prime
  8424, 2³ 3⁴ 13,      
  8425, 5² 337,        
  8426, 2 11 383,      radical
  8427, 3 53²,         
  8428, 2² 7² 43,      
  8429, 8429,          prime
  8430, 2 3 5 281,     radical
  8431, 8431,          prime
  8432, 2⁴ 17 31,      
  8433, 3² 937,        
  8434, 2 4217,        radical
  8435, 5 7 241,       radical
  8436, 2² 3 19 37,    
  8437, 11 13 59,      radical
  8438, 2 4219,        radical
  8439, 3 29 97,       radical
  8440, 2³ 5 211,      
  8441, 23 367,        radical
  8442, 2 3² 7 67,     
  8443, 8443,          prime
  8444, 2² 2111,       
  8445, 3 5 563,       radical
  8446, 2 41 103,      radical
  8447, 8447,          prime
  8448, 2⁸ 3 11,       
  8449, 7 17 71,       radical
  8450, 2 5² 13²,      
  8451, 3³ 313,        
  8452, 2² 2113,       
  8453, 79 107,        radical
  8454, 2 3 1409,      radical
  8455, 5 19 89,       radical
  8456, 2³ 7 151,      
  8457, 3 2819,        radical
  8458, 2 4229,        radical
  8459, 11 769,        radical
  8460, 2² 3² 5 47,    
  8461, 8461,          prime
  8462, 2 4231,        radical
  8463, 3 7 13 31,     radical
  8464, 2⁴ 23²,        
  8465, 5 1693,        radical
  8466, 2 3 17 83,     radical
  8467, 8467,          prime
  8468, 2² 29 73,      
  8469, 3² 941,        
  8470, 2 5 7 11²,     
  8471, 43 197,        radical
  8472, 2³ 3 353,      
  8473, 37 229,        radical
  8474, 2 19 223,      radical
  8475, 3 5² 113,      
  8476, 2² 13 163,     
  8477, 7² 173,        
  8478, 2 3³ 157,      
  8479, 61 139,        radical
  8480, 2⁵ 5 53,       
  8481, 3 11 257,      radical
  8482, 2 4241,        radical
  8483, 17 499,        radical
  8484, 2² 3 7 101,    
  8485, 5 1697,        radical
  8486, 2 4243,        radical
  8487, 3² 23 41,      
  8488, 2³ 1061,       
  8489, 13 653,        radical
  8490, 2 3 5 283,     radical
  8491, 7 1213,        radical
  8492, 2² 11 193,     
  8493, 3 19 149,      radical
  8494, 2 31 137,      radical
  8495, 5 1699,        radical
  8496, 2⁴ 3² 59,      
  8497, 29 293,        radical
  8498, 2 7 607,       radical
  8499, 3 2833,        radical
  8500, 2² 5³ 17,      
  8501, 8501,          prime
  8502, 2 3 13 109,    radical
  8503, 11 773,        radical
  8504, 2³ 1063,       
  8505, 3⁵ 5 7,        
  8506, 2 4253,        radical
  8507, 47 181,        radical
  8508, 2² 3 709,      
  8509, 67 127,        radical
  8510, 2 5 23 37,     radical
  8511, 3 2837,        radical
  8512, 2⁶ 7 19,       
  8513, 8513,          prime
  8514, 2 3² 11 43,    
  8515, 5 13 131,      radical
  8516, 2² 2129,       
  8517, 3 17 167,      radical
  8518, 2 4259,        radical
  8519, 7 1217,        radical
  8520, 2³ 3 5 71,     
  8521, 8521,          prime
  8522, 2 4261,        radical
  8523, 3² 947,        
  8524, 2² 2131,       
  8525, 5² 11 31,      
  8526, 2 3 7² 29,     
  8527, 8527,          prime
  8528, 2⁴ 13 41,      
  8529, 3 2843,        radical
  8530, 2 5 853,       radical
  8531, 19 449,        radical
  8532, 2² 3³ 79,      
  8533, 7 23 53,       radical
  8534, 2 17 251,      radical
  8535, 3 5 569,       radical
  8536, 2³ 11 97,      
  8537, 8537,          prime
  8538, 2 3 1423,      radical
  8539, 8539,          prime
  8540, 2² 5 7 61,     
  8541, 3² 13 73,      
  8542, 2 4271,        radical
  8543, 8543,          prime
  8544, 2⁵ 3 89,       
  8545, 5 1709,        radical
  8546, 2 4273,        radical
  8547, 3 7 11 37,     radical
  8548, 2² 2137,       
  8549, 83 103,        radical
  8550, 2 3² 5² 19,    
  8551, 17 503,        radical
  8552, 2³ 1069,       
  8553, 3 2851,        radical
  8554, 2 7 13 47,     radical
  8555, 5 29 59,       radical
  8556, 2² 3 23 31,    
  8557, 43 199,        radical
  8558, 2 11 389,      radical
  8559, 3³ 317,        
  8560, 2⁴ 5 107,      
  8561, 7 1223,        radical
  8562, 2 3 1427,      radical
  8563, 8563,          prime
  8564, 2² 2141,       
  8565, 3 5 571,       radical
  8566, 2 4283,        radical
  8567, 13 659,        radical
  8568, 2³ 3² 7 17,    
  8569, 11 19 41,      radical
  8570, 2 5 857,       radical
  8571, 3 2857,        radical
  8572, 2² 2143,       
  8573, 8573,          prime
  8574, 2 3 1429,      radical
  8575, 5² 7³,         
  8576, 2⁷ 67,         
  8577, 3² 953,        
  8578, 2 4289,        radical
  8579, 23 373,        radical
  8580, 2² 3 5 11 13,  
  8581, 8581,          prime
  8582, 2 7 613,       radical
  8583, 3 2861,        radical
  8584, 2³ 29 37,      
  8585, 5 17 101,      radical
  8586, 2 3⁴ 53,       
  8587, 31 277,        radical
  8588, 2² 19 113,     
  8589, 3 7 409,       radical
  8590, 2 5 859,       radical
  8591, 11² 71,        
  8592, 2⁴ 3 179,      
  8593, 13 661,        radical
  8594, 2 4297,        radical
  8595, 3² 5 191,      
  8596, 2² 7 307,      
  8597, 8597,          prime
  8598, 2 3 1433,      radical
  8599, 8599,          prime
  8600, 2³ 5² 43,      
  8601, 3 47 61,       radical
  8602, 2 11 17 23,    radical
  8603, 7 1229,        radical
  8604, 2² 3² 239,     
  8605, 5 1721,        radical
  8606, 2 13 331,      radical
  8607, 3 19 151,      radical
  8608, 2⁵ 269,        
  8609, 8609,          prime
  8610, 2 3 5 7 41,    radical
  8611, 79 109,        radical
  8612, 2² 2153,       
  8613, 3³ 11 29,      
  8614, 2 59 73,       radical
  8615, 5 1723,        radical
  8616, 2³ 3 359,      
  8617, 7 1231,        radical
  8618, 2 31 139,      radical
  8619, 3 13² 17,      
  8620, 2² 5 431,      
  8621, 37 233,        radical
  8622, 2 3² 479,      
  8623, 8623,          prime
  8624, 2⁴ 7² 11,      
  8625, 3 5³ 23,       
  8626, 2 19 227,      radical
  8627, 8627,          prime
  8628, 2² 3 719,      
  8629, 8629,          prime
  8630, 2 5 863,       radical
  8631, 3² 7 137,      
  8632, 2³ 13 83,      
  8633, 89 97,         radical
  8634, 2 3 1439,      radical
  8635, 5 11 157,      radical
  8636, 2² 17 127,     
  8637, 3 2879,        radical
  8638, 2 7 617,       radical
  8639, 53 163,        radical
  8640, 2⁶ 3³ 5,       
  8641, 8641,          prime
  8642, 2 29 149,      radical
  8643, 3 43 67,       radical
  8644, 2² 2161,       
  8645, 5 7 13 19,     radical
  8646, 2 3 11 131,    radical
  8647, 8647,          prime
  8648, 2³ 23 47,      
  8649, 3² 31²,        radical power
  8650, 2 5² 173,      
  8651, 41 211,        radical
  8652, 2² 3 7 103,    
  8653, 17 509,        radical
  8654, 2 4327,        radical
  8655, 3 5 577,       radical
  8656, 2⁴ 541,        
  8657, 11 787,        radical
  8658, 2 3² 13 37,    
  8659, 7 1237,        radical
  8660, 2² 5 433,      
  8661, 3 2887,        radical
  8662, 2 61 71,       radical
  8663, 8663,          prime
  8664, 2³ 3 19²,      
  8665, 5 1733,        radical
  8666, 2 7 619,       radical
  8667, 3⁴ 107,        
  8668, 2² 11 197,     
  8669, 8669,          prime
  8670, 2 3 5 17²,     
  8671, 13 23 29,      radical
  8672, 2⁵ 271,        
  8673, 3 7² 59,       
  8674, 2 4337,        radical
  8675, 5² 347,        
  8676, 2² 3² 241,     
  8677, 8677,          prime
  8678, 2 4339,        radical
  8679, 3 11 263,      radical
  8680, 2³ 5 7 31,     
  8681, 8681,          prime
  8682, 2 3 1447,      radical
  8683, 19 457,        radical
  8684, 2² 13 167,     
  8685, 3² 5 193,      
  8686, 2 43 101,      radical
  8687, 7 17 73,       radical
  8688, 2⁴ 3 181,      
  8689, 8689,          prime
  8690, 2 5 11 79,     radical
  8691, 3 2897,        radical
  8692, 2² 41 53,      
  8693, 8693,          prime
  8694, 2 3³ 7 23,     
  8695, 5 37 47,       radical
  8696, 2³ 1087,       
  8697, 3 13 223,      radical
  8698, 2 4349,        radical
  8699, 8699,          prime
  8700, 2² 3 5² 29,    
  8701, 7 11 113,      radical
  8702, 2 19 229,      radical
  8703, 3² 967,        
  8704, 2⁹ 17,         
  8705, 5 1741,        radical
  8706, 2 3 1451,      radical
  8707, 8707,          prime
  8708, 2² 7 311,      
  8709, 3 2903,        radical
  8710, 2 5 13 67,     radical
  8711, 31 281,        radical
  8712, 2³ 3² 11²,     
  8713, 8713,          prime
  8714, 2 4357,        radical
  8715, 3 5 7 83,      radical
  8716, 2² 2179,       
  8717, 23 379,        radical
  8718, 2 3 1453,      radical
  8719, 8719,          prime
  8720, 2⁴ 5 109,      
  8721, 3³ 17 19,      
  8722, 2 7² 89,       
  8723, 11 13 61,      radical
  8724, 2² 3 727,      
  8725, 5² 349,        
  8726, 2 4363,        radical
  8727, 3 2909,        radical
  8728, 2³ 1091,       
  8729, 7 29 43,       radical
  8730, 2 3² 5 97,     
  8731, 8731,          prime
  8732, 2² 37 59,      
  8733, 3 41 71,       radical
  8734, 2 11 397,      radical
  8735, 5 1747,        radical
  8736, 2⁵ 3 7 13,     
  8737, 8737,          prime
  8738, 2 17 257,      radical
  8739, 3² 971,        
  8740, 2² 5 19 23,    
  8741, 8741,          prime
  8742, 2 3 31 47,     radical
  8743, 7 1249,        radical
  8744, 2³ 1093,       
  8745, 3 5 11 53,     radical
  8746, 2 4373,        radical
  8747, 8747,          prime
  8748, 2² 3⁷,         
  8749, 13 673,        radical
  8750, 2 5⁴ 7,        
  8751, 3 2917,        radical
  8752, 2⁴ 547,        
  8753, 8753,          prime
  8754, 2 3 1459,      radical
  8755, 5 17 103,      radical
  8756, 2² 11 199,     
  8757, 3² 7 139,      
  8758, 2 29 151,      radical
  8759, 19 461,        radical
  8760, 2³ 3 5 73,     
  8761, 8761,          prime
  8762, 2 13 337,      radical
  8763, 3 23 127,      radical
  8764, 2² 7 313,      
  8765, 5 1753,        radical
  8766, 2 3² 487,      
  8767, 11 797,        radical
  8768, 2⁶ 137,        
  8769, 3 37 79,       radical
  8770, 2 5 877,       radical
  8771, 7² 179,        
  8772, 2² 3 17 43,    
  8773, 31 283,        radical
  8774, 2 41 107,      radical
  8775, 3³ 5² 13,      
  8776, 2³ 1097,       
  8777, 67 131,        radical
  8778, 2 3 7 11 19,   radical
  8779, 8779,          prime
  8780, 2² 5 439,      
  8781, 3 2927,        radical
  8782, 2 4391,        radical
  8783, 8783,          prime
  8784, 2⁴ 3² 61,      
  8785, 5 7 251,       radical
  8786, 2 23 191,      radical
  8787, 3 29 101,      radical
  8788, 2² 13³,        
  8789, 11 17 47,      radical
  8790, 2 3 5 293,     radical
  8791, 59 149,        radical
  8792, 2³ 7 157,      
  8793, 3² 977,        
  8794, 2 4397,        radical
  8795, 5 1759,        radical
  8796, 2² 3 733,      
  8797, 19 463,        radical
  8798, 2 53 83,       radical
  8799, 3 7 419,       radical
  8800, 2⁵ 5² 11,      
  8801, 13 677,        radical
  8802, 2 3³ 163,      
  8803, 8803,          prime
  8804, 2² 31 71,      
  8805, 3 5 587,       radical
  8806, 2 7 17 37,     radical
  8807, 8807,          prime
  8808, 2³ 3 367,      
  8809, 23 383,        radical
  8810, 2 5 881,       radical
  8811, 3² 11 89,      
  8812, 2² 2203,       
  8813, 7 1259,        radical
  8814, 2 3 13 113,    radical
  8815, 5 41 43,       radical
  8816, 2⁴ 19 29,      
  8817, 3 2939,        radical
  8818, 2 4409,        radical
  8819, 8819,          prime
  8820, 2² 3² 5 7²,    
  8821, 8821,          prime
  8822, 2 11 401,      radical
  8823, 3 17 173,      radical
  8824, 2³ 1103,       
  8825, 5² 353,        
  8826, 2 3 1471,      radical
  8827, 7 13 97,       radical
  8828, 2² 2207,       
  8829, 3⁴ 109,        
  8830, 2 5 883,       radical
  8831, 8831,          prime
  8832, 2⁷ 3 23,       
  8833, 11² 73,        
  8834, 2 7 631,       radical
  8835, 3 5 19 31,     radical
  8836, 2² 47²,        radical power
  8837, 8837,          prime
  8838, 2 3² 491,      
  8839, 8839,          prime
  8840, 2³ 5 13 17,    
  8841, 3 7 421,       radical
  8842, 2 4421,        radical
  8843, 37 239,        radical
  8844, 2² 3 11 67,    
  8845, 5 29 61,       radical
  8846, 2 4423,        radical
  8847, 3² 983,        
  8848, 2⁴ 7 79,       
  8849, 8849,          prime
  8850, 2 3 5² 59,     
  8851, 53 167,        radical
  8852, 2² 2213,       
  8853, 3 13 227,      radical
  8854, 2 19 233,      radical
  8855, 5 7 11 23,     radical
  8856, 2³ 3³ 41,      
  8857, 17 521,        radical
  8858, 2 43 103,      radical
  8859, 3 2953,        radical
  8860, 2² 5 443,      
  8861, 8861,          prime
  8862, 2 3 7 211,     radical
  8863, 8863,          prime
  8864, 2⁵ 277,        
  8865, 3² 5 197,      
  8866, 2 11 13 31,    radical
  8867, 8867,          prime
  8868, 2² 3 739,      
  8869, 7² 181,        
  8870, 2 5 887,       radical
  8871, 3 2957,        radical
  8872, 2³ 1109,       
  8873, 19 467,        radical
  8874, 2 3² 17 29,    
  8875, 5³ 71,         
  8876, 2² 7 317,      
  8877, 3 11 269,      radical
  8878, 2 23 193,      radical
  8879, 13 683,        radical
  8880, 2⁴ 3 5 37,     
  8881, 83 107,        radical
  8882, 2 4441,        radical
  8883, 3³ 7 47,       
  8884, 2² 2221,       
  8885, 5 1777,        radical
  8886, 2 3 1481,      radical
  8887, 8887,          prime
  8888, 2³ 11 101,     
  8889, 3 2963,        radical
  8890, 2 5 7 127,     radical
  8891, 17 523,        radical
