# Integer factorization table

n     - a positive integer
fact  - the prime factors of n, indented by distance from the nearest prime
rad   - the radical of n, the product of its unique prime factors
τ     - the number of divisors of n, τ(n)
σ     - the sum of divisors of n, σ(n)
φ     - the Euler totient of n, φ(n)
λ     - the Carmichael function of n, λ(n)
Dψ    - the Dedekind ψ(n) function
μ     - the Möbius function of n, which is 1 if n is a product of an even number of distinct primes, -1 if odd, and 0 if any prime is repeated
ω     - the number of distinct prime factors of n, ω(n)
Ω     - the total number of prime factors of n, counting multiplicity, Ω(n)
λ     - the Liouville function of n, λ(n) = (-1)^Ω(n)
M     - the Mertens function M(n)
Λ     - the von Mangoldt function of n, Λ(n)
m*    - the residues of n modulo a set of primes

```csv
    n, fact,                       rad,   τ,     σ,     φ,     λ,    Dψ,   μ,  ω,   Ω,   λ,    M,      Λ, m2, m3, m5, m7, m11, m13, m17
 2301,     3⋅13⋅59,               2301,   8,  3360,  1392,   348,  3359,  -1,  3,   3,  -1,   -3,  0.000,  1,  0,  1,  5,   2,   0,   6
 2302,      2⋅1151,               2302,   4,  3456,  1150,  1150,  3456,   1,  2,   2,   1,   -2,  0.000,  0,  1,  2,  6,   3,   1,   7
 2303,       7²⋅47,                329,   6,  2736,  1932,   966,  2688,   0,  2,   3,  -1,   -2,  0.000,  1,  2,  3,  0,   4,   2,   8
 2304,      2⁸⋅3²,                   6,  27,  6643,   768,   192,  4608,   0,  2,  10,   1,   -2,  0.000,  0,  0,  4,  1,   5,   3,   9
 2305,     5⋅461,                 2305,   4,  2772,  1840,   460,  2771,   1,  2,   2,   1,   -1,  0.000,  1,  1,  0,  2,   6,   4,  10
 2306,    2⋅1153,                 2306,   4,  3462,  1152,  1152,  3462,   1,  2,   2,   1,    0,  0.000,  0,  2,  1,  3,   7,   5,  11
 2307,   3⋅769,                   2307,   4,  3080,  1536,   768,  3080,   1,  2,   2,   1,    1,  0.000,  1,  0,  2,  4,   8,   6,  12
 2308,  2²⋅577,                   1154,   6,  4046,  1152,   576,  3468,   0,  2,   3,  -1,    1,  0.000,  0,  1,  3,  5,   9,   7,  13
 2309, 2309,                      2309,   2,  2310,  2308,  2308,  2310,  -1,  1,   1,  -1,    0,  7.745,  1,  2,  4,  6,  10,   8,  14
 2310,  2⋅3⋅5⋅7⋅11,               2310,  32,  6912,   480,    60,  6911,  -1,  5,   5,  -1,   -1,  0.000,  0,  0,  0,  0,   0,   9,  15
 2311, 2311,                      2311,   2,  2312,  2310,  2310,  2312,  -1,  1,   1,  -1,   -2,  7.745,  1,  1,  1,  1,   1,  10,  16
 2312,  2³⋅17²,                     34,  12,  4605,  1088,   272,  3672,   0,  2,   5,  -1,   -2,  0.000,  0,  2,  2,  2,   2,  11,   0
 2313,   3²⋅257,                   771,   6,  3354,  1536,   768,  3096,   0,  2,   3,  -1,   -2,  0.000,  1,  0,  3,  3,   3,  12,   1
 2314,    2⋅13⋅89,                2314,   8,  3780,  1056,   264,  3780,  -1,  3,   3,  -1,   -3,  0.000,  0,  1,  4,  4,   4,   0,   2
 2315,     5⋅463,                 2315,   4,  2784,  1848,   924,  2783,   1,  2,   2,   1,   -2,  0.000,  1,  2,  0,  5,   5,   1,   3
 2316,      2²⋅3⋅193,             1158,  12,  5432,   768,   192,  4656,   0,  3,   4,   1,   -2,  0.000,  0,  0,  1,  6,   6,   2,   4
 2317,       7⋅331,               2317,   4,  2656,  1980,   330,  2656,   1,  2,   2,   1,   -1,  0.000,  1,  1,  2,  0,   7,   3,   5
 2318,        2⋅19⋅61,            2318,   8,  3720,  1080,   180,  3720,  -1,  3,   3,  -1,   -2,  0.000,  0,  2,  3,  1,   8,   4,   6
 2319,         3⋅773,             2319,   4,  3096,  1544,   772,  3096,   1,  2,   2,   1,   -1,  0.000,  1,  0,  4,  2,   9,   5,   7
 2320,          2⁴⋅5⋅29,           290,  20,  5580,   896,    28,  4320,   0,  3,   6,   1,   -1,  0.000,  0,  1,  0,  3,  10,   6,   8
 2321,           11⋅211,          2321,   4,  2544,  2100,   210,  2543,   1,  2,   2,   1,    0,  0.000,  1,  2,  1,  4,   0,   7,   9
 2322,            2⋅3³⋅43,         258,  16,  5280,   756,   126,  4752,   0,  3,   5,  -1,    0,  0.000,  0,  0,  2,  5,   1,   8,  10
 2323,           23⋅101,          2323,   4,  2448,  2200,  1100,  2447,   1,  2,   2,   1,    1,  0.000,  1,  1,  3,  6,   2,   9,  11
 2324,          2²⋅7⋅83,          1162,  12,  4704,   984,   246,  4031,   0,  3,   4,   1,    1,  0.000,  0,  2,  4,  0,   3,  10,  12
 2325,         3⋅5²⋅31,            465,  12,  3968,  1200,    60,  3839,   0,  3,   4,   1,    1,  0.000,  1,  0,  0,  1,   4,  11,  13
 2326,        2⋅1163,             2326,   4,  3492,  1162,  1162,  3492,   1,  2,   2,   1,    2,  0.000,  0,  1,  1,  2,   5,  12,  14
 2327,       13⋅179,              2327,   4,  2520,  2136,  1068,  2520,   1,  2,   2,   1,    3,  0.000,  1,  2,  2,  3,   6,   0,  15
 2328,      2³⋅3⋅97,               582,  16,  5880,   768,    96,  4704,   0,  3,   5,  -1,    3,  0.000,  0,  0,  3,  4,   7,   1,  16
 2329,     17⋅137,                2329,   4,  2484,  2176,   272,  2484,   1,  2,   2,   1,    4,  0.000,  1,  1,  4,  5,   8,   2,   0
 2330,    2⋅5⋅233,                2330,   8,  4212,   928,   232,  4212,  -1,  3,   3,  -1,    3,  0.000,  0,  2,  0,  6,   9,   3,   1
 2331,   3²⋅7⋅37,                  777,  12,  3952,  1296,    36,  3648,   0,  3,   4,   1,    3,  0.000,  1,  0,  1,  0,  10,   4,   2
 2332,  2²⋅11⋅53,                 1166,  12,  4536,  1040,   260,  3888,   0,  3,   4,   1,    3,  0.000,  0,  1,  2,  1,   0,   5,   3
 2333, 2333,                      2333,   2,  2334,  2332,  2332,  2334,  -1,  1,   1,  -1,    2,  7.755,  1,  2,  3,  2,   1,   6,   4
 2334,  2⋅3⋅389,                  2334,   8,  4680,   776,   388,  4680,  -1,  3,   3,  -1,    1,  0.000,  0,  0,  4,  3,   2,   7,   5
 2335,   5⋅467,                   2335,   4,  2808,  1864,   932,  2808,   1,  2,   2,   1,    2,  0.000,  1,  1,  0,  4,   3,   8,   6
 2336,    2⁵⋅73,                   146,  12,  4662,  1152,    72,  3552,   0,  2,   6,   1,    2,  0.000,  0,  2,  1,  5,   4,   9,   7
 2337,   3⋅19⋅41,                 2337,   8,  3360,  1440,   360,  3360,  -1,  3,   3,  -1,    1,  0.000,  1,  0,  2,  6,   5,  10,   8
 2338,  2⋅7⋅167,                  2338,   8,  4032,   996,   498,  4031,  -1,  3,   3,  -1,    0,  0.000,  0,  1,  3,  0,   6,  11,   9
 2339, 2339,                      2339,   2,  2340,  2338,  2338,  2340,  -1,  1,   1,  -1,   -1,  7.757,  1,  2,  4,  1,   7,  12,  10
 2340,  2²⋅3²⋅5⋅13,                390,  36,  7644,   576,    12,  6047,   0,  4,   6,   1,   -1,  0.000,  0,  0,  0,  2,   8,   0,  11
 2341, 2341,                      2341,   2,  2342,  2340,  2340,  2342,  -1,  1,   1,  -1,   -2,  7.758,  1,  1,  1,  3,   9,   1,  12
 2342,  2⋅1171,                   2342,   4,  3516,  1170,  1170,  3516,   1,  2,   2,   1,   -1,  0.000,  0,  2,  2,  4,  10,   2,  13
 2343,   3⋅11⋅71,                 2343,   8,  3456,  1400,    70,  3455,  -1,  3,   3,  -1,   -2,  0.000,  1,  0,  3,  5,   0,   3,  14
 2344,    2³⋅293,                  586,   8,  4410,  1168,   292,  3528,   0,  2,   4,   1,   -2,  0.000,  0,  1,  4,  6,   1,   4,  15
 2345,   5⋅7⋅67,                  2345,   8,  3264,  1584,   132,  3264,  -1,  3,   3,  -1,   -3,  0.000,  1,  2,  0,  0,   2,   5,  16
 2346,  2⋅3⋅17⋅23,                2346,  16,  5184,   704,   176,  5184,   1,  4,   4,   1,   -2,  0.000,  0,  0,  1,  1,   3,   6,   0
 2347, 2347,                      2347,   2,  2348,  2346,  2346,  2348,  -1,  1,   1,  -1,   -3,  7.761,  1,  1,  2,  2,   4,   7,   1
 2348,  2²⋅587,                   1174,   6,  4116,  1172,   586,  3527,   0,  2,   3,  -1,   -3,  0.000,  0,  2,  3,  3,   5,   8,   2
 2349,   3⁴⋅29,                     87,  10,  3630,  1512,   756,  3240,   0,  2,   5,  -1,   -3,  0.000,  1,  0,  4,  4,   6,   9,   3
 2350,  2⋅5²⋅47,                   470,  12,  4464,   920,   460,  4319,   0,  3,   4,   1,   -3,  0.000,  0,  1,  0,  5,   7,  10,   4
 2351, 2351,                      2351,   2,  2352,  2350,  2350,  2352,  -1,  1,   1,  -1,   -4,  7.763,  1,  2,  1,  6,   8,  11,   5
 2352,  2⁴⋅3⋅7²,                    42,  30,  7068,   672,    84,  5376,   0,  3,   7,  -1,   -4,  0.000,  0,  0,  2,  0,   9,  12,   6
 2353,   13⋅181,                  2353,   4,  2548,  2160,   180,  2548,   1,  2,   2,   1,   -3,  0.000,  1,  1,  3,  1,  10,   0,   7
 2354,    2⋅11⋅107,               2354,   8,  3888,  1060,   530,  3887,  -1,  3,   3,  -1,   -4,  0.000,  0,  2,  4,  2,   0,   1,   8
 2355,   3⋅5⋅157,                 2355,   8,  3792,  1248,   156,  3791,  -1,  3,   3,  -1,   -5,  0.000,  1,  0,  0,  3,   1,   2,   9
 2356,  2²⋅19⋅31,                 1178,  12,  4480,  1080,    90,  3840,   0,  3,   4,   1,   -5,  0.000,  0,  1,  1,  4,   2,   3,  10
 2357, 2357,                      2357,   2,  2358,  2356,  2356,  2358,  -1,  1,   1,  -1,   -6,  7.765,  1,  2,  2,  5,   3,   4,  11
 2358,  2⋅3²⋅131,                  786,  12,  5148,   780,   390,  4751,   0,  3,   4,   1,   -6,  0.000,  0,  0,  3,  6,   4,   5,  12
 2359,   7⋅337,                   2359,   4,  2704,  2016,   336,  2703,   1,  2,   2,   1,   -5,  0.000,  1,  1,  4,  0,   5,   6,  13
 2360,    2³⋅5⋅59,                 590,  16,  5400,   928,   116,  4319,   0,  3,   5,  -1,   -5,  0.000,  0,  2,  0,  1,   6,   7,  14
 2361,     3⋅787,                 2361,   4,  3152,  1572,   786,  3152,   1,  2,   2,   1,   -4,  0.000,  1,  0,  1,  2,   7,   8,  15
 2362,      2⋅1181,               2362,   4,  3546,  1180,  1180,  3545,   1,  2,   2,   1,   -3,  0.000,  0,  1,  2,  3,   8,   9,  16
 2363,       17⋅139,              2363,   4,  2520,  2208,  1104,  2520,   1,  2,   2,   1,   -2,  0.000,  1,  2,  3,  4,   9,  10,   0
 2364,        2²⋅3⋅197,           1182,  12,  5544,   784,   196,  4752,   0,  3,   4,   1,   -2,  0.000,  0,  0,  4,  5,  10,  11,   1
 2365,       5⋅11⋅43,             2365,   8,  3168,  1680,   420,  3167,  -1,  3,   3,  -1,   -3,  0.000,  1,  1,  0,  6,   0,  12,   2
 2366,      2⋅7⋅13²,               182,  12,  4392,   936,   156,  4368,   0,  3,   4,   1,   -3,  0.000,  0,  2,  1,  0,   1,   0,   3
 2367,     3²⋅263,                 789,   6,  3432,  1572,   786,  3167,   0,  2,   3,  -1,   -3,  0.000,  1,  0,  2,  1,   2,   1,   4
 2368,    2⁶⋅37,                    74,  14,  4826,  1152,   144,  3647,   0,  2,   7,  -1,   -3,  0.000,  0,  1,  3,  2,   3,   2,   5
 2369,   23⋅103,                  2369,   4,  2496,  2244,  1122,  2496,   1,  2,   2,   1,   -2,  0.000,  1,  2,  4,  3,   4,   3,   6
 2370,  2⋅3⋅5⋅79,                 2370,  16,  5760,   624,   156,  5760,   1,  4,   4,   1,   -1,  0.000,  0,  0,  0,  4,   5,   4,   7
 2371, 2371,                      2371,   2,  2372,  2370,  2370,  2372,  -1,  1,   1,  -1,   -2,  7.771,  1,  1,  1,  5,   6,   5,   8
 2372,  2²⋅593,                   1186,   6,  4158,  1184,   592,  3564,   0,  2,   3,  -1,   -2,  0.000,  0,  2,  2,  6,   7,   6,   9
 2373,   3⋅7⋅113,                 2373,   8,  3648,  1344,   336,  3647,  -1,  3,   3,  -1,   -3,  0.000,  1,  0,  3,  0,   8,   7,  10
 2374,    2⋅1187,                 2374,   4,  3564,  1186,  1186,  3563,   1,  2,   2,   1,   -2,  0.000,  0,  1,  4,  1,   9,   8,  11
 2375,   5³⋅19,                     95,   8,  3120,  1800,   900,  3000,   0,  2,   4,   1,   -2,  0.000,  1,  2,  0,  2,  10,   9,  12
 2376,  2³⋅3³⋅11,                   66,  32,  7200,   720,    90,  5184,   0,  3,   7,  -1,   -2,  0.000,  0,  0,  1,  3,   0,  10,  13
 2377, 2377,                      2377,   2,  2378,  2376,  2376,  2378,  -1,  1,   1,  -1,   -3,  7.774,  1,  1,  2,  4,   1,  11,  14
 2378,  2⋅29⋅41,                  2378,   8,  3780,  1120,   280,  3780,  -1,  3,   3,  -1,   -4,  0.000,  0,  2,  3,  5,   2,  12,  15
 2379,   3⋅13⋅61,                 2379,   8,  3472,  1440,    60,  3471,  -1,  3,   3,  -1,   -5,  0.000,  1,  0,  4,  6,   3,   0,  16
 2380,  2²⋅5⋅7⋅17,                1190,  24,  6048,   768,    48,  5184,   0,  4,   5,  -1,   -5,  0.000,  0,  1,  0,  0,   4,   1,   0
 2381, 2381,                      2381,   2,  2382,  2380,  2380,  2382,  -1,  1,   1,  -1,   -6,  7.775,  1,  2,  1,  1,   5,   2,   1
 2382,  2⋅3⋅397,                  2382,   8,  4776,   792,   396,  4776,  -1,  3,   3,  -1,   -7,  0.000,  0,  0,  2,  2,   6,   3,   2
 2383, 2383,                      2383,   2,  2384,  2382,  2382,  2384,  -1,  1,   1,  -1,   -8,  7.776,  1,  1,  3,  3,   7,   4,   3
 2384,  2⁴⋅149,                    298,  10,  4650,  1184,   148,  3600,   0,  2,   5,  -1,   -8,  0.000,  0,  2,  4,  4,   8,   5,   4
 2385,   3²⋅5⋅53,                  795,  12,  4212,  1248,   156,  3887,   0,  3,   4,   1,   -8,  0.000,  1,  0,  0,  5,   9,   6,   5
 2386,    2⋅1193,                 2386,   4,  3582,  1192,  1192,  3582,   1,  2,   2,   1,   -7,  0.000,  0,  1,  1,  6,  10,   7,   6
 2387,   7⋅11⋅31,                 2387,   8,  3072,  1800,    30,  3071,  -1,  3,   3,  -1,   -8,  0.000,  1,  2,  2,  0,   0,   8,   7
 2388,  2²⋅3⋅199,                 1194,  12,  5600,   792,   198,  4800,   0,  3,   4,   1,   -8,  0.000,  0,  0,  3,  1,   1,   9,   8
 2389, 2389,                      2389,   2,  2390,  2388,  2388,  2390,  -1,  1,   1,  -1,   -9,  7.779,  1,  1,  4,  2,   2,  10,   9
 2390,  2⋅5⋅239,                  2390,   8,  4320,   952,   476,  4320,  -1,  3,   3,  -1,  -10,  0.000,  0,  2,  0,  3,   3,  11,  10
 2391,   3⋅797,                   2391,   4,  3192,  1592,   796,  3191,   1,  2,   2,   1,   -9,  0.000,  1,  0,  1,  4,   4,  12,  11
 2392,  2³⋅13⋅23,                  598,  16,  5040,  1056,   132,  4032,   0,  3,   5,  -1,   -9,  0.000,  0,  1,  2,  5,   5,   0,  12
 2393, 2393,                      2393,   2,  2394,  2392,  2392,  2394,  -1,  1,   1,  -1,  -10,  7.780,  1,  2,  3,  6,   6,   1,  13
 2394,  2⋅3²⋅7⋅19,                 798,  24,  6240,   648,    18,  5760,   0,  4,   5,  -1,  -10,  0.000,  0,  0,  4,  0,   7,   2,  14
 2395,   5⋅479,                   2395,   4,  2880,  1912,   956,  2880,   1,  2,   2,   1,   -9,  0.000,  1,  1,  0,  1,   8,   3,  15
 2396,    2²⋅599,                 1198,   6,  4200,  1196,   598,  3600,   0,  2,   3,  -1,   -9,  0.000,  0,  2,  1,  2,   9,   4,  16
 2397,   3⋅17⋅47,                 2397,   8,  3456,  1472,   368,  3455,  -1,  3,   3,  -1,  -10,  0.000,  1,  0,  2,  3,  10,   5,   0
 2398,  2⋅11⋅109,                 2398,   8,  3960,  1080,   540,  3959,  -1,  3,   3,  -1,  -11,  0.000,  0,  1,  3,  4,   0,   6,   1
 2399, 2399,                      2399,   2,  2400,  2398,  2398,  2400,  -1,  1,   1,  -1,  -12,  7.783,  1,  2,  4,  5,   1,   7,   2
 2400,  2⁵⋅3⋅5²,                    30,  36,  7812,   640,    40,  5760,   0,  3,   8,   1,  -12,  0.000,  0,  0,  0,  6,   2,   8,   3
 2401,   7⁴,                         7,   5,  2801,  2058,  2058,  2744,   0,  1,   4,   1,  -12,  1.946,  1,  1,  1,  0,   3,   9,   4
 2402,    2⋅1201,                 2402,   4,  3606,  1200,  1200,  3606,   1,  2,   2,   1,  -11,  0.000,  0,  2,  2,  1,   4,  10,   5
 2403,     3³⋅89,                  267,   8,  3600,  1584,   792,  3240,   0,  2,   4,   1,  -11,  0.000,  1,  0,  3,  2,   5,  11,   6
 2404,      2²⋅601,               1202,   6,  4214,  1200,   600,  3612,   0,  2,   3,  -1,  -11,  0.000,  0,  1,  4,  3,   6,  12,   7
 2405,       5⋅13⋅37,             2405,   8,  3192,  1728,    36,  3191,  -1,  3,   3,  -1,  -12,  0.000,  1,  2,  0,  4,   7,   0,   8
 2406,      2⋅3⋅401,              2406,   8,  4824,   800,   400,  4824,  -1,  3,   3,  -1,  -13,  0.000,  0,  0,  1,  5,   8,   1,   9
 2407,     29⋅83,                 2407,   4,  2520,  2296,  1148,  2520,   1,  2,   2,   1,  -12,  0.000,  1,  1,  2,  6,   9,   2,  10
 2408,    2³⋅7⋅43,                 602,  16,  5280,  1008,    42,  4224,   0,  3,   5,  -1,  -12,  0.000,  0,  2,  3,  0,  10,   3,  11
 2409,   3⋅11⋅73,                 2409,   8,  3552,  1440,   360,  3551,  -1,  3,   3,  -1,  -13,  0.000,  1,  0,  4,  1,   0,   4,  12
 2410,  2⋅5⋅241,                  2410,   8,  4356,   960,   240,  4355,  -1,  3,   3,  -1,  -14,  0.000,  0,  1,  0,  2,   1,   5,  13
 2411, 2411,                      2411,   2,  2412,  2410,  2410,  2412,  -1,  1,   1,  -1,  -15,  7.788,  1,  2,  1,  3,   2,   6,  14
 2412,  2²⋅3²⋅67,                  402,  18,  6188,   792,    66,  4896,   0,  3,   5,  -1,  -15,  0.000,  0,  0,  2,  4,   3,   7,  15
 2413,   19⋅127,                  2413,   4,  2560,  2268,   126,  2560,   1,  2,   2,   1,  -14,  0.000,  1,  1,  3,  5,   4,   8,  16
 2414,    2⋅17⋅71,                2414,   8,  3888,  1120,   560,  3888,  -1,  3,   3,  -1,  -15,  0.000,  0,  2,  4,  6,   5,   9,   0
 2415,   3⋅5⋅7⋅23,                2415,  16,  4608,  1056,   132,  4607,   1,  4,   4,   1,  -14,  0.000,  1,  0,  0,  0,   6,  10,   1
 2416,  2⁴⋅151,                    302,  10,  4712,  1200,   300,  3648,   0,  2,   5,  -1,  -14,  0.000,  0,  1,  1,  1,   7,  11,   2
 2417, 2417,                      2417,   2,  2418,  2416,  2416,  2418,  -1,  1,   1,  -1,  -15,  7.790,  1,  2,  2,  2,   8,  12,   3
 2418,  2⋅3⋅13⋅31,                2418,  16,  5376,   720,    60,  5375,   1,  4,   4,   1,  -14,  0.000,  0,  0,  3,  3,   9,   0,   4
 2419,   41⋅59,                   2419,   4,  2520,  2320,  1160,  2520,   1,  2,   2,   1,  -13,  0.000,  1,  1,  4,  4,  10,   1,   5
 2420,    2²⋅5⋅11²,                110,  18,  5586,   880,   220,  4751,   0,  3,   5,  -1,  -13,  0.000,  0,  2,  0,  5,   0,   2,   6
 2421,   3²⋅269,                   807,   6,  3510,  1608,   804,  3239,   0,  2,   3,  -1,  -13,  0.000,  1,  0,  1,  6,   1,   3,   7
 2422,  2⋅7⋅173,                  2422,   8,  4176,  1032,   516,  4176,  -1,  3,   3,  -1,  -14,  0.000,  0,  1,  2,  0,   2,   4,   8
 2423, 2423,                      2423,   2,  2424,  2422,  2422,  2424,  -1,  1,   1,  -1,  -15,  7.793,  1,  2,  3,  1,   3,   5,   9
 2424,  2³⋅3⋅101,                  606,  16,  6120,   800,   100,  4896,   0,  3,   5,  -1,  -15,  0.000,  0,  0,  4,  2,   4,   6,  10
 2425,   5²⋅97,                    485,   6,  3038,  1920,   480,  2940,   0,  2,   3,  -1,  -15,  0.000,  1,  1,  0,  3,   5,   7,  11
 2426,    2⋅1213,                 2426,   4,  3642,  1212,  1212,  3641,   1,  2,   2,   1,  -14,  0.000,  0,  2,  1,  4,   6,   8,  12
 2427,     3⋅809,                 2427,   4,  3240,  1616,   808,  3240,   1,  2,   2,   1,  -13,  0.000,  1,  0,  2,  5,   7,   9,  13
 2428,      2²⋅607,               1214,   6,  4256,  1212,   606,  3648,   0,  2,   3,  -1,  -13,  0.000,  0,  1,  3,  6,   8,  10,  14
 2429,       7⋅347,               2429,   4,  2784,  2076,  1038,  2784,   1,  2,   2,   1,  -12,  0.000,  1,  2,  4,  0,   9,  11,  15
 2430,        2⋅3⁵⋅5,               30,  24,  6552,   648,   324,  5832,   0,  3,   7,  -1,  -12,  0.000,  0,  0,  0,  1,  10,  12,  16
 2431,       11⋅13⋅17,            2431,   8,  3024,  1920,   240,  3024,  -1,  3,   3,  -1,  -13,  0.000,  1,  1,  1,  2,   0,   0,   0
 2432,      2⁷⋅19,                  38,  16,  5100,  1152,   288,  3840,   0,  2,   8,   1,  -13,  0.000,  0,  2,  2,  3,   1,   1,   1
 2433,     3⋅811,                 2433,   4,  3248,  1620,   810,  3248,   1,  2,   2,   1,  -12,  0.000,  1,  0,  3,  4,   2,   2,   2
 2434,    2⋅1217,                 2434,   4,  3654,  1216,  1216,  3654,   1,  2,   2,   1,  -11,  0.000,  0,  1,  4,  5,   3,   3,   3
 2435,   5⋅487,                   2435,   4,  2928,  1944,   972,  2928,   1,  2,   2,   1,  -10,  0.000,  1,  2,  0,  6,   4,   4,   4
 2436,  2²⋅3⋅7⋅29,                1218,  24,  6720,   672,    84,  5760,   0,  4,   5,  -1,  -10,  0.000,  0,  0,  1,  0,   5,   5,   5
 2437, 2437,                      2437,   2,  2438,  2436,  2436,  2438,  -1,  1,   1,  -1,  -11,  7.799,  1,  1,  2,  1,   6,   6,   6
 2438,  2⋅23⋅53,                  2438,   8,  3888,  1144,   572,  3887,  -1,  3,   3,  -1,  -12,  0.000,  0,  2,  3,  2,   7,   7,   7
 2439,   3²⋅271,                   813,   6,  3536,  1620,   270,  3263,   0,  2,   3,  -1,  -12,  0.000,  1,  0,  4,  3,   8,   8,   8
 2440,  2³⋅5⋅61,                   610,  16,  5580,   960,    60,  4464,   0,  3,   5,  -1,  -12,  0.000,  0,  1,  0,  4,   9,   9,   9
 2441, 2441,                      2441,   2,  2442,  2440,  2440,  2442,  -1,  1,   1,  -1,  -13,  7.800,  1,  2,  1,  5,  10,  10,  10
 2442,  2⋅3⋅11⋅37,                2442,  16,  5472,   720,   180,  5472,   1,  4,   4,   1,  -12,  0.000,  0,  0,  2,  6,   0,  11,  11
 2443,   7⋅349,                   2443,   4,  2800,  2088,   348,  2800,   1,  2,   2,   1,  -11,  0.000,  1,  1,  3,  0,   1,  12,  12
 2444,    2²⋅13⋅47,               1222,  12,  4704,  1104,   276,  4032,   0,  3,   4,   1,  -11,  0.000,  0,  2,  4,  1,   2,   0,  13
 2445,   3⋅5⋅163,                 2445,   8,  3936,  1296,   324,  3935,  -1,  3,   3,  -1,  -12,  0.000,  1,  0,  0,  2,   3,   1,  14
 2446,  2⋅1223,                   2446,   4,  3672,  1222,  1222,  3672,   1,  2,   2,   1,  -11,  0.000,  0,  1,  1,  3,   4,   2,  15
 2447, 2447,                      2447,   2,  2448,  2446,  2446,  2448,  -1,  1,   1,  -1,  -12,  7.803,  1,  2,  2,  4,   5,   3,  16
 2448,  2⁴⋅3²⋅17,                  102,  30,  7254,   768,    48,  5184,   0,  3,   7,  -1,  -12,  0.000,  0,  0,  3,  5,   6,   4,   0
 2449,   31⋅79,                   2449,   4,  2560,  2340,   390,  2560,   1,  2,   2,   1,  -11,  0.000,  1,  1,  4,  6,   7,   5,   1
 2450,    2⋅5²⋅7²,                  70,  18,  5301,   840,   420,  5039,   0,  3,   5,  -1,  -11,  0.000,  0,  2,  0,  0,   8,   6,   2
 2451,     3⋅19⋅43,               2451,   8,  3520,  1512,   126,  3520,  -1,  3,   3,  -1,  -12,  0.000,  1,  0,  1,  1,   9,   7,   3
 2452,      2²⋅613,               1226,   6,  4298,  1224,   612,  3684,   0,  2,   3,  -1,  -12,  0.000,  0,  1,  2,  2,  10,   8,   4
 2453,       11⋅223,              2453,   4,  2688,  2220,  1110,  2687,   1,  2,   2,   1,  -11,  0.000,  1,  2,  3,  3,   0,   9,   5
 2454,      2⋅3⋅409,              2454,   8,  4920,   816,   408,  4920,  -1,  3,   3,  -1,  -12,  0.000,  0,  0,  4,  4,   1,  10,   6
 2455,     5⋅491,                 2455,   4,  2952,  1960,   980,  2951,   1,  2,   2,   1,  -11,  0.000,  1,  1,  0,  5,   2,  11,   7
 2456,    2³⋅307,                  614,   8,  4620,  1224,   306,  3696,   0,  2,   4,   1,  -11,  0.000,  0,  2,  1,  6,   3,  12,   8
 2457,   3³⋅7⋅13,                  273,  16,  4480,  1296,    36,  4031,   0,  3,   5,  -1,  -11,  0.000,  1,  0,  2,  0,   4,   0,   9
 2458,  2⋅1229,                   2458,   4,  3690,  1228,  1228,  3689,   1,  2,   2,   1,  -10,  0.000,  0,  1,  3,  1,   5,   1,  10
 2459, 2459,                      2459,   2,  2460,  2458,  2458,  2460,  -1,  1,   1,  -1,  -11,  7.808,  1,  2,  4,  2,   6,   2,  11
 2460,  2²⋅3⋅5⋅41,                1230,  24,  7056,   640,    40,  6048,   0,  4,   5,  -1,  -11,  0.000,  0,  0,  0,  3,   7,   3,  12
 2461,   23⋅107,                  2461,   4,  2592,  2332,  1166,  2592,   1,  2,   2,   1,  -10,  0.000,  1,  1,  1,  4,   8,   4,  13
 2462,    2⋅1231,                 2462,   4,  3696,  1230,  1230,  3696,   1,  2,   2,   1,   -9,  0.000,  0,  2,  2,  5,   9,   5,  14
 2463,     3⋅821,                 2463,   4,  3288,  1640,   820,  3287,   1,  2,   2,   1,   -8,  0.000,  1,  0,  3,  6,  10,   6,  15
 2464,    2⁵⋅7⋅11,                 154,  24,  6048,   960,   120,  4607,   0,  3,   7,  -1,   -8,  0.000,  0,  1,  4,  0,   0,   7,  16
 2465,   5⋅17⋅29,                 2465,   8,  3240,  1792,   112,  3240,  -1,  3,   3,  -1,   -9,  0.000,  1,  2,  0,  1,   1,   8,   0
 2466,  2⋅3²⋅137,                  822,  12,  5382,   816,   408,  4968,   0,  3,   4,   1,   -9,  0.000,  0,  0,  1,  2,   2,   9,   1
 2467, 2467,                      2467,   2,  2468,  2466,  2466,  2468,  -1,  1,   1,  -1,  -10,  7.811,  1,  1,  2,  3,   3,  10,   2
 2468,  2²⋅617,                   1234,   6,  4326,  1232,   616,  3708,   0,  2,   3,  -1,  -10,  0.000,  0,  2,  3,  4,   4,  11,   3
 2469,   3⋅823,                   2469,   4,  3296,  1644,   822,  3296,   1,  2,   2,   1,   -9,  0.000,  1,  0,  4,  5,   5,  12,   4
 2470,    2⋅5⋅13⋅19,              2470,  16,  5040,   864,    36,  5039,   1,  4,   4,   1,   -8,  0.000,  0,  1,  0,  6,   6,   0,   5
 2471,   7⋅353,                   2471,   4,  2832,  2112,  1056,  2831,   1,  2,   2,   1,   -7,  0.000,  1,  2,  1,  0,   7,   1,   6
 2472,  2³⋅3⋅103,                  618,  16,  6240,   816,   102,  4992,   0,  3,   5,  -1,   -7,  0.000,  0,  0,  2,  1,   8,   2,   7
