# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance
#
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `n`       a positive odd integer
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `base2`   the binary representation of n
# `factors` the prime factors of n

dist,     n,        nl,        nr,           base2, factors
  24,  3219,  (1609 1),   (805 2),    110010010011, {3 29 37}
  24,  3229,   (807 2),  (1615 1),    110010011101, {3229}
  24,  3255,  (1627 1),   (407 3),    110010110111, {3 5 7 31}
  24,  3263,  (1631 1),    (51 6),    110010111111, {13 251}
  24,  3281,   (205 4),  (1641 1),    110011010001, {17 193}
  24,  3283,  (1641 1),   (821 2),    110011010011, {7 67}
  24,  3287,  (1643 1),   (411 3),    110011010111, {19 173}
  24,  3303,  (1651 1),   (413 3),    110011100111, {3 367}
  24,  3307,  (1653 1),   (827 2),    110011101011, {3307}
  24,  3315,  (1657 1),   (829 2),    110011110011, {3 5 13 17}
  24,  3327,  (1663 1),    (13 8),    110011111111, {3 1109}
  24,  3371,  (1685 1),   (843 2),    110100101011, {3371}
  24,  3569,   (223 4),  (1785 1),    110111110001, {43 83}
  24,  3573,   (893 2),  (1787 1),    110111110101, {3 397}
  24,  3577,   (447 3),  (1789 1),    110111111001, {7 73}
  24,  3579,  (1789 1),   (895 2),    110111111011, {3 1193}
  24,  3585,     (7 9),  (1793 1),    111000000001, {3 5 239}
  24,  3951,  (1975 1),   (247 4),    111101101111, {3 439}
  24,  6381,  (1595 2),  (3191 1),   1100011101101, {3 709}
  24,  6391,  (3195 1),   (799 3),   1100011110111, {7 11 83}
  24,  6397,  (1599 2),  (3199 1),   1100011111101, {6397}
  24,  6419,  (3209 1),  (1605 2),   1100100010011, {7 131}
  24,  6427,  (3213 1),  (1607 2),   1100100011011, {6427}
  24,  6435,  (3217 1),  (1609 2),   1100100100011, {3 5 11 13}
  24,  6437,  (1609 2),  (3219 1),   1100100100101, {41 157}
  24,  6443,  (3221 1),  (1611 2),   1100100101011, {17 379}
  24,  6447,  (3223 1),   (403 4),   1100100101111, {3 7 307}
  24,  6459,  (3229 1),  (1615 2),   1100100111011, {3 2153}
  24,  6461,  (1615 2),  (3231 1),   1100100111101, {7 13 71}
  24,  6509,  (1627 2),  (3255 1),   1100101101101, {23 283}
  24,  6511,  (3255 1),   (407 4),   1100101101111, {17 383}
  24,  6527,  (3263 1),    (51 7),   1100101111111, {61 107}
  24,  6561,   (205 5),  (3281 1),   1100110100001, {3}
  24,  6563,  (3281 1),  (1641 2),   1100110100011, {6563}
  24,  6565,  (1641 2),  (3283 1),   1100110100101, {5 13 101}
  24,  6567,  (3283 1),   (821 3),   1100110100111, {3 11 199}
  24,  6573,  (1643 2),  (3287 1),   1100110101101, {3 7 313}
  24,  6575,  (3287 1),   (411 4),   1100110101111, {5 263}
  24,  6601,   (825 3),  (3301 1),   1100111001001, {7 23 41}
  24,  6607,  (3303 1),   (413 4),   1100111001111, {6607}
  24,  6615,  (3307 1),   (827 3),   1100111010111, {3 5 7}
  24,  6625,   (207 5),  (3313 1),   1100111100001, {5 53}
  24,  6629,  (1657 2),  (3315 1),   1100111100101, {7 947}
  24,  6633,   (829 3),  (3317 1),   1100111101001, {3 11 67}
  24,  6635,  (3317 1),  (1659 2),   1100111101011, {5 1327}
  24,  6639,  (3319 1),   (415 4),   1100111101111, {3 2213}
  24,  6653,  (1663 2),  (3327 1),   1100111111101, {6653}
  24,  6743,  (3371 1),   (843 3),   1101001010111, {11 613}
  24,  6745,   (843 3),  (3373 1),   1101001011001, {5 19 71}
  24,  6753,   (211 5),  (3377 1),   1101001100001, {3 2251}
  24,  6793,   (849 3),  (3397 1),   1101010001001, {6793}
  24,  6921,   (865 3),  (3461 1),   1101100001001, {3 769}
  24,  7125,  (1781 2),  (3563 1),   1101111010101, {3 5 19}
  24,  7139,  (3569 1),  (1785 2),   1101111100011, {11 59}
  24,  7153,   (447 4),  (3577 1),   1101111110001, {23 311}
  24,  7155,  (3577 1),  (1789 2),   1101111110011, {3 5 53}
  24,  7159,  (3579 1),   (895 3),   1101111110111, {7159}
  24,  7169,    (7 10),  (3585 1),   1110000000001, {67 107}
  24,  7171,  (3585 1),  (1793 2),   1110000000011, {71 101}
  24,  7175,  (3587 1),   (897 3),   1110000000111, {5 7 41}
  24,  7177,   (897 3),  (3589 1),   1110000001001, {7177}
  24,  7335,  (3667 1),   (917 3),   1110010100111, {3 5 163}
  24,  7903,  (3951 1),   (247 5),   1111011011111, {7 1129}
  24,  7911,  (3955 1),   (989 3),   1111011100111, {3 293}
  24,  7919,  (3959 1),   (495 4),   1111011101111, {7919}
  24,  7931,  (3965 1),  (1983 2),   1111011111011, {7 11 103}
  25,   297,    (37 3),   (149 1),       100101001, {3 11}
  25,   593,    (37 4),   (297 1),      1001010001, {593}
  25,   595,   (297 1),   (149 2),      1001010011, {5 7 17}
  25,  1063,   (531 1),   (133 3),     10000100111, {1063}
  25,  1065,   (133 3),   (533 1),     10000101001, {3 5 71}
  25,  1095,   (547 1),   (137 3),     10001000111, {3 5 73}
  25,  1187,   (593 1),   (297 2),     10010100011, {1187}
  25,  1189,   (297 2),   (595 1),     10010100101, {29 41}
  25,  2127,  (1063 1),   (133 4),    100001001111, {3 709}
  25,  2131,  (1065 1),   (533 2),    100001010011, {2131}
  25,  2139,  (1069 1),   (535 2),    100001011011, {3 23 31}
  25,  2145,    (67 5),  (1073 1),    100001100001, {3 5 11 13}
  25,  2153,   (269 3),  (1077 1),    100001101001, {2153}
  25,  2169,   (271 3),  (1085 1),    100001111001, {3 241}
  25,  2175,  (1087 1),    (17 7),    100001111111, {3 5 29}
  25,  2187,  (1093 1),   (547 2),    100010001011, {3}
  25,  2191,  (1095 1),   (137 4),    100010001111, {7 313}
  25,  2209,    (69 5),  (1105 1),    100010100001, {47}
  25,  2217,   (277 3),  (1109 1),    100010101001, {3 739}
  25,  2247,  (1123 1),   (281 3),    100011000111, {3 7 107}
  25,  2373,   (593 2),  (1187 1),    100101000101, {3 7 113}
  25,  2379,  (1189 1),   (595 2),    100101001011, {3 13 61}
  25,  2381,   (595 2),  (1191 1),    100101001101, {2381}
  25,  4253,  (1063 2),  (2127 1),   1000010011101, {4253}
  25,  4261,  (1065 2),  (2131 1),   1000010100101, {4261}
  25,  4279,  (2139 1),   (535 3),   1000010110111, {11 389}
  25,  4289,    (67 6),  (2145 1),   1000011000001, {4289}
  25,  4291,  (2145 1),  (1073 2),   1000011000011, {7 613}
  25,  4295,  (2147 1),   (537 3),   1000011000111, {5 859}
  25,  4305,   (269 4),  (2153 1),   1000011010001, {3 5 7 41}
  25,  4307,  (2153 1),  (1077 2),   1000011010011, {59 73}
  25,  4339,  (2169 1),  (1085 2),   1000011110011, {4339}
  25,  4351,  (2175 1),    (17 8),   1000011111111, {19 229}
  25,  4375,  (2187 1),   (547 3),   1000100010111, {5 7}
  25,  4377,   (547 3),  (2189 1),   1000100011001, {3 1459}
  25,  4381,  (1095 2),  (2191 1),   1000100011101, {13 337}
  25,  4383,  (2191 1),   (137 5),   1000100011111, {3 487}
  25,  4409,   (551 3),  (2205 1),   1000100111001, {4409}
  25,  4419,  (2209 1),  (1105 2),   1000101000011, {3 491}
  25,  4423,  (2211 1),   (553 3),   1000101000111, {4423}
  25,  4435,  (2217 1),  (1109 2),   1000101010011, {5 887}
  25,  4495,  (2247 1),   (281 4),   1000110001111, {5 29 31}
  25,  4749,  (1187 2),  (2375 1),   1001010001101, {3 1583}
  25,  4757,  (1189 2),  (2379 1),   1001010010101, {67 71}
  25,  4759,  (2379 1),   (595 3),   1001010010111, {4759}
  25,  4769,   (149 5),  (2385 1),   1001010100001, {19 251}
  25,  4779,  (2389 1),  (1195 2),   1001010101011, {3 59}
  25,  4783,  (2391 1),   (299 4),   1001010101111, {4783}
  25,  5279,  (2639 1),   (165 5),   1010010011111, {5279}
  25,  5287,  (2643 1),   (661 3),   1010010100111, {17 311}
  25,  8507,  (4253 1),  (2127 2),  10000100111011, {47 181}
  25,  8509,  (2127 2),  (4255 1),  10000100111101, {67 127}
  25,  8521,  (1065 3),  (4261 1),  10000101001001, {8521}
  25,  8525,  (2131 2),  (4263 1),  10000101001101, {5 11 31}
  25,  8529,   (533 4),  (4265 1),  10000101010001, {3 2843}
  25,  8551,  (4275 1),  (1069 3),  10000101100111, {17 503}
  25,  8557,  (2139 2),  (4279 1),  10000101101101, {43 199}
  25,  8559,  (4279 1),   (535 4),  10000101101111, {3 317}
  25,  8569,  (1071 3),  (4285 1),  10000101111001, {11 19 41}
  25,  8579,  (4289 1),  (2145 2),  10000110000011, {23 373}
  25,  8581,  (2145 2),  (4291 1),  10000110000101, {8581}
  25,  8583,  (4291 1),  (1073 3),  10000110000111, {3 2861}
  25,  8591,  (4295 1),   (537 4),  10000110001111, {11 71}
  25,  8611,  (4305 1),  (2153 2),  10000110100011, {79 109}
  25,  8613,  (2153 2),  (4307 1),  10000110100101, {3 11 29}
  25,  8615,  (4307 1),  (1077 3),  10000110100111, {5 1723}
  25,  8623,  (4311 1),   (539 4),  10000110101111, {8623}
  25,  8677,  (2169 2),  (4339 1),  10000111100101, {8677}
  25,  8681,  (1085 3),  (4341 1),  10000111101001, {8681}
  25,  8701,  (2175 2),  (4351 1),  10000111111101, {7 11 113}
  25,  8749,  (2187 2),  (4375 1),  10001000101101, {13 673}
  25,  8753,   (547 4),  (4377 1),  10001000110001, {8753}
  25,  8755,  (4377 1),  (2189 2),  10001000110011, {5 17 103}
  25,  8765,  (2191 2),  (4383 1),  10001000111101, {5 1753}
  25,  8767,  (4383 1),   (137 6),  10001000111111, {11 797}
  25,  8801,   (275 5),  (4401 1),  10001001100001, {13 677}
  25,  8807,  (4403 1),  (1101 3),  10001001100111, {8807}
  25,  8809,  (1101 3),  (4405 1),  10001001101001, {23 383}
  25,  8819,  (4409 1),  (2205 2),  10001001110011, {8819}
  25,  8833,    (69 7),  (4417 1),  10001010000001, {11 73}
  25,  8837,  (2209 2),  (4419 1),  10001010000101, {8837}
  25,  8839,  (4419 1),  (1105 3),  10001010000111, {8839}
  25,  8843,  (4421 1),  (2211 2),  10001010001011, {37 239}
  25,  8847,  (4423 1),   (553 4),  10001010001111, {3 983}
  25,  8859,  (4429 1),  (2215 2),  10001010011011, {3 2953}
  25,  8863,  (4431 1),   (277 5),  10001010011111, {8863}
  25,  8869,  (2217 2),  (4435 1),  10001010100101, {7 181}
  25,  8871,  (4435 1),  (1109 3),  10001010100111, {3 2957}
  25,  8989,  (2247 2),  (4495 1),  10001100011101, {89 101}
  25,  8993,   (281 5),  (4497 1),  10001100100001, {17 23}
  25,  9003,  (4501 1),  (2251 2),  10001100101011, {3 3001}
  25,  9007,  (4503 1),   (563 4),  10001100101111, {9007}
  25,  9057,   (283 5),  (4529 1),  10001101100001, {3 3019}
  25,  9493,  (2373 2),  (4747 1),  10010100010101, {11 863}
  25,  9517,  (2379 2),  (4759 1),  10010100101101, {31 307}
  25,  9525,  (2381 2),  (4763 1),  10010100110101, {3 5 127}
  25,  9531,  (4765 1),  (2383 2),  10010100111011, {3 353}
  25,  9537,   (149 6),  (4769 1),  10010101000001, {3 11 17}
  25,  9539,  (4769 1),  (2385 2),  10010101000011, {9539}
  25,  9545,  (1193 3),  (4773 1),  10010101001001, {5 23 83}
  25,  9559,  (4779 1),  (1195 3),  10010101010111, {11 79}
  25,  9561,  (1195 3),  (4781 1),  10010101011001, {3 3187}
  25,  9567,  (4783 1),   (299 5),  10010101011111, {3 1063}
  25,  9569,   (299 5),  (4785 1),  10010101100001, {7 1367}
  26,   395,   (197 1),    (99 2),       110001011, {5 79}
  26,   791,   (395 1),    (99 3),      1100010111, {7 113}
  26,   793,    (99 3),   (397 1),      1100011001, {13 61}
  26,  1417,   (177 3),   (709 1),     10110001001, {13 109}
  26,  1435,   (717 1),   (359 2),     10110011011, {5 7 41}
  26,  1581,   (395 2),   (791 1),     11000101101, {3 17 31}
  26,  1585,    (99 4),   (793 1),     11000110001, {5 317}
  26,  1587,   (793 1),   (397 2),     11000110011, {3 23}
  26,  2835,  (1417 1),   (709 2),    101100010011, {3 5 7}
  26,  2841,   (355 3),  (1421 1),    101100011001, {3 947}
  26,  2859,  (1429 1),   (715 2),    101100101011, {3 953}
  26,  2863,  (1431 1),   (179 4),    101100101111, {7 409}
  26,  2871,  (1435 1),   (359 3),    101100110111, {3 11 29}
  26,  2921,   (365 3),  (1461 1),    101101101001, {23 127}
  26,  2939,  (1469 1),   (735 2),    101101111011, {2939}
  26,  2945,    (23 7),  (1473 1),    101110000001, {5 19 31}
  26,  3165,   (791 2),  (1583 1),    110001011101, {3 5 211}
  26,  3171,  (1585 1),   (793 2),    110001100011, {3 7 151}
  26,  3173,   (793 2),  (1587 1),    110001100101, {19 167}
  26,  3179,  (1589 1),   (795 2),    110001101011, {11 17}
  26,  3519,  (1759 1),    (55 6),    110110111111, {3 17 23}
  26,  5669,  (1417 2),  (2835 1),   1011000100101, {5669}
  26,  5671,  (2835 1),   (709 3),   1011000100111, {53 107}
  26,  5681,   (355 4),  (2841 1),   1011000110001, {13 19 23}
  26,  5683,  (2841 1),  (1421 2),   1011000110011, {5683}
  26,  5705,   (713 3),  (2853 1),   1011001001001, {5 7 163}
  26,  5719,  (2859 1),   (715 3),   1011001010111, {7 19 43}
  26,  5721,   (715 3),  (2861 1),   1011001011001, {3 1907}
  26,  5727,  (2863 1),   (179 5),   1011001011111, {3 23 83}
  26,  5741,  (1435 2),  (2871 1),   1011001101101, {5741}
  26,  5743,  (2871 1),   (359 4),   1011001101111, {5743}
  26,  5785,   (723 3),  (2893 1),   1011010011001, {5 13 89}
  26,  5787,  (2893 1),  (1447 2),   1011010011011, {3 643}
  26,  5801,   (725 3),  (2901 1),   1011010101001, {5801}
  26,  5833,   (729 3),  (2917 1),   1011011001001, {19 307}
  26,  5835,  (2917 1),  (1459 2),   1011011001011, {3 5 389}
  26,  5841,   (365 4),  (2921 1),   1011011010001, {3 11 59}
  26,  5843,  (2921 1),  (1461 2),   1011011010011, {5843}
  26,  5867,  (2933 1),  (1467 2),   1011011101011, {5867}
  26,  5871,  (2935 1),   (367 4),   1011011101111, {3 19 103}
  26,  5879,  (2939 1),   (735 3),   1011011110111, {5879}
  26,  5891,  (2945 1),  (1473 2),   1011100000011, {43 137}
  26,  5895,  (2947 1),   (737 3),   1011100000111, {3 5 131}
  26,  5897,   (737 3),  (2949 1),   1011100001001, {5897}
  26,  5913,   (739 3),  (2957 1),   1011100011001, {3 73}
  26,  5993,   (749 3),  (2997 1),   1011101101001, {13 461}
  26,  5995,  (2997 1),  (1499 2),   1011101101011, {5 11 109}
  26,  6325,  (1581 2),  (3163 1),   1100010110101, {5 11 23}
  26,  6341,  (1585 2),  (3171 1),   1100011000101, {17 373}
  26,  6345,   (793 3),  (3173 1),   1100011001001, {3 5 47}
  26,  6349,  (1587 2),  (3175 1),   1100011001101, {7 907}
  26,  6359,  (3179 1),   (795 3),   1100011010111, {6359}
  26,  6363,  (3181 1),  (1591 2),   1100011011011, {3 7 101}
  26,  6377,   (797 3),  (3189 1),   1100011101001, {7 911}
  26,  6379,  (3189 1),  (1595 2),   1100011101011, {6379}
  26,  7039,  (3519 1),    (55 7),   1101101111111, {7039}
  26,  7049,   (881 3),  (3525 1),   1101110001001, {7 19 53}
  27,   263,   (131 1),    (33 3),       100000111, {263}
  27,   527,   (263 1),    (33 4),      1000001111, {17 31}
  27,  1053,   (263 2),   (527 1),     10000011101, {3 13}
  27,  1057,    (33 5),   (529 1),     10000100001, {7 151}
  27,  1889,    (59 5),   (945 1),     11101100001, {1889}
  27,  1913,   (239 3),   (957 1),     11101111001, {1913}
  27,  1947,   (973 1),   (487 2),     11110011011, {3 11 59}
  27,  1959,   (979 1),   (245 3),     11110100111, {3 653}
  27,  1963,   (981 1),   (491 2),     11110101011, {13 151}
  27,  2109,   (527 2),  (1055 1),    100000111101, {3 19 37}
  27,  2113,    (33 6),  (1057 1),    100001000001, {2113}
  27,  2115,  (1057 1),   (529 2),    100001000011, {3 5 47}
  27,  2119,  (1059 1),   (265 3),    100001000111, {13 163}
  27,  3779,  (1889 1),   (945 2),    111011000011, {3779}
  27,  3787,  (1893 1),   (947 2),    111011001011, {7 541}
  27,  3803,  (1901 1),   (951 2),    111011011011, {3803}
  27,  3817,   (477 3),  (1909 1),    111011101001, {11 347}
  27,  3827,  (1913 1),   (957 2),    111011110011, {43 89}
  27,  3867,  (1933 1),   (967 2),    111100011011, {3 1289}
  27,  3895,  (1947 1),   (487 3),    111100110111, {5 19 41}
  27,  3911,  (1955 1),   (489 3),    111101000111, {3911}
  27,  3919,  (1959 1),   (245 4),    111101001111, {3919}
  27,  3927,  (1963 1),   (491 3),    111101010111, {3 7 11 17}
  27,  3931,  (1965 1),   (983 2),    111101011011, {3931}
  27,  3995,  (1997 1),   (999 2),    111110011011, {5 17 47}
  27,  4213,  (1053 2),  (2107 1),   1000001110101, {11 383}
  27,  4227,  (2113 1),  (1057 2),   1000010000011, {3 1409}
  27,  4229,  (1057 2),  (2115 1),   1000010000101, {4229}
  27,  4239,  (2119 1),   (265 4),   1000010001111, {3 157}
  27,  4251,  (2125 1),  (1063 2),   1000010011011, {3 13 109}
  27,  4699,  (2349 1),  (1175 2),   1001001011011, {37 127}
  27,  7557,  (1889 2),  (3779 1),   1110110000101, {3 11 229}
  27,  7561,   (945 3),  (3781 1),   1110110001001, {7561}
  27,  7563,  (3781 1),  (1891 2),   1110110001011, {3 2521}
  27,  7575,  (3787 1),   (947 3),   1110110010111, {3 5 101}
  27,  7577,   (947 3),  (3789 1),   1110110011001, {7577}
  27,  7583,  (3791 1),   (237 5),   1110110011111, {7583}
  27,  7607,  (3803 1),   (951 3),   1110110110111, {7607}
  27,  7625,   (953 3),  (3813 1),   1110111001001, {5 61}
  27,  7627,  (3813 1),  (1907 2),   1110111001011, {29 263}
  27,  7635,  (3817 1),  (1909 2),   1110111010011, {3 5 509}
  27,  7653,  (1913 2),  (3827 1),   1110111100101, {3 2551}
  27,  7655,  (3827 1),   (957 3),   1110111100111, {5 1531}
  27,  7657,   (957 3),  (3829 1),   1110111101001, {13 19 31}
  27,  7713,   (241 5),  (3857 1),   1111000100001, {3 857}
  27,  7735,  (3867 1),   (967 3),   1111000110111, {5 7 13 17}
  27,  7777,   (243 5),  (3889 1),   1111001100001, {7 11 101}
  27,  7783,  (3891 1),   (973 3),   1111001100111, {43 181}
  27,  7789,  (1947 2),  (3895 1),   1111001101101, {7789}
  27,  7807,  (3903 1),    (61 7),   1111001111111, {37 211}
  27,  7823,  (3911 1),   (489 4),   1111010001111, {7823}
  27,  7837,  (1959 2),  (3919 1),   1111010011101, {17 461}
  27,  7839,  (3919 1),   (245 5),   1111010011111, {3 13 67}
  27,  7851,  (3925 1),  (1963 2),   1111010101011, {3 2617}
  27,  7853,  (1963 2),  (3927 1),   1111010101101, {7853}
  27,  7855,  (3927 1),   (491 4),   1111010101111, {5 1571}
  27,  7863,  (3931 1),   (983 3),   1111010110111, {3 2621}
  27,  7871,  (3935 1),   (123 6),   1111010111111, {17 463}
  27,  7883,  (3941 1),  (1971 2),   1111011001011, {7883}
  27,  7991,  (3995 1),   (999 3),   1111100110111, {61 131}
  27,  7993,   (999 3),  (3997 1),   1111100111001, {7993}
  27,  8433,   (527 4),  (4217 1),  10000011110001, {3 937}
  27,  8437,  (2109 2),  (4219 1),  10000011110101, {11 13 59}
  27,  8453,  (2113 2),  (4227 1),  10000100000101, {79 107}
  27,  8459,  (4229 1),  (2115 2),  10000100001011, {11 769}
  27,  8461,  (2115 2),  (4231 1),  10000100001101, {8461}
  27,  8465,   (529 4),  (4233 1),  10000100010001, {5 1693}
  27,  8477,  (2119 2),  (4239 1),  10000100011101, {7 173}
  27,  8479,  (4239 1),   (265 5),  10000100011111, {61 139}
  27,  8495,  (4247 1),   (531 4),  10000100101111, {5 1699}
  27,  8503,  (4251 1),  (1063 3),  10000100110111, {11 773}
  27,  8505,  (1063 3),  (4253 1),  10000100111001, {3 5 7}
  27,  9385,  (1173 3),  (4693 1),  10010010101001, {5 1877}
  27,  9399,  (4699 1),  (1175 3),  10010010110111, {3 13 241}
  28,   175,    (87 1),    (11 4),        10101111, {5 7}
  28,   351,   (175 1),    (11 5),       101011111, {3 13}
  28,   701,   (175 2),   (351 1),      1010111101, {701}
  28,  1259,   (629 1),   (315 2),     10011101011, {1259}
  28,  1275,   (637 1),   (319 2),     10011111011, {3 5 17}
  28,  1405,   (351 2),   (703 1),     10101111101, {5 281}
  28,  1409,    (11 7),   (705 1),     10110000001, {1409}
  28,  2519,  (1259 1),   (315 3),    100111010111, {11 229}
  28,  2535,  (1267 1),   (317 3),    100111100111, {3 5 13}
  28,  2551,  (1275 1),   (319 3),    100111110111, {2551}
  28,  2607,  (1303 1),   (163 4),    101000101111, {3 11 79}
  28,  2617,   (327 3),  (1309 1),    101000111001, {2617}
  28,  2663,  (1331 1),   (333 3),    101001100111, {2663}
  28,  2805,   (701 2),  (1403 1),    101011110101, {3 5 11 17}
  28,  2817,    (11 8),  (1409 1),    101100000001, {3 313}
  28,  2819,  (1409 1),   (705 2),    101100000011, {2819}
  28,  2825,   (353 3),  (1413 1),    101100001001, {5 113}
  28,  5037,  (1259 2),  (2519 1),   1001110101101, {3 23 73}
  28,  5049,   (631 3),  (2525 1),   1001110111001, {3 11 17}
  28,  5051,  (2525 1),  (1263 2),   1001110111011, {5051}
  28,  5055,  (2527 1),    (79 6),   1001110111111, {3 5 337}
  28,  5071,  (2535 1),   (317 4),   1001111001111, {11 461}
  28,  5083,  (2541 1),  (1271 2),   1001111011011, {13 17 23}
  28,  5089,   (159 5),  (2545 1),   1001111100001, {7 727}
  28,  5101,  (1275 2),  (2551 1),   1001111101101, {5101}
  28,  5103,  (2551 1),   (319 4),   1001111101111, {3 7}
  28,  5193,   (649 3),  (2597 1),   1010001001001, {3 577}
  28,  5215,  (2607 1),   (163 5),   1010001011111, {5 7 149}
  28,  5225,   (653 3),  (2613 1),   1010001101001, {5 11 19}
  28,  5235,  (2617 1),  (1309 2),   1010001110011, {3 5 349}
  28,  5241,   (655 3),  (2621 1),   1010001111001, {3 1747}
  28,  5247,  (2623 1),    (41 7),   1010001111111, {3 11 53}
  28,  5255,  (2627 1),   (657 3),   1010010000111, {5 1051}
  28,  5327,  (2663 1),   (333 4),   1010011001111, {7 761}
  28,  5617,   (351 4),  (2809 1),   1010111110001, {41 137}
  28,  5621,  (1405 2),  (2811 1),   1010111110101, {7 11 73}
  28,  5635,  (2817 1),  (1409 2),   1011000000011, {5 7 23}
  28,  5637,  (1409 2),  (2819 1),   1011000000101, {3 1879}
  28,  5639,  (2819 1),   (705 3),   1011000000111, {5639}
  28,  5643,  (2821 1),  (1411 2),   1011000001011, {3 11 19}
  28,  5651,  (2825 1),  (1413 2),   1011000010011, {5651}
  28,  5663,  (2831 1),   (177 5),   1011000011111, {7 809}
  28,  6265,   (783 3),  (3133 1),   1100001111001, {5 7 179}
  29,   233,    (29 3),   (117 1),        11101001, {233}
  29,   467,   (233 1),   (117 2),       111010011, {467}
  29,   839,   (419 1),   (105 3),      1101000111, {839}
  29,   933,   (233 2),   (467 1),      1110100101, {3 311}
  29,   939,   (469 1),   (235 2),      1110101011, {3 313}
  29,  1679,   (839 1),   (105 4),     11010001111, {23 73}
  29,  1775,   (887 1),   (111 4),     11011101111, {5 71}
  29,  1869,   (467 2),   (935 1),     11101001101, {3 7 89}
  29,  1873,   (117 4),   (937 1),     11101010001, {1873}
  29,  1879,   (939 1),   (235 3),     11101010111, {1879}
  29,  1883,   (941 1),   (471 2),     11101011011, {7 269}
  29,  3357,   (839 2),  (1679 1),    110100011101, {3 373}
  29,  3367,  (1683 1),   (421 3),    110100100111, {7 13 37}
  29,  3401,   (425 3),  (1701 1),    110101001001, {19 179}
  29,  3483,  (1741 1),   (871 2),    110110011011, {3 43}
  29,  3489,   (109 5),  (1745 1),    110110100001, {3 1163}
  29,  3503,  (1751 1),   (219 4),    110110101111, {31 113}
  29,  3551,  (1775 1),   (111 5),    110111011111, {53 67}
  29,  3733,   (933 2),  (1867 1),    111010010101, {3733}
  29,  3747,  (1873 1),   (937 2),    111010100011, {3 1249}
  29,  3757,   (939 2),  (1879 1),    111010101101, {13 17}
  29,  3759,  (1879 1),   (235 4),    111010101111, {3 7 179}
  29,  3767,  (1883 1),   (471 3),    111010110111, {3767}
  29,  3775,  (1887 1),    (59 6),    111010111111, {5 151}
  29,  6717,  (1679 2),  (3359 1),   1101000111101, {3 2239}
  29,  6735,  (3367 1),   (421 4),   1101001001111, {3 5 449}
  29,  6761,   (845 3),  (3381 1),   1101001101001, {6761}
  29,  6777,   (847 3),  (3389 1),   1101001111001, {3 251}
  29,  6779,  (3389 1),  (1695 2),   1101001111011, {6779}
  29,  6785,    (53 7),  (3393 1),   1101010000001, {5 23 59}
  29,  6801,   (425 4),  (3401 1),   1101010010001, {3 2267}
  29,  6803,  (3401 1),  (1701 2),   1101010010011, {6803}
  29,  6855,  (3427 1),   (857 3),   1101011000111, {3 5 457}
  29,  6875,  (3437 1),  (1719 2),   1101011011011, {5 11}
  29,  6895,  (3447 1),   (431 4),   1101011101111, {5 7 197}
  29,  6923,  (3461 1),  (1731 2),   1101100001011, {7 23 43}
  29,  6939,  (3469 1),  (1735 2),   1101100011011, {3 257}
  29,  6953,   (869 3),  (3477 1),   1101100101001, {17 409}
  29,  6959,  (3479 1),   (435 4),   1101100101111, {6959}
  29,  6967,  (3483 1),   (871 3),   1101100110111, {6967}
  29,  6979,  (3489 1),  (1745 2),   1101101000011, {7 997}
  29,  6983,  (3491 1),   (873 3),   1101101000111, {6983}
  29,  7007,  (3503 1),   (219 5),   1101101011111, {7 11 13}
  29,  7101,  (1775 2),  (3551 1),   1101110111101, {3 263}
  29,  7295,  (3647 1),    (57 7),   1110001111111, {5 1459}
  29,  7477,  (1869 2),  (3739 1),   1110100110101, {7477}
  29,  7489,   (117 6),  (3745 1),   1110101000001, {7489}
  29,  7493,  (1873 2),  (3747 1),   1110101000101, {59 127}
  29,  7499,  (3749 1),  (1875 2),   1110101001011, {7499}
  29,  7513,   (939 3),  (3757 1),   1110101011001, {11 683}
  29,  7517,  (1879 2),  (3759 1),   1110101011101, {7517}
  29,  7519,  (3759 1),   (235 5),   1110101011111, {73 103}
  29,  7533,  (1883 2),  (3767 1),   1110101101101, {3 31}
  29,  7535,  (3767 1),   (471 4),   1110101101111, {5 11 137}
  29,  7551,  (3775 1),    (59 7),   1110101111111, {3 839}
  29,  7663,  (3831 1),   (479 4),   1110111101111, {79 97}
  29,  7727,  (3863 1),   (483 4),   1111000101111, {7727}
  29,  8319,  (4159 1),    (65 7),  10000001111111, {3 47 59}
  29,  8353,   (261 5),  (4177 1),  10000010100001, {8353}
  30,   155,    (77 1),    (39 2),        10011011, {5 31}
  30,   311,   (155 1),    (39 3),       100110111, {311}
  30,   559,   (279 1),    (35 4),      1000101111, {13 43}
  30,   621,   (155 2),   (311 1),      1001101101, {3 23}
  30,  1119,   (559 1),    (35 5),     10001011111, {3 373}
  30,  1183,   (591 1),    (37 5),     10010011111, {7 13}
  30,  1245,   (311 2),   (623 1),     10011011101, {3 5 83}
  30,  1255,   (627 1),   (157 3),     10011100111, {5 251}
  30,  2237,   (559 2),  (1119 1),    100010111101, {2237}
  30,  2267,  (1133 1),   (567 2),    100011011011, {2267}
  30,  2335,  (1167 1),    (73 5),    100100011111, {5 467}
  30,  2367,  (1183 1),    (37 6),    100100111111, {3 263}
  30,  2485,   (621 2),  (1243 1),    100110110101, {5 7 71}
