# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance
#
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `n`       a positive odd integer
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `base2`   the binary representation of n
# `factors` the prime factors of n

dist,     n,        nl,        nr,           base2, factors
  18,  9347,  (4673 1),  (2337 2),  10010010000011, {13 719}
  18,  9349,  (2337 2),  (4675 1),  10010010000101, {9349}
  18,  9357,  (2339 2),  (4679 1),  10010010001101, {3 3119}
  18,  9365,  (2341 2),  (4683 1),  10010010010101, {5 1873}
  18,  9367,  (4683 1),  (1171 3),  10010010010111, {17 19 29}
  18,  9369,  (1171 3),  (4685 1),  10010010011001, {3 347}
  18,  9387,  (4693 1),  (2347 2),  10010010101011, {3 7 149}
  18,  9391,  (4695 1),   (587 4),  10010010101111, {9391}
  18,  9401,  (1175 3),  (4701 1),  10010010111001, {7 17 79}
  18,  9403,  (4701 1),  (2351 2),  10010010111011, {9403}
  18,  9405,  (2351 2),  (4703 1),  10010010111101, {3 5 11 19}
  18,  9409,   (147 6),  (4705 1),  10010011000001, {97}
  18,  9411,  (4705 1),  (2353 2),  10010011000011, {3 3137}
  18,  9415,  (4707 1),  (1177 3),  10010011000111, {5 7 269}
  18,  9423,  (4711 1),   (589 4),  10010011001111, {3 349}
  18,  9437,  (2359 2),  (4719 1),  10010011011101, {9437}
  18,  9445,  (2361 2),  (4723 1),  10010011100101, {5 1889}
  18,  9449,  (1181 3),  (4725 1),  10010011101001, {11 859}
  18,  9453,  (2363 2),  (4727 1),  10010011101101, {3 23 137}
  18,  9457,   (591 4),  (4729 1),  10010011110001, {7 193}
  18,  9459,  (4729 1),  (2365 2),  10010011110011, {3 1051}
  18,  9461,  (2365 2),  (4731 1),  10010011110101, {9461}
  18,  9463,  (4731 1),  (1183 3),  10010011110111, {9463}
  18,  9465,  (1183 3),  (4733 1),  10010011111001, {3 5 631}
  18,  9473,    (37 8),  (4737 1),  10010100000001, {9473}
  18,  9475,  (4737 1),  (2369 2),  10010100000011, {5 379}
  18,  9487,  (4743 1),   (593 4),  10010100001111, {53 179}
  18,  9551,  (4775 1),   (597 4),  10010101001111, {9551}
  18,  9613,  (2403 2),  (4807 1),  10010110001101, {9613}
  18,  9621,  (2405 2),  (4811 1),  10010110010101, {3 1069}
  18,  9649,   (603 4),  (4825 1),  10010110110001, {9649}
  18,  9651,  (4825 1),  (2413 2),  10010110110011, {3 3217}
  18,  9657,  (1207 3),  (4829 1),  10010110111001, {3 29 37}
  18,  9673,  (1209 3),  (4837 1),  10010111001001, {17 569}
  18,  9677,  (2419 2),  (4839 1),  10010111001101, {9677}
  18,  9681,   (605 4),  (4841 1),  10010111010001, {3 7 461}
  18,  9691,  (4845 1),  (2423 2),  10010111011011, {11 881}
  18,  9711,  (4855 1),   (607 4),  10010111101111, {3 13 83}
  18,  9755,  (4877 1),  (2439 2),  10011000011011, {5 1951}
  18,  9857,    (77 7),  (4929 1),  10011010000001, {9857}
  19,   379,   (189 1),    (95 2),       101111011, {379}
  19,   393,    (49 3),   (197 1),       110001001, {3 131}
  19,   425,    (53 3),   (213 1),       110101001, {5 17}
  19,   759,   (379 1),    (95 3),      1011110111, {3 11 23}
  19,   767,   (383 1),     (3 8),      1011111111, {13 59}
  19,   779,   (389 1),   (195 2),      1100001011, {19 41}
  19,   787,   (393 1),   (197 2),      1100010011, {787}
  19,   801,    (25 5),   (401 1),      1100100001, {3 89}
  19,   849,    (53 4),   (425 1),      1101010001, {3 283}
  19,   851,   (425 1),   (213 2),      1101010011, {23 37}
  19,  1517,   (379 2),   (759 1),     10111101101, {37 41}
  19,  1529,   (191 3),   (765 1),     10111111001, {11 139}
  19,  1531,   (765 1),   (383 2),     10111111011, {1531}
  19,  1535,   (767 1),     (3 9),     10111111111, {5 307}
  19,  1545,   (193 3),   (773 1),     11000001001, {3 5 103}
  19,  1559,   (779 1),   (195 3),     11000010111, {1559}
  19,  1561,   (195 3),   (781 1),     11000011001, {7 223}
  19,  1567,   (783 1),    (49 5),     11000011111, {1567}
  19,  1573,   (393 2),   (787 1),     11000100101, {11 13}
  19,  1575,   (787 1),   (197 3),     11000100111, {3 5 7}
  19,  1601,    (25 6),   (801 1),     11001000001, {1601}
  19,  1603,   (801 1),   (401 2),     11001000011, {7 229}
  19,  1699,   (849 1),   (425 2),     11010100011, {1699}
  19,  1701,   (425 2),   (851 1),     11010100101, {3 7}
  19,  1703,   (851 1),   (213 3),     11010100111, {13 131}
  19,  3037,   (759 2),  (1519 1),    101111011101, {3037}
  19,  3047,  (1523 1),   (381 3),    101111100111, {11 277}
  19,  3059,  (1529 1),   (765 2),    101111110011, {7 19 23}
  19,  3063,  (1531 1),   (383 3),    101111110111, {3 1021}
  19,  3067,  (1533 1),   (767 2),    101111111011, {3067}
  19,  3069,   (767 2),  (1535 1),    101111111101, {3 11 31}
  19,  3091,  (1545 1),   (773 2),    110000010011, {11 281}
  19,  3115,  (1557 1),   (779 2),    110000101011, {5 7 89}
  19,  3117,   (779 2),  (1559 1),    110000101101, {3 1039}
  19,  3121,   (195 4),  (1561 1),    110000110001, {3121}
  19,  3123,  (1561 1),   (781 2),    110000110011, {3 347}
  19,  3135,  (1567 1),    (49 6),    110000111111, {3 5 11 19}
  19,  3145,   (393 3),  (1573 1),    110001001001, {5 17 37}
  19,  3149,   (787 2),  (1575 1),    110001001101, {47 67}
  19,  3151,  (1575 1),   (197 4),    110001001111, {23 137}
  19,  3153,   (197 4),  (1577 1),    110001010001, {3 1051}
  19,  3183,  (1591 1),   (199 4),    110001101111, {3 1061}
  19,  3203,  (1601 1),   (801 2),    110010000011, {3203}
  19,  3205,   (801 2),  (1603 1),    110010000101, {5 641}
  19,  3225,   (403 3),  (1613 1),    110010011001, {3 5 43}
  19,  3397,   (849 2),  (1699 1),    110101000101, {43 79}
  19,  3403,  (1701 1),   (851 2),    110101001011, {41 83}
  19,  3405,   (851 2),  (1703 1),    110101001101, {3 5 227}
  19,  3407,  (1703 1),   (213 4),    110101001111, {3407}
  19,  3751,  (1875 1),   (469 3),    111010100111, {11 31}
  19,  3755,  (1877 1),   (939 2),    111010101011, {5 751}
  19,  6069,  (1517 2),  (3035 1),   1011110110101, {3 7 17}
  19,  6073,   (759 3),  (3037 1),   1011110111001, {6073}
  19,  6075,  (3037 1),  (1519 2),   1011110111011, {3 5}
  19,  6081,    (95 6),  (3041 1),   1011111000001, {3 2027}
  19,  6089,   (761 3),  (3045 1),   1011111001001, {6089}
  19,  6095,  (3047 1),   (381 4),   1011111001111, {5 23 53}
  19,  6117,  (1529 2),  (3059 1),   1011111100101, {3 2039}
  19,  6119,  (3059 1),   (765 3),   1011111100111, {29 211}
  19,  6125,  (1531 2),  (3063 1),   1011111101101, {5 7}
  19,  6127,  (3063 1),   (383 4),   1011111101111, {11 557}
  19,  6135,  (3067 1),   (767 3),   1011111110111, {3 5 409}
  19,  6141,  (1535 2),  (3071 1),   1011111111101, {3 23 89}
  19,  6181,  (1545 2),  (3091 1),   1100000100101, {7 883}
  19,  6187,  (3093 1),  (1547 2),   1100000101011, {23 269}
  19,  6215,  (3107 1),   (777 3),   1100001000111, {5 11 113}
  19,  6231,  (3115 1),   (779 3),   1100001010111, {3 31 67}
  19,  6233,   (779 3),  (3117 1),   1100001011001, {23 271}
  19,  6237,  (1559 2),  (3119 1),   1100001011101, {3 7 11}
  19,  6243,  (3121 1),  (1561 2),   1100001100011, {3 2081}
  19,  6245,  (1561 2),  (3123 1),   1100001100101, {5 1249}
  19,  6267,  (3133 1),  (1567 2),   1100001111011, {3 2089}
  19,  6269,  (1567 2),  (3135 1),   1100001111101, {6269}
  19,  6273,    (49 7),  (3137 1),   1100010000001, {3 17 41}
  19,  6281,   (785 3),  (3141 1),   1100010001001, {11 571}
  19,  6289,   (393 4),  (3145 1),   1100010010001, {19 331}
  19,  6291,  (3145 1),  (1573 2),   1100010010011, {3 233}
  19,  6293,  (1573 2),  (3147 1),   1100010010101, {7 29 31}
  19,  6297,   (787 3),  (3149 1),   1100010011001, {3 2099}
  19,  6299,  (3149 1),  (1575 2),   1100010011011, {6299}
  19,  6301,  (1575 2),  (3151 1),   1100010011101, {6301}
  19,  6305,   (197 5),  (3153 1),   1100010100001, {5 13 97}
  19,  6307,  (3153 1),  (1577 2),   1100010100011, {7 17 53}
  19,  6315,  (3157 1),  (1579 2),   1100010101011, {3 5 421}
  19,  6367,  (3183 1),   (199 5),   1100011011111, {6367}
  19,  6405,  (1601 2),  (3203 1),   1100100000101, {3 5 7 61}
  19,  6413,  (1603 2),  (3207 1),   1100100001101, {11 53}
  19,  6417,   (401 4),  (3209 1),   1100100010001, {3 23 31}
  19,  6433,   (201 5),  (3217 1),   1100100100001, {7 919}
  19,  6449,   (403 4),  (3225 1),   1100100110001, {6449}
  19,  6451,  (3225 1),  (1613 2),   1100100110011, {6451}
  19,  6503,  (3251 1),   (813 3),   1100101100111, {7 929}
  19,  6571,  (3285 1),  (1643 2),   1100110101011, {6571}
  19,  6759,  (3379 1),   (845 3),   1101001100111, {3 751}
  19,  6797,  (1699 2),  (3399 1),   1101010001101, {7 971}
  19,  6805,  (1701 2),  (3403 1),   1101010010101, {5 1361}
  19,  6807,  (3403 1),   (851 3),   1101010010111, {3 2269}
  19,  6813,  (1703 2),  (3407 1),   1101010011101, {3 757}
  19,  6847,  (3423 1),   (107 6),   1101010111111, {41 167}
  19,  6859,  (3429 1),  (1715 2),   1101011001011, {19}
  19,  7497,   (937 3),  (3749 1),   1110101001001, {3 7 17}
  19,  7503,  (3751 1),   (469 4),   1110101001111, {3 41 61}
  19,  7511,  (3755 1),   (939 3),   1110101010111, {7 29 37}
  19,  7529,   (941 3),  (3765 1),   1110101101001, {7529}
  19,  7531,  (3765 1),  (1883 2),   1110101101011, {17 443}
  20,   283,   (141 1),    (71 2),       100011011, {283}
  20,   505,    (63 3),   (253 1),       111111001, {5 101}
  20,   511,   (255 1),     (1 9),       111111111, {7 73}
  20,   519,   (259 1),    (65 3),      1000000111, {3 173}
  20,   567,   (283 1),    (71 3),      1000110111, {3 7}
  20,  1011,   (505 1),   (253 2),      1111110011, {3 337}
  20,  1019,   (509 1),   (255 2),      1111111011, {1019}
  20,  1023,   (511 1),    (1 10),      1111111111, {3 11 31}
  20,  1039,   (519 1),    (65 4),     10000001111, {1039}
  20,  1049,   (131 3),   (525 1),     10000011001, {1049}
  20,  1067,   (533 1),   (267 2),     10000101011, {11 97}
  20,  1133,   (283 2),   (567 1),     10001101101, {11 103}
  20,  1135,   (567 1),    (71 4),     10001101111, {5 227}
  20,  2021,   (505 2),  (1011 1),     11111100101, {43 47}
  20,  2031,  (1015 1),   (127 4),     11111101111, {3 677}
  20,  2039,  (1019 1),   (255 3),     11111110111, {2039}
  20,  2041,   (255 3),  (1021 1),     11111111001, {13 157}
  20,  2045,   (511 2),  (1023 1),     11111111101, {5 409}
  20,  2077,   (519 2),  (1039 1),    100000011101, {31 67}
  20,  2081,    (65 5),  (1041 1),    100000100001, {2081}
  20,  2089,   (261 3),  (1045 1),    100000101001, {2089}
  20,  2097,   (131 4),  (1049 1),    100000110001, {3 233}
  20,  2099,  (1049 1),   (525 2),    100000110011, {2099}
  20,  2135,  (1067 1),   (267 3),    100001010111, {5 7 61}
  20,  2137,   (267 3),  (1069 1),    100001011001, {2137}
  20,  2265,   (283 3),  (1133 1),    100011011001, {3 5 151}
  20,  2269,   (567 2),  (1135 1),    100011011101, {2269}
  20,  2271,  (1135 1),    (71 5),    100011011111, {3 757}
  20,  2503,  (1251 1),   (313 3),    100111000111, {2503}
  20,  4045,  (1011 2),  (2023 1),    111111001101, {5 809}
  20,  4049,   (253 4),  (2025 1),    111111010001, {4049}
  20,  4059,  (2029 1),  (1015 2),    111111011011, {3 11 41}
  20,  4063,  (2031 1),   (127 5),    111111011111, {17 239}
  20,  4077,  (1019 2),  (2039 1),    111111101101, {3 151}
  20,  4079,  (2039 1),   (255 4),    111111101111, {4079}
  20,  4083,  (2041 1),  (1021 2),    111111110011, {3 1361}
  20,  4089,   (511 3),  (2045 1),    111111111001, {3 29 47}
  20,  4093,  (1023 2),  (2047 1),    111111111101, {4093}
  20,  4121,   (515 3),  (2061 1),   1000000011001, {13 317}
  20,  4143,  (2071 1),   (259 4),   1000000101111, {3 1381}
  20,  4153,   (519 3),  (2077 1),   1000000111001, {4153}
  20,  4155,  (2077 1),  (1039 2),   1000000111011, {3 5 277}
  20,  4157,  (1039 2),  (2079 1),   1000000111101, {4157}
  20,  4161,    (65 6),  (2081 1),   1000001000001, {3 19 73}
  20,  4163,  (2081 1),  (1041 2),   1000001000011, {23 181}
  20,  4179,  (2089 1),  (1045 2),   1000001010011, {3 7 199}
  20,  4187,  (2093 1),  (1047 2),   1000001011011, {53 79}
  20,  4193,   (131 5),  (2097 1),   1000001100001, {7 599}
  20,  4195,  (2097 1),  (1049 2),   1000001100011, {5 839}
  20,  4197,  (1049 2),  (2099 1),   1000001100101, {3 1399}
  20,  4199,  (2099 1),   (525 3),   1000001100111, {13 17 19}
  20,  4201,   (525 3),  (2101 1),   1000001101001, {4201}
  20,  4203,  (2101 1),  (1051 2),   1000001101011, {3 467}
  20,  4269,  (1067 2),  (2135 1),   1000010101101, {3 1423}
  20,  4273,   (267 4),  (2137 1),   1000010110001, {4273}
  20,  4275,  (2137 1),  (1069 2),   1000010110011, {3 5 19}
  20,  4299,  (2149 1),  (1075 2),   1000011001011, {3 1433}
  20,  4335,  (2167 1),   (271 4),   1000011101111, {3 5 17}
  20,  4529,   (283 4),  (2265 1),   1000110110001, {7 647}
  20,  4531,  (2265 1),  (1133 2),   1000110110011, {23 197}
  20,  4533,  (1133 2),  (2267 1),   1000110110101, {3 1511}
  20,  4537,   (567 3),  (2269 1),   1000110111001, {13 349}
  20,  4541,  (1135 2),  (2271 1),   1000110111101, {19 239}
  20,  5001,   (625 3),  (2501 1),   1001110001001, {3 1667}
  20,  5007,  (2503 1),   (313 4),   1001110001111, {3 1669}
  20,  5019,  (2509 1),  (1255 2),   1001110011011, {3 7 239}
  20,  8085,  (2021 2),  (4043 1),   1111110010101, {3 5 7 11}
  20,  8097,   (253 5),  (4049 1),   1111110100001, {3 2699}
  20,  8099,  (4049 1),  (2025 2),   1111110100011, {7 13 89}
  20,  8107,  (4053 1),  (2027 2),   1111110101011, {11 67}
  20,  8111,  (4055 1),   (507 4),   1111110101111, {8111}
  20,  8119,  (4059 1),  (1015 3),   1111110110111, {23 353}
  20,  8125,  (2031 2),  (4063 1),   1111110111101, {5 13}
  20,  8135,  (4067 1),  (1017 3),   1111111000111, {5 1627}
  20,  8157,  (2039 2),  (4079 1),   1111111011101, {3 2719}
  20,  8159,  (4079 1),   (255 5),   1111111011111, {41 199}
  20,  8165,  (2041 2),  (4083 1),   1111111100101, {5 23 71}
  20,  8169,  (1021 3),  (4085 1),   1111111101001, {3 7 389}
  20,  8179,  (4089 1),  (2045 2),   1111111110011, {8179}
  20,  8181,  (2045 2),  (4091 1),   1111111110101, {3 101}
  20,  8241,   (515 4),  (4121 1),  10000000110001, {3 41 67}
  20,  8243,  (4121 1),  (2061 2),  10000000110011, {8243}
  20,  8249,  (1031 3),  (4125 1),  10000000111001, {73 113}
  20,  8251,  (4125 1),  (2063 2),  10000000111011, {37 223}
  20,  8287,  (4143 1),   (259 5),  10000001011111, {8287}
  20,  8307,  (4153 1),  (2077 2),  10000001110011, {3 13 71}
  20,  8309,  (2077 2),  (4155 1),  10000001110101, {7 1187}
  20,  8311,  (4155 1),  (1039 3),  10000001110111, {8311}
  20,  8323,  (4161 1),  (2081 2),  10000010000011, {7 29 41}
  20,  8325,  (2081 2),  (4163 1),  10000010000101, {3 5 37}
  20,  8327,  (4163 1),  (1041 3),  10000010000111, {11 757}
  20,  8347,  (4173 1),  (2087 2),  10000010011011, {17 491}
  20,  8357,  (2089 2),  (4179 1),  10000010100101, {61 137}
  20,  8363,  (4181 1),  (2091 2),  10000010101011, {8363}
  20,  8375,  (4187 1),  (1047 3),  10000010110111, {5 67}
  20,  8385,   (131 6),  (4193 1),  10000011000001, {3 5 13 43}
  20,  8387,  (4193 1),  (2097 2),  10000011000011, {8387}
  20,  8389,  (2097 2),  (4195 1),  10000011000101, {8389}
  20,  8391,  (4195 1),  (1049 3),  10000011000111, {3 2797}
  20,  8395,  (4197 1),  (2099 2),  10000011001011, {5 23 73}
  20,  8397,  (2099 2),  (4199 1),  10000011001101, {3 311}
  20,  8399,  (4199 1),   (525 4),  10000011001111, {37 227}
  20,  8401,   (525 4),  (4201 1),  10000011010001, {31 271}
  20,  8403,  (4201 1),  (2101 2),  10000011010011, {3 2801}
  20,  8407,  (4203 1),  (1051 3),  10000011010111, {7 1201}
  20,  8409,  (1051 3),  (4205 1),  10000011011001, {3 2803}
  20,  8411,  (4205 1),  (2103 2),  10000011011011, {13 647}
  20,  8423,  (4211 1),  (1053 3),  10000011100111, {8423}
  20,  8489,  (1061 3),  (4245 1),  10000100101001, {13 653}
  20,  8541,  (2135 2),  (4271 1),  10000101011101, {3 13 73}
  20,  8547,  (4273 1),  (2137 2),  10000101100011, {3 7 11 37}
  20,  8549,  (2137 2),  (4275 1),  10000101100101, {83 103}
  20,  8577,    (67 7),  (4289 1),  10000110000001, {3 953}
  20,  8599,  (4299 1),  (1075 3),  10000110010111, {8599}
  20,  8601,  (1075 3),  (4301 1),  10000110011001, {3 47 61}
  20,  8671,  (4335 1),   (271 5),  10000111011111, {13 23 29}
  20,  8761,  (1095 3),  (4381 1),  10001000111001, {8761}
  20,  9059,  (4529 1),  (2265 2),  10001101100011, {9059}
  20,  9061,  (2265 2),  (4531 1),  10001101100101, {13 17 41}
  20,  9073,   (567 4),  (4537 1),  10001101110001, {43 211}
  20,  9075,  (4537 1),  (2269 2),  10001101110011, {3 5 11}
  20,  9077,  (2269 2),  (4539 1),  10001101110101, {29 313}
  20,  9085,  (2271 2),  (4543 1),  10001101111101, {5 23 79}
  20,  9119,  (4559 1),   (285 5),  10001110011111, {11 829}
  20,  9129,  (1141 3),  (4565 1),  10001110101001, {3 17 179}
  20,  9145,  (1143 3),  (4573 1),  10001110111001, {5 31 59}
  20,  9147,  (4573 1),  (2287 2),  10001110111011, {3 3049}
  20,  9199,  (4599 1),   (575 4),  10001111101111, {9199}
  20,  9995,  (4997 1),  (2499 2),  10011100001011, {5 1999}
  21,   377,    (47 3),   (189 1),       101111001, {13 29}
  21,   673,    (21 5),   (337 1),      1010100001, {673}
  21,   679,   (339 1),    (85 3),      1010100111, {7 97}
  21,   681,    (85 3),   (341 1),      1010101001, {3 227}
  21,   699,   (349 1),   (175 2),      1010111011, {3 233}
  21,   711,   (355 1),    (89 3),      1011000111, {3 79}
  21,   755,   (377 1),   (189 2),      1011110011, {5 151}
  21,  1347,   (673 1),   (337 2),     10101000011, {3 449}
  21,  1359,   (679 1),    (85 4),     10101001111, {3 151}
  21,  1363,   (681 1),   (341 2),     10101010011, {29 47}
  21,  1385,   (173 3),   (693 1),     10101101001, {5 277}
  21,  1387,   (693 1),   (347 2),     10101101011, {19 73}
  21,  1399,   (699 1),   (175 3),     10101110111, {1399}
  21,  1423,   (711 1),    (89 4),     10110001111, {1423}
  21,  1509,   (377 2),   (755 1),     10111100101, {3 503}
  21,  1513,   (189 3),   (757 1),     10111101001, {17 89}
  21,  2693,   (673 2),  (1347 1),    101010000101, {2693}
  21,  2699,  (1349 1),   (675 2),    101010001011, {2699}
  21,  2717,   (679 2),  (1359 1),    101010011101, {11 13 19}
  21,  2719,  (1359 1),    (85 5),    101010011111, {2719}
  21,  2721,    (85 5),  (1361 1),    101010100001, {3 907}
  21,  2725,   (681 2),  (1363 1),    101010100101, {5 109}
  21,  2747,  (1373 1),   (687 2),    101010111011, {41 67}
  21,  2769,   (173 4),  (1385 1),    101011010001, {3 13 71}
  21,  2771,  (1385 1),   (693 2),    101011010011, {17 163}
  21,  2775,  (1387 1),   (347 3),    101011010111, {3 5 37}
  21,  2785,    (87 5),  (1393 1),    101011100001, {5 557}
  21,  2791,  (1395 1),   (349 3),    101011100111, {2791}
  21,  2795,  (1397 1),   (699 2),    101011101011, {5 13 43}
  21,  2797,   (699 2),  (1399 1),    101011101101, {2797}
  21,  2799,  (1399 1),   (175 4),    101011101111, {3 311}
  21,  2845,   (711 2),  (1423 1),    101100011101, {5 569}
  21,  2849,    (89 5),  (1425 1),    101100100001, {7 11 37}
  21,  3019,  (1509 1),   (755 2),    101111001011, {3019}
  21,  3021,   (755 2),  (1511 1),    101111001101, {3 19 53}
  21,  3025,   (189 4),  (1513 1),    101111010001, {5 11}
  21,  3027,  (1513 1),   (757 2),    101111010011, {3 1009}
  21,  3337,   (417 3),  (1669 1),    110100001001, {47 71}
  21,  5389,  (1347 2),  (2695 1),   1010100001101, {17 317}
  21,  5393,   (337 4),  (2697 1),   1010100010001, {5393}
  21,  5399,  (2699 1),   (675 3),   1010100010111, {5399}
  21,  5407,  (2703 1),   (169 5),   1010100011111, {5407}
  21,  5417,   (677 3),  (2709 1),   1010100101001, {5417}
  21,  5423,  (2711 1),   (339 4),   1010100101111, {11 17 29}
  21,  5437,  (1359 2),  (2719 1),   1010100111101, {5437}
  21,  5439,  (2719 1),    (85 6),   1010100111111, {3 7 37}
  21,  5443,  (2721 1),  (1361 2),   1010101000011, {5443}
  21,  5453,  (1363 2),  (2727 1),   1010101001101, {7 19 41}
  21,  5457,   (341 4),  (2729 1),   1010101010001, {3 17 107}
  21,  5495,  (2747 1),   (687 3),   1010101110111, {5 7 157}
  21,  5499,  (2749 1),  (1375 2),   1010101111011, {3 13 47}
  21,  5537,   (173 5),  (2769 1),   1010110100001, {7 113}
  21,  5539,  (2769 1),  (1385 2),   1010110100011, {29 191}
  21,  5541,  (1385 2),  (2771 1),   1010110100101, {3 1847}
  21,  5549,  (1387 2),  (2775 1),   1010110101101, {31 179}
