# Odd core environment

This is a list of the first 5000 integers in consecutive order. For every integer n:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of oc.
- ternary and binary representations of the oc are given.
- residues of oc modulo a set of small primes then follow (`m3`, `m5`, etc).

oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31
1061,2,44,1110022,10000100101,2,1,4,5,8,7,16,3,17,7
4245,0,44,12211020,1000010010101,0,0,3,10,7,12,8,13,11,29
2123,1,8,2220122,100001001011,2,3,2,0,4,15,14,7,6,15
4247,0,8,12211022,1000010010111,2,2,5,1,9,14,10,15,13,0
531,3,44,201200,1000010011,0,1,6,3,11,4,18,2,9,4
4249,0,44,12211101,1000010011001,1,4,0,3,11,16,12,17,15,2
2125,1,44,2220201,100001001101,1,0,4,2,6,0,16,9,8,17
4251,0,27,12211110,1000010011011,0,1,2,5,0,1,14,19,17,4
1063,2,25,1110101,10000100111,1,3,6,7,10,9,18,5,19,9
4253,0,25,12211112,1000010011101,2,3,4,7,2,3,16,21,19,6
2127,1,25,2220210,100001001111,0,2,6,4,8,2,18,11,10,19
4255,0,73,12211121,1000010011111,1,0,6,9,4,5,18,0,21,8
133,5,8,11221,10000101,1,3,0,1,3,14,0,18,17,9
4257,0,10,12211200,1000010100001,0,2,1,0,6,7,1,2,23,10
2129,1,44,2220212,100001010001,2,4,1,6,10,4,1,13,12,21
4259,0,44,12211202,1000010100011,2,4,3,2,8,9,3,4,25,12
1065,2,25,1110110,10000101001,0,0,1,9,12,11,1,7,21,11
4261,0,25,12211211,1000010100101,1,1,5,4,10,11,5,6,27,14
2131,1,25,2220221,100001010011,1,1,3,8,12,6,3,15,14,23
4263,0,44,12211220,1000010100111,0,3,0,6,12,13,7,8,0,16
533,3,8,201202,1000010101,2,3,1,5,0,6,1,4,11,6
4265,0,61,12211222,1000010101001,2,0,2,8,1,15,9,10,2,18
2133,1,8,2221000,100001010101,0,3,5,10,1,8,5,17,16,25
4267,0,44,12212001,1000010101011,1,2,4,10,3,0,11,12,4,20
1067,2,20,1110112,10000101011,2,2,3,0,1,13,3,9,23,13
4269,0,20,12212010,1000010101101,0,4,6,1,5,2,13,14,6,22
2135,1,20,2221002,100001010111,2,0,0,1,3,10,7,19,18,27
4271,0,61,12212012,1000010101111,2,1,1,3,7,4,15,16,8,24
267,4,5,100220,100001011,0,2,1,3,7,12,1,14,6,19
4273,0,20,12212021,1000010110001,1,3,3,5,9,6,17,18,10,26
2137,1,20,2221011,100001011001,1,2,2,3,5,12,9,21,20,29
4275,0,20,12212100,1000010110011,0,0,5,7,11,8,0,20,12,28
1069,2,5,1110121,10000101101,1,4,5,2,3,15,5,11,25,15
4277,0,5,12212102,1000010110101,2,2,0,9,0,10,2,22,14,30
2139,1,25,2221020,100001011011,0,4,4,5,7,14,11,0,22,0
4279,0,25,12212111,1000010110111,1,4,2,0,2,12,4,1,16,1
535,3,5,201211,1000010111,1,0,3,7,2,8,3,6,13,8
4281,0,44,12212120,1000010111001,0,1,4,2,4,14,6,3,18,3
2141,1,5,2221022,100001011101,2,1,6,7,9,16,13,2,24,2
4283,0,44,12212122,1000010111011,2,3,6,4,6,16,8,5,20,5
1071,2,61,1110200,10000101111,0,1,0,4,5,0,7,13,27,17
4285,0,61,12212201,1000010111101,1,0,1,6,8,1,10,7,22,7
2143,1,61,2221101,100001011111,1,3,1,9,11,1,15,4,26,4
4287,0,44,12212210,1000010111111,0,2,3,8,10,3,12,9,24,9
67,6,8,2111,1000011,1,2,4,1,2,16,10,21,9,5
4289,0,25,12212212,1000011000001,2,4,5,10,12,5,14,11,26,11
2145,1,25,2221110,100001100001,0,0,3,0,0,3,17,6,28,6
4291,0,25,12212221,1000011000011,1,1,0,1,1,7,16,13,28,13
1073,2,5,1110202,10000110001,2,3,2,6,7,2,9,15,0,19
4293,0,5,12220000,1000011000101,0,3,2,3,3,9,18,15,1,15
2147,1,5,2221112,100001100011,2,2,5,2,2,5,0,8,1,8
4295,0,25,12220002,1000011000111,2,0,4,5,5,11,1,17,3,17
537,3,5,201220,1000011001,0,2,5,9,4,10,5,8,15,10
4297,0,5,12220011,1000011001001,1,2,6,7,7,13,3,19,5,19
2149,1,5,2221121,100001100101,1,4,0,4,4,7,2,10,3,10
4299,0,20,12220020,1000011001011,0,4,1,9,9,15,5,21,7,21
1075,2,5,1110211,10000110011,1,0,4,8,9,4,11,17,2,21
4301,0,5,12220022,1000011001101,2,1,3,0,11,0,7,0,9,23
2151,1,37,2221200,100001100111,0,1,2,6,6,9,4,12,5,12
4303,0,37,12220101,1000011001111,1,3,5,2,0,2,9,2,11,25
269,4,8,100222,100001101,2,4,3,5,9,14,3,16,8,21
4305,0,25,12220110,1000011010001,0,0,0,4,2,4,11,4,13,27
2153,1,25,2221202,100001101001,2,3,4,8,8,11,6,14,7,14
4307,0,25,12220112,1000011010011,2,2,2,6,4,6,13,6,15,29
1077,2,8,1110220,10000110101,0,2,6,10,11,6,13,19,4,23
4309,0,8,12220121,1000011010101,1,4,4,8,6,8,15,8,17,0
2155,1,61,2221211,100001101011,1,0,6,10,10,13,8,16,9,16
4311,0,61,12220200,1000011010111,0,1,6,10,8,10,17,10,19,2
539,3,15,201222,1000011011,2,4,0,0,6,12,7,10,17,12
4313,0,15,12220202,1000011011001,2,3,1,1,10,12,0,12,21,4
2157,1,15,2221220,100001101101,0,2,1,1,12,15,10,18,11,18
4315,0,44,12220211,1000011011011,1,0,3,3,12,14,2,14,23,6
1079,2,15,1110222,10000110111,2,4,1,1,0,8,15,21,6,25
4317,0,15,12220220,1000011011101,0,2,5,5,1,16,4,16,25,8
2159,1,44,2221222,100001101111,2,4,3,3,1,0,12,20,13,20
4319,0,44,12220222,1000011011111,2,4,0,7,3,1,6,18,27,10
135,5,13,12000,10000111,0,0,2,3,5,16,2,20,19,11
4321,0,61,12221001,1000011100001,1,1,2,9,5,3,8,20,0,12
2161,1,8,2222001,100001110001,1,1,5,5,3,2,14,22,15,22
4323,0,8,12221010,1000011100011,0,3,4,0,7,5,10,22,2,14
1081,2,49,1111001,10000111001,1,1,3,3,2,10,17,0,8,27
4325,0,49,12221012,1000011100101,2,0,6,2,9,7,12,1,4,16
2163,1,49,2222010,100001110011,0,3,0,7,5,4,16,1,17,24
4327,0,61,12221021,1000011100111,1,2,1,4,11,9,14,3,6,18
541,3,13,202001,1000011101,1,1,2,2,8,14,9,12,19,14
4329,0,15,12221100,1000011101001,0,4,3,6,0,11,16,5,8,20
2165,1,13,2222012,100001110101,2,0,2,9,7,6,18,3,19,26
4331,0,44,12221102,1000011101011,2,1,5,8,2,13,18,7,10,22
1083,2,49,1111010,10000111011,0,3,5,5,4,12,0,2,10,29
4333,0,49,12221111,1000011101101,1,3,0,10,4,15,1,9,12,24
2167,1,49,2222021,100001110111,1,2,4,0,9,8,1,5,21,28
4335,0,20,12221120,1000011101111,0,0,2,1,6,0,3,11,14,26
271,4,13,101001,100001111,1,1,5,7,11,16,5,18,10,23
4337,0,13,12221122,1000011110001,2,2,4,3,8,2,5,13,16,28
2169,1,25,2222100,100001111001,0,4,6,2,11,10,3,7,23,30
4339,0,25,12221201,1000011110011,1,4,6,5,10,4,7,15,18,30
1085,2,13,1111012,10000111101,2,0,0,7,6,14,2,4,12,0
4341,0,13,12221210,1000011110101,0,1,1,7,12,6,9,17,20,1
2171,1,15,2222102,100001111011,2,1,1,4,0,12,5,9,25,1
4343,0,15,12221212,1000011110111,2,3,3,9,1,8,11,19,22,3
543,3,49,202010,1000011111,0,3,4,4,10,16,11,14,21,16
4345,0,15,12221221,1000011111001,1,0,5,0,3,10,13,21,24,5
2173,1,49,2222111,100001111101,1,3,3,6,2,14,7,11,27,3
4347,0,66,12222000,1000011111011,0,2,0,2,5,12,15,0,26,7
1087,2,49,1111021,10000111111,1,2,2,9,8,16,4,6,14,2
4349,0,49,12222002,1000011111101,2,4,2,4,7,14,17,2,28,9
2175,1,25,2222120,100001111111,0,0,5,8,4,16,9,13,0,5
4351,0,25,12222011,1000011111111,1,1,4,6,9,16,0,4,1,11
17,8,3,122,10001,2,2,3,6,4,0,17,17,17,17
4353,0,49,12222020,1000100000001,0,3,6,8,11,1,2,6,3,13
2177,1,49,2222122,100010000001,2,2,0,10,6,1,11,15,2,7
4355,0,49,12222022,1000100000011,2,0,1,10,0,3,4,8,5,15
1089,2,13,1111100,10001000001,0,4,4,0,10,1,6,8,16,4
4357,0,13,12222101,1000100000101,1,2,3,1,2,5,6,10,7,17
2179,1,13,2222201,100010000011,1,4,2,1,8,3,13,17,4,9
4359,0,61,12222110,1000100000111,0,4,5,3,4,7,8,12,9,19
545,3,13,202012,1000100001,2,0,6,6,12,1,13,16,23,18
4361,0,49,12222112,1000100001001,2,1,0,5,6,9,10,14,11,21
2181,1,13,2222210,100010000101,0,1,4,3,10,5,15,19,6,11
4363,0,49,12222121,1000100001011,1,3,2,7,8,11,12,16,13,23
1091,2,13,1111102,10001000011,2,1,6,2,12,3,8,10,18,6
4365,0,13,12222200,1000100001101,0,0,4,9,10,13,14,18,15,25
2183,1,49,2222212,100010000111,2,3,6,5,12,7,17,21,8,13
4367,0,49,12222202,1000100001111,2,2,6,0,12,15,16,20,17,27
273,4,8,101010,100010001,0,3,0,9,0,1,7,20,12,25
4369,0,13,12222211,1000100010001,1,4,1,2,1,0,18,22,19,29
2185,1,37,2222221,100010001001,1,0,1,7,1,9,0,0,10,15
4371,0,37,12222220,1000100010011,0,1,3,4,3,2,1,1,21,0
1093,2,8,1111111,10001000101,1,3,1,4,1,5,10,12,20,8
4373,0,8,12222222,1000100010101,2,3,5,6,5,4,3,3,23,2
2187,1,25,10000000,100010001011,0,2,3,9,3,11,2,2,12,17
4375,0,25,20000001,1000100010111,1,0,0,8,7,6,5,5,25,4
547,3,8,202021,1000100011,1,2,1,8,1,3,15,18,25,20
4377,0,25,20000010,1000100011001,0,2,2,10,9,8,7,7,27,6
2189,1,8,10000002,100010001101,2,4,5,0,5,13,4,4,14,19
4379,0,78,20000012,1000100011011,2,4,4,1,11,10,9,9,0,8
1095,2,25,1111120,10001000111,0,0,3,6,3,7,12,14,22,10
4381,0,25,20000021,1000100011101,1,1,6,3,0,12,11,11,2,10
2191,1,25,10000011,100010001111,1,1,0,2,7,15,6,6,16,21
4383,0,25,20000100,1000100011111,0,3,1,5,2,14,13,13,4,12
137,5,32,12002,10001001,2,2,4,5,7,1,4,22,21,13
4385,0,49,20000102,1000100100001,2,0,3,7,4,16,15,15,6,14
2193,1,49,10000020,100010010001,0,3,2,4,9,0,8,8,18,23
4387,0,49,20000111,1000100100011,1,2,5,9,6,1,17,17,8,16
1097,2,49,1111122,10001001001,2,2,5,8,5,9,14,16,24,12
4389,0,49,20000120,1000100100101,0,4,0,0,8,3,0,19,10,18
2195,1,49,10000022,100010010011,2,0,4,6,11,2,10,10,20,25
4391,0,61,20000122,1000100100111,2,1,2,2,10,5,2,21,12,20
549,3,32,202100,1000100101,0,4,3,10,3,5,17,20,27,22
4393,0,49,20000201,1000100101001,1,3,4,4,12,7,4,0,14,22
2197,1,32,10000101,100010010101,1,2,6,8,0,4,12,12,22,27
4395,0,44,20000210,1000100101011,0,0,6,6,1,9,6,2,16,24
1099,2,8,1111201,10001001011,1,4,0,10,7,11,16,18,26,14
4397,0,8,20000212,1000100101101,2,2,1,8,3,11,8,4,18,26
2199,1,8,10000110,100010010111,0,4,1,10,2,6,14,14,24,29
4399,0,34,20000221,1000100101111,1,4,3,10,5,13,10,6,20,28
275,4,32,101012,100010011,2,0,2,0,2,3,9,22,14,27
4401,0,49,20001000,1000100110001,0,1,5,1,7,15,12,8,22,30
2201,1,49,10000112,100010011001,2,1,3,1,4,8,16,16,26,0
4403,0,49,20001002,1000100110011,2,3,0,3,9,0,14,10,24,1
1101,2,32,1111210,10001001101,0,1,2,1,9,13,18,20,28,16
4405,0,32,20001011,1000100110101,1,0,2,5,11,2,16,12,26,3
2203,1,15,10000121,100010011011,1,3,5,3,6,10,18,18,28,2
4407,0,15,20001020,1000100110111,0,2,4,7,0,4,18,14,28,5
551,3,13,202102,1000100111,2,1,5,1,5,7,0,22,0,24
4409,0,25,20001022,1000100111001,2,4,6,9,2,6,1,16,1,7
2205,1,13,10000200,100010011101,0,0,0,5,8,12,1,20,1,4
4411,0,13,20001101,1000100111011,1,1,1,0,4,8,3,18,3,9
1103,2,13,1111212,10001001111,2,3,4,3,11,15,1,22,1,18
4413,0,13,20001110,1000100111101,0,3,3,2,6,10,5,20,5,11
2207,1,61,10000202,100010011111,2,2,2,7,10,14,3,22,3,6
4415,0,61,20001112,1000100111111,2,0,5,4,8,12,7,22,7,13
69,6,3,2120,1000101,0,4,6,3,4,1,12,0,11,7
4417,0,32,20001121,1000101000001,1,2,0,6,10,14,9,1,9,15
2209,1,25,10000211,100010100001,1,4,4,9,12,16,5,1,5,8
4419,0,25,20001200,1000101000011,0,4,2,8,12,16,11,3,11,17
1105,2,32,1111221,10001010001,1,0,6,5,0,0,3,1,3,20
4421,0,32,20001202,1000101000101,2,1,4,10,1,1,13,5,13,19
2211,1,32,10000220,100010100011,0,1,6,0,1,1,7,3,7,10
4423,0,25,20001211,1000101000111,1,3,6,1,3,3,15,7,15,21
553,3,49,202111,1000101001,1,3,0,3,7,9,2,1,2,26
4425,0,13,20001220,1000101001001,0,0,1,3,5,5,17,9,17,23
2213,1,49,10000222,100010100101,2,3,1,2,3,3,9,5,9,12
4427,0,32,20001222,1000101001011,2,2,3,5,7,7,0,11,19,25
1107,2,49,1112000,10001010011,0,2,1,7,2,2,5,3,5,22
4429,0,49,20002001,1000101001101,1,4,5,7,9,9,2,13,21,27
2215,1,42,10001001,100010100111,1,0,3,4,5,5,11,7,11,14
4431,0,42,20002010,1000101001111,0,1,0,9,11,11,4,15,23,29
277,4,3,101021,100010101,1,2,4,2,4,5,11,1,16,29
4433,0,49,20002012,1000101010001,2,3,2,0,0,13,6,17,25,0
2217,1,25,10001010,100010101001,0,2,5,6,7,7,13,9,13,16
4435,0,25,20002021,1000101010011,1,0,4,2,2,15,8,19,27,2
1109,2,3,1112002,10001010101,2,4,3,9,4,4,7,5,7,24
4437,0,3,20002100,1000101010101,0,2,6,4,4,0,10,21,0,4
2219,1,32,10001012,100010101011,2,4,0,8,9,9,15,11,15,18
4439,0,32,20002102,1000101010111,2,4,1,6,6,2,12,0,2,6
555,3,8,202120,1000101011,0,0,2,5,9,11,4,3,4,28
4441,0,66,20002111,1000101011001,1,1,3,8,8,4,14,2,4,8
2221,1,8,10001021,100010101101,1,1,2,10,11,11,17,13,17,20
4443,0,32,20002120,1000101011011,0,3,5,10,10,6,16,4,6,10
1111,2,8,1112011,10001010111,1,1,5,0,6,6,9,7,9,26
4445,0,8,20002122,1000101011101,2,0,0,1,12,8,18,6,8,12
2223,1,66,10001100,100010101111,0,3,4,1,0,13,0,15,19,22
4447,0,66,20002201,1000101011111,1,2,2,3,1,10,1,8,10,14
139,5,13,12011,10001011,1,4,6,7,9,3,6,1,23,15
4449,0,22,20002210,1000101100001,0,4,4,5,3,12,3,10,12,16
2225,1,49,10001102,100010110001,2,0,6,3,2,15,2,17,21,24
4451,0,49,20002212,1000101100011,2,1,6,7,5,14,5,12,14,18
1113,2,49,1112020,10001011001,0,3,0,2,8,8,11,9,11,28
4453,0,49,20002221,1000101100101,1,3,1,9,7,16,7,14,16,20
2227,1,49,10001111,100010110011,1,2,1,5,4,0,4,19,23,26
4455,0,32,20010000,1000101100111,0,0,3,0,9,1,9,16,18,22
557,3,13,202122,1000101101,2,2,4,7,11,13,6,5,6,30
4457,0,13,20010002,1000101101001,2,2,5,2,11,3,11,18,20,24
2229,1,13,10001120,100010110101,0,4,3,7,6,2,6,21,25,28
4459,0,13,20010011,1000101101011,1,4,0,4,0,5,13,20,22,26
1115,2,32,1112022,10001011011,2,0,2,4,10,10,13,11,13,30
4461,0,32,20010020,1000101101101,0,1,2,6,2,7,15,22,24,28
2231,1,32,10001122,100010110111,2,1,5,9,8,4,8,0,27,30
4463,0,13,20010022,1000101101111,2,3,4,8,4,9,17,1,26,30
279,4,13,101100,100010111,0,4,6,4,6,7,13,3,18,0
4465,0,13,20010101,1000101110001,1,0,6,10,6,11,0,3,28,1
2233,1,49,10001201,100010111001,1,3,0,0,10,6,10,2,0,1
4467,0,49,20010110,1000101110011,0,2,1,1,8,13,2,5,1,3
1117,2,13,1112101,10001011101,1,2,4,6,12,12,15,13,15,1
4469,0,13,20010112,1000101110101,2,4,3,3,10,15,4,7,3,5
2235,1,13,10001210,100010111011,0,0,2,2,12,8,12,4,2,3
4471,0,13,20010121,1000101110111,1,1,5,5,12,0,6,9,5,7
559,3,30,202201,1000101111,1,4,6,9,0,15,8,7,8,1
4473,0,32,20010200,1000101111001,0,3,0,7,1,2,8,11,7,9
2237,1,30,10001212,100010111101,2,2,4,4,1,10,14,6,4,5
4475,0,49,20010202,1000101111011,2,0,2,9,3,4,10,13,9,11
1119,2,30,1112110,10001011111,0,4,6,8,1,14,17,15,17,3
4477,0,30,20010211,1000101111101,1,2,4,0,5,6,12,15,11,13
2239,1,49,10001221,100010111111,1,4,6,6,3,12,16,8,6,7
4479,0,49,20010220,1000101111111,0,4,6,2,7,8,14,17,13,15
35,7,3,1022,100011,2,0,0,2,9,1,16,12,6,4
4481,0,13,20010222,1000110000001,2,1,1,4,9,10,16,19,15,17
2241,1,13,10002000,100011000001,0,1,1,8,5,14,18,10,8,9
4483,0,13,20011001,1000110000011,1,3,3,6,11,12,18,21,17,19
1121,2,13,1112112,10001100001,2,1,1,10,3,16,0,17,19,5
4485,0,13,20011010,1000110000101,0,0,5,8,0,14,1,0,19,21
2243,1,13,10002002,100011000011,2,3,3,10,7,16,1,12,10,11
4487,0,13,20011012,1000110000111,2,2,0,10,2,16,3,2,21,23
561,3,13,202210,1000110001,0,1,1,0,2,0,10,9,10,3
4489,0,30,20011021,1000110001001,1,4,2,1,4,1,5,4,23,25
2245,1,13,10002011,100011000101,1,0,5,1,9,1,3,14,12,13
4491,0,66,20011100,1000110001011,0,1,4,3,6,3,7,6,25,27
1123,2,13,1112121,10001100011,1,3,3,1,5,1,2,19,21,7
4493,0,13,20011102,1000110001101,2,3,6,5,8,5,9,8,27,29
2247,1,25,10002020,100011000111,0,2,0,3,11,3,5,16,14,15
4495,0,25,20011111,1000110001111,1,0,1,7,10,7,11,10,0,0
281,4,13,101102,100011001,2,1,1,6,8,9,15,5,20,2
4497,0,13,20011120,1000110010001,0,2,3,9,12,9,13,12,2,2
2249,1,13,10002022,100011001001,2,4,2,5,0,5,7,18,16,17
4499,0,13,20011122,1000110010011,2,4,5,0,1,11,15,14,4,4
1125,2,13,1112200,10001100101,0,0,5,3,7,3,4,21,23,9
4501,0,13,20011201,1000110010101,1,1,0,2,3,13,17,16,6,6
2251,1,10,10002101,100011001011,1,1,4,7,2,7,9,20,18,19
4503,0,10,20011210,1000110010111,0,3,2,4,5,15,0,18,8,8
563,3,13,202212,1000110011,2,3,3,2,4,2,12,11,12,5
4505,0,10,20011212,1000110011001,2,0,4,6,7,0,2,20,10,10
2253,1,13,10002110,100011001101,0,3,6,9,4,9,11,22,20,21
4507,0,30,20011221,1000110011011,1,2,6,8,9,2,4,22,12,12
1127,2,49,1112202,10001100111,2,2,0,5,9,5,6,0,25,11
4509,0,49,20012000,1000110011101,0,4,1,10,11,4,6,1,14,14
2255,1,49,10002112,100011001111,2,0,1,0,6,11,13,1,22,23
4511,0,54,20012002,1000110011111,2,1,3,1,0,6,8,3,16,16
141,5,3,12020,10001101,0,1,1,9,11,5,8,3,25,17
4513,0,66,20012011,1000110100001,1,3,5,3,2,8,10,5,18,18
2257,1,10,10002121,100011010001,1,2,3,2,8,13,15,3,24,25
4515,0,10,20012020,1000110100011,0,0,0,5,4,10,12,7,20,20
1129,2,10,1112211,10001101001,1,4,2,7,11,7,8,2,27,13
4517,0,10,20012022,1000110100101,2,2,2,7,6,12,14,9,22,22
2259,1,10,10002200,100011010011,0,4,5,4,10,15,17,5,26,27
4519,0,30,20012101,1000110100111,1,4,4,9,8,14,16,11,24,24
565,3,3,202221,1000110101,1,0,5,4,6,4,14,13,14,7
4521,0,66,20012110,1000110101001,0,1,6,0,10,16,18,13,26,26
2261,1,3,10002202,100011010101,2,1,0,6,12,0,0,7,28,29
4523,0,30,20012112,1000110101011,2,3,1,2,12,1,1,15,28,28
1131,2,10,1112220,10001101011,0,1,4,9,0,9,10,4,0,15
4525,0,10,20012121,1000110101101,1,0,3,4,1,3,3,17,1,30
2263,1,10,10002211,100011010111,1,3,2,8,1,2,2,9,1,0
4527,0,10,20012200,1000110101111,0,2,5,6,3,5,5,19,3,1
283,4,20,101111,100011011,1,3,3,8,10,11,17,7,22,4
4529,0,20,20012202,1000110110001,2,4,0,8,5,7,7,21,5,3
2265,1,20,10002220,100011011001,0,0,4,10,3,4,4,11,3,2
4531,0,20,20012211,1000110110011,1,1,2,10,7,9,9,0,7,5
1133,2,20,1112222,10001101101,2,3,6,0,2,11,12,6,2,17
4533,0,20,20012220,1000110110101,0,3,4,1,9,11,11,2,9,7
2267,1,30,10002222,100011011011,2,2,6,1,5,6,6,13,5,4
4535,0,30,20012222,1000110110111,2,0,6,3,11,13,13,4,11,9
567,3,20,210000,1000110111,0,2,0,6,8,6,16,15,16,9
4537,0,20,20020001,1000110111001,1,2,1,5,0,15,15,6,13,11
2269,1,20,10010001,100011011101,1,4,1,3,7,8,8,15,7,6
4539,0,66,20020010,1000110111011,0,4,3,7,2,0,17,8,15,13
1135,2,20,1120001,10001101111,1,0,1,2,4,13,14,8,4,19
4541,0,20,20020012,1000110111101,2,1,5,9,4,2,0,10,17,15
2271,1,20,10010010,100011011111,0,1,3,5,9,10,10,17,9,8
4543,0,66,20020021,1000110111111,1,3,0,0,6,4,2,12,19,17
71,6,37,2122,1000111,2,1,1,5,6,3,14,2,13,9
4545,0,49,20020100,1000111000001,0,0,2,2,8,6,4,14,21,19
2273,1,49,10010012,100011100001,2,3,5,7,11,12,12,19,11,10
4547,0,49,20020102,1000111000011,2,2,4,4,10,8,6,16,23,21
1137,2,3,1120010,10001110001,0,2,3,4,6,15,16,10,6,21
4549,0,3,20020111,1000111000101,1,4,6,6,12,10,8,18,25,23
2275,1,3,10010021,100011100011,1,0,0,9,0,14,14,21,13,12
4551,0,66,20020120,1000111000111,0,1,1,8,1,12,10,20,27,25
569,3,18,210002,1000111001,2,4,2,8,10,8,18,17,18,11
4553,0,54,20020122,1000111001001,2,3,3,10,3,14,12,22,0,27
2277,1,18,10010100,100011100101,0,2,2,0,2,16,16,0,15,14
4555,0,18,20020201,1000111001011,1,0,5,1,5,16,14,1,2,29
1139,2,18,1120012,10001110011,2,4,5,6,8,0,18,12,8,23
4557,0,18,20020210,1000111001101,0,2,0,3,7,1,16,3,4,0
2279,1,54,10010102,100011100111,2,4,4,2,4,1,18,2,17,16
4559,0,54,20020212,1000111001111,2,4,2,5,9,3,18,5,6,2
285,4,37,101120,100011101,0,0,5,10,12,13,0,9,24,6
4561,0,18,20020221,1000111010001,1,1,4,7,11,5,1,7,8,4
2281,1,54,10010111,100011101001,1,1,6,4,6,3,1,4,19,18
4563,0,54,20021000,1000111010011,0,3,6,9,0,7,3,9,10,6
1141,2,37,1120021,10001110101,1,1,0,8,10,2,1,14,10,25
4565,0,37,20021002,1000111010101,2,0,1,0,2,9,5,11,12,8
2283,1,18,10010120,100011101011,0,3,1,6,8,5,3,6,21,20
4567,0,18,20021011,1000111010111,1,2,3,2,4,11,7,13,14,10
571,3,8,210011,1000111011,1,1,4,10,12,10,1,19,20,13
4569,0,8,20021020,1000111011001,0,4,5,4,6,13,9,15,16,12
2285,1,8,10010122,100011101101,2,0,3,8,10,7,5,8,23,22
4571,0,18,20021022,1000111011011,2,1,0,6,8,15,11,17,18,14
1143,2,8,1120100,10001110111,0,3,2,10,12,4,3,16,12,27
4573,0,8,20021101,1000111011101,1,3,2,8,10,0,13,19,20,16
2287,1,42,10010201,100011101111,1,2,5,10,12,9,7,10,25,24
4575,0,42,20021110,1000111011111,0,0,4,10,12,2,15,21,22,18
143,5,37,12022,10001111,2,3,3,0,0,7,10,5,27,19
4577,0,54,20021112,1000111100001,2,2,6,1,1,4,17,0,24,20
2289,1,37,10010210,100011110001,0,4,0,1,1,11,9,12,27,26
4579,0,37,20021121,1000111100011,1,4,1,3,3,6,0,2,26,22
1145,2,54,1120102,10001111001,2,0,4,1,1,6,5,18,14,29
4581,0,54,20021200,1000111100101,0,1,3,5,5,8,2,4,28,24
2291,1,54,10010212,100011110011,2,1,2,3,3,13,11,14,0,28
4583,0,30,20021202,1000111100111,2,3,5,7,7,10,4,6,1,26
573,3,37,210020,1000111101,0,3,6,1,1,12,3,21,22,15
4585,0,54,20021211,1000111101001,1,0,0,9,9,12,6,8,3,28
2293,1,37,10010221,100011110101,1,3,4,5,5,15,13,16,2,30
4587,0,42,20021220,1000111101011,0,2,2,0,11,14,8,10,5,30
1147,2,18,1120111,10001111011,1,2,6,3,3,8,7,20,16,0
4589,0,18,20021222,1000111101101,2,4,4,2,0,16,10,12,7,1
2295,1,18,10011000,100011110111,0,0,6,7,7,0,15,18,4,1
4591,0,61,20022001,1000111101111,1,1,6,4,2,1,12,14,9,3
287,4,13,101122,100011111,2,2,0,1,1,15,2,11,26,8
4593,0,37,20022010,1000111110001,0,3,1,6,4,3,14,16,11,5
2297,1,18,10011002,100011111001,2,2,1,9,9,2,17,20,6,3
4595,0,18,20022012,1000111110011,2,0,3,8,6,5,16,18,13,7
1149,2,13,1120120,10001111101,0,4,1,5,5,10,9,22,18,2
4597,0,13,20022021,1000111110101,1,2,5,10,8,7,18,20,15,9
2299,1,54,10011011,100011111011,1,4,3,0,11,4,0,22,8,5
4599,0,54,20022100,1000111110111,0,4,0,1,10,9,1,22,17,11
575,3,13,210022,1000111111,2,0,1,3,3,14,5,0,24,17
4601,0,18,20022102,1000111111001,2,1,2,3,12,11,3,1,19,13
2301,1,13,10011020,100011111101,0,1,5,2,0,6,2,1,10,7
4603,0,42,20022111,1000111111011,1,3,4,5,1,13,5,3,21,15
1151,2,18,1120122,10001111111,2,1,3,7,7,12,11,1,20,4
4605,0,18,20022120,1000111111101,0,0,6,7,3,15,7,5,23,17
2303,1,18,10011022,100011111111,2,3,0,4,2,8,4,3,12,9
4607,0,54,20022122,1000111111111,2,2,1,9,5,0,9,7,25,19
9,9,6,100,1001,0,4,2,9,9,9,9,9,9,9
4609,0,13,20022201,1001000000001,1,4,3,0,7,2,11,9,27,21
2305,1,37,10011101,100100000001,1,0,2,6,4,10,6,5,14,11
4611,0,37,20022210,1001000000011,0,1,5,2,9,4,13,11,0,23
1153,2,54,1120201,10010000001,1,3,5,9,9,14,13,3,22,6
4613,0,54,20022212,1001000000101,2,3,0,4,11,6,15,13,2,25
2307,1,54,10011110,100100000011,0,2,4,8,6,12,8,7,16,13
4615,0,30,20022221,1001000000111,1,0,2,6,0,8,17,15,4,27
577,3,8,210101,1001000001,1,2,3,5,5,16,7,2,26,19
4617,0,37,20100000,1001000001001,0,2,4,8,2,10,0,17,6,29
2309,1,8,10011112,100100000101,2,4,6,10,8,14,10,9,18,15
4619,0,54,20100002,1001000001011,2,4,6,10,4,12,2,19,8,0
1155,2,8,1120210,10010000011,0,0,0,0,11,16,15,5,24,8
4621,0,8,20100011,1001000001101,1,1,1,1,6,14,4,21,10,2
2311,1,54,10011121,100100000111,1,1,1,1,10,16,12,11,20,17
4623,0,54,20100020,1001000001111,0,3,3,3,8,16,6,0,12,4
